Name,Position,High Level,Current Team.text,Current Status,Play Years,Draft Info.text,B-T,Born,Age,Debut,Debut Age,SvcTime,WAR
Jonathan Pettibone,P,MLB,Lehigh Valley (AAA) >> Philadelphia Phillies,Minors (40),2008-2014,PHI: 2008-3-110,L-R,7/19/90,25,,,,
Phillippe Aumont,P,MLB,Lehigh Valley (AAA) >> Philadelphia Phillies,Minors (40),2008-2014,SEA: 2007-1-11,L-R,1/7/89,26,8/23/12,24,0.127,-0.2
Freddy Galvis,SS,MLB,Philadelphia Phillies,MLB-Active,2007-2014,Not drafted,B-R,11/14/89,25,4/5/12,22,2.021,0.4
Justin De Fratus,P,MLB,Philadelphia Phillies,MLB-Active,2007-2014,PHI: 2007-11-353,B-R,10/21/87,27,9/18/11,24,2.09,0.5
Brody Colvin,P,AA,Clearwater (A+) >> Philadelphia Phillies,Minors,2009-2014,PHI: 2009-7-227,R-R,8/14/90,25,null,null,0,0
Jiwan James,OF,AA,,Free Agent,2007-2014,PHI: 2007-22-683,B-R,4/11/89,26,null,null,0,0
Maikel Franco,3B,MLB,Philadelphia Phillies,MLB-Active,2010-2014,Not drafted,R-R,8/26/92,23,,,,
Domonic Brown,LF,MLB,Philadelphia Phillies,MLB-Active,2006-2014,PHI: 2006-20-607,L-L,9/3/87,28,7/28/10,23,3.078,-1.2
Jonathan Singleton,1B,MLB,Houston Astros,MLB-Active,2009-2014,PHI: 2009-8-257,L-L,9/18/91,23,6/3/14,23,0.119,-1.3
Brody Colvin,P,AA,Clearwater (A+) >> Philadelphia Phillies,Minors,2009-2014,PHI: 2009-7-227,R-R,8/14/90,25,null,null,0,0
Jarred Cosart,P,MLB,Miami Marlins,MLB-Active,2009-2014,PHI: 2008-38-1156,R-R,5/25/90,25,7/12/13,23,1.07,2.6
Trevor May,P,MLB,Minnesota Twins,MLB-Active,2008-2014,PHI: 2008-4-136,R-R,9/23/89,25,,,,
Sebastian Valle,C,AAA,Pittsburgh Pirates,Minors,2008-2014,Not drafted,L-R,7/24/90,25,null,null,0,0
Jiwan James,OF,AA,,Free Agent,2007-2014,PHI: 2007-22-683,B-R,4/11/89,26,null,null,0,0
Jesse Biddle,P,AA,Philadelphia Phillies,MLB-Active,2010-2014,PHI: 2010-1-27,L-L,10/22/91,23,null,null,0,0
Domingo Santana,OF,MLB,Oklahoma City (AAA) >> Houston Astros,Minors (40),2009-2014,Not drafted,R-R,8/5/92,23,7/1/14,22,0.015,-0.5
Aaron Altherr,OF,MLB,Reading (AA) >> Philadelphia Phillies,Minors (40),2009-2014,PHI: 2009-9-287,R-R,1/14/91,24,,,,
Domonic Brown,LF,MLB,Philadelphia Phillies,MLB-Active,2006-2014,PHI: 2006-20-607,L-L,9/3/87,28,,,,
Kyle Drabek,P,MLB,Buffalo (AAA) >> Toronto Blue Jays,Minors (40),2006-2014,PHI: 2006-1-18,R-R,12/8/87,27,9/15/10,23,2.08,-0.1
Michael Taylor,OF,MLB,Chicago White Sox,Minors,2005-2014,PHI: 2007-5-173,R-R,12/19/85,29,9/2/11,26,0.091,-1.2
Travis D'Arnaud,C,MLB,New York Mets,MLB-Active,2007-2014,PHI: 2007-1-37,R-R,2/10/89,26,8/17/13,25,1.044,1.4
Trevor May,P,MLB,Minnesota Twins,MLB-Active,2008-2014,PHI: 2008-4-136,R-R,9/23/89,25,,,,
Anthony Gose,CF-OF,MLB,Detroit Tigers,MLB-Active,2008-2014,PHI: 2008-2-51,L-L,8/10/90,25,7/17/12,22,1.082,1.5
Sebastian Valle,C,AAA,Pittsburgh Pirates,Minors,2008-2014,Not drafted,L-R,7/24/90,25,null,null,0,0
Jarred Cosart,P,MLB,Miami Marlins,MLB-Active,2009-2014,PHI: 2008-38-1156,R-R,5/25/90,25,,,,
Antonio Bastardo,P,MLB,Pittsburgh Pirates,MLB-Active,2006-2014,Not drafted,L-L,9/21/85,29,6/2/09,24,5.054,3.3
Domingo Santana,OF,MLB,Oklahoma City (AAA) >> Houston Astros,Minors (40),2009-2014,Not drafted,R-R,8/5/92,23,,,,
