Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Jake Goebbert,Astros (AA),24,433,12.70%,13.20%,0.96,0.304,0.399,0.473,0.872,0.168,5.7,0.338,-0.5,73,22.6,0.39,144,9431
Allan Dykstra,Mets (AA),25,248,20.60%,26.20%,0.78,0.262,0.423,0.419,0.842,0.157,2.5,0.355,0.2,40,11.8,0.39,141,sa454379
Cody Puckett,Reds (AA),25,146,14.40%,26.00%,0.55,0.268,0.372,0.488,0.86,0.22,4.1,0.329,0.1,23,6.4,0.389,139,sa454975
Mayo Acosta,Rays (AA),24,108,12.00%,16.70%,0.72,0.264,0.358,0.495,0.853,0.231,1.3,0.275,0,17,4.7,0.389,139,sa392849
Evan Gattis,Braves (AA),25,207,9.70%,14.00%,0.69,0.258,0.343,0.522,0.865,0.264,4.6,0.262,-0.3,32,9,0.389,138,11003
Rhyne Hughes,Orioles (AA),28,313,13.10%,23.60%,0.55,0.278,0.37,0.504,0.874,0.226,4.5,0.333,0.4,51,14.7,0.389,141,9955
Cody Asche,Phillies (AA),22,289,7.60%,19.40%,0.39,0.3,0.36,0.513,0.873,0.213,4.2,0.348,-0.2,47,13.5,0.389,141,11997
Josh Fellhauer,Reds (AA),24,399,13.50%,13.50%,1,0.314,0.409,0.42,0.829,0.107,3.9,0.362,-0.6,62,17.3,0.388,138,sa501503
Nate Freiman,Padres (AA),25,581,8.40%,16.40%,0.52,0.298,0.37,0.502,0.872,0.203,2.2,0.324,-1.2,97,29.3,0.388,143,6582
Joey Terdoslavich,Braves (AA),23,333,8.10%,18.60%,0.44,0.315,0.372,0.48,0.852,0.164,6,0.377,0.6,52,14.3,0.388,138,10593
Corban Joseph,Yankees (AA),23,102,14.70%,12.70%,1.15,0.314,0.412,0.43,0.842,0.116,0.6,0.347,0,16,4.6,0.387,139,5503
Robbie Widlansky,Orioles (AA),27,544,11.80%,13.60%,0.86,0.316,0.404,0.446,0.85,0.13,4.2,0.36,1,87,24.1,0.385,139,sa389390
Ryan Garko,Rays (AA),31,267,10.50%,18.70%,0.56,0.297,0.386,0.441,0.827,0.144,1.3,0.345,-0.2,41,10.5,0.383,135,6319
Brady Shoemaker,White Sox (AA),25,240,18.80%,24.60%,0.76,0.254,0.408,0.392,0.8,0.138,3.7,0.346,-0.1,36,9.4,0.383,135,sa502052
Charlie Cutler,Pirates (AA),25,183,11.50%,9.30%,1.24,0.296,0.407,0.421,0.828,0.125,5.7,0.321,0.2,29,7.7,0.382,136,sa454748
Matt Davidson,Diamondbacks (AA),21,575,12.00%,21.90%,0.55,0.261,0.367,0.469,0.836,0.208,3.4,0.304,-1.3,87,22.1,0.382,134,7226
Wilmer Flores,Mets (AA),20,275,7.30%,10.90%,0.67,0.311,0.361,0.494,0.855,0.183,2.8,0.326,0,43,11.4,0.381,136,5827
Tim Fedroff,Indians (AA),25,239,12.60%,13.80%,0.91,0.305,0.396,0.443,0.839,0.138,5.2,0.351,-1.4,37,9.7,0.381,135,sa454958
Beau Mills,Reds (AA),25,232,8.60%,16.40%,0.53,0.272,0.343,0.495,0.839,0.223,3.1,0.289,-0.1,35,8.6,0.38,133,sa388399
Alden Carrithers,Braves (AA),27,204,17.20%,10.30%,1.67,0.315,0.433,0.352,0.784,0.036,4.2,0.359,0.5,31,7.6,0.38,133,sa454577
J.T. Wise,Dodgers (AA),26,488,12.70%,25.60%,0.5,0.278,0.377,0.445,0.822,0.167,2.6,0.374,0,73,18,0.38,133,sa505632
Drew Garcia,White Sox (AA),26,151,7.30%,12.60%,0.58,0.316,0.37,0.459,0.829,0.143,4.8,0.36,-0.7,23,5.5,0.38,132,sa455332
Greg Garcia,Cardinals (AA),22,504,15.90%,16.50%,0.96,0.284,0.408,0.42,0.828,0.136,5.1,0.334,-0.4,81,21.9,0.379,137,10951
Seth Loman,White Sox (AA),26,473,9.50%,19.00%,0.5,0.276,0.364,0.458,0.821,0.182,2.8,0.317,-1,70,17,0.379,132,sa326152
Justin Greene,White Sox (AA),26,158,13.30%,22.20%,0.6,0.281,0.376,0.444,0.82,0.163,8.4,0.364,2.3,24,5.7,0.379,132,sa455434
Dustin Martin,Mets (AA),28,280,12.90%,20.70%,0.62,0.286,0.381,0.452,0.834,0.166,6.5,0.356,-0.6,43,10.9,0.379,134,sa328277
Eric Campbell,Mets (AA),25,465,12.50%,16.30%,0.76,0.297,0.391,0.439,0.83,0.142,4.2,0.344,0,71,18.1,0.378,134,6938
Ronnie Welty,Orioles (AA),24,146,2.10%,26.00%,0.08,0.286,0.303,0.564,0.868,0.279,5.7,0.337,-0.2,22,5.7,0.378,134,sa455432
Jimmy Van Ostrand,Nationals (AA),27,300,5.30%,11.00%,0.48,0.31,0.37,0.465,0.835,0.155,1.4,0.322,0,46,11.5,0.378,133,sa327047
Aaron Hicks,Twins (AA),22,563,13.90%,20.40%,0.68,0.285,0.382,0.459,0.841,0.173,7.9,0.346,2,86,21.5,0.377,133,5297
Brent Clevlen,Diamondbacks (AA),28,259,11.60%,24.70%,0.47,0.26,0.345,0.489,0.834,0.229,6.4,0.314,0.1,38,9,0.377,131,4863
David Adams,Yankees (AA),25,383,9.90%,13.80%,0.72,0.306,0.385,0.45,0.834,0.144,2.7,0.336,0.2,59,14.5,0.377,133,7389
Cody Johnson,Yankees (AA),23,253,11.90%,35.60%,0.33,0.244,0.336,0.52,0.856,0.276,2,0.328,0,39,9.5,0.376,133,sa326488
Logan Watkins,Cubs (AA),22,588,12.90%,16.50%,0.78,0.281,0.383,0.422,0.805,0.141,7.8,0.332,2.5,86,20,0.376,130,4875
Corey Smith,White Sox (AA),30,289,8.00%,14.90%,0.53,0.286,0.356,0.459,0.816,0.174,3.1,0.316,-0.3,42,9.7,0.376,130,sa199533
Henry Rodriguez,Reds (AA),22,144,6.30%,12.50%,0.5,0.348,0.385,0.439,0.824,0.091,4.3,0.386,0.5,21,4.8,0.375,129,7983
Chris Mcguiness,Rangers (AA),24,530,13.00%,20.20%,0.64,0.268,0.366,0.474,0.84,0.206,1.2,0.302,-0.7,83,21.1,0.374,134,9423
Conner Crumbliss,Athletics (AA),25,605,19.80%,16.20%,1.22,0.257,0.414,0.391,0.805,0.134,6.5,0.302,1.1,95,23.8,0.374,134,sa502365
Brock Holt,Pirates (AA),24,432,9.30%,11.80%,0.78,0.322,0.389,0.432,0.821,0.11,5.2,0.364,-2.2,65,15.2,0.374,131,9345
Jordan Lennerton,Tigers (AA),26,582,13.60%,24.20%,0.56,0.269,0.368,0.469,0.836,0.2,2.3,0.33,-1.2,87,20.4,0.373,130,sa455610
Chun-Hsiu Chen,Indians (AA),23,459,12.20%,22.00%,0.55,0.306,0.392,0.424,0.816,0.118,3.7,0.397,0,69,16,0.373,130,sa455954
Billy Hamilton,Reds (AA),21,213,16.90%,20.20%,0.84,0.286,0.406,0.383,0.789,0.097,8.5,0.371,3.7,31,6.8,0.373,128,10199
Reynaldo Rodriguez,Red Sox (AA),26,367,9.50%,22.10%,0.43,0.257,0.335,0.505,0.84,0.248,5.1,0.294,0,55,12.7,0.373,130,sa329131
Chris Pettit,- - -,27,309,8.40%,25.60%,0.33,0.282,0.354,0.462,0.816,0.179,6.7,0.372,0.7,45,10.1,0.372,129,3870
Josh Rodriguez,Mets (AA),27,245,11.40%,19.60%,0.58,0.29,0.373,0.453,0.826,0.164,5.3,0.352,-0.2,37,8.4,0.372,130,5716
Tyson Gillies,Phillies (AA),23,311,5.80%,16.70%,0.35,0.304,0.369,0.453,0.822,0.149,7.2,0.362,-0.8,46,10.5,0.372,129,sa328244
Josh Rutledge,Rockies (AA),23,379,3.70%,18.20%,0.2,0.306,0.338,0.508,0.846,0.202,6.6,0.345,1,59,14.3,0.372,132,11167
Jared Mitchell,White Sox (AA),23,408,15.20%,30.90%,0.49,0.24,0.368,0.44,0.808,0.201,7.2,0.35,1.8,58,12.3,0.371,127,sa327116
Bryce Brentz,Red Sox (AA),23,504,7.90%,25.80%,0.31,0.296,0.355,0.478,0.833,0.182,3.4,0.377,-0.6,75,16.7,0.371,129,10607
Joe Dunigan,Mariners (AA),26,469,8.10%,37.30%,0.22,0.254,0.32,0.502,0.822,0.249,6.2,0.366,0.8,67,14.1,0.371,127,sa389233
Zelous Wheeler,Orioles (AA),25,389,9.80%,16.20%,0.6,0.275,0.363,0.458,0.821,0.183,4.4,0.302,0.6,57,12.8,0.371,129,8822
Jermaine Curtis,Cardinals (AA),24,440,10.70%,11.60%,0.92,0.313,0.416,0.378,0.794,0.065,4.4,0.36,0.4,68,16.2,0.371,131,7765
Chris Colabello,Twins (AA),28,561,8.60%,16.80%,0.51,0.28,0.355,0.474,0.829,0.194,2.2,0.309,0,83,18.4,0.37,128,13051
Zach Walters,Nationals (AA),22,172,4.70%,22.10%,0.21,0.293,0.326,0.518,0.844,0.226,5.7,0.35,0.2,25,5.6,0.37,128,10622
Ben Lasater,Marlins (AA),28,188,9.60%,22.90%,0.42,0.298,0.367,0.429,0.796,0.131,0.7,0.382,-0.1,27,5.4,0.369,125,sa389264
Rob Brantly,Tigers (AA),22,195,6.20%,8.70%,0.71,0.311,0.359,0.461,0.82,0.15,2.5,0.329,-1.2,29,6.1,0.369,127,10655
Justin Bour,Cubs (AA),24,577,10.70%,19.90%,0.54,0.283,0.36,0.455,0.815,0.172,2.5,0.332,0.1,81,16.3,0.368,125,9744
Jackie Bradley Jr.,Red Sox (AA),22,271,12.90%,18.10%,0.71,0.271,0.373,0.437,0.809,0.166,5.7,0.316,0.4,39,8.3,0.368,127,12984
Matthew Curry,Pirates (AA),23,450,9.80%,23.80%,0.41,0.285,0.352,0.48,0.832,0.194,4.5,0.357,-0.8,65,13.4,0.367,126,sa549213
Jake Smolinski,Marlins (AA),23,500,15.60%,14.80%,1.05,0.257,0.388,0.382,0.77,0.125,5,0.298,-0.1,70,13.3,0.366,124,5408
Jose Martinez,Astros (AA),26,472,7.60%,8.50%,0.9,0.304,0.362,0.464,0.826,0.16,4.9,0.308,-0.1,71,15.8,0.366,129,sa291098
Anthony Aliotti,Athletics (AA),25,531,12.80%,24.30%,0.53,0.292,0.385,0.426,0.811,0.134,2,0.384,-0.4,80,17.8,0.366,129,sa501732
Andrelton Simmons,Braves (AA),22,203,9.90%,9.90%,1,0.293,0.372,0.42,0.791,0.126,7,0.314,1.1,28,5.4,0.366,123,10847
Brock Kjeldgaard,Brewers (AA),26,189,14.80%,22.80%,0.65,0.234,0.349,0.443,0.792,0.209,2.2,0.266,-1.1,26,5,0.366,123,sa326252
Matt Long,Angels (AA),25,116,12.90%,23.30%,0.56,0.278,0.371,0.464,0.835,0.186,6.8,0.343,0.3,17,3.8,0.365,128,sa454873
Blake Smith,Dodgers (AA),24,530,12.10%,25.30%,0.48,0.267,0.358,0.432,0.79,0.165,5.4,0.348,0.1,73,13.3,0.365,122,sa500814
Kyeong Kang,Rays (AA),24,404,12.60%,33.40%,0.38,0.243,0.349,0.441,0.79,0.197,5.6,0.354,-0.2,56,10.2,0.364,122,sa327822
Jurickson Profar,Rangers (AA),19,562,11.70%,14.10%,0.84,0.281,0.368,0.452,0.82,0.171,6.3,0.306,1.2,84,17.9,0.364,127,10815
Austin Wates,Astros (AA),23,409,7.60%,17.40%,0.44,0.304,0.375,0.429,0.804,0.125,6.2,0.36,-1.4,61,13,0.364,127,sa526661
Manny Pina,Royals (AA),25,162,14.80%,14.80%,1,0.26,0.389,0.397,0.786,0.137,0.1,0.279,-0.1,24,5.2,0.364,127,2829
Jeremy Hazelbaker,Red Sox (AA),24,488,7.20%,23.40%,0.31,0.273,0.338,0.479,0.818,0.206,8.2,0.328,2.2,70,13.5,0.364,124,sa501446
Avisail Garcia,Tigers (AA),21,226,3.10%,16.80%,0.18,0.312,0.345,0.465,0.81,0.153,6.6,0.357,0.2,32,6.2,0.364,124,5760
Ty Kelly,Orioles (AA),23,199,10.60%,14.10%,0.75,0.308,0.384,0.413,0.797,0.105,4.6,0.356,0.2,28,5.4,0.364,124,sa501692
Marquez Smith,Red Sox (AA),27,314,7.30%,16.60%,0.44,0.293,0.35,0.464,0.815,0.171,3.6,0.33,0.2,45,8.6,0.363,124,sa388379
Melky Mesa,Yankees (AA),25,368,7.90%,20.40%,0.39,0.278,0.345,0.465,0.81,0.187,6.4,0.32,2.2,52,10,0.363,124,447
Kyle Jensen,Marlins (AA),24,521,13.20%,31.10%,0.43,0.234,0.338,0.452,0.789,0.218,3,0.304,-0.4,71,12.6,0.363,121,sa501667
Adonis Garcia,Yankees (AA),27,126,4.00%,14.30%,0.28,0.288,0.325,0.492,0.817,0.203,3.9,0.309,0,18,3.3,0.362,123,sa623174
Jose Pirela,Yankees (AA),22,358,7.30%,13.40%,0.54,0.293,0.356,0.448,0.804,0.155,6.2,0.323,0.6,50,9.4,0.362,123,5485
Caleb Joseph,Orioles (AA),26,317,9.10%,18.90%,0.48,0.272,0.343,0.47,0.812,0.197,3.6,0.303,0.4,45,8.3,0.362,123,7087
Jamie Romak,Cardinals (AA),26,281,11.00%,18.90%,0.58,0.267,0.356,0.453,0.809,0.185,6,0.301,0.2,41,8.4,0.362,126,5552
Robbie Grossman,- - -,22,577,13.30%,21.00%,0.64,0.266,0.376,0.41,0.786,0.144,5.6,0.335,-1.9,82,15.4,0.361,123,5254
Corey Dickerson,Rockies (AA),23,289,6.20%,17.60%,0.35,0.274,0.322,0.504,0.826,0.229,5.9,0.293,0,42,8.5,0.361,125,10762
Chris Rahl,Nationals (AA),28,358,5.30%,23.50%,0.23,0.291,0.339,0.467,0.806,0.176,7.4,0.356,3.6,50,9.1,0.361,122,sa291400
Matthew Cerda,Cubs (AA),22,315,17.10%,18.70%,0.92,0.266,0.394,0.355,0.749,0.089,4.8,0.333,0.6,42,6.8,0.36,119,sa454530
Chris Swauger,Cardinals (AA),25,352,6.00%,19.60%,0.3,0.296,0.344,0.47,0.814,0.174,3.6,0.336,-1.4,51,9.9,0.36,124,sa455020
Antoan Richardson,Orioles (AA),28,367,16.60%,16.30%,1.02,0.279,0.415,0.331,0.746,0.052,8,0.348,3,51,8.7,0.359,121,209
Matt Rizzotti,- - -,26,286,10.80%,20.60%,0.53,0.278,0.357,0.444,0.801,0.167,2.1,0.335,0.1,41,7.4,0.359,122,sa389429
Niuman Romero,Tigers (AA),27,593,9.10%,11.00%,0.83,0.3,0.367,0.421,0.788,0.12,5.5,0.325,1.8,82,13.8,0.358,120,5063
Zoilo Almonte,Yankees (AA),23,450,5.60%,22.70%,0.25,0.278,0.322,0.488,0.81,0.211,5.3,0.319,1.4,62,10.5,0.358,120,6732
Deibinson Romero,Twins (AA),25,548,10.90%,17.70%,0.62,0.267,0.356,0.441,0.797,0.175,2.7,0.293,0.4,76,12.7,0.358,120,sa328505
Ian Gac,Braves (AA),26,292,10.60%,29.10%,0.36,0.247,0.339,0.443,0.782,0.196,3.6,0.341,-0.5,39,5.9,0.358,118,sa244078
Manny Machado,Orioles (AA),19,459,10.50%,15.30%,0.69,0.266,0.352,0.438,0.789,0.172,6.1,0.297,1,63,10.4,0.358,120,11493
Jim Adduci,Cubs (AA),27,293,10.60%,16.00%,0.66,0.294,0.367,0.409,0.776,0.115,5.3,0.34,0.8,39,5.8,0.357,118,6448
Mark Minicozzi,Giants (AA),29,323,9.90%,19.80%,0.5,0.284,0.356,0.436,0.792,0.152,1.7,0.333,-0.6,44,7.2,0.357,119,sa293084
Michael Burgess,Cubs (AA),23,381,11.80%,16.50%,0.71,0.259,0.35,0.422,0.772,0.163,1.6,0.292,-0.2,50,7.4,0.357,117,sa389928
Johnny Whittleman,Royals (AA),25,375,17.60%,29.10%,0.61,0.22,0.357,0.433,0.79,0.213,2.5,0.283,-0.4,54,9.8,0.357,122,sa291246
Drew Locke,Astros (AA),29,285,7.40%,16.80%,0.44,0.295,0.347,0.456,0.803,0.161,3.1,0.333,-0.8,41,7.4,0.357,122,sa293188
Jonathan Galvez,Padres (AA),21,350,8.90%,20.00%,0.44,0.292,0.364,0.426,0.79,0.135,5.9,0.359,1,50,9,0.357,122,sa502621
Junior Lake,Cubs (AA),22,448,7.80%,23.40%,0.33,0.279,0.341,0.432,0.773,0.153,5.7,0.353,-0.8,59,8.5,0.356,117,4672
Johnny Monell,Giants (AA),26,374,11.00%,22.50%,0.49,0.257,0.345,0.449,0.794,0.192,2.8,0.309,-0.4,51,8,0.356,119,2783
Travis Shaw,Red Sox (AA),22,133,15.80%,25.60%,0.62,0.227,0.353,0.427,0.781,0.2,2.1,0.297,-0.2,18,2.8,0.356,118,sa578040
Tommy Mendonca,Rangers (AA),24,114,8.80%,32.50%,0.27,0.277,0.342,0.455,0.798,0.178,1,0.377,-0.1,16,2.9,0.356,121,sa500821
Todd Cunningham,Braves (AA),23,519,7.30%,9.80%,0.75,0.309,0.364,0.403,0.767,0.094,6.9,0.34,1.3,68,9.5,0.356,116,10822
Kentrail Davis,Brewers (AA),24,498,10.80%,24.30%,0.45,0.274,0.357,0.404,0.761,0.13,6.3,0.363,-0.9,65,8.8,0.355,116,sa390671
Adam Abraham,Indians (AA),25,434,10.10%,18.40%,0.55,0.259,0.343,0.441,0.783,0.182,3.2,0.294,-1.2,58,8.6,0.354,117,sa454574
Dean Anna,Padres (AA),25,510,12.90%,14.90%,0.87,0.271,0.377,0.393,0.77,0.122,4.6,0.303,-0.8,72,12.1,0.354,120,8353
Omar Luna,Rays (AA),25,515,7.40%,8.20%,0.9,0.315,0.369,0.389,0.758,0.074,5.2,0.339,0.7,67,8.6,0.353,115,sa392852
Andrew Lambo,Pirates (AA),23,108,13.00%,17.60%,0.74,0.25,0.346,0.435,0.781,0.185,3.5,0.271,-0.4,14,2.1,0.353,117,5386
Buck Britton,Orioles (AA),26,421,8.80%,14.30%,0.62,0.292,0.355,0.427,0.782,0.135,3.3,0.326,-1,56,8.1,0.353,117,sa455619
Jedd Gyorko,Padres (AA),23,149,11.40%,18.10%,0.63,0.262,0.356,0.431,0.786,0.169,2.2,0.289,-0.3,21,3.5,0.353,120,10816
Addison Maruszak,Yankees (AA),25,459,7.40%,17.00%,0.44,0.278,0.332,0.458,0.79,0.18,3.3,0.305,-0.2,62,8.8,0.353,117,sa455124
Luke Murton,Yankees (AA),26,526,8.40%,22.80%,0.37,0.249,0.327,0.464,0.791,0.215,2.5,0.28,-1.2,70,10,0.353,117,sa502058
Sandy Leon,Nationals (AA),23,149,6.00%,10.70%,0.56,0.311,0.358,0.422,0.78,0.111,2.9,0.342,0.2,20,2.8,0.353,117,5273
Juan Perez,Giants (AA),25,513,4.30%,16.60%,0.26,0.302,0.341,0.441,0.782,0.139,5.2,0.349,-2.4,69,9.6,0.352,116,5371
Mike Mcdade,Blue Jays (AA),23,429,10.00%,19.80%,0.51,0.275,0.354,0.437,0.791,0.161,1.7,0.317,0.2,57,7.9,0.352,116,sa389194
Tony Sanchez,Pirates (AA),24,162,11.10%,20.40%,0.55,0.277,0.37,0.39,0.76,0.113,4.1,0.361,-0.2,22,2.9,0.352,116,6178
Steve Susdorf,Phillies (AA),26,123,7.30%,12.20%,0.6,0.297,0.352,0.423,0.776,0.126,4.1,0.333,-0.4,16,2.1,0.351,115,8587
Brad Hawpe,Rangers (AA),33,152,16.40%,25.70%,0.64,0.26,0.382,0.382,0.764,0.122,1.2,0.345,-0.5,21,3.2,0.351,118,1885
Cesar Hernandez,Phillies (AA),22,450,6.00%,14.90%,0.4,0.304,0.345,0.436,0.781,0.131,6.4,0.358,-1.6,59,7.7,0.351,115,10556
Andy Wilkins,White Sox (AA),23,502,12.50%,18.70%,0.67,0.239,0.335,0.425,0.76,0.186,3.7,0.266,-0.6,64,7.2,0.35,113,11251
Sharlon Schoop,Royals (AA),25,186,9.10%,22.00%,0.41,0.267,0.341,0.436,0.777,0.17,2.4,0.314,-0.1,26,3.9,0.35,118,sa293531
Kelson Brown,Pirates (AA),24,164,7.90%,14.00%,0.57,0.29,0.369,0.391,0.76,0.101,4.8,0.328,-0.2,22,2.7,0.349,114,sa549293
Michael Choice,Athletics (AA),22,402,8.20%,21.90%,0.38,0.287,0.356,0.423,0.779,0.136,4.9,0.352,0.3,55,8.1,0.349,117,11376
Donnie Webb,Marlins (AA),26,345,12.50%,23.50%,0.53,0.242,0.345,0.411,0.756,0.168,6.1,0.305,-2.4,44,4.5,0.349,112,sa454797
Zach Zaneski,Rangers (AA),26,236,8.90%,16.90%,0.53,0.282,0.353,0.416,0.769,0.134,2.6,0.329,-0.6,32,4.6,0.349,117,sa455900
Xavier Scruggs,Cardinals (AA),24,522,11.10%,28.70%,0.39,0.235,0.331,0.442,0.774,0.208,3.7,0.297,-0.7,71,10.1,0.348,116,7409
Jean Segura,- - -,22,451,6.00%,13.50%,0.44,0.304,0.358,0.413,0.771,0.109,7.1,0.341,1.8,61,8.2,0.348,116,5933
Nick Weglarz,Indians (AA),24,436,13.30%,32.10%,0.41,0.239,0.349,0.413,0.762,0.174,2.5,0.339,0.2,57,6.5,0.348,113,sa294342
Derek Dietrich,Rays (AA),22,146,4.80%,24.70%,0.19,0.271,0.324,0.429,0.753,0.158,4.4,0.34,-0.5,18,1.7,0.346,110,10542
Brett Nommensen,Rays (AA),25,186,13.40%,17.70%,0.76,0.255,0.36,0.376,0.736,0.121,2.1,0.301,-0.9,23,2.1,0.346,110,sa501600
Christian Colon,Royals (AA),23,315,9.80%,8.60%,1.15,0.289,0.364,0.392,0.756,0.103,5,0.305,-0.3,43,5.5,0.346,115,11145
