Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Seth Lintz,Brewers (A),21,10.2,10.13,4.22,2.4,0,27.30%,11.40%,15.90%,0.18,1.13,0.259,75.00%,2.53,2.52,0.01,sa454427
Hamilton Bennett,Mets (A),23,54,9.33,2.5,3.73,0.17,27.70%,7.40%,20.30%,0.16,0.83,0.223,75.70%,1.83,2.53,-0.69,sa549296
Chien-Ming Wang,Nationals (A),31,3,9,0,3,0,20.00%,0.00%,20.00%,0.286,1.33,0.364,60.00%,6,2.53,3.47,2074
Ryan Beckman,Pirates (A),21,6,4.5,0,3,0,13.60%,0.00%,13.60%,0.227,0.83,0.263,100.00%,0,2.53,-2.53,sa501977
Jacob Brown,Athletics (A),24,50,7.02,1.08,6.5,0.18,20.00%,3.10%,16.90%,0.193,0.84,0.238,70.40%,1.62,2.54,-0.92,sa549729
Matthew Bischoff,Mariners (A),24,37.1,11.09,2.41,4.6,0.48,28.80%,6.30%,22.50%,0.257,1.29,0.36,67.80%,3.38,2.56,0.81,sa549461
Scott Mcgough,Dodgers (A),21,20.1,11.07,2.66,4.17,0.44,30.50%,7.30%,23.20%,0.24,1.18,0.347,80.50%,2.21,2.58,-0.36,sa597876
Blake Treinen,Athletics (A),23,27,9.67,2.33,4.14,0.33,26.40%,6.40%,20.00%,0.196,1,0.264,56.40%,3.67,2.59,1.08,12572
Jhonatan Ramos,Pirates (A),21,5.1,6.75,1.69,4,0,20.00%,5.00%,15.00%,0.158,0.75,0.2,100.00%,0,2.59,-2.59,sa504204
Christopher Squires,Marlins (A),23,5.1,6.75,1.69,4,0,14.80%,3.70%,11.10%,0.423,2.25,0.5,33.30%,11.81,2.59,9.22,sa550064
Logan Bawcom,Dodgers (A),22,45.1,11.12,3.18,3.5,0.4,30.60%,8.70%,21.90%,0.199,1.08,0.287,67.80%,2.78,2.59,0.19,sa549287
Donn Roach,Angels (A),21,70.1,8.7,2.56,3.4,0.13,22.30%,6.60%,15.70%,0.259,1.32,0.338,66.60%,3.45,2.6,0.86,10620
Dallas Beeler,Cubs (A),22,43.1,7.27,1.25,5.83,0.21,20.70%,3.60%,17.20%,0.217,0.95,0.272,72.10%,1.66,2.6,-0.94,11471
David Holmberg,Diamondbacks (A),19,83,8.78,1.41,6.23,0.33,24.80%,4.00%,20.80%,0.212,0.94,0.278,71.80%,2.39,2.6,-0.22,7725
Daniel Huchingson,Mets (A),22,84,9.75,2.68,3.64,0.11,27.10%,7.40%,19.60%,0.2,1.02,0.282,75.10%,1.82,2.62,-0.8,sa455464
Francisco Jimenez,Indians (A),22,19,7.58,1.89,4,0,22.50%,5.60%,16.90%,0.154,0.74,0.204,68.80%,2.37,2.63,-0.26,sa503600
Chris Odegaard,Diamondbacks (A),24,49,9.18,2.94,3.13,0.18,25.30%,8.10%,17.20%,0.204,1.08,0.277,72.20%,2.2,2.63,-0.42,sa455465
Dusty Odenbach,Royals (A),23,27.1,9.22,3.62,2.55,0,24.80%,9.70%,15.00%,0.198,1.13,0.274,68.80%,2.3,2.63,-0.33,sa501568
Aaron Dott,Yankees (A),23,31.2,11.08,2.27,4.88,0.57,32.20%,6.60%,25.60%,0.186,0.92,0.264,84.00%,1.99,2.64,-0.65,sa502740
Jason Markovitz,Mariners (A),22,8.1,9.72,3.24,3,0,25.00%,8.30%,16.70%,0.156,0.96,0.217,77.80%,0,2.64,-2.64,sa549167
Brian Pearl,Reds (A),23,22.1,12.09,2.42,5,0.81,29.40%,5.90%,23.50%,0.271,1.43,0.375,65.10%,4.84,2.65,2.19,sa501550
Andrew Liebel,Blue Jays (A),25,11.1,7.94,2.38,3.33,0,21.70%,6.50%,15.20%,0.167,0.88,0.219,63.60%,2.38,2.66,-0.28,sa454498
Rick Anton,Dodgers (A),22,27,5.67,1.33,4.25,0,14.30%,3.40%,10.90%,0.272,1.3,0.32,52.80%,4,2.66,1.34,sa598110
Terance Marin,White Sox (A),21,49.2,6.89,1.99,3.45,0,19.10%,5.50%,13.60%,0.218,1.05,0.273,69.20%,1.99,2.66,-0.67,sa556821
Austin Wright,Phillies (A),21,33.2,10.96,2.41,4.56,0.53,30.60%,6.70%,23.90%,0.232,1.13,0.329,73.90%,2.67,2.67,0.01,sa455460
Jonathan Arias,Mariners (A),23,63.1,14.35,5.4,2.66,0.43,36.30%,13.70%,22.70%,0.21,1.39,0.351,75.80%,3.27,2.68,0.58,sa392877
Jason Mitchell,Royals (A),23,38.1,6.34,1.17,5.4,0.23,17.30%,3.20%,14.10%,0.245,1.1,0.293,76.40%,2.11,2.69,-0.57,sa549637
Jeff Ibarra,Padres (A),23,30.2,10.57,3.23,3.27,0.29,30.30%,9.20%,21.00%,0.142,0.85,0.203,63.90%,3.23,2.71,0.52,sa502106
Lenny Linsky,Rays (A),21,4.2,5.79,1.93,3,0,16.70%,5.60%,11.10%,0.177,0.86,0.214,100.00%,0,2.72,-2.72,sa597806
Chase Boruff,Royals (A),22,65.2,8.5,2.6,3.26,0.14,22.80%,7.00%,15.80%,0.201,1.05,0.263,71.20%,2.33,2.72,-0.39,sa557512
Brett Gerritse,Yankees (A),20,15,7.2,2.4,3,0,18.20%,6.10%,12.10%,0.29,1.47,0.36,81.80%,2.4,2.73,-0.33,sa501679
Nick Mccully,White Sox (A),22,54,7.83,1.83,4.27,0,22.60%,5.30%,17.30%,0.204,0.93,0.271,62.50%,3.17,2.73,0.44,sa501576
Justin Collop,White Sox (A),23,12.2,7.82,2.84,2.75,0,22.00%,8.00%,14.00%,0.239,1.18,0.314,66.70%,3.55,2.74,0.81,sa501546
Chris Bassitt,White Sox (A),22,25.2,10.52,2.45,4.29,0.35,28.90%,6.70%,22.10%,0.2,1.01,0.281,82.70%,1.75,2.75,-0.99,12304
Drew Rucinski,Indians (A),22,3.1,18.9,8.1,2.33,0,46.70%,20.00%,26.70%,0.091,1.2,0.25,100.00%,0,2.76,-2.76,12499
Matt Chaffee,Braves (A),22,26.1,9.23,1.71,5.4,0.34,25.00%,4.60%,20.40%,0.218,1.03,0.288,68.80%,2.39,2.77,-0.38,sa578979
Tommy Kahnle,Yankees (A),21,81,12.44,5.44,2.29,0.11,30.90%,13.50%,17.40%,0.22,1.46,0.34,58.70%,4.22,2.77,1.45,11384
Marcus Hatley,Cubs (A),23,15.1,12.33,4.7,2.63,0,32.80%,12.50%,20.30%,0.17,1.11,0.281,75.00%,2.35,2.78,-0.43,sa394066
Jimmy Reyes,Rangers (A),22,43,9.21,1.47,6.29,0.42,24.90%,4.00%,20.90%,0.264,1.19,0.347,85.90%,1.88,2.78,-0.9,sa526353
Patrick Francescon,Cubs (A),22,34.2,10.38,1.82,5.71,0.78,27.60%,4.80%,22.80%,0.261,1.24,0.347,67.00%,3.89,2.79,1.11,sa599399
Kyle Petter,Indians (A),21,33.1,12.42,4.59,2.71,0.27,32.60%,12.10%,20.60%,0.165,1.11,0.257,72.50%,2.7,2.79,-0.09,sa503367
Adrian Rosario,Brewers (A),21,33.2,11.23,3.21,3.5,0.53,31.80%,9.10%,22.70%,0.177,0.98,0.253,86.50%,1.34,2.8,-1.46,sa393062
Gregory Billo,Royals (A),20,135,7.93,1.67,4.76,0.4,22.50%,4.70%,17.80%,0.226,1.02,0.285,76.90%,1.93,2.8,-0.87,sa455523
Austin Ross,Brewers (A),22,69.1,9.09,2.99,3.04,0.26,24.10%,7.90%,16.20%,0.219,1.17,0.29,66.10%,3.25,2.8,0.44,sa553380
Josh Smith,Reds (A),23,142.1,10.5,2.09,5.03,0.63,28.70%,5.70%,23.00%,0.227,1.09,0.309,71.10%,2.97,2.81,0.16,sa549494
Randy Wells,Cubs (A),28,3.2,2.45,0,1,0,5.60%,0.00%,5.60%,0.333,1.64,0.353,50.00%,2.45,2.82,-0.36,4535
Dean Kiekhefer,Cardinals (A),22,57,7.26,1.89,3.83,0.16,21.70%,5.70%,16.00%,0.179,0.82,0.228,86.70%,1.26,2.82,-1.56,sa526393
Kenneth Toves,Marlins (A),21,11.1,11.91,2.38,5,0.79,28.30%,5.70%,22.60%,0.32,1.68,0.441,56.80%,7.15,2.82,4.33,sa549428
Manuarys Correa,Angels (A),22,55.1,8.46,2.28,3.71,0.33,22.20%,6.00%,16.20%,0.234,1.17,0.299,73.20%,2.77,2.82,-0.06,sa456106
Sean Gilmartin,Braves (A),21,21.1,12.66,0.84,15,1.27,34.90%,2.30%,32.60%,0.214,0.94,0.294,88.60%,2.53,2.82,-0.29,sa597798
Will Lamb,Rangers (A),20,18.2,9.64,3.86,2.5,0,27.40%,11.00%,16.40%,0.156,0.96,0.227,89.50%,0.48,2.83,-2.35,sa577799
A.J. Cole,Nationals (A),19,89,10.92,2.43,4.5,0.61,28.70%,6.40%,22.30%,0.248,1.25,0.342,63.10%,4.04,2.85,1.19,sa548284
Jacob Wilson,White Sox (A),23,49,11.39,4.59,2.48,0.18,31.30%,12.60%,18.70%,0.14,1,0.211,82.30%,1.47,2.85,-1.38,sa502762
Cody Buckel,Rangers (A),19,96.2,11.17,2.51,4.44,0.65,30.60%,6.90%,23.70%,0.228,1.14,0.321,76.10%,2.61,2.85,-0.25,sa548270
Justin Bristow,Cubs (A),24,2,9,4.5,2,0,20.00%,10.00%,10.00%,0.333,2,0.429,75.00%,4.5,2.86,1.64,sa454587
Bartyle Carter,Twins (A),23,26,10.38,2.42,4.29,0.69,28.60%,6.70%,21.90%,0.214,1.08,0.288,71.40%,3.12,2.86,0.25,sa549508
Eric Brown,Blue Jays (A),22,4,9,4.5,2,0,25.00%,12.50%,12.50%,0.286,1.5,0.4,83.30%,2.25,2.86,-0.61,sa579053
Dakota Robinson,Angels (A),23,72.1,8.09,1.74,4.64,0.5,23.10%,5.00%,18.10%,0.239,1.08,0.302,71.80%,2.86,2.87,0,sa549746
Taijuan Walker,Mariners (A),18,96.2,10.52,3.63,2.9,0.37,29.40%,10.20%,19.30%,0.202,1.12,0.289,74.00%,2.89,2.87,0.02,11836
Michael Hebert,Mets (A),20,34,8.47,2.91,2.91,0,22.90%,7.90%,15.00%,0.198,1.06,0.266,59.00%,3.44,2.88,0.56,sa454951
Tyler Graham,Royals (A),23,8.1,8.64,4.32,2,0,19.10%,9.50%,9.50%,0.368,2.16,0.467,38.90%,10.8,2.88,7.92,sa549521
Grant Dayton,Marlins (A),23,71.2,12.43,3.01,4.13,0.63,33.00%,8.00%,25.00%,0.218,1.16,0.323,77.80%,2.89,2.89,0,sa549077
Boone Whiting,Cardinals (A),21,120,9.23,1.95,4.73,0.6,26.10%,5.50%,20.60%,0.19,0.92,0.244,74.70%,2.55,2.91,-0.36,sa549392
Ramon Lebron,Tigers (A),22,34.1,11.53,4.98,2.32,0.26,32.40%,14.00%,18.40%,0.155,1.08,0.239,76.50%,1.83,2.93,-1.09,sa503997
Gary Moran,Braves (A),26,43.2,7.42,1.85,4,0.21,19.50%,4.90%,14.60%,0.276,1.31,0.343,67.70%,3.5,2.93,0.57,sa503366
Josh Worrell,Padres (A),24,2.1,7.71,3.86,2,0,20.00%,10.00%,10.00%,0.333,1.71,0.429,100.00%,0,2.94,-2.94,sa502683
Robert Roth,Braves (A),22,13.2,12.51,5.93,2.11,0,32.80%,15.50%,17.20%,0.167,1.24,0.276,88.90%,1.32,2.94,-1.62,sa328080
Seon Gi Kim,Mariners (A),19,19,6.16,2.37,2.6,0,15.70%,6.00%,9.60%,0.325,1.58,0.391,58.10%,4.74,2.94,1.79,sa549629
Greg Peavey,Mets (A),22,78,7.96,1.27,6.27,0.35,21.60%,3.50%,18.20%,0.249,1.1,0.314,69.80%,3.12,2.95,0.17,sa392163
Seth Rosin,Giants (A),22,89,9.4,3.03,3.1,0.3,25.50%,8.20%,17.30%,0.243,1.25,0.329,63.40%,3.34,2.95,0.38,10606
Dan Berlind,Cubs (A),23,29.1,5.52,1.84,3,0,14.20%,4.70%,9.50%,0.277,1.33,0.327,65.90%,3.99,2.95,1.03,sa389658
Daniel Corcino,Reds (A),20,139.1,10.08,2.2,4.59,0.65,26.70%,5.80%,20.90%,0.236,1.16,0.314,69.90%,3.42,2.96,0.46,9266
Chris Martin,Red Sox (A),25,29,8.69,1.86,4.67,0.31,25.70%,5.50%,20.20%,0.16,0.76,0.211,76.30%,2.17,2.98,-0.8,11847
Jesse Nava,Mariners (A),23,49.1,9.12,4.56,2,0,23.20%,11.60%,11.60%,0.259,1.5,0.353,73.70%,3.28,2.98,0.31,sa550229
Alex Rivers,Royals (A),22,23.2,8.37,1.14,7.33,0.76,23.20%,3.20%,20.00%,0.261,1.14,0.324,53.70%,4.56,2.98,1.58,sa550091
Tyler Thornburg,Brewers (A),22,68.2,9.96,3.28,3.04,0.39,27.70%,9.10%,18.60%,0.2,1.08,0.277,86.70%,1.57,2.98,-1.41,10688
Brandon Maurer,Mariners (A),20,37,10.7,3.41,3.14,0.49,29.10%,9.30%,19.90%,0.207,1.14,0.292,68.00%,3.41,2.99,0.42,4878
Nelvin Fuentes,Twins (A),22,38.1,10.1,2.58,3.91,0.7,26.70%,6.80%,19.90%,0.2,1.07,0.26,62.50%,3.29,3,0.29,sa392078
Christopher Corrigan,Cardinals (A),23,11,10.64,1.64,6.5,0.82,29.60%,4.60%,25.00%,0.195,0.91,0.259,72.90%,3.27,3,0.27,sa392093
Dan Gentzler,Tigers (A),23,16.2,7.56,1.62,4.67,0.54,18.00%,3.90%,14.10%,0.32,1.62,0.383,66.40%,4.32,3,1.32,sa550344
Orlando Santos,White Sox (A),24,25,7.92,2.16,3.67,0.36,22.90%,6.30%,16.70%,0.178,0.88,0.224,92.20%,1.08,3.01,-1.93,sa393012
Miguel Mejia,Marlins (A),23,13.2,10.54,1.32,8,0.66,30.20%,3.80%,26.40%,0.184,0.8,0.25,69.00%,2.63,3.02,-0.38,sa514279
Kable Hogben,Diamondbacks (A),20,31.2,9.66,3.98,2.43,0,25.20%,10.40%,14.80%,0.224,1.26,0.317,75.60%,2.84,3.02,-0.17,sa503595
Leonel Santiago,Royals (A),21,108.2,7.62,1.57,4.84,0.5,20.90%,4.30%,16.60%,0.242,1.1,0.297,70.10%,3.06,3.02,0.04,sa503641
Blaine Howell,Reds (A),22,66,9.14,4.23,2.16,0.14,25.00%,11.60%,13.40%,0.213,1.23,0.293,78.40%,1.91,3.03,-1.12,sa328243
Joe Colon,Indians (A),21,6,6,3,2,0,16.00%,8.00%,8.00%,0.261,1.33,0.316,75.00%,3,3.03,-0.03,sa501660
Trey Haley,Indians (A),21,12.2,12.08,5.68,2.13,0,33.30%,15.70%,17.70%,0.122,1.03,0.208,73.30%,2.84,3.05,-0.21,sa456039
