Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Adam Frost,Royals (A),23,2,9,0,2,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.65,-1.65,sa455334
Trevor Hurley,Rangers (A),22,37.2,11.95,2.39,5,0,34.50%,6.90%,27.60%,0.133,0.74,0.212,64.30%,1.43,1.66,-0.23,sa454948
Joseph Ortiz,Rangers (A),19,42,12.64,1.07,11.8,0.43,36.20%,3.10%,33.10%,0.19,0.83,0.289,80.80%,1.71,1.69,0.03,7955
Ryan Verdugo,Giants (A),23,32,14.06,3.94,3.57,0,37.60%,10.50%,27.10%,0.219,1.25,0.377,80.00%,2.25,1.71,0.54,9154
Jason Knapp,Indians (A),19,16,16.31,4.5,3.63,0,42.70%,11.80%,30.90%,0.203,1.25,0.4,61.90%,3.94,1.71,2.23,sa454445
Brian Moran,Mariners (A),21,40.1,10.71,1.34,8,0,30.80%,3.90%,26.90%,0.22,0.97,0.324,79.50%,1.12,1.71,-0.6,sa501495
Rob Musgrave,Padres (A),24,4.2,11.57,1.93,6,0,33.30%,5.60%,27.80%,0.118,0.64,0.182,66.70%,0,1.72,-1.72,sa454714
Nathan Pettus,Astros (A),21,4,11.25,2.25,5,0,29.40%,5.90%,23.50%,0.25,1.25,0.364,40.00%,6.75,1.77,4.98,sa455510
Steve Kent,Braves (A),21,39.1,12.36,1.83,6.75,0.23,33.80%,5.00%,28.80%,0.179,0.89,0.271,92.50%,0.69,1.79,-1.1,sa329072
Liam Hendriks,Twins (A),21,34,10.32,1.06,9.75,0,31.70%,3.30%,28.50%,0.136,0.59,0.203,71.40%,1.32,1.79,-0.47,3548
Joe Van Meter,Rangers (A),21,2.1,7.71,0,2,0,20.00%,0.00%,20.00%,0.2,0.86,0.25,50.00%,0,1.81,-1.81,sa546681
Homer Bailey,Reds (A),24,4,11.25,2.25,5,0,29.40%,5.90%,23.50%,0.25,1.25,0.364,40.00%,6.75,1.9,4.85,8362
Julio Rodriguez,Phillies (A),19,56.1,14.38,3.51,4.09,0.32,40.20%,9.80%,30.40%,0.159,0.96,0.275,82.40%,1.44,2.01,-0.57,sa454988
Sammy Solis,Nationals (A),21,4,6.75,0,3,0,21.40%,0.00%,21.40%,0.143,0.5,0.182,100.00%,0,2.02,-2.02,sa392088
Jose Flores,Indians (A),21,42,10.93,1.5,7.29,0.21,31.30%,4.30%,27.00%,0.224,1,0.327,78.80%,2.14,2.03,0.11,sa503583
Preston Guilmet,Indians (A),22,52,13.67,1.73,7.9,0.52,39.50%,5.00%,34.50%,0.186,0.87,0.302,79.40%,2.25,2.05,0.2,7303
Ryan Kussmaul,White Sox (A),23,15,10.2,1.8,5.67,0,32.10%,5.70%,26.40%,0.102,0.53,0.156,77.80%,1.2,2.05,-0.85,sa554616
Jason Jarvis,Giants (A),22,15.2,8.04,1.15,7,0,21.50%,3.10%,18.50%,0.286,1.28,0.367,60.00%,2.87,2.12,0.76,sa328259
Josh Dowdy,Orioles (A),23,29.1,11.66,3.07,3.8,0,31.40%,8.30%,23.10%,0.22,1.16,0.338,83.30%,1.23,2.16,-0.93,sa503249
Cesar Cabral,Red Sox (A),21,31.1,10.05,2.01,5,0,30.70%,6.10%,24.60%,0.154,0.73,0.232,96.20%,0.29,2.24,-1.96,6741
Shane Minks,Rays (A),22,5,9,1.8,5,0,22.70%,4.60%,18.20%,0.238,1.2,0.313,83.30%,0,2.25,-2.25,sa551210
Trevor May,Phillies (A),20,65,12.74,2.77,4.6,0.42,35.30%,7.70%,27.60%,0.213,1.09,0.331,73.80%,2.91,2.26,0.65,6398
Scott Olsen,Nationals (A),26,4,9,0,4,0,26.70%,0.00%,26.70%,0.143,0.5,0.2,66.70%,2.25,2.27,-0.02,4529
Arodys Vizcaino,Braves (A),19,71.2,8.54,1.13,7.56,0.13,23.30%,3.10%,20.20%,0.225,1,0.294,67.90%,2.39,2.31,0.08,5498
Derek Eitel,Diamondbacks (A),22,15,11.4,3.6,3.17,0,31.20%,9.80%,21.30%,0.182,1.07,0.278,81.30%,1.8,2.31,-0.51,sa549271
Matt Fouch,Braves (A),22,5,5.4,0,3,0,15.80%,0.00%,15.80%,0.158,0.6,0.188,100.00%,0,2.32,-2.32,sa549959
Randy Henry,Orioles (A),20,22.1,12.09,2.01,6,0.4,28.60%,4.80%,23.80%,0.286,1.48,0.403,53.60%,5.64,2.36,3.29,sa501222
Brandon Moore,Mets (A),24,79.2,11.07,1.24,8.91,0.56,32.10%,3.60%,28.50%,0.212,0.92,0.302,69.10%,2.49,2.37,0.12,sa455275
Terry Doyle,White Sox (A),24,47,11.11,2.3,4.83,0.38,31.90%,6.60%,25.30%,0.182,0.91,0.264,94.50%,0.96,2.37,-1.41,sa392100
Tyrelle Harris,Braves (A),23,10.2,10.13,3.38,3,0,27.30%,9.10%,18.20%,0.225,1.22,0.321,76.90%,2.53,2.4,0.14,sa501985
Adrian Rosario,Brewers (A),20,32,12.38,4.22,2.93,0,31.00%,10.60%,20.40%,0.222,1.34,0.342,56.80%,4.5,2.4,2.1,sa393062
Brandon Kloess,White Sox (A),25,38,11.13,2.13,5.22,0.24,29.80%,5.70%,24.10%,0.221,1.08,0.32,91.70%,1.18,2.41,-1.23,sa503601
Rob Wort,Nationals (A),21,43.1,11.01,1.87,5.89,0.42,31.20%,5.30%,25.90%,0.176,0.85,0.25,74.60%,2.08,2.44,-0.36,sa502647
Taylor Thompson,White Sox (A),23,28.2,10.05,3.14,3.2,0,27.10%,8.50%,18.60%,0.224,1.19,0.32,74.30%,2.2,2.44,-0.24,10019
Kane Holbrooks,Twins (A),23,54,11.83,2.17,5.46,0.33,31.10%,5.70%,25.40%,0.223,1.11,0.326,78.40%,1.83,2.44,-0.61,sa502077
Chase Ware,Reds (A),22,49,9,1.65,5.44,0.18,25.90%,4.80%,21.20%,0.222,1,0.3,77.70%,1.84,2.46,-0.63,sa504208
Zach Clark,Orioles (A),26,2,4.5,0,1,0,14.30%,0.00%,14.30%,0.143,0.5,0.167,100.00%,0,2.52,-2.52,9189
Chris Anderson,Braves (A),24,1,18,9,2,0,40.00%,20.00%,20.00%,0.25,2,0.5,50.00%,9,2.52,6.48,sa392824
Garrett Mock,Nationals (A),27,3,9,3,3,0,27.30%,9.10%,18.20%,0.1,0.67,0.143,100.00%,0,2.52,-2.52,7335
Erik Turgeon,Mets (A),23,38,7.58,1.66,4.57,0,20.70%,4.50%,16.10%,0.219,1.03,0.281,78.10%,1.42,2.55,-1.13,sa455488
Luke Wertz,Phillies (A),24,71,7.99,1.9,4.2,0.13,23.00%,5.50%,17.50%,0.189,0.9,0.246,81.50%,1.27,2.56,-1.29,sa388972
Doug Salinas,Reds (A),21,41.2,10.8,2.38,4.55,0.22,28.90%,6.40%,22.50%,0.22,1.1,0.315,73.50%,2.38,2.57,-0.19,sa329104
Kenny Faulk,Tigers (A),23,58.1,12.03,4.63,2.6,0,30.40%,11.70%,18.70%,0.23,1.41,0.351,79.50%,2.16,2.57,-0.41,sa501909
Will Startup,Orioles (A),25,13.2,10.54,1.32,8,0.66,30.20%,3.80%,26.40%,0.177,0.8,0.235,83.30%,1.98,2.57,-0.59,sa290704
Jeff Beliveau,Cubs (A),23,11.1,18.26,4.76,3.83,0.79,52.30%,13.60%,38.60%,0.162,1.06,0.385,94.80%,1.59,2.59,-1,8504
Trey Mcnutt,Cubs (A),20,59.2,10.56,3.62,2.92,0,28.80%,9.90%,18.90%,0.198,1.12,0.293,79.70%,1.51,2.61,-1.1,sa502768
Jonathan Nagel,Cubs (A),23,18.2,9.64,3.38,2.86,0,25.00%,8.80%,16.30%,0.233,1.29,0.321,54.20%,4.82,2.63,2.19,sa455413
Jon Alia,Padres (A),24,1,18,9,2,0,40.00%,20.00%,20.00%,0.25,2,0.5,100.00%,0,2.65,-2.65,sa502979
Craig Whitaker,Giants (A),25,10.1,15.68,6.1,2.57,0,36.70%,14.30%,22.50%,0.225,1.55,0.409,77.80%,2.61,2.65,-0.04,sa231134
Matt Wright,Blue Jays (A),23,67.2,10.91,2.93,3.73,0.27,29.40%,7.90%,21.50%,0.196,1.06,0.281,68.80%,2.53,2.67,-0.14,sa454889
Jordan Ellis,Phillies (A),24,43.2,11.34,3.5,3.24,0.21,30.90%,9.60%,21.40%,0.196,1.1,0.294,72.60%,2.47,2.67,-0.2,sa455282
Jeremy Berg,Angels (A),23,23,7.83,1.57,5,0,22.00%,4.40%,17.60%,0.2,0.91,0.262,82.60%,1.17,2.69,-1.52,sa510226
Jim Fuller,Mets (A),23,107.1,8.3,2.43,3.41,0.08,22.60%,6.60%,16.00%,0.226,1.13,0.296,71.80%,1.93,2.69,-0.76,sa455447
Dan Osterbrock,Twins (A),23,27.1,8.89,1.65,5.4,0.33,25.50%,4.70%,20.80%,0.208,0.95,0.274,73.20%,2.3,2.7,-0.39,sa454742
Andre Rienzo,White Sox (A),21,101,11.14,2.85,3.91,0.45,28.90%,7.40%,21.50%,0.239,1.26,0.336,68.90%,3.65,2.7,0.96,3507
Julio Teheran,Braves (A),19,39.1,10.3,2.29,4.5,0.23,29.20%,6.50%,22.70%,0.166,0.84,0.237,82.00%,1.14,2.71,-1.56,6797
Chris Balcom-Miller,- - -,21,114.2,9.42,1.49,6.32,0.31,26.00%,4.10%,21.90%,0.212,0.96,0.285,67.30%,3.3,2.72,0.58,sa501527
Willie Kempf,Braves (A),22,35,7.97,1.54,5.17,0.26,22.30%,4.30%,18.00%,0.227,1.03,0.29,78.70%,2.06,2.72,-0.66,sa545067
Gabriel Zavala,Mets (A),23,34.2,9.87,2.6,3.8,0.26,26.80%,7.00%,19.70%,0.177,0.95,0.242,71.40%,1.82,2.74,-0.92,sa392374
Mike Mcguire,Phillies (A),24,30.1,10.38,2.08,5,0.59,28.00%,5.60%,22.40%,0.229,1.12,0.309,76.90%,2.67,2.76,-0.09,sa455071
Josh Spence,Padres (A),22,17,16.41,3.18,5.17,1.06,44.90%,8.70%,36.20%,0.226,1.18,0.414,76.90%,3.71,2.76,0.94,11260
Miles Mikolas,Padres (A),21,81.2,8.6,1.65,5.2,0.33,23.30%,4.50%,18.80%,0.238,1.11,0.305,73.70%,2.2,2.77,-0.56,9803
Ryan Flannery,Yankees (A),24,79.2,7.91,1.58,5,0.23,22.00%,4.40%,17.60%,0.203,0.94,0.259,70.90%,2.26,2.77,-0.51,sa455145
Clayton Schrader,Orioles (A),20,4,13.5,4.5,3,0,31.60%,10.50%,21.10%,0.25,1.5,0.4,57.10%,6.75,2.77,3.98,sa548468
Graham Stoneburner,Yankees (A),22,39,10.15,2.31,4.4,0.46,29.00%,6.60%,22.40%,0.192,0.95,0.263,76.70%,2.08,2.78,-0.7,sa501745
Christopher Wilson,Giants (A),23,16.1,9.92,3.31,3,0,27.30%,9.10%,18.20%,0.19,1.04,0.275,73.70%,2.76,2.79,-0.03,sa456363
Orlando Santos,White Sox (A),23,50.2,10.48,1.95,5.36,0.53,29.10%,5.40%,23.70%,0.212,1.01,0.291,68.30%,3.38,2.79,0.59,sa393012
Jarred Cosart,Phillies (A),20,71.1,9.71,2.02,4.81,0.38,26.30%,5.50%,20.80%,0.221,1.07,0.297,61.20%,3.79,2.79,0.99,10304
Arcenio Leon,Astros (A),23,54,10,3.83,2.61,0,26.40%,10.10%,16.30%,0.2,1.17,0.286,67.20%,2.33,2.8,-0.46,sa393037
Coty Woods,Rockies (A),22,26.2,10.8,0.68,16,1.01,30.20%,1.90%,28.30%,0.269,1.13,0.362,81.40%,2.7,2.81,-0.11,sa502777
Mark Cohoon,Mets (A),22,90.1,7.47,1.69,4.41,0.2,22.00%,5.00%,17.00%,0.212,0.94,0.271,85.70%,1.3,2.81,-1.52,sa455146
Sandy Rosario,Marlins (A),24,89,12.13,1.72,7.06,0.91,32.10%,4.60%,27.50%,0.26,1.22,0.369,65.40%,3.64,2.81,0.83,1525
Anthony Huttenlocker,Athletics (A),23,44.2,9.27,2.62,3.54,0.2,25.40%,7.20%,18.20%,0.234,1.16,0.317,73.60%,3.02,2.82,0.2,sa502996
Forrest Snow,Mariners (A),21,19.1,11.64,2.79,4.17,0.47,34.30%,8.20%,26.00%,0.121,0.72,0.175,95.60%,0.93,2.82,-1.89,sa549462
Matt Oye,Angels (A),24,24.1,8.14,2.59,3.14,0,21.80%,6.90%,14.90%,0.226,1.15,0.296,82.80%,1.85,2.83,-0.98,sa502841
Charles Ruiz,Rockies (A),21,10.1,9.58,3.48,2.75,0,25.00%,9.10%,15.90%,0.205,1.16,0.286,53.90%,5.23,2.84,2.38,sa501613
Deryk Hooker,Cardinals (A),21,70,11.31,2.83,4,0.39,29.90%,7.50%,22.50%,0.217,1.14,0.313,73.00%,2.83,2.85,-0.02,sa389288
Matt Packer,Indians (A),22,95.2,8.66,1.22,7.08,0.38,24.50%,3.50%,21.00%,0.216,0.94,0.28,80.80%,1.6,2.86,-1.26,sa502757
Shelby Miller,Cardinals (A),19,104.1,12.08,2.85,4.24,0.6,31.90%,7.50%,24.40%,0.238,1.24,0.348,66.30%,3.71,2.87,0.84,10197
Chad Bettis,Rockies (A),21,18.2,8.2,1.45,5.67,0.48,23.90%,4.20%,19.70%,0.206,0.91,0.26,96.20%,0.96,2.88,-1.91,10587
Anthony Vasquez,Mariners (A),23,48.2,8.32,1.29,6.43,0.37,24.70%,3.90%,20.90%,0.179,0.78,0.23,78.00%,1.29,2.89,-1.59,6577
Jeremy Mcbryde,Padres (A),23,4,6.75,2.25,3,0,20.00%,6.70%,13.30%,0.143,0.75,0.182,66.70%,2.25,2.9,-0.65,sa328275
Eric Massingham,Phillies (A),23,63,7.14,2.14,3.33,0.14,19.50%,5.80%,13.60%,0.212,1.05,0.263,62.50%,3.43,2.9,0.53,sa502191
Charles Brewer,Diamondbacks (A),22,69,10.17,2.61,3.9,0.39,27.90%,7.10%,20.70%,0.213,1.09,0.294,78.30%,1.83,2.91,-1.08,9155
Robbie Erlin,Rangers (A),19,114.2,9.81,1.33,7.35,0.71,28.00%,3.80%,24.20%,0.209,0.92,0.274,75.00%,2.12,2.91,-0.79,10354
Tzu-Kai Chiu,Reds (A),22,22,7.77,1.23,6.33,0.41,20.20%,3.20%,17.00%,0.253,1.18,0.31,77.20%,2.05,2.92,-0.87,sa393271
Kyle Bellamy,White Sox (A),22,5,10.8,5.4,2,0,31.60%,15.80%,15.80%,0.125,1,0.2,80.00%,1.8,2.92,-1.12,sa501479
Greg Wilborn,Dodgers (A),23,38.2,11.41,3.72,3.06,0.23,29.30%,9.60%,19.80%,0.23,1.29,0.337,71.70%,3.26,2.92,0.34,sa502032
Shaeffer Hall,Yankees (A),22,68,6.09,1.46,4.18,0.13,17.50%,4.20%,13.30%,0.208,0.93,0.251,72.30%,1.85,2.93,-1.08,sa392149
Leuris Gomez,Rockies (A),23,78,8.65,2.31,3.75,0.35,22.00%,5.90%,16.10%,0.285,1.42,0.365,62.50%,4.62,2.94,1.67,sa455628
Jordan Pratt,Tigers (A),20,27.1,8.56,2.96,2.89,0,22.60%,7.80%,14.80%,0.25,1.28,0.333,78.40%,2.63,2.95,-0.32,sa549255
Mike Solbach,Yankees (A),24,99.1,8.61,2.08,4.13,0.36,22.30%,5.40%,16.90%,0.269,1.31,0.345,68.00%,3.9,2.98,0.92,sa392104
Antwonie Hubbard,Indians (A),21,44.1,8.73,3.25,2.69,0,23.10%,8.60%,14.50%,0.234,1.24,0.315,72.40%,3.05,2.99,0.05,sa327458
Hector Correa,Giants (A),22,43.2,11.95,3.3,3.63,0.62,31.20%,8.60%,22.60%,0.232,1.26,0.336,68.20%,4.12,2.99,1.13,sa326714
Brian Budrow,Diamondbacks (A),23,65.2,8.36,2.06,4.07,0.27,22.30%,5.50%,16.90%,0.239,1.16,0.307,78.70%,2.6,3.01,-0.4,sa502370
Brandon Sage,Mets (A),23,58.2,7.52,1.84,4.08,0.31,20.00%,4.90%,15.10%,0.221,1.07,0.272,62.70%,3.07,3.01,0.06,sa503225
Chris Gloor,Giants (A),23,67,9.67,3.63,2.67,0.27,25.20%,9.40%,15.70%,0.221,1.25,0.299,75.40%,2.69,3.01,-0.33,sa501949
Jose Rada,Cardinals (A),22,19,9.95,4.26,2.33,0,25.30%,10.80%,14.50%,0.219,1.32,0.308,88.50%,1.42,3.02,-1.59,sa398205
Shane Dyer,Rays (A),22,43,7.33,0.84,8.75,0.21,20.60%,2.40%,18.20%,0.213,0.88,0.266,75.10%,1.67,3.02,-1.34,sa328214
Billy Ott,Nationals (A),22,8,5.63,2.25,2.5,0,15.20%,6.10%,9.10%,0.258,1.25,0.308,30.00%,6.75,3.02,3.73,sa550415
Mike Modica,Astros (A),23,6,4.5,1.5,3,0,14.30%,4.80%,9.50%,0.25,1,0.294,66.70%,3,3.02,-0.02,sa502190
Dan Bibona,Cardinals (A),22,34,10.85,3.71,2.93,0.26,28.50%,9.70%,18.80%,0.211,1.21,0.302,79.30%,2.12,3.03,-0.91,sa501932
Justin Smith,Cardinals (A),22,80.1,11.43,2.91,3.92,0.56,30.60%,7.80%,22.80%,0.238,1.22,0.342,74.70%,3.25,3.04,0.21,sa503149
Armando Rodriguez,Mets (A),22,146,9.37,2.84,3.3,0.31,25.00%,7.60%,17.50%,0.211,1.11,0.282,67.50%,3.08,3.05,0.03,sa503637
Cory Hamilton,Tigers (A),22,10.2,7.59,3.38,2.25,0,21.40%,9.50%,11.90%,0.237,1.22,0.31,92.30%,0.84,3.08,-2.24,sa502149
Joe Gardner,Indians (A),22,25,13.68,3.96,3.45,0.72,36.50%,10.60%,26.00%,0.185,1.12,0.289,61.10%,3.24,3.09,0.15,sa501227
C.J. Riefenhauser,Rays (A),20,9,4,1,4,0,11.10%,2.80%,8.30%,0.2,0.89,0.226,87.50%,1,3.09,-2.09,11193
Trevor Holder,Nationals (A),23,65.2,6.85,0.96,7.14,0.41,18.50%,2.60%,15.90%,0.262,1.14,0.314,65.50%,3.15,3.09,0.06,sa455101
Matthew Montgomery,Marlins (A),22,159,7.64,1.58,4.82,0.45,20.20%,4.20%,16.00%,0.255,1.19,0.313,69.10%,3.23,3.1,0.13,sa501634
Anatanaer Batista,Red Sox (A),21,69,9.39,2.35,4,0.52,23.60%,5.90%,17.70%,0.285,1.43,0.37,68.50%,4.04,3.1,0.94,sa455919
Marcos Tabata,Mets (A),24,36,8.25,3.25,2.54,0,20.90%,8.20%,12.70%,0.284,1.47,0.37,70.20%,4.25,3.1,1.15,sa393228
Dustin Antolin,Blue Jays (A),20,27.2,7.81,2.93,2.67,0,20.90%,7.80%,13.00%,0.202,1.08,0.263,68.80%,2.93,3.1,-0.18,sa454888
Joe Wieland,Rangers (A),20,89,7.18,1.52,4.73,0.4,19.90%,4.20%,15.70%,0.248,1.11,0.303,68.50%,3.34,3.12,0.22,6109
Richard Martinez,Yankees (A),21,5,7.2,3.6,2,0,18.20%,9.10%,9.10%,0.25,1.4,0.313,71.40%,3.6,3.12,0.48,sa456380
Nick Hernandez,Phillies (A),21,56,8.36,1.29,6.5,0.64,24.80%,3.80%,21.00%,0.19,0.82,0.236,75.50%,1.61,3.13,-1.52,sa501682
Paul Bargas,Rockies (A),21,67.2,8.51,2.53,3.37,0.4,23.10%,6.90%,16.30%,0.223,1.12,0.286,63.70%,3.59,3.14,0.46,sa501715
Jorge Bucardo,Giants (A),20,114,7.5,2.45,3.06,0.24,21.10%,6.90%,14.20%,0.198,0.99,0.25,72.10%,2.21,3.14,-0.93,sa456361
Armando Zerpa,Red Sox (A),23,29.1,10.13,3.99,2.54,0.31,25.20%,9.90%,15.30%,0.265,1.5,0.361,75.70%,2.76,3.15,-0.38,sa393268
Jose Casilla,Giants (A),21,53.1,6.75,2.87,2.35,0,18.80%,8.00%,10.80%,0.202,1.05,0.255,84.80%,1.18,3.15,-1.96,sa456056
Chase Anderson,Diamondbacks (A),22,38.1,7.28,2.11,3.44,0.23,19.00%,5.50%,13.50%,0.242,1.2,0.298,68.00%,2.82,3.15,-0.33,6895
Josh Zeid,Phillies (A),23,107.1,9.31,2.26,4.11,0.59,25.20%,6.10%,19.10%,0.232,1.14,0.302,73.20%,2.93,3.17,-0.23,6527
Scott Shuman,Rays (A),22,71.2,13.94,4.77,2.92,0.63,37.00%,12.70%,24.30%,0.193,1.23,0.315,73.80%,3.01,3.17,-0.16,sa328196
Dan Barnes,Blue Jays (A),20,10.2,13.5,6.75,2,0,28.10%,14.00%,14.00%,0.354,2.34,0.531,69.20%,5.91,3.18,2.73,sa549713
Jeremy Johnson,Indians (A),23,45,8.6,2.6,3.31,0.4,22.30%,6.70%,15.50%,0.267,1.36,0.341,56.70%,5,3.18,1.82,sa501731
Francisco Gil,Yankees (A),21,36,6.75,3,2.25,0,17.50%,7.80%,9.70%,0.221,1.19,0.274,77.80%,1.25,3.19,-1.94,sa393318
Jamaal Hollis,White Sox (A),22,3,15,9,1.67,0,38.50%,23.10%,15.40%,0.1,1.33,0.2,100.00%,0,3.19,-3.19,sa328256
Scott Copeland,Orioles (A),22,6,6,3,2,0,17.40%,8.70%,8.70%,0.238,1.17,0.294,100.00%,0,3.19,-3.19,sa549354
Chris Kirkland,Mariners (A),24,37,9.97,2.43,4.1,0.49,27.20%,6.60%,20.50%,0.188,0.97,0.253,66.30%,2.19,3.19,-1,sa455249
Nathan Moreau,Orioles (A),23,60.1,10.44,3.43,3.04,0.45,28.70%,9.40%,19.30%,0.207,1.13,0.292,73.80%,2.98,3.19,-0.21,sa455103
Andy Reichard,Giants (A),25,95.2,8.66,2.07,4.18,0.56,23.60%,5.60%,18.00%,0.238,1.14,0.303,69.50%,3.39,3.2,0.19,sa389224
Rigoberto Almonte,Brewers (A),23,11.1,7.94,2.38,3.33,0,21.30%,6.40%,14.90%,0.214,1.06,0.281,64.30%,3.97,3.21,0.76,sa465564
Scott Schneider,Cardinals (A),22,63.2,9.19,2.54,3.61,0.42,25.80%,7.10%,18.70%,0.169,0.9,0.221,62.70%,3.11,3.21,-0.1,sa502040
Luis Noel,Orioles (A),22,41.2,8.64,3.46,2.5,0.22,23.30%,9.30%,14.00%,0.24,1.27,0.319,67.20%,2.59,3.21,-0.62,sa396256
Gonzalez Germen,Mets (A),22,13,6.92,0.69,10,0.69,19.60%,2.00%,17.70%,0.22,0.92,0.256,75.50%,2.77,3.21,-0.44,5876
Yonata Ortega,Diamondbacks (A),23,41.2,8.86,3.24,2.73,0.22,22.40%,8.20%,14.20%,0.253,1.37,0.331,57.30%,4.1,3.22,0.89,sa393194
Brett Oberholtzer,Braves (A),20,23,7.43,1.96,3.8,0.39,20.90%,5.50%,15.40%,0.259,1.17,0.323,79.00%,1.96,3.22,-1.26,3855
Rob Rasmussen,Marlins (A),21,6.2,5.4,2.7,2,0,14.80%,7.40%,7.40%,0.24,1.2,0.286,75.00%,1.35,3.22,-1.87,11250
Chris Heston,Giants (A),22,148.2,7.51,2,3.76,0.36,19.30%,5.10%,14.20%,0.268,1.3,0.33,61.70%,3.81,3.22,0.59,10302
Ovispo De Los Santos,Rangers (A),22,20.2,10.89,2.61,4.17,0.87,29.10%,7.00%,22.10%,0.213,1.11,0.283,54.50%,3.48,3.23,0.25,sa456371
Andrei Lobanov,Twins (A),20,34,7.94,2.38,3.33,0.26,20.10%,6.00%,14.10%,0.275,1.38,0.346,65.10%,3.44,3.24,0.21,sa455864
Drake Britton,Red Sox (A),21,78.2,9.27,2.63,3.52,0.57,24.60%,7.00%,17.60%,0.234,1.19,0.303,71.90%,2.86,3.24,-0.38,2868
Wes Musick,Rockies (A),23,122.1,8.02,1.91,4.19,0.51,21.10%,5.00%,16.10%,0.261,1.25,0.324,60.70%,4.05,3.24,0.8,sa501554
Shane Mccatty,Nationals (A),23,25.2,7.71,2.45,3.14,0.35,19.60%,6.30%,13.40%,0.26,1.32,0.321,62.50%,4.21,3.25,0.96,sa502932
Miguel De Los Santos,Rangers (A),21,38.1,14.56,5.63,2.58,0.7,38.30%,14.80%,23.50%,0.197,1.33,0.333,64.90%,3.99,3.26,0.73,sa393252
Tom Ebert,Red Sox (A),22,94,8.81,2.87,3.07,0.38,24.10%,7.90%,16.20%,0.217,1.12,0.284,70.20%,2.87,3.26,-0.39,sa502067
Arquimedes Caminero,Marlins (A),23,74.2,11.69,4.1,2.85,0.48,30.10%,10.60%,19.60%,0.196,1.19,0.283,68.60%,3.01,3.27,-0.25,8992
Lance Hoge,Mets (A),23,36,8.25,1.5,5.5,0.75,20.80%,3.80%,17.00%,0.261,1.28,0.316,59.80%,3.75,3.27,0.48,sa502995
Andre Lamontagne,Brewers (A),24,26.2,8.78,4.73,1.86,0,23.20%,12.50%,10.70%,0.214,1.31,0.292,77.10%,2.36,3.27,-0.91,sa501659
Jacob Turner,Tigers (A),19,54,8.5,1.5,5.67,0.67,22.40%,4.00%,18.40%,0.243,1.15,0.301,64.50%,3.67,3.28,0.39,10185
