Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Brandon Erbe,Phillies (A+),25,6.1,9.95,1.42,7,0,24.10%,3.50%,20.70%,0.25,1.26,0.333,50.00%,2.84,1.5,1.34,sa294339
Jon Gray,Rockies (A+),21,24,13.5,2.25,6,0,41.90%,7.00%,34.90%,0.125,0.67,0.227,81.30%,0.75,1.52,-0.77,sa549112
Ryan Dull,Athletics (A+),23,22.2,12.31,1.19,10.33,0,36.10%,3.50%,32.60%,0.159,0.71,0.255,76.50%,1.59,1.57,0.02,sa658902
Logan Billbrough,Cardinals (A+),23,17,11.12,2.65,4.2,0,30.90%,7.40%,23.50%,0.222,1.12,0.333,79.00%,2.12,1.65,0.46,sa525886
Zachary Petrick,Cardinals (A+),23,33.1,8.64,1.08,8,0,26.00%,3.30%,22.80%,0.177,0.75,0.241,84.00%,0.27,1.68,-1.41,sa659444
Wil Browning,Blue Jays (A+),24,17.2,7.64,0,15,0,23.10%,0.00%,23.10%,0.203,0.74,0.265,85.70%,1.02,1.71,-0.69,sa657837
Chuck Ghysels,Blue Jays (A+),23,1.1,6.75,0,1,0,25.00%,0.00%,25.00%,0.25,0.75,0.333,100.00%,0,1.74,-1.74,sa550007
Brady Adamek,Cardinals (A+),23,1.1,6.75,0,1,0,25.00%,0.00%,25.00%,0,0,0,100.00%,0,1.74,-1.74,sa738885
Ryan Madson,Angels (A+),32,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.77,-1.77,1852
Brian Wilson,Dodgers (A+),31,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.77,-1.77,6485
Greg Nappo,Marlins (A+),24,55,9.16,1.47,6.22,0,26.20%,4.20%,22.00%,0.207,0.93,0.286,84.90%,1.15,1.8,-0.66,sa599112
Jim Walczak,Reds (A+),26,9.2,10.24,0.93,11,0,34.40%,3.10%,31.30%,0.097,0.41,0.15,100.00%,0,1.81,-1.81,sa501724
Daniel Webb,White Sox (A+),23,15,11.4,3,3.8,0,31.70%,8.30%,23.30%,0.182,1,0.278,86.70%,0,1.82,-1.82,10558
Enosil Tejeda,Indians (A+),24,17.2,15.28,4.58,3.33,0,39.50%,11.80%,27.60%,0.169,1.13,0.314,68.20%,2.04,1.82,0.22,sa547857
C.J. Edwards,Cubs (A+),21,23,12.91,2.74,4.71,0.39,36.30%,7.70%,28.60%,0.167,0.91,0.26,81.60%,1.96,1.85,0.11,sa602909
Sean Bierman,Rays (A+),24,21.1,6.75,0,16,0,19.50%,0.00%,19.50%,0.198,0.75,0.246,70.60%,2.11,1.88,0.23,sa526810
Cole De Vries,Twins (A+),28,9,6,0,6,0,16.70%,0.00%,16.70%,0.222,0.89,0.267,75.00%,1,1.91,-0.91,8201
Mikey O'Brien,Yankees (A+),23,26.2,11.48,2.7,4.25,0,28.10%,6.60%,21.50%,0.3,1.54,0.434,61.40%,4.39,1.93,2.46,sa455055
Hamilton Bennett,Mets (A+),25,46,9.39,2.35,4,0,25.80%,6.50%,19.40%,0.224,1.11,0.31,80.40%,1.96,1.94,0.02,sa549296
Tony Davis,Blue Jays (A+),25,51,12.53,3.35,3.74,0.18,33.30%,8.90%,24.40%,0.234,1.25,0.367,68.10%,3.71,1.95,1.76,sa501675
Nick Wittgren,Marlins (A+),22,54.1,9.77,1.66,5.9,0.17,27.60%,4.70%,22.90%,0.208,0.96,0.289,89.40%,0.83,1.97,-1.14,sa621793
Randy Fontanez,Mets (A+),24,60.2,12.31,2.52,4.88,0.3,31.40%,6.40%,25.00%,0.226,1.19,0.335,66.90%,3.41,1.97,1.44,sa549664
Tyler Herron,Nationals (A+),26,20.1,14.16,4.87,2.91,0,36.80%,12.60%,24.10%,0.213,1.33,0.372,82.10%,1.77,1.97,-0.2,sa290174
Jonathon Niese,Mets (A+),26,4,9,2.25,4,0,30.80%,7.70%,23.10%,0.167,0.75,0.25,100.00%,0,1.99,-1.99,4424
Collin Cargill,Marlins (A+),25,7.1,7.36,1.23,6,0,21.40%,3.60%,17.90%,0.148,0.68,0.191,60.00%,0,2.01,-2.01,sa598617
Frank Francisco,Mets (A+),33,5,10.8,3.6,3,0,33.30%,11.10%,22.20%,0.063,0.6,0.1,100.00%,0,2.04,-2.04,1933
Michael Morrison,Tigers (A+),25,7.2,10.57,2.35,4.5,0,28.10%,6.30%,21.90%,0.241,1.17,0.35,70.00%,3.52,2.07,1.45,sa502419
Juan Sosa,Phillies (A+),23,12,9.75,3,3.25,0,30.20%,9.30%,20.90%,0.128,0.75,0.192,100.00%,0,2.07,-2.07,sa503978
Ricky Romero,Blue Jays (A+),28,7,5.14,0,4,0,16.00%,0.00%,16.00%,0.24,0.86,0.286,83.30%,1.29,2.1,-0.81,3403
Matt Hauser,Twins (A+),25,7,9,2.57,3.5,0,26.90%,7.70%,19.20%,0.125,0.71,0.177,100.00%,0,2.1,-2.1,sa548391
Scott Elbert,Dodgers (A+),27,3,12,3,4,0,36.40%,9.10%,27.30%,0.1,0.67,0.167,100.00%,0,2.1,-2.1,7489
Dustin Antolin,Blue Jays (A+),23,23,10.96,2.74,4,0,29.50%,7.40%,22.10%,0.188,1,0.281,73.10%,2.35,2.11,0.24,sa454888
Charlie Short,Yankees (A+),24,45,11.8,2.4,4.92,0.4,32.60%,6.60%,26.00%,0.175,0.91,0.257,72.80%,2.2,2.2,0,sa692713
Edwin Carl,Dodgers (A+),24,15.1,14.09,4.11,3.43,0,37.50%,10.90%,26.60%,0.179,1.11,0.313,83.30%,1.17,2.21,-1.03,sa556669
Joey Cuda,Cardinals (A+),23,38.2,6.75,1.4,4.83,0,18.70%,3.90%,14.80%,0.222,1.01,0.275,79.50%,1.4,2.21,-0.81,sa621628
David Hurlbut,Twins (A+),23,20.1,7.97,2.21,3.6,0,20.50%,5.70%,14.80%,0.301,1.48,0.385,70.00%,3.54,2.21,1.33,sa503067
John Lannan,Phillies (A+),28,4,11.25,2.25,5,0,25.00%,5.00%,20.00%,0.333,1.75,0.462,75.00%,2.25,2.24,0.01,7080
Jose Toussen,Yankees (A+),23,2,4.5,0,1,0,11.10%,0.00%,11.10%,0.333,1.5,0.375,66.70%,4.5,2.24,2.26,sa503878
Dan Cevette,Pirates (A+),29,3,9,3,3,0,27.30%,9.10%,18.20%,0.1,0.67,0.143,100.00%,0,2.24,-2.24,sa201522
Tony Thompson,Athletics (A+),24,2,13.5,4.5,3,0,37.50%,12.50%,25.00%,0.143,1,0.25,100.00%,0,2.27,-2.27,sa546717
Michael Pineda,Yankees (A+),24,8.1,7.56,2.16,3.5,0,19.40%,5.60%,13.90%,0.206,1.08,0.259,66.70%,1.08,2.28,-1.2,5372
Austin Hubbard,Rays (A+),25,18,12.5,4.5,2.78,0,31.30%,11.30%,20.00%,0.174,1.17,0.273,65.20%,3,2.3,0.7,sa548930
Noe Ramirez,Red Sox (A+),23,47,8.43,1.72,4.89,0,24.20%,5.00%,19.20%,0.243,1.06,0.328,75.90%,2.11,2.31,-0.2,sa597961
Mike Montgomery,Rays (A+),24,8.2,10.38,3.12,3.33,0,27.00%,8.10%,18.90%,0.273,1.38,0.391,46.20%,6.23,2.32,3.91,sa454399
Lee Stoppelman,Cardinals (A+),23,24,9.75,3.75,2.6,0,26.80%,10.30%,16.50%,0.184,1.08,0.262,69.20%,1.5,2.32,-0.82,sa658588
Rob Waite,Marlins (A+),26,3.1,8.1,2.7,3,0,27.30%,9.10%,18.20%,0.2,0.9,0.286,66.70%,2.7,2.34,0.36,sa455331
Tyrell Jenkins,Cardinals (A+),20,10,5.4,0.9,6,0,14.00%,2.30%,11.60%,0.31,1.4,0.361,57.10%,4.5,2.34,2.16,sa548158
David Cales,Cubs (A+),25,12.1,11.68,5.11,2.29,0,30.20%,13.20%,17.00%,0.239,1.46,0.367,66.70%,2.92,2.35,0.57,sa455474
Josh Stinson,Orioles (A+),25,2,4.5,0,1,0,10.00%,0.00%,10.00%,0.4,2,0.444,75.00%,4.5,2.35,2.15,3219
Chad Cordero,Angels (A+),31,5.2,11.12,3.18,3.5,0,25.90%,7.40%,18.50%,0.36,1.94,0.5,63.60%,6.35,2.36,3.99,1816
Cole Johnson,Twins (A+),24,22,8.18,2.05,4,0,23.80%,6.00%,17.90%,0.169,0.82,0.228,90.00%,0.82,2.38,-1.56,sa526274
Octavio Dotel,Tigers (A+),39,4.2,3.86,0,2,0,9.10%,0.00%,9.10%,0.409,1.93,0.45,55.60%,7.71,2.38,5.33,555
Yeiper Castillo,Cubs (A+),24,27,9,1.33,6.75,0.33,26.50%,3.90%,22.60%,0.198,0.85,0.265,76.30%,2.33,2.39,-0.06,sa455793
Cody Hall,Giants (A+),25,33.2,12.83,1.87,6.86,0.53,38.40%,5.60%,32.80%,0.128,0.65,0.194,74.30%,1.34,2.41,-1.07,sa550010
Zachary Varce,Yankees (A+),24,6,15,7.5,2,0,34.50%,17.20%,17.20%,0.208,1.67,0.357,100.00%,0,2.41,-2.41,sa549084
Mario Hollands,Phillies (A+),24,69.1,7.92,1.56,5.08,0.26,22.30%,4.40%,18.00%,0.231,1.04,0.294,82.60%,1.56,2.42,-0.86,10504
Andrew Triggs,Royals (A+),24,60.1,9.4,1.79,5.25,0.15,24.30%,4.60%,19.70%,0.242,1.16,0.324,63.50%,2.54,2.42,0.11,sa549679
Jeremy Jeffress,Blue Jays (A+),25,5,3.6,0,2,0,11.80%,0.00%,11.80%,0.059,0.2,0.067,100.00%,0,2.44,-2.44,9490
Jonathan Cornelius,Cardinals (A+),25,44,6.34,1.43,4.43,0,17.50%,4.00%,13.60%,0.232,1.05,0.285,62.50%,2.66,2.45,0.21,sa598475
Josh Osich,Giants (A+),24,40.1,10.71,2.23,4.8,0.22,29.60%,6.20%,23.50%,0.211,1.04,0.301,71.40%,2.45,2.46,0,sa548427
Brad Watson,Cardinals (A+),23,9,5,1,5,0,13.20%,2.60%,10.50%,0.243,1.11,0.281,50.00%,2,2.46,-0.46,sa579263
Marcel Prado,Orioles (A+),25,27.1,10.54,2.3,4.57,0.33,27.60%,6.00%,21.60%,0.243,1.21,0.338,62.50%,2.3,2.47,-0.17,sa455649
Archie Bradley,Diamondbacks (A+),20,28.2,13.5,3.14,4.3,0.31,37.40%,8.70%,28.70%,0.214,1.12,0.356,89.00%,1.26,2.48,-1.23,sa597753
Jesse Hahn,Rays (A+),23,67,8.46,2.42,3.5,0.13,22.90%,6.60%,16.40%,0.217,1.09,0.284,75.10%,2.15,2.49,-0.35,13287
David Herndon,Yankees (A+),27,11,8.18,2.45,3.33,0,17.90%,5.40%,12.50%,0.365,2,0.452,69.60%,5.73,2.51,3.21,9264
Grayson Garvin,Rays (A+),23,16.2,6.48,2.16,3,0,18.80%,6.30%,12.50%,0.133,0.72,0.167,41.70%,1.08,2.52,-1.44,sa526542
Drew Hutchison,Blue Jays (A+),22,8.2,12.46,6.23,2,0,37.50%,18.80%,18.80%,0.077,0.92,0.143,87.50%,1.04,2.55,-1.51,10732
Edwin Escobar,Giants (A+),21,74.2,11.09,2.05,5.41,0.36,29.30%,5.40%,23.90%,0.23,1.14,0.323,64.80%,2.89,2.55,0.34,10337
Anthony Desclafani,Marlins (A+),23,54,8.83,1.5,5.89,0.5,24.80%,4.20%,20.60%,0.235,1.06,0.304,74.40%,1.67,2.56,-0.89,13050
Dylan Floro,Rays (A+),22,28,4.5,0.64,7,0,13.70%,2.00%,11.80%,0.202,0.79,0.235,78.30%,1.61,2.56,-0.96,sa502066
Carlos Quevedo,Astros (A+),23,3.1,5.4,0,2,0,18.20%,0.00%,18.20%,0.091,0.3,0.111,100.00%,0,2.57,-2.57,sa503635
Jose Valverde,Tigers (A+),35,3,12,6,2,0,40.00%,20.00%,20.00%,0.125,1,0.25,100.00%,0,2.57,-2.57,1726
Rigoberto Arrebato,Yankees (A+),27,38.1,9.39,3.05,3.08,0.23,24.50%,8.00%,16.60%,0.235,1.25,0.315,81.90%,1.88,2.59,-0.71,sa654259
Severino Gonzalez,Phillies (A+),20,75.2,9.75,2.26,4.32,0.48,27.20%,6.30%,20.90%,0.235,1.12,0.318,78.60%,2.02,2.59,-0.57,sa596363
Taylor Jordan,Nationals (A+),24,36.1,7.18,1.49,4.83,0.25,20.30%,4.20%,16.10%,0.226,1.02,0.28,78.70%,1.24,2.61,-1.37,10466
Scott Gracey,Blue Jays (A+),26,20.2,8.27,0.87,9.5,0.44,23.80%,2.50%,21.30%,0.197,0.82,0.25,73.90%,2.61,2.61,0,sa454894
Shane Greene,Yankees (A+),24,75,8.28,1.2,6.9,0.48,22.00%,3.20%,18.90%,0.277,1.24,0.348,66.40%,3.6,2.61,0.99,10756
Brian Pearl,Reds (A+),25,11.1,11.12,3.97,2.8,0,29.80%,10.60%,19.20%,0.214,1.24,0.321,85.70%,1.59,2.62,-1.04,sa501550
Andrew Heaney,Marlins (A+),22,61.2,9.63,2.48,3.88,0.29,25.60%,6.60%,19.00%,0.192,1.01,0.258,87.40%,0.88,2.64,-1.77,15423
Chang-Yong Lim,Cubs (A+),37,5,10.8,5.4,2,0,31.60%,15.80%,15.80%,0.125,1,0.2,80.00%,1.8,2.64,-0.84,14445
Rony Bautista,Yankees (A+),21,5,5.4,1.8,3,0,15.80%,5.30%,10.50%,0.278,1.2,0.333,100.00%,0,2.64,-2.64,sa550732
Noah Syndergaard,Mets (A+),20,63.2,9.05,2.26,4,0.42,24.80%,6.20%,18.60%,0.253,1.21,0.333,71.80%,3.11,2.64,0.47,sa548169
Tyler Ybarra,Blue Jays (A+),23,55.1,10.57,5.37,1.97,0,28.10%,14.30%,13.90%,0.152,1.14,0.226,74.60%,1.95,2.68,-0.73,sa503961
Quinton Miller,Pirates (A+),23,14.1,11.3,3.14,3.6,0.63,27.30%,7.60%,19.70%,0.279,1.53,0.381,53.40%,3.77,2.68,1.08,sa502562
Taylor Garrison,Yankees (A+),23,43.1,7.27,2.28,3.18,0.21,21.00%,6.60%,14.40%,0.16,0.83,0.2,66.50%,1.87,2.69,-0.82,sa599354
Phil Klein,Rangers (A+),24,13.2,7.9,1.98,4,0,23.10%,5.80%,17.30%,0.128,0.66,0.171,63.60%,1.98,2.69,-0.72,12675
Mike Morin,Angels (A+),22,39,9.92,1.15,8.6,0.46,29.70%,3.50%,26.20%,0.216,0.9,0.298,81.30%,1.85,2.69,-0.85,13442
Colby Suggs,Marlins (A+),21,18.1,12.76,6.87,1.86,0,32.90%,17.70%,15.20%,0.139,1.25,0.231,65.20%,3.93,2.7,1.23,sa709543
D.J. Baxendale,Twins (A+),22,57.1,7.53,1.73,4.36,0.31,22.40%,5.10%,17.30%,0.169,0.78,0.212,86.00%,1.1,2.7,-1.6,sa577014
Matt Grace,Nationals (A+),24,28.1,7.62,2.22,3.43,0,20.00%,5.80%,14.20%,0.236,1.16,0.302,69.40%,3.18,2.71,0.46,sa526941
Alejandro Arteaga,Phillies (A+),19,7.2,5.87,2.35,2.5,0,16.10%,6.50%,9.70%,0.276,1.3,0.333,60.00%,4.7,2.72,1.98,sa602272
Scott Alexander,Royals (A+),23,27,7.33,2.67,2.75,0,20.80%,7.60%,13.20%,0.186,0.96,0.24,81.50%,1.33,2.72,-1.39,sa526516
Bruedlin Suero,Rays (A+),23,19.2,7.32,1.37,5.33,0.46,17.60%,3.30%,14.30%,0.33,1.63,0.394,65.40%,5.49,2.73,2.76,sa506189
Andrew Gagnon,Brewers (A+),23,45.1,9.93,2.98,3.33,0.4,25.50%,7.70%,17.90%,0.257,1.35,0.347,59.80%,5.16,2.73,2.43,sa455094
Brock Stassi,Phillies (A+),23,2,9,4.5,2,0,28.60%,14.30%,14.30%,0,0.5,0,100.00%,0,2.74,-2.74,sa526362
Dan Barnes,Blue Jays (A+),23,2,9,4.5,2,0,16.70%,8.30%,8.30%,0.455,3,0.556,16.70%,22.5,2.74,19.76,sa549713
Tim Cooney,Cardinals (A+),22,36,5.75,1,5.75,0.25,15.80%,2.70%,13.00%,0.27,1.17,0.316,69.70%,2.75,2.74,0.01,sa621471
Mike Fiers,Brewers (A+),28,6,12,0,8,1.5,33.30%,0.00%,33.30%,0.25,1,0.333,43.50%,6,2.74,3.26,7754
Jimmy Patterson,Rays (A+),24,6,12,0,8,1.5,33.30%,0.00%,33.30%,0.25,1,0.333,65.20%,4.5,2.74,1.76,sa546805
Zachary Jones,Twins (A+),22,48.2,12.95,5.18,2.5,0.37,35.70%,14.30%,21.40%,0.169,1.15,0.277,85.10%,1.85,2.75,-0.9,sa502134
Thomas Chism,Mets (A+),24,61,8.26,2.21,3.73,0.3,22.60%,6.10%,16.50%,0.227,1.1,0.292,80.70%,2.21,2.77,-0.55,sa502763
Caleb Graham,Angels (A+),26,3,9,3,3,0,23.10%,7.70%,15.40%,0.167,1,0.222,33.30%,0,2.77,-2.77,sa512318
Ken Roberts,Rockies (A+),25,55.1,7.16,1.46,4.89,0,19.30%,4.00%,15.40%,0.24,1.1,0.301,76.20%,1.3,2.78,-1.48,sa549759
Chasen Bradford,Mets (A+),23,43.2,8.86,1.85,4.78,0.62,23.20%,4.90%,18.40%,0.256,1.24,0.323,72.30%,3.71,2.78,0.93,sa599551
Michael Thomas,Dodgers (A+),24,12.1,12.41,2.19,5.67,0.73,35.40%,6.30%,29.20%,0.178,0.89,0.259,93.80%,1.46,2.8,-1.34,sa599576
Andrew Bellatti,Rays (A+),21,55,8.51,2.78,3.06,0.33,23.50%,7.70%,15.80%,0.192,1.02,0.248,70.10%,2.95,2.8,0.14,sa501686
James Hoyt,Braves (A+),26,49.2,13.05,4.53,2.88,0.54,33.80%,11.70%,22.10%,0.209,1.29,0.321,62.50%,4.89,2.81,2.09,sa659944
Pat Ludwig,Pirates (A+),23,55.1,6.67,2.28,2.93,0.16,18.00%,6.10%,11.80%,0.268,1.28,0.328,65.20%,3.9,2.81,1.1,sa658147
Pedro Feliciano,Mets (A+),36,4.2,7.71,3.86,2,0,19.10%,9.50%,9.50%,0.263,1.5,0.333,57.10%,1.93,2.81,-0.88,1601
Jade Todd,Tigers (A+),23,21,8.57,2.14,4,0.43,21.50%,5.40%,16.10%,0.287,1.43,0.364,47.30%,6,2.81,3.19,sa454950
Jordan Conley,Marlins (A+),26,14.1,10.67,3.14,3.4,0.63,30.90%,9.10%,21.80%,0.18,0.98,0.25,100.00%,0.63,2.82,-2.19,sa504810
Tyler Cravy,Brewers (A+),23,79.1,6.69,2.72,2.46,0.11,18.70%,7.60%,11.10%,0.209,1.07,0.259,75.40%,2.04,2.82,-0.78,sa501972
Tim Byrdak,Mets (A+),39,12.1,9.49,5.11,1.86,0,26.50%,14.30%,12.20%,0.143,1.05,0.207,76.90%,2.19,2.84,-0.65,1995
Tucker Healy,Athletics (A+),23,19.1,14.43,2.33,6.2,0.93,39.20%,6.30%,32.90%,0.178,0.93,0.275,92.60%,1.86,2.84,-0.98,sa621510
Drew Rucinski,Angels (A+),24,29,6.52,1.24,5.25,0,18.30%,3.50%,14.80%,0.264,1.14,0.326,67.70%,1.86,2.84,-0.98,12499
R.J. Alvarez,Angels (A+),22,48.2,14.61,4.99,2.93,0.37,38.00%,13.00%,25.00%,0.19,1.25,0.327,78.10%,2.96,2.85,0.11,13401
Devin Jones,Orioles (A+),22,6,4.5,1.5,3,0,13.60%,4.60%,9.10%,0.143,0.67,0.167,75.00%,1.5,2.85,-1.35,sa577952
Eric Ruth,Yankees (A+),22,5.1,6.75,3.38,2,0,21.10%,10.50%,10.50%,0.059,0.56,0.077,100.00%,0,2.87,-2.87,sa621786
Matthew Loosen,Cubs (A+),24,54,9.33,2.83,3.29,0.33,26.50%,8.10%,18.50%,0.18,0.94,0.244,84.60%,1.83,2.87,-1.04,sa549666
Louis Head,Indians (A+),23,37.2,9.8,0.72,13.67,0.96,29.30%,2.10%,27.10%,0.243,0.96,0.319,76.40%,3.11,2.87,0.23,sa658343
Dean Kiekhefer,Cardinals (A+),24,44,5.73,1.64,3.5,0.2,14.90%,4.30%,10.60%,0.268,1.27,0.313,70.10%,3.27,2.88,0.4,sa526393
Joel De La Cruz,Yankees (A+),24,85,7.73,2.86,2.7,0.21,21.00%,7.80%,13.20%,0.22,1.14,0.28,66.90%,3.28,2.89,0.39,sa329081
Blake Cooper,Diamondbacks (A+),25,17,9.53,3.71,2.57,0,25.70%,10.00%,15.70%,0.222,1.24,0.311,81.00%,1.59,2.89,-1.3,sa549089
Eliecer Navarro,Pirates (A+),25,69.1,8.05,1.69,4.77,0.52,21.90%,4.60%,17.30%,0.232,1.08,0.289,73.20%,2.86,2.89,-0.04,sa503034
Jacob Degrom,Mets (A+),25,12,9.75,1.5,6.5,0.75,26.00%,4.00%,22.00%,0.255,1.17,0.333,80.90%,3,2.91,0.09,10954
Oderman Rocha,Pirates (A+),20,6,6,3,2,0,17.40%,8.70%,8.70%,0.191,1,0.235,50.00%,4.5,2.91,1.59,sa547361
Nathan Striz,Red Sox (A+),24,57.1,9.26,4.08,2.27,0,24.30%,10.70%,13.60%,0.226,1.29,0.314,73.40%,3.14,2.91,0.23,sa390446
Nelvin Fuentes,Twins (A+),24,46,10.96,2.93,3.73,0.78,30.00%,8.00%,21.90%,0.221,1.15,0.304,71.70%,3.33,2.91,0.41,sa392078
Ajay Meyer,Blue Jays (A+),25,68.1,10.01,1.05,9.5,0.92,27.40%,2.90%,24.60%,0.246,1.07,0.32,80.70%,2.77,2.92,-0.15,sa600021
Will Clinard,Tigers (A+),23,28.1,7.31,1.59,4.6,0.32,21.10%,4.60%,16.50%,0.208,0.92,0.26,87.00%,1.59,2.92,-1.34,sa577715
Kyle Crick,Giants (A+),20,68.2,12.45,5.11,2.44,0.13,33.80%,13.90%,19.90%,0.199,1.27,0.324,78.50%,1.57,2.94,-1.37,sa597770
Robert Benincasa,Nationals (A+),22,30,10.2,2.7,3.78,0.6,26.60%,7.00%,19.50%,0.237,1.23,0.317,68.20%,3.3,2.95,0.35,sa502783
