Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Bobby Scales,Mets (AAA),34,135,16.30%,13.30%,1.22,0.339,0.459,0.486,0.945,0.147,2.4,0.393,-0.5,26,10.6,0.427,169,2673
Daniel Nava,Red Sox (AAA),29,120,13.30%,12.50%,1.07,0.313,0.425,0.525,0.95,0.212,4.4,0.333,-0.2,23,9.3,0.425,168,5450
Nick Green,Marlins (AAA),33,235,6.40%,15.30%,0.42,0.344,0.397,0.599,0.996,0.255,4.3,0.367,-0.5,48,16.6,0.425,154,1502
Justin Ruggiano,Astros (AAA),30,137,13.10%,17.50%,0.75,0.325,0.409,0.581,0.99,0.256,5.5,0.367,-0.4,28,9.4,0.422,152,7620
Scott Van Slyke,Dodgers (AAA),25,411,11.20%,15.60%,0.72,0.327,0.404,0.578,0.982,0.251,3.8,0.354,-0.4,82,28.1,0.422,152,4365
Jordan Danks,White Sox (AAA),25,264,16.70%,25.00%,0.67,0.317,0.428,0.514,0.942,0.197,4.3,0.418,-0.1,50,19.6,0.421,165,9187
Yasmani Grandal,Padres (AAA),23,235,15.70%,14.90%,1.06,0.335,0.443,0.521,0.963,0.186,1.7,0.381,0,47,15.9,0.421,151,11368
Mauro Gomez,Red Sox (AAA),27,426,8.20%,20.70%,0.4,0.31,0.371,0.589,0.96,0.279,2.8,0.348,0.1,80,31.3,0.42,164,5342
Scott Moore,Astros (AAA),28,291,12.00%,17.50%,0.69,0.318,0.41,0.555,0.965,0.237,3.7,0.362,-0.8,57,18.7,0.417,149,4390
Travis D'Arnaud,Blue Jays (AAA),23,303,6.30%,19.50%,0.32,0.333,0.38,0.595,0.975,0.262,3.4,0.374,-0.3,59,19,0.415,147,7739
Chris Dickerson,Yankees (AAA),30,321,15.30%,22.70%,0.67,0.316,0.417,0.515,0.932,0.199,7.6,0.403,2.1,59,22.3,0.415,161,7095
Matt Adams,Cardinals (AAA),23,276,5.40%,20.70%,0.26,0.329,0.362,0.624,0.986,0.295,3.1,0.36,0.1,54,17.2,0.415,147,9393
Lew Ford,Orioles (AAA),35,267,8.60%,16.10%,0.53,0.331,0.39,0.55,0.939,0.219,5.9,0.365,0.7,49,18.4,0.414,161,1724
Roger Kieschnick,Giants (AAA),25,250,9.60%,27.20%,0.35,0.306,0.376,0.604,0.98,0.297,5.3,0.376,-0.9,48,15.4,0.414,147,5225
Jedd Gyorko,Padres (AAA),23,408,8.30%,16.70%,0.5,0.328,0.38,0.588,0.968,0.26,2.7,0.344,-0.6,79,24.8,0.413,146,10816
Gaby Sanchez,Marlins (AAA),28,144,15.30%,16.00%,0.96,0.302,0.431,0.491,0.922,0.19,2.6,0.337,-0.5,27,8.4,0.41,144,3361
Ryan Wheeler,Diamondbacks (AAA),23,399,6.50%,16.80%,0.39,0.351,0.388,0.572,0.96,0.221,4.6,0.388,0.1,76,22.8,0.409,143,9312
Jake Elmore,Diamondbacks (AAA),25,511,14.50%,10.60%,1.37,0.344,0.442,0.465,0.908,0.122,8,0.386,2.6,97,28.9,0.408,143,7290
Xavier Paul,- - -,27,263,7.60%,17.50%,0.43,0.332,0.388,0.529,0.918,0.197,4.8,0.383,0.5,47,16.7,0.408,156,5963
Zach Lutz,Mets (AAA),26,294,14.30%,25.50%,0.56,0.299,0.41,0.496,0.905,0.197,1.9,0.391,-0.1,52,18.6,0.407,155,3735
Brian Cavazos-Galvez,Dodgers (AAA),25,187,2.70%,12.80%,0.21,0.354,0.376,0.567,0.944,0.213,5.3,0.378,-0.3,35,10.3,0.407,142,sa501665
Khris Davis,Brewers (AAA),24,140,14.30%,19.30%,0.74,0.31,0.414,0.522,0.936,0.212,3.5,0.36,0.2,26,7.6,0.405,141,9112
Justin Christian,Giants (AAA),32,338,8.30%,9.50%,0.88,0.343,0.409,0.508,0.918,0.165,6.2,0.367,0.1,63,18.3,0.405,141,8297
Brandon Moss,Athletics (AAA),28,224,9.80%,17.90%,0.55,0.286,0.371,0.582,0.952,0.296,4.9,0.289,0.8,42,12.1,0.405,141,4467
Tim Fedroff,Indians (AAA),25,304,10.20%,14.80%,0.69,0.325,0.393,0.517,0.91,0.192,7.7,0.36,1.7,53,18.8,0.405,154,sa454958
Eric Thames,Blue Jays (AAA),25,231,11.30%,18.20%,0.62,0.33,0.407,0.528,0.935,0.198,4.4,0.383,-0.3,43,12.4,0.405,141,3711
Yan Gomes,Blue Jays (AAA),24,334,7.50%,21.60%,0.35,0.328,0.38,0.557,0.938,0.23,4.2,0.392,0.8,62,17.8,0.405,140,9627
Andrew Brown,Rockies (AAA),27,438,8.40%,22.80%,0.37,0.308,0.364,0.597,0.961,0.29,5.4,0.35,0.1,81,22.8,0.403,139,3837
Eric Sogard,Athletics (AAA),26,180,12.80%,9.40%,1.35,0.331,0.417,0.484,0.901,0.153,6.6,0.348,0.8,33,9.2,0.402,139,7927
Brendan Harris,Rockies (AAA),31,424,12.30%,10.40%,1.18,0.317,0.407,0.507,0.914,0.19,4.5,0.334,-1,77,21.3,0.401,138,2178
Wil Myers,Royals (AAA),21,439,10.30%,22.30%,0.46,0.304,0.378,0.554,0.932,0.25,4.2,0.349,-0.6,80,21.7,0.4,137,10047
David Cooper,Blue Jays (AAA),25,304,12.20%,11.20%,1.09,0.314,0.395,0.54,0.935,0.226,2.5,0.324,-0.5,55,15,0.4,137,7752
Mike Cervenak,Marlins (AAA),35,422,10.20%,11.60%,0.88,0.34,0.408,0.504,0.912,0.164,1.8,0.36,-0.8,76,20.4,0.399,137,3133
Luis Jimenez,Mariners (AAA),30,536,11.90%,18.10%,0.66,0.31,0.394,0.514,0.907,0.204,3.1,0.356,0.5,96,25.4,0.397,136,2602
John Lindsey,Tigers (AAA),35,271,10.70%,21.80%,0.49,0.27,0.365,0.536,0.902,0.266,1,0.298,-0.1,46,15.1,0.397,149,2279
Brad Snyder,Astros (AAA),30,408,9.80%,26.50%,0.37,0.304,0.375,0.55,0.925,0.246,5.8,0.38,-1.5,73,18.8,0.396,135,6052
Carlos Peguero,Mariners (AAA),25,322,9.00%,32.00%,0.28,0.285,0.366,0.562,0.929,0.278,3.4,0.369,-0.6,57,14.4,0.395,134,8760
Jesus Merchan,Padres (AAA),31,154,4.50%,5.20%,0.88,0.366,0.392,0.503,0.896,0.138,4,0.37,-1,27,6.8,0.393,133,sa199270
Alex Presley,Pirates (AAA),26,179,13.40%,14.50%,0.92,0.307,0.399,0.477,0.876,0.17,6.6,0.341,0.5,30,9.4,0.393,146,5305
Corey Brown,Nationals (AAA),26,554,10.60%,25.10%,0.42,0.285,0.365,0.523,0.888,0.238,6.8,0.349,0.6,91,27.8,0.39,144,2650
Elian Herrera,Dodgers (AAA),27,297,5.70%,15.80%,0.36,0.341,0.381,0.52,0.901,0.179,7.3,0.4,-1.1,51,12,0.389,131,5432
Johnny Giavotella,Royals (AAA),24,418,11.00%,9.60%,1.15,0.323,0.404,0.472,0.877,0.149,5.1,0.339,0.9,72,16.7,0.389,130,6740
Dan Johnson,White Sox (AAA),32,587,16.00%,16.00%,1,0.267,0.388,0.492,0.88,0.225,2.2,0.272,0,96,28.9,0.389,143,2167
Jerry Sands,Dodgers (AAA),24,522,11.30%,20.30%,0.56,0.296,0.375,0.524,0.9,0.228,3.9,0.329,0.1,90,20.7,0.388,130,4016
Brett Wallace,Astros (AAA),25,351,7.70%,24.80%,0.31,0.3,0.379,0.506,0.885,0.206,2,0.37,-0.5,60,13.8,0.388,130,8434
Chris Gimenez,Rays (AAA),29,301,11.00%,18.90%,0.58,0.31,0.389,0.483,0.871,0.172,1.8,0.359,-1.3,49,14.6,0.388,143,7324
Cole Gillespie,Diamondbacks (AAA),28,510,11.60%,15.70%,0.74,0.308,0.39,0.494,0.885,0.186,5.4,0.347,-1.6,87,20,0.388,130,5888
Fred Lewis,Mets (AAA),31,477,11.90%,23.70%,0.5,0.294,0.379,0.482,0.862,0.189,7.7,0.375,1.6,77,22.4,0.386,141,4693
Matt Mcbride,Rockies (AAA),27,469,4.10%,10.00%,0.4,0.344,0.365,0.535,0.9,0.191,3.9,0.36,-0.5,80,17.5,0.386,128,9373
Andy Parrino,Padres (AAA),26,265,9.40%,18.50%,0.51,0.328,0.4,0.464,0.864,0.136,6.4,0.409,0.2,45,9.6,0.385,127,3972
Josh Fields,Dodgers (AAA),29,561,10.50%,20.70%,0.51,0.322,0.392,0.488,0.88,0.165,5.7,0.394,-0.1,95,20.3,0.385,127,7490
Jack Cust,- - -,33,493,19.70%,30.00%,0.66,0.243,0.4,0.442,0.841,0.199,4.1,0.333,0.8,79,21.4,0.384,138,1564
Joey Butler,Rangers (AAA),26,584,13.50%,21.90%,0.62,0.29,0.392,0.473,0.865,0.183,3.6,0.351,-0.7,97,20.1,0.382,126,7799
Luis Valbuena,Cubs (AAA),26,246,11.40%,20.30%,0.56,0.303,0.378,0.507,0.885,0.204,3.5,0.352,-0.3,41,8.4,0.382,126,4969
Charlie Blackmon,Rockies (AAA),26,264,11.00%,15.90%,0.69,0.303,0.385,0.482,0.868,0.18,8.4,0.35,2,44,8.9,0.382,125,7859
Michael Taylor,Athletics (AAA),26,543,15.80%,19.30%,0.82,0.287,0.405,0.441,0.846,0.154,5,0.349,2.2,90,18.2,0.382,125,2591
Kole Calhoun,Angels (AAA),24,463,9.50%,19.00%,0.5,0.298,0.369,0.507,0.877,0.21,7.3,0.346,1,77,15.5,0.381,125,11200
Brandon Barnes,Astros (AAA),26,263,8.70%,18.60%,0.47,0.323,0.383,0.477,0.86,0.153,6.6,0.388,0.9,43,8.5,0.38,124,629
Daric Barton,Athletics (AAA),26,336,19.60%,15.80%,1.25,0.255,0.411,0.425,0.835,0.17,5.8,0.286,0.9,55,10.8,0.38,124,5928
Brock Bond,Giants (AAA),26,395,12.20%,10.40%,1.17,0.332,0.422,0.398,0.82,0.065,3.9,0.374,-0.4,65,12.4,0.379,124,sa390639
Yamaico Navarro,Pirates (AAA),24,257,12.50%,16.00%,0.78,0.279,0.366,0.491,0.857,0.212,6.5,0.303,0.1,40,10.6,0.379,136,5665
Fernando Martinez,Astros (AAA),23,373,6.40%,22.80%,0.28,0.314,0.367,0.507,0.875,0.194,3.5,0.384,-0.8,61,11.7,0.379,124,9210
Ben Guez,Tigers (AAA),25,340,9.70%,22.40%,0.43,0.284,0.379,0.455,0.834,0.171,6.6,0.365,-0.3,53,13.9,0.378,136,sa454544
Anthony Seratelli,Royals (AAA),29,439,10.00%,21.00%,0.48,0.299,0.374,0.492,0.866,0.193,5.9,0.351,1.1,71,13.4,0.378,123,sa378376
Josh Satin,Mets (AAA),27,527,14.60%,20.70%,0.71,0.286,0.391,0.442,0.833,0.156,2.7,0.346,-1.2,81,21.4,0.378,136,6788
Matt Clark,Padres (AAA),25,510,11.20%,22.20%,0.5,0.29,0.367,0.506,0.872,0.216,2.5,0.338,0,83,15.3,0.377,123,8793
Ernesto Mejia,Braves (AAA),26,559,6.10%,23.60%,0.26,0.296,0.347,0.502,0.849,0.206,4.1,0.355,0.2,86,22.3,0.377,135,sa295188
Clint Robinson,Royals (AAA),27,570,13.90%,11.40%,1.22,0.292,0.393,0.452,0.845,0.16,2.4,0.315,0.1,92,16.8,0.377,122,6908
Josh Bard,Dodgers (AAA),34,155,3.90%,12.30%,0.32,0.331,0.355,0.514,0.868,0.182,1.2,0.347,0,25,4.6,0.377,122,1578
James Darnell,Padres (AAA),25,137,11.70%,18.20%,0.64,0.267,0.365,0.5,0.865,0.233,2.9,0.279,-0.3,22,4,0.377,122,9060
Luis Cruz,Dodgers (AAA),28,305,4.30%,11.10%,0.38,0.318,0.348,0.529,0.877,0.211,4.1,0.337,-0.7,49,8.8,0.376,122,3188
Luis Rodriguez,Mariners (AAA),32,422,11.80%,9.70%,1.22,0.296,0.389,0.452,0.841,0.155,3.1,0.306,-0.4,68,12.1,0.376,122,2364
Corban Joseph,Yankees (AAA),23,386,13.70%,14.80%,0.93,0.266,0.366,0.474,0.84,0.208,2.6,0.285,-0.5,59,15.1,0.376,134,5503
Lonnie Chisenhall,Indians (AAA),23,126,3.20%,17.50%,0.18,0.314,0.341,0.517,0.858,0.203,1.5,0.351,0,19,4.9,0.375,134,7571
Josh Vitters,Cubs (AAA),22,452,6.60%,17.00%,0.39,0.304,0.356,0.513,0.869,0.21,4,0.337,-0.2,72,12.4,0.374,121,4623
Kila Ka'Aihue,Athletics (AAA),28,305,14.40%,19.70%,0.73,0.256,0.367,0.496,0.863,0.24,2.1,0.273,-0.3,49,8.3,0.374,121,4707
Kevin Howard,Blue Jays (AAA),31,131,9.20%,14.50%,0.63,0.311,0.374,0.479,0.853,0.168,4.5,0.344,0.1,21,3.6,0.374,120,sa202822
Tyler Henson,Dodgers (AAA),24,166,12.70%,28.30%,0.45,0.284,0.374,0.468,0.842,0.184,4.2,0.389,-0.3,26,4.3,0.373,120,sa326736
Chris Carter,Athletics (AAA),25,324,11.70%,22.80%,0.51,0.279,0.367,0.486,0.853,0.207,4.7,0.332,0.5,51,8.3,0.372,119,9911
Paul Mcanulty,Angels (AAA),31,326,14.70%,22.40%,0.66,0.247,0.359,0.502,0.861,0.255,2.6,0.28,-0.8,51,8.3,0.372,119,4409
Brad Nelson,Rangers (AAA),29,579,12.10%,21.20%,0.57,0.279,0.364,0.488,0.852,0.209,2.9,0.321,-0.1,91,14.8,0.372,119,3821
Max Ramirez,Royals (AAA),27,445,10.60%,18.40%,0.57,0.3,0.374,0.473,0.847,0.173,1.3,0.336,0,70,11.3,0.372,119,5039
Erik Kratz,Phillies (AAA),32,141,7.10%,14.20%,0.5,0.266,0.326,0.54,0.867,0.274,1.1,0.25,0,21,5,0.372,131,4403
Brandon Hicks,Athletics (AAA),26,383,12.30%,30.00%,0.41,0.244,0.35,0.506,0.856,0.262,5.4,0.316,-0.9,60,9.6,0.372,119,4003
Starling Marte,Pirates (AAA),23,431,6.50%,21.10%,0.31,0.286,0.347,0.5,0.847,0.214,7.6,0.344,-0.7,65,15.4,0.372,131,9241
Ryan Lollis,Giants (AAA),25,204,12.30%,12.70%,0.96,0.309,0.393,0.434,0.827,0.126,4.1,0.347,-1,32,5,0.371,119,sa454709
Dioner Navarro,Reds (AAA),28,240,9.60%,10.00%,0.96,0.319,0.382,0.449,0.832,0.13,0.9,0.332,-0.1,36,8.4,0.371,131,3179
Guillermo Quiroz,Mariners (AAA),30,347,10.40%,20.20%,0.51,0.278,0.362,0.483,0.846,0.205,2.1,0.315,0,54,8.3,0.37,118,7989
Dallas Mcpherson,- - -,31,346,10.70%,33.20%,0.32,0.265,0.344,0.49,0.834,0.225,3.6,0.364,0.1,51,11.9,0.37,130,2194
Irving Falu,Royals (AAA),29,406,6.90%,10.10%,0.68,0.329,0.375,0.463,0.838,0.134,6.7,0.354,1.4,63,9.6,0.37,118,6165
Adrian Cardenas,Cubs (AAA),24,282,11.70%,11.30%,1.03,0.3,0.381,0.461,0.842,0.16,6,0.33,1,44,6.6,0.37,118,9514
Kosuke Fukudome,- - -,35,182,22.00%,15.90%,1.38,0.264,0.429,0.357,0.786,0.093,2.8,0.318,-0.3,27,6.2,0.369,130,3263
Cord Phelps,Indians (AAA),25,582,12.20%,16.20%,0.76,0.276,0.368,0.451,0.82,0.175,4.5,0.311,0,86,19.7,0.369,130,8631
Mike Jacobs,Diamondbacks (AAA),31,378,11.60%,22.00%,0.53,0.279,0.362,0.486,0.849,0.207,2.5,0.322,-0.6,59,8.5,0.369,117,2231
Omar Quintanilla,Mets (AAA),30,172,8.10%,15.70%,0.52,0.282,0.345,0.494,0.839,0.212,4,0.309,-1,25,5.6,0.368,129,6335
Tim Federowicz,Dodgers (AAA),24,475,10.90%,19.20%,0.57,0.294,0.371,0.461,0.832,0.167,2.5,0.347,-0.5,73,10,0.367,116,8609
Josh Bell,- - -,25,410,9.80%,19.00%,0.51,0.292,0.361,0.486,0.847,0.194,3.7,0.333,-1.7,63,9.3,0.367,116,2510
Sean Halton,Brewers (AAA),25,412,10.40%,19.70%,0.53,0.274,0.354,0.497,0.852,0.223,2.9,0.305,-1,63,8.6,0.367,116,9853
Ronnier Mustelier,Yankees (AAA),27,385,6.80%,12.70%,0.53,0.303,0.359,0.455,0.815,0.153,4.4,0.325,0.5,56,12.2,0.367,128,sa601536
Matt Laporta,Indians (AAA),27,434,10.10%,18.70%,0.54,0.264,0.35,0.472,0.822,0.208,2.3,0.285,-1.3,63,13.8,0.366,128,2280
Adron Chambers,Cardinals (AAA),25,419,12.20%,19.10%,0.64,0.319,0.405,0.403,0.809,0.084,5.3,0.398,0.7,64,8.6,0.366,116,7995
Dewayne Wise,- - -,34,118,8.50%,20.30%,0.42,0.28,0.339,0.486,0.825,0.206,6.9,0.325,0.6,17,3.7,0.366,128,1554
Nevin Ashley,Rays (AAA),27,130,11.50%,19.20%,0.6,0.245,0.357,0.455,0.811,0.209,4.3,0.275,-0.2,19,4,0.365,127,sa326761
Moises Sierra,Blue Jays (AAA),23,422,9.20%,20.40%,0.45,0.289,0.36,0.472,0.832,0.183,3.8,0.333,-1.4,64,8.1,0.365,115,6050
Jason Donald,Indians (AAA),27,296,10.10%,19.60%,0.52,0.277,0.365,0.441,0.807,0.164,5.5,0.337,-1.1,43,9,0.365,127,9331
Jeff Clement,Pirates (AAA),28,459,8.90%,22.00%,0.41,0.276,0.34,0.486,0.825,0.209,3.2,0.329,0.1,66,13.9,0.365,127,4652
Ryan Lavarnway,Red Sox (AAA),24,367,10.90%,16.90%,0.65,0.295,0.376,0.439,0.815,0.144,2.6,0.34,0.1,53,10.9,0.364,126,8879
Trent Oeltjen,Dodgers (AAA),29,456,7.70%,23.20%,0.33,0.294,0.356,0.485,0.841,0.192,7,0.363,-1.4,69,8.3,0.364,114,3310
Tony Abreu,Royals (AAA),27,453,3.10%,15.20%,0.2,0.322,0.347,0.492,0.839,0.17,5.7,0.365,0.4,68,8.2,0.364,114,5053
Todd Linden,Giants (AAA),32,487,10.90%,20.30%,0.54,0.28,0.368,0.449,0.817,0.169,4.7,0.341,-0.8,73,8.5,0.363,113,1803
Jerad Head,Tigers (AAA),29,337,8.60%,19.00%,0.45,0.268,0.353,0.451,0.804,0.183,5,0.303,1.3,48,9.8,0.363,125,8517
Tug Hulett,Phillies (AAA),29,130,6.90%,18.50%,0.38,0.325,0.369,0.433,0.803,0.108,4.9,0.389,0.2,19,3.8,0.363,125,7451
Mitch Maier,Royals (AAA),30,156,13.50%,19.90%,0.68,0.288,0.385,0.424,0.809,0.136,4.8,0.343,-0.1,23,2.7,0.362,113,5588
Hector Luna,- - -,32,257,6.20%,16.00%,0.39,0.297,0.342,0.47,0.813,0.174,5.2,0.326,0.3,37,7.3,0.362,125,1874
Ryan Langerhans,Angels (AAA),32,401,15.70%,28.20%,0.56,0.25,0.369,0.446,0.816,0.196,5.7,0.343,-1.6,60,6.7,0.362,113,98
Rich Thompson,- - -,33,384,7.60%,13.80%,0.55,0.31,0.376,0.419,0.795,0.109,7.9,0.363,2.9,55,10.8,0.362,125,1883
Chris Coghlan,Marlins (AAA),27,368,12.50%,12.00%,1.05,0.284,0.375,0.435,0.81,0.151,5.4,0.309,1,55,6.1,0.362,113,6878
Jeff Bianchi,Brewers (AAA),25,278,7.90%,17.30%,0.46,0.317,0.374,0.438,0.811,0.12,4.7,0.376,-0.1,41,4.5,0.362,112,9958
Jason Pridie,Phillies (AAA),28,194,8.20%,19.60%,0.42,0.298,0.356,0.455,0.811,0.157,5.7,0.356,0.7,28,5.4,0.362,124,4611
Russ Canzler,Indians (AAA),26,539,8.50%,23.70%,0.36,0.265,0.328,0.487,0.815,0.222,3.3,0.314,-1.3,76,14.9,0.361,124,8265
Conor Jackson,White Sox (AAA),30,366,11.20%,11.70%,0.95,0.277,0.363,0.434,0.797,0.157,3.4,0.294,0.5,52,10.1,0.361,124,5997
Scott Cousins,Marlins (AAA),27,262,9.20%,22.10%,0.41,0.296,0.364,0.459,0.823,0.163,6.5,0.365,1.4,39,4.2,0.361,112,173
Welington Castillo,Cubs (AAA),25,176,13.10%,21.00%,0.62,0.26,0.375,0.425,0.8,0.164,1.3,0.305,0,26,2.8,0.361,112,3256
Angel Sanchez,Astros (AAA),28,398,10.10%,6.30%,1.6,0.32,0.39,0.407,0.797,0.087,3.8,0.33,0,59,6.3,0.361,112,3492
Brett Pill,Giants (AAA),27,268,4.90%,13.40%,0.36,0.285,0.336,0.5,0.836,0.215,2.4,0.294,0,40,4.1,0.36,112,5834
Jimmy Paredes,Astros (AAA),23,536,4.10%,18.80%,0.22,0.318,0.348,0.477,0.826,0.16,8.1,0.375,2.7,79,8.2,0.36,112,5481
Chad Huffman,Indians (AAA),27,261,8.80%,22.20%,0.4,0.282,0.35,0.453,0.803,0.171,2.8,0.351,0.1,37,7,0.36,124,5311
Everth Cabrera,Padres (AAA),25,159,7.50%,17.60%,0.43,0.333,0.389,0.41,0.798,0.076,7.9,0.414,3,23,2.4,0.36,112,8155
Matt Carson,Twins (AAA),31,469,7.90%,22.60%,0.35,0.282,0.347,0.457,0.804,0.175,4.8,0.345,-0.3,66,12.6,0.36,124,4748
Leslie Anderson,Rays (AAA),30,482,5.40%,11.60%,0.46,0.309,0.355,0.45,0.805,0.142,2,0.325,-1.4,67,12.5,0.359,123,sa541190
Brandon Waring,Orioles (AAA),26,270,8.50%,31.90%,0.27,0.248,0.337,0.466,0.803,0.218,2.7,0.326,-0.5,38,7,0.359,123,sa389878
Jim Adduci,Cubs (AAA),27,170,10.00%,23.50%,0.43,0.306,0.377,0.435,0.813,0.129,6.9,0.402,-0.5,25,2.3,0.359,110,6448
Danny Worth,Tigers (AAA),26,255,12.20%,22.70%,0.53,0.264,0.364,0.421,0.785,0.157,5.8,0.335,-0.1,35,6.4,0.358,122,198
Luke Hughes,- - -,27,242,11.20%,24.80%,0.45,0.275,0.361,0.449,0.81,0.174,5.3,0.356,-0.5,35,3.2,0.358,110,4898
Vinny Rottino,- - -,32,420,8.10%,12.60%,0.64,0.297,0.355,0.455,0.809,0.158,5.5,0.319,0.3,58,10.4,0.357,122,5202
Ricardo Nanita,Blue Jays (AAA),31,366,6.30%,10.70%,0.59,0.306,0.353,0.465,0.819,0.159,2.7,0.314,-0.8,53,4.6,0.357,109,sa225794
Luis Jimenez,Angels (AAA),24,517,3.70%,13.50%,0.27,0.309,0.334,0.495,0.829,0.186,5.6,0.331,0.1,75,6.4,0.357,109,6341
Hank Conger,Angels (AAA),24,288,6.60%,17.00%,0.39,0.295,0.347,0.473,0.821,0.178,3.9,0.329,0.4,42,3.5,0.357,109,2505
Anthony Recker,- - -,28,238,12.60%,24.40%,0.52,0.266,0.361,0.435,0.796,0.169,3.1,0.329,0.1,34,2.9,0.357,109,4063
Bryan Petersen,Marlins (AAA),26,271,7.40%,15.90%,0.47,0.321,0.38,0.407,0.787,0.086,5.5,0.375,-1.7,39,3.2,0.356,109,2567
Eugenio Velez,Cardinals (AAA),30,516,9.90%,19.20%,0.52,0.28,0.358,0.449,0.807,0.168,7.3,0.336,3.2,74,5.9,0.356,109,3893
Felix Pie,Braves (AAA),27,364,6.30%,12.60%,0.5,0.285,0.338,0.459,0.797,0.174,7.7,0.313,3.1,50,8.2,0.355,120,3751
Matt Angle,Dodgers (AAA),26,447,9.20%,18.30%,0.5,0.303,0.376,0.412,0.788,0.109,6.5,0.37,1.2,64,4.6,0.355,108,8136
Tyler Latorre,Giants (AAA),29,115,13.00%,15.70%,0.83,0.278,0.381,0.402,0.783,0.124,1.4,0.325,0,16,1.2,0.355,108,sa326461
L.J. Hoes,Orioles (AAA),22,357,9.50%,12.00%,0.79,0.3,0.374,0.397,0.771,0.098,5.5,0.338,-1.3,49,7.9,0.354,119,6656
Gil Velazquez,Marlins (AAA),32,461,10.60%,10.80%,0.98,0.312,0.391,0.384,0.775,0.073,2.9,0.347,-2.6,66,4.6,0.354,108,2070
Brett Jackson,Cubs (AAA),23,467,10.10%,33.80%,0.3,0.256,0.338,0.479,0.817,0.224,8.1,0.372,3.1,66,4.4,0.354,107,9632
Jordan Parraz,Braves (AAA),27,133,8.30%,19.50%,0.42,0.288,0.364,0.407,0.77,0.119,5.8,0.356,0.6,18,2.9,0.353,119,sa253734
Anthony Gose,Blue Jays (AAA),21,479,10.20%,21.10%,0.49,0.286,0.366,0.419,0.785,0.133,8.6,0.365,1.2,67,4.1,0.352,106,5097
Stefan Gartrell,Braves (AAA),28,472,10.60%,26.10%,0.41,0.251,0.335,0.452,0.787,0.201,5.1,0.308,1.9,64,9.8,0.352,118,sa326944
