Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Chris Jacobs,Dodgers (A),22,252,13.50%,24.60%,0.55,0.288,0.393,0.521,0.914,0.233,0.9,0.355,-0.1,47,17.8,0.414,160,sa389213
Anthony Gallas,Indians (A),23,234,9.80%,16.20%,0.61,0.314,0.393,0.517,0.91,0.203,3.3,0.362,-0.9,43,15.9,0.411,158,sa549646
Kyle Roller,Yankees (A),23,211,7.60%,21.80%,0.35,0.305,0.379,0.545,0.925,0.241,2.9,0.361,0.1,40,13.5,0.41,151,sa503716
Kolten Wong,Cardinals (A),20,222,9.50%,10.80%,0.88,0.335,0.401,0.51,0.911,0.175,6.2,0.355,-0.4,41,14.9,0.41,158,12532
Jesus Aguilar,Indians (A),21,397,8.80%,24.70%,0.36,0.292,0.37,0.544,0.915,0.252,3.7,0.353,0,73,26.7,0.41,158,11342
Chris Garcia,Braves (A),23,412,14.30%,17.00%,0.84,0.305,0.405,0.511,0.917,0.207,1.5,0.34,-0.4,78,26.1,0.409,151,sa390205
Andrew Clark,Rangers (A),23,430,14.40%,14.40%,1,0.313,0.422,0.482,0.904,0.169,3.1,0.347,-0.5,81,27.1,0.409,150,sa328044
Jake Marisnick,Blue Jays (A),20,523,8.20%,17.40%,0.47,0.32,0.392,0.5,0.892,0.18,7.4,0.371,3.8,94,32.5,0.403,153,11339
Adam Duvall,Giants (A),22,510,11.60%,19.20%,0.6,0.285,0.385,0.527,0.912,0.241,4,0.32,-1.1,93,29.6,0.403,146,10950
Ryan Stovall,Royals (A),24,222,6.80%,20.30%,0.33,0.307,0.356,0.546,0.902,0.239,5.9,0.359,-0.3,39,13.3,0.4,151,sa502017
Brady Shoemaker,White Sox (A),24,431,10.00%,18.10%,0.55,0.319,0.399,0.493,0.892,0.174,4.8,0.375,-0.1,78,24.2,0.4,145,sa502052
Kevin Nolan,Blue Jays (A),23,106,11.30%,14.20%,0.8,0.319,0.396,0.484,0.88,0.165,4.3,0.347,-0.1,19,6.3,0.4,151,sa502042
Rich Jones,Cubs (A),23,519,6.20%,24.10%,0.26,0.309,0.362,0.538,0.9,0.229,1.5,0.372,-1.5,91,30.8,0.399,151,sa501607
Mark Canha,Marlins (A),22,455,13.00%,18.70%,0.69,0.276,0.374,0.529,0.902,0.253,3.5,0.288,0,82,25,0.399,144,sa526811
Chris Wallace,Astros (A),23,275,6.20%,18.90%,0.33,0.285,0.356,0.55,0.906,0.264,4.2,0.306,-1.4,49,14.8,0.397,143,sa526346
Rymer Liriano,Padres (A),20,519,9.10%,18.30%,0.49,0.319,0.383,0.499,0.882,0.18,8.5,0.373,4.6,91,29.9,0.397,149,4779
Rob Segedin,Yankees (A),22,260,8.80%,15.00%,0.59,0.323,0.396,0.482,0.878,0.159,4.9,0.366,-0.4,46,13.6,0.395,142,sa526344
Jurickson Profar,Rangers (A),18,516,12.60%,12.20%,1.03,0.286,0.39,0.493,0.883,0.207,7.6,0.309,0.5,92,27,0.395,142,10815
Jonathan Schoop,Orioles (A),19,238,8.40%,13.40%,0.63,0.316,0.376,0.514,0.89,0.198,6.5,0.337,-0.6,42,12.4,0.395,142,11265
Thomas Mittelstaedt,Brewers (A),23,465,16.30%,24.90%,0.66,0.293,0.41,0.443,0.853,0.15,6.9,0.388,2.4,80,26,0.395,148,sa549912
Robby Price,Rays (A),23,538,16.00%,11.70%,1.37,0.283,0.426,0.407,0.833,0.124,6.1,0.321,0,93,29.9,0.395,148,sa547109
David Freitas,Nationals (A),22,516,15.90%,16.90%,0.94,0.288,0.409,0.45,0.859,0.162,2.2,0.335,-0.2,91,26.5,0.394,141,sa549143
Jonathan Rodriguez,Cardinals (A),21,488,15.80%,22.30%,0.71,0.251,0.389,0.472,0.861,0.221,2.4,0.295,-1.5,84,26.8,0.394,147,sa503023
Yazy Arbelo,Diamondbacks (A),23,549,13.30%,29.30%,0.45,0.247,0.361,0.516,0.877,0.269,1.7,0.304,0,94,29.8,0.393,146,sa549324
Christian Yelich,Marlins (A),19,521,10.60%,19.60%,0.54,0.312,0.388,0.484,0.871,0.171,5.6,0.373,4,91,26.1,0.393,140,11477
Dustin Garneau,Rockies (A),23,411,14.10%,16.80%,0.84,0.256,0.371,0.515,0.885,0.259,5.5,0.27,-1.8,72,20.5,0.392,140,sa502010
Ronald Torreyes,Reds (A),18,306,4.60%,6.20%,0.74,0.356,0.398,0.457,0.855,0.101,7.1,0.374,-0.7,52,16.4,0.392,146,sa546565
Alejandro Selen,Rangers (A),22,239,7.50%,26.80%,0.28,0.294,0.359,0.523,0.882,0.229,3.6,0.371,-0.3,42,11.7,0.391,139,sa456470
Zach Walters,Diamondbacks (A),21,412,10.20%,23.30%,0.44,0.302,0.377,0.485,0.861,0.183,6.7,0.386,-1.9,70,21.6,0.39,145,10622
Carlos Alonso,Phillies (A),23,194,12.90%,6.70%,1.92,0.313,0.425,0.413,0.837,0.1,2.3,0.329,-0.1,34,9.3,0.39,138,sa525881
Brandon Jacobs,Red Sox (A),20,502,8.60%,24.50%,0.35,0.303,0.376,0.505,0.881,0.201,6.6,0.381,2.8,87,24.1,0.39,138,sa501670
Chandler Laurent,Rockies (A),23,340,7.60%,28.50%,0.27,0.284,0.356,0.521,0.877,0.238,7.1,0.368,1.1,59,16,0.389,138,sa502011
Mike Walker,Brewers (A),23,440,13.60%,27.30%,0.5,0.274,0.387,0.455,0.842,0.182,3.6,0.368,-0.9,74,22.6,0.389,144,sa549126
Brett Tanos,Rockies (A),22,485,14.60%,17.70%,0.83,0.285,0.401,0.445,0.846,0.16,4.4,0.34,-0.9,83,22.7,0.389,137,sa548490
Marcus Knecht,Blue Jays (A),21,528,12.70%,23.50%,0.54,0.273,0.377,0.474,0.851,0.2,4.2,0.337,-0.7,87,25.5,0.385,141,sa455466
Donald Lutz,Reds (A),22,506,6.70%,24.70%,0.27,0.301,0.358,0.492,0.85,0.191,4.7,0.375,-0.9,83,24.1,0.384,141,10154
Christian Vazquez,Red Sox (A),20,444,9.70%,18.90%,0.51,0.283,0.358,0.505,0.863,0.222,3.8,0.316,-0.4,74,18.4,0.382,133,9774
Tommy Medica,Padres (A),23,165,10.30%,20.00%,0.52,0.268,0.366,0.465,0.831,0.197,2.3,0.33,-0.5,27,7.5,0.381,139,11147
David Vidal,Reds (A),21,514,8.60%,21.60%,0.4,0.28,0.35,0.498,0.847,0.218,3.8,0.325,-0.4,83,23.2,0.381,139,sa548470
Kyle Parker,Rockies (A),21,516,9.30%,25.60%,0.36,0.285,0.367,0.483,0.85,0.198,3.4,0.353,0.2,85,20.9,0.381,132,11763
Telvin Nash,Astros (A),20,316,12.70%,32.60%,0.39,0.265,0.37,0.481,0.852,0.216,2.8,0.373,0.3,52,12.6,0.38,132,sa501240
Michael Gonzales,Twins (A),23,476,11.10%,22.10%,0.5,0.287,0.37,0.465,0.834,0.178,3.8,0.346,0.5,77,21.1,0.38,138,sa455046
Clay Jones,Tigers (A),23,184,13.60%,15.20%,0.89,0.308,0.402,0.417,0.819,0.109,1.9,0.359,-0.1,30,8.1,0.379,138,sa549952
Shane Brown,Yankees (A),23,153,9.20%,7.80%,1.17,0.321,0.418,0.382,0.8,0.061,3.1,0.353,0.1,25,6,0.379,131,sa503750
Jim Murphy,Phillies (A),25,537,11.00%,22.90%,0.48,0.268,0.361,0.49,0.852,0.222,2.4,0.317,0.1,88,20.8,0.378,131,sa454769
Manny Machado,Orioles (A),18,170,13.50%,14.70%,0.92,0.276,0.376,0.483,0.859,0.207,5.6,0.296,0.1,28,6.5,0.378,131,11493
Chris Dennis,Brewers (A),22,206,11.70%,24.80%,0.47,0.263,0.35,0.486,0.836,0.223,6.5,0.32,0.5,33,8.8,0.377,136,sa389763
Cory Vaughn,Mets (A),22,297,12.10%,21.50%,0.56,0.282,0.402,0.404,0.806,0.122,4.9,0.365,-0.7,48,11.2,0.377,130,sa526822
Derek Dietrich,Rays (A),21,538,7.20%,23.80%,0.3,0.275,0.344,0.494,0.838,0.219,4.3,0.33,-2.1,86,22.7,0.377,136,10542
Ryan Lollis,Giants (A),24,338,11.50%,13.90%,0.83,0.314,0.393,0.422,0.816,0.108,5.1,0.365,-0.3,54,12.2,0.375,129,sa454709
Dominic D'Anna,Reds (A),22,383,13.10%,16.20%,0.81,0.286,0.386,0.422,0.809,0.137,2.8,0.327,-1.5,60,15.4,0.374,134,sa549621
Dan Black,White Sox (A),23,573,8.70%,19.00%,0.46,0.286,0.354,0.496,0.85,0.21,5.1,0.329,-0.9,92,20.1,0.374,128,sa501741
Domingo Santana,- - -,18,467,6.90%,28.90%,0.24,0.287,0.362,0.471,0.833,0.184,5.2,0.399,0.4,75,16.3,0.374,128,10348
Michael Crouse,Blue Jays (A),20,421,10.50%,26.80%,0.39,0.261,0.352,0.475,0.827,0.214,9,0.336,4.1,66,16.7,0.374,134,sa454895
Jacob Blackwood,Padres (A),25,291,5.80%,17.50%,0.33,0.284,0.33,0.494,0.824,0.21,4.7,0.321,0.3,45,11,0.371,132,sa327899
Sean Coyle,Red Sox (A),19,466,12.90%,23.60%,0.55,0.247,0.362,0.464,0.826,0.216,8,0.303,1.3,74,15.3,0.371,126,sa548268
Kevin Keyes,Nationals (A),22,342,9.40%,23.40%,0.4,0.26,0.333,0.507,0.84,0.247,5.1,0.295,1.1,54,11.1,0.371,126,sa392183
Cole White,Pirates (A),26,147,8.20%,26.50%,0.31,0.288,0.347,0.485,0.832,0.197,4.5,0.367,-0.3,23,4.6,0.37,125,sa455403
Jose Crisotomo,Athletics (A),22,186,6.50%,11.80%,0.55,0.32,0.362,0.45,0.812,0.13,5.2,0.347,-0.7,28,6.7,0.369,131,sa456089
Daniel Adamson,Astros (A),23,208,8.70%,22.10%,0.39,0.295,0.365,0.454,0.819,0.158,6.3,0.368,0.3,32,6.4,0.369,125,sa549299
Rob Brantly,Tigers (A),21,317,7.60%,12.30%,0.62,0.303,0.366,0.44,0.806,0.137,3.3,0.331,-0.6,48,11.2,0.368,130,10655
Sean Nicol,Nationals (A),24,208,10.10%,13.50%,0.75,0.304,0.379,0.425,0.804,0.122,5.7,0.346,-1,32,6.2,0.367,124,sa501900
Cody Hawn,Brewers (A),22,438,11.60%,19.40%,0.6,0.294,0.382,0.406,0.787,0.111,2.3,0.363,-1.3,66,15.2,0.367,130,sa526271
Matt Szczur,Cubs (A),21,298,7.00%,9.40%,0.75,0.314,0.366,0.431,0.796,0.117,6.6,0.335,1.2,45,10.3,0.367,129,11255
Nick Castellanos,Tigers (A),19,562,8.00%,23.10%,0.35,0.312,0.367,0.436,0.803,0.124,3.6,0.402,-0.5,85,19.3,0.367,129,11737
Greg Rohan,Cubs (A),25,327,7.30%,15.30%,0.48,0.314,0.368,0.433,0.802,0.119,2.5,0.358,-0.4,49,11.1,0.366,129,sa502095
Xander Bogaerts,Red Sox (A),18,296,8.40%,24.00%,0.35,0.26,0.324,0.509,0.834,0.249,3.5,0.291,-1.2,46,8.5,0.366,123,12161
Jason Martinson,Nationals (A),22,522,12.60%,27.60%,0.46,0.252,0.36,0.448,0.808,0.196,6.2,0.327,2.4,80,14.8,0.366,123,sa548330
Michael Pericht,Dodgers (A),23,348,7.20%,26.40%,0.27,0.273,0.351,0.445,0.795,0.172,3.6,0.353,0.4,52,11.7,0.366,129,sa501923
Christopher Edmondson,Cardinals (A),23,380,10.30%,19.20%,0.53,0.26,0.347,0.456,0.803,0.196,6,0.3,-0.4,57,12.5,0.365,128,sa549888
Gary Sanchez,Yankees (A),18,343,10.50%,27.10%,0.39,0.256,0.335,0.485,0.82,0.229,3.6,0.308,-0.1,52,9.3,0.364,122,sa549555
Adam Bailey,Astros (A),23,337,5.60%,16.60%,0.34,0.282,0.329,0.494,0.823,0.212,3.8,0.298,-0.6,51,9.1,0.364,122,sa503294
Stefen Romero,Mariners (A),22,478,6.70%,14.40%,0.46,0.28,0.342,0.462,0.803,0.182,5.7,0.298,-0.7,71,15.3,0.364,127,11746
Jabari Blash,Mariners (A),21,162,23.50%,26.50%,0.88,0.218,0.401,0.347,0.748,0.129,4.4,0.308,0.1,24,5,0.362,126,sa392225
Mike Flacco,Orioles (A),24,311,10.90%,18.60%,0.59,0.273,0.37,0.42,0.79,0.148,5.8,0.327,0.9,47,7.6,0.361,120,sa502713
A.J. Kirby-Jones,Athletics (A),22,386,14.50%,26.20%,0.55,0.24,0.36,0.415,0.775,0.175,1.8,0.308,-0.4,56,11.4,0.36,125,sa548449
Marcell Ozuna,Marlins (A),20,552,8.30%,21.90%,0.38,0.266,0.33,0.482,0.812,0.216,7,0.308,2.4,82,13,0.36,119,10324
J.T. Realmuto,Marlins (A),20,381,6.80%,20.50%,0.33,0.284,0.345,0.451,0.796,0.167,5.5,0.337,-0.1,57,8.9,0.359,119,11739
Juan Duran,Reds (A),19,404,8.40%,37.60%,0.22,0.264,0.329,0.463,0.792,0.199,3.2,0.405,-1.6,59,11.6,0.359,125,sa503255
Rafael Fernandez,Mets (A),22,508,12.80%,24.00%,0.53,0.264,0.367,0.416,0.782,0.152,7.1,0.353,2.1,75,11.5,0.359,118,sa401991
John Ryan Murphy,Yankees (A),20,277,6.90%,13.70%,0.5,0.297,0.343,0.457,0.8,0.16,3,0.327,0.3,41,6,0.357,117,10346
Michael Mcgee,Mariners (A),23,267,8.60%,15.00%,0.58,0.283,0.351,0.426,0.777,0.143,6.3,0.323,0.1,38,7.1,0.357,123,sa550138
Jonathan Jones,Blue Jays (A),21,143,10.50%,16.10%,0.65,0.298,0.385,0.371,0.756,0.073,6.2,0.356,-0.1,21,3.8,0.357,123,sa526453
Daniel Grovatt,Pirates (A),22,551,11.10%,16.30%,0.68,0.284,0.364,0.418,0.782,0.134,6,0.329,0.1,81,11.6,0.357,117,sa526191
Juan Silverio,White Sox (A),20,363,5.00%,22.30%,0.22,0.289,0.341,0.459,0.8,0.17,5.7,0.364,-2.3,53,7.6,0.356,117,sa455632
Christian Villanueva,Rangers (A),20,529,7.00%,16.30%,0.43,0.278,0.338,0.465,0.803,0.186,7.1,0.3,3.6,77,10.9,0.356,116,sa505993
Ryan Fisher,Marlins (A),23,528,7.20%,25.90%,0.28,0.258,0.33,0.467,0.797,0.209,5.5,0.325,0,77,10.7,0.356,116,sa549201
Steve Domecus,Dodgers (A),24,237,5.10%,15.60%,0.32,0.276,0.352,0.419,0.771,0.143,4.4,0.314,-0.5,34,6.2,0.356,122,sa548462
Carlos Moncrief,Indians (A),22,552,13.80%,28.60%,0.48,0.233,0.346,0.422,0.768,0.19,7,0.314,0.9,78,13.5,0.354,121,sa392114
Randolph Oduber,Nationals (A),22,238,6.30%,26.90%,0.23,0.301,0.361,0.407,0.769,0.106,6.9,0.405,3.2,34,4.4,0.353,115,sa503718
Mike Brownstein,Brewers (A),23,178,13.50%,14.00%,0.96,0.277,0.381,0.372,0.752,0.095,4.2,0.317,0.3,25,4.3,0.353,121,sa501747
Drew Hedman,Red Sox (A),24,374,10.20%,20.60%,0.49,0.272,0.364,0.398,0.762,0.127,4.5,0.337,-0.5,53,6.6,0.352,114,sa502528
Robbie Shields,Mets (A),23,265,10.90%,13.60%,0.81,0.274,0.354,0.425,0.779,0.15,6.4,0.313,0,38,4.7,0.352,114,sa501250
Trayce Thompson,White Sox (A),20,597,10.10%,28.80%,0.35,0.241,0.329,0.457,0.785,0.216,5.1,0.309,-0.3,85,10.2,0.352,114,sa500820
Jeff Lanning,Phillies (A),24,139,7.90%,21.60%,0.37,0.26,0.333,0.447,0.78,0.187,5,0.303,0.4,20,2.4,0.351,114,sa454930
Kawika Emsley-Pai,Pirates (A),22,250,18.40%,16.80%,1.1,0.25,0.398,0.327,0.725,0.077,4,0.316,-1.7,36,4.2,0.351,114,sa548473
Marcus Nidiffer,Angels (A),24,250,10.00%,24.40%,0.41,0.23,0.358,0.382,0.74,0.152,4.4,0.297,0.3,35,5.5,0.351,119,sa526211
Justin Howard,Pirates (A),23,531,14.70%,21.10%,0.7,0.26,0.367,0.389,0.756,0.129,4.1,0.331,-1.4,75,8.5,0.35,113,sa549676
John Hicks,Mariners (A),21,148,3.40%,11.50%,0.29,0.309,0.331,0.446,0.777,0.137,5.3,0.333,-0.9,20,3.2,0.35,118,sa546984
Jake Skole,Rangers (A),19,501,13.00%,27.50%,0.47,0.264,0.366,0.389,0.755,0.125,6.7,0.365,-2.1,70,7.5,0.349,112,sa548177
Lance Ray,Twins (A),21,539,10.20%,24.50%,0.42,0.253,0.335,0.432,0.767,0.179,4.4,0.314,-0.7,74,11.3,0.349,118,sa546832
John Spatola,White Sox (A),24,137,8.80%,20.40%,0.43,0.256,0.338,0.446,0.785,0.19,5.1,0.303,-0.5,19,2,0.349,112,sa549993
Brett Eibner,Royals (A),22,324,14.80%,27.80%,0.53,0.213,0.34,0.408,0.748,0.195,4.1,0.271,-1,45,6.7,0.349,118,sa390416
Joey Wong,Rockies (A),23,411,6.60%,14.80%,0.44,0.286,0.353,0.408,0.761,0.122,4.4,0.329,-2.2,57,6,0.349,112,sa502131
Gerald Hall,Royals (A),22,202,11.40%,22.80%,0.5,0.269,0.355,0.404,0.759,0.135,6.2,0.362,-0.1,28,4.1,0.348,117,sa509852
Joel Weeks,Giants (A),26,206,12.60%,18.40%,0.68,0.295,0.38,0.369,0.75,0.074,2.9,0.364,-0.5,29,2.9,0.348,111,sa456345
Colin Walsh,Cardinals (A),21,276,15.60%,15.60%,1,0.239,0.36,0.378,0.738,0.139,4.7,0.277,0.2,38,5.5,0.348,117,sa526841
Wang-Wei Lin,Twins (A),23,485,11.30%,16.50%,0.69,0.277,0.373,0.359,0.732,0.083,3.9,0.335,-2,66,9.7,0.348,117,sa393001
Brian Mcconkey,Marlins (A),22,255,11.40%,17.30%,0.66,0.263,0.365,0.394,0.759,0.131,3.1,0.302,0.1,35,3.5,0.348,111,sa549695
Emilio King,Astros (A),21,385,3.40%,21.00%,0.16,0.293,0.332,0.439,0.772,0.146,3.3,0.355,-1.7,53,5.1,0.347,111,sa503289
Josh Mazzola,Giants (A),25,440,9.50%,20.50%,0.47,0.259,0.342,0.427,0.769,0.168,4.6,0.304,0.2,61,5.8,0.347,111,sa455891
Bill Rice,Phillies (A),22,138,8.70%,15.20%,0.57,0.293,0.362,0.39,0.753,0.098,7.3,0.343,-0.6,19,1.8,0.347,110,sa554787
Carlos Ramirez,Angels (A),23,129,11.60%,13.20%,0.88,0.259,0.367,0.37,0.738,0.111,3,0.281,-0.7,18,2.5,0.347,116,sa501605
Ramon Flores,Yankees (A),19,534,11.40%,17.40%,0.66,0.265,0.353,0.4,0.753,0.135,4.7,0.31,1.6,74,6.9,0.347,110,sa503262
Rafael Ortega,Rockies (A),20,519,5.40%,17.30%,0.31,0.294,0.335,0.438,0.773,0.144,7.6,0.344,-2,71,6.6,0.346,110,10323
Collin Kuhn,White Sox (A),22,113,13.30%,28.30%,0.47,0.22,0.345,0.407,0.752,0.187,4.4,0.298,0.4,16,1.4,0.346,110,sa546840
Slade Heathcott,Yankees (A),20,237,8.00%,24.10%,0.33,0.271,0.342,0.419,0.761,0.148,6.6,0.353,-1.9,33,2.9,0.346,110,sa500742
Jason Rogers,Brewers (A),23,270,8.10%,17.80%,0.46,0.275,0.336,0.429,0.765,0.154,5.4,0.316,0.7,37,5,0.346,116,11773
Phil Wunderlich,Rays (A),22,561,6.10%,14.80%,0.41,0.263,0.326,0.432,0.758,0.169,1.6,0.28,-1.5,76,10.2,0.346,116,sa549099
Joseph Bergman,Cardinals (A),23,134,11.90%,11.20%,1.07,0.291,0.373,0.359,0.732,0.068,5.1,0.33,-0.5,18,2.4,0.345,115,sa502109
Roman Pena,Dodgers (A),24,147,15.00%,16.30%,0.92,0.226,0.34,0.403,0.743,0.177,6.3,0.255,0.3,20,2.6,0.344,115,sa294705
Beau Taylor,Athletics (A),21,167,10.80%,20.40%,0.53,0.293,0.367,0.367,0.735,0.075,4,0.377,-1.1,22,2.9,0.344,115,sa577780
Rangel Ravelo,White Sox (A),19,174,6.90%,10.90%,0.63,0.317,0.368,0.373,0.74,0.056,1,0.359,-0.5,24,1.9,0.344,109,sa548335
Brett Newsome,Nationals (A),24,302,9.60%,25.80%,0.37,0.273,0.348,0.404,0.752,0.131,4.1,0.36,-0.1,41,3.3,0.344,109,sa455969
Adrian Nieto,Nationals (A),21,107,8.40%,29.00%,0.29,0.255,0.318,0.449,0.767,0.194,4.1,0.344,0,14,1.1,0.343,108,10294
Cheslor Cuthbert,Royals (A),18,342,10.50%,19.00%,0.55,0.267,0.345,0.397,0.742,0.13,3.2,0.312,0.2,45,5.4,0.342,114,sa549634
Jeff Rowland,Tigers (A),23,308,13.30%,26.90%,0.49,0.243,0.357,0.369,0.725,0.125,5.6,0.341,0.4,41,4.8,0.342,113,sa502026
Geoff Klein,Cardinals (A),23,228,8.30%,25.00%,0.33,0.268,0.333,0.41,0.743,0.141,2.6,0.349,0.1,30,3.5,0.342,113,sa547202
Matt Weaver,Braves (A),21,207,6.30%,16.40%,0.38,0.286,0.333,0.423,0.757,0.138,3.8,0.338,-0.7,28,1.8,0.342,107,sa501548
Tomas Telis,Rangers (A),20,494,3.60%,7.10%,0.51,0.297,0.329,0.43,0.759,0.132,4.3,0.301,-0.4,66,4.4,0.341,107,10067
Odubel Herrera,Rangers (A),19,505,4.80%,15.40%,0.31,0.306,0.349,0.394,0.744,0.088,6.7,0.361,1.8,67,4.2,0.341,107,sa505987
Aaron Dudley,Marlins (A),23,238,8.40%,22.70%,0.37,0.277,0.349,0.39,0.738,0.113,2.6,0.348,-0.5,32,2,0.341,107,sa549425
Jiovanni Mier,Astros (A),20,257,14.40%,22.60%,0.64,0.245,0.354,0.38,0.734,0.134,4.4,0.308,0.2,34,2.1,0.341,107,sa500732
Ben Orloff,Astros (A),24,376,7.20%,6.90%,1.04,0.284,0.359,0.373,0.733,0.089,6.3,0.301,-0.3,50,3,0.34,106,sa455266
Kevin Rivers,Mariners (A),22,324,10.50%,25.30%,0.41,0.249,0.332,0.406,0.738,0.157,4.7,0.311,0.4,43,4.6,0.34,112,sa510347
Tony Thompson,Athletics (A),22,446,8.30%,12.80%,0.65,0.259,0.33,0.408,0.738,0.149,3.2,0.269,0.4,58,6.2,0.34,112,sa546717
Cristhian Adames,Rockies (A),19,459,9.20%,16.10%,0.57,0.273,0.35,0.386,0.736,0.113,4.2,0.315,0.3,61,3.2,0.339,106,6013
Nick Shaw,Brewers (A),22,566,14.50%,14.50%,1,0.26,0.374,0.333,0.707,0.073,5.1,0.31,-1.6,74,7.6,0.339,111,sa549641
Matty Johnson,Red Sox (A),23,108,12.00%,16.70%,0.72,0.289,0.385,0.322,0.707,0.033,6,0.361,-1,14,0.8,0.339,106,sa596293
Ross Wilson,White Sox (A),22,332,9.30%,16.60%,0.56,0.268,0.358,0.369,0.727,0.101,5.9,0.323,0,44,2.3,0.339,106,sa545418
David Rohm,Braves (A),21,524,5.30%,14.10%,0.38,0.287,0.328,0.428,0.756,0.141,4.9,0.322,-2.6,69,3.6,0.339,106,sa548456
Helder Velazquez,Rockies (A),22,450,4.90%,21.10%,0.23,0.269,0.327,0.42,0.747,0.15,5.3,0.327,1,59,2.9,0.338,105,sa326728
Russell Wilson,Rockies (A),22,236,14.80%,34.70%,0.43,0.228,0.366,0.342,0.708,0.114,8.8,0.38,2,31,1.5,0.338,105,sa548305
Kalian Sams,Mariners (A),24,357,8.10%,28.60%,0.28,0.234,0.298,0.458,0.756,0.224,7.6,0.278,3.2,46,4.5,0.338,111,sa381343
Tucker Barnhart,Reds (A),20,372,9.90%,15.90%,0.63,0.273,0.344,0.387,0.731,0.113,3.9,0.32,-0.2,48,4.7,0.338,111,10200
Wesley Cunningham,Padres (A),23,410,10.20%,17.30%,0.59,0.268,0.345,0.381,0.726,0.113,4.4,0.318,-1.3,53,5.1,0.338,111,sa549273
Jakob Dalfonso,Braves (A),21,296,5.40%,15.90%,0.34,0.277,0.327,0.421,0.747,0.144,5.8,0.304,1.1,39,1.8,0.338,105,sa501990
Matt Helm,Diamondbacks (A),20,510,9.60%,26.30%,0.37,0.262,0.343,0.379,0.722,0.118,4.8,0.354,1.3,66,6.2,0.338,110,sa501513
Greg Garcia,Cardinals (A),21,174,9.80%,13.80%,0.71,0.273,0.36,0.353,0.714,0.08,4.8,0.323,-0.1,22,2.1,0.338,110,10951
Luis Domoromo,Padres (A),19,486,7.40%,17.10%,0.43,0.283,0.335,0.405,0.74,0.122,4.6,0.322,-1.7,63,5.9,0.337,110,sa507248
David Harris,Angels (A),24,341,14.70%,27.90%,0.53,0.229,0.353,0.361,0.714,0.132,4.3,0.309,0.2,44,4.1,0.337,110,sa594138
