Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Alen Hanson,Pirates (A),19,558,9.90%,18.80%,0.52,0.309,0.381,0.528,0.909,0.219,7.9,0.364,-1.9,103,32.9,0.407,147,sa547735
Cameron Garfield,Brewers (A),21,257,10.50%,16.30%,0.64,0.293,0.381,0.52,0.901,0.227,3,0.32,0.1,48,16.5,0.406,153,sa500836
Nate Roberts,Twins (A),23,352,12.50%,10.50%,1.19,0.299,0.433,0.427,0.86,0.128,7.5,0.332,1.8,64,21.8,0.404,151,sa548432
Austin Barnes,Marlins (A),22,566,10.40%,10.80%,0.97,0.318,0.401,0.481,0.882,0.163,4.7,0.343,0.2,102,31.8,0.403,145,sa578958
Taylor Featherston,Rockies (A),22,444,11.90%,19.60%,0.61,0.299,0.393,0.495,0.887,0.196,6.7,0.357,0.7,80,24.8,0.403,145,sa577911
Ji-Man Choi,Mariners (A),21,294,13.30%,18.70%,0.71,0.298,0.42,0.463,0.883,0.165,2.8,0.358,-1,54,18,0.403,151,sa549626
Nolan Fontana,Astros (A),21,222,29.30%,19.80%,1.48,0.225,0.464,0.338,0.801,0.113,6.3,0.302,1.1,40,12.1,0.401,144,sa657932
T.J. Rivera,Mets (A),23,296,8.80%,11.10%,0.79,0.333,0.396,0.487,0.882,0.153,3.8,0.354,-0.9,53,16,0.401,143,sa599382
Steven Souza Jr.,Nationals (A),23,293,7.50%,16.70%,0.45,0.29,0.346,0.576,0.922,0.286,5.2,0.294,-1.9,52,15.8,0.401,143,5667
Dusty Robinson,Athletics (A),22,161,9.90%,20.50%,0.48,0.262,0.348,0.56,0.908,0.298,7.1,0.28,0.1,29,9.6,0.4,149,sa578149
Jason Rogers,Brewers (A),24,279,13.30%,16.50%,0.8,0.301,0.394,0.485,0.88,0.184,4.9,0.349,0.9,50,16.3,0.399,148,11773
Brandon Meredith,Astros (A),22,370,11.60%,23.20%,0.5,0.278,0.377,0.506,0.883,0.228,6.5,0.336,0.7,66,19.4,0.399,142,sa455305
Mike Ohlman,Orioles (A),21,209,15.80%,12.90%,1.22,0.304,0.411,0.456,0.868,0.152,3.5,0.342,-0.7,37,10.9,0.398,142,sa501614
Alejandro Segovia,Rays (A),22,284,10.20%,12.70%,0.81,0.269,0.362,0.527,0.888,0.257,4.7,0.262,0.3,51,16.3,0.398,147,sa504965
Drew Robinson,Rangers (A),20,507,17.00%,24.30%,0.7,0.273,0.409,0.444,0.853,0.171,5,0.36,-1.8,89,26.1,0.397,141,sa548300
Miguel Sano,Twins (A),19,553,14.50%,26.00%,0.56,0.258,0.373,0.521,0.893,0.263,4.9,0.307,0.1,98,31,0.396,146,sa548088
Keury De La Cruz,Red Sox (A),20,506,5.10%,20.00%,0.26,0.308,0.352,0.536,0.888,0.228,7.1,0.359,0.2,89,25.4,0.396,140,sa506223
Ross Wilson,White Sox (A),23,304,13.80%,18.10%,0.76,0.282,0.409,0.441,0.85,0.159,6.8,0.333,0.3,53,15.3,0.396,140,sa545418
Dean Green,Tigers (A),23,253,9.10%,15.40%,0.59,0.306,0.381,0.502,0.883,0.196,2.1,0.331,-1.4,44,13.9,0.395,145,sa526876
Rashawn Payne,Giants (A),22,482,12.70%,14.70%,0.86,0.309,0.413,0.43,0.842,0.121,8.1,0.361,8.6,83,23.3,0.394,139,sa502425
Dan Paolini,Mariners (A),22,473,10.40%,13.30%,0.78,0.299,0.376,0.493,0.869,0.194,3.2,0.317,-0.1,83,25.5,0.393,145,sa577980
Jose Ramirez,Indians (A),19,313,7.70%,8.30%,0.92,0.354,0.403,0.462,0.865,0.108,7,0.378,0.3,55,16.9,0.393,145,13510
Trevor Story,Rockies (A),19,548,10.90%,22.10%,0.5,0.277,0.367,0.505,0.872,0.229,7.2,0.335,1.1,95,26.3,0.393,138,sa597765
Kelly Dugan,Phillies (A),21,496,9.70%,24.60%,0.39,0.3,0.387,0.47,0.857,0.17,5,0.391,-0.1,86,23.6,0.393,138,sa500838
Anthony Garcia,Cardinals (A),20,444,7.70%,24.10%,0.32,0.28,0.354,0.525,0.879,0.245,4.2,0.338,-2.1,77,23.2,0.391,143,sa502038
Gary Sanchez,Yankees (A),19,289,7.60%,22.50%,0.34,0.297,0.353,0.517,0.87,0.221,4.7,0.348,0.2,49,13.1,0.39,136,sa549555
Matthew Smith,Marlins (A),24,383,9.10%,27.20%,0.34,0.279,0.358,0.506,0.864,0.226,2.9,0.346,-0.9,65,17.3,0.39,136,sa503830
Billy Burns,Nationals (A),22,485,13.40%,14.00%,0.96,0.322,0.432,0.382,0.814,0.06,7.5,0.387,2.9,82,21.4,0.388,135,12701
Brent Keys,Marlins (A),21,422,8.10%,7.10%,1.13,0.335,0.394,0.449,0.843,0.114,6.5,0.352,0.8,71,18.5,0.388,135,sa501959
Delino Deshields,Astros (A),19,523,13.40%,20.70%,0.65,0.298,0.401,0.439,0.839,0.141,8.6,0.373,9.8,88,22.4,0.387,134,sa548171
Matt Duffy,Astros (A),23,587,8.20%,18.10%,0.45,0.28,0.387,0.447,0.834,0.167,3.7,0.324,-0.9,98,24.9,0.386,134,sa526874
Hanser Alberto,Rangers (A),19,272,6.60%,8.10%,0.82,0.337,0.385,0.463,0.849,0.126,5.7,0.354,0.9,45,11.5,0.386,134,sa551306
Jake Lowery,Indians (A),21,165,14.50%,23.60%,0.62,0.248,0.358,0.504,0.862,0.255,5.5,0.293,0.1,28,7.9,0.386,140,sa597837
Jason Martinson,Nationals (A),23,321,14.60%,27.40%,0.53,0.272,0.391,0.449,0.84,0.177,8.5,0.367,2.9,54,13.5,0.386,134,sa548330
Nick Longmire,Cardinals (A),23,106,8.50%,24.50%,0.35,0.326,0.39,0.457,0.847,0.13,5,0.424,0.1,18,5.1,0.385,140,sa546653
Kevin Pillar,Blue Jays (A),23,375,9.30%,14.10%,0.66,0.322,0.39,0.451,0.841,0.128,7.3,0.371,4.3,63,17.6,0.384,139,12434
Kevin Rivers,Mariners (A),23,214,12.10%,21.00%,0.58,0.287,0.388,0.449,0.837,0.163,4.1,0.353,-0.2,36,9.7,0.382,138,sa510347
Cam Maron,Mets (A),21,409,13.00%,17.80%,0.73,0.3,0.403,0.408,0.811,0.108,3.3,0.366,-0.6,67,15.7,0.381,131,sa503041
Robert Hefflinger,Braves (A),22,340,11.20%,23.80%,0.47,0.284,0.362,0.483,0.845,0.199,4.7,0.346,0.6,55,13,0.381,131,sa501502
Josh Sale,Rays (A),20,297,17.20%,20.90%,0.82,0.264,0.391,0.464,0.855,0.201,5.3,0.308,-1.3,49,13.1,0.381,136,sa548183
Mason Williams,Yankees (A),20,311,6.80%,10.60%,0.64,0.304,0.359,0.489,0.848,0.185,7.8,0.319,-0.5,51,11.8,0.381,130,sa548309
Garin Cecchini,Red Sox (A),21,526,11.60%,17.10%,0.68,0.305,0.394,0.433,0.827,0.127,7.8,0.371,6.9,85,19.7,0.38,130,11608
O'Koyea Dickson,Dodgers (A),22,451,10.20%,14.40%,0.71,0.272,0.366,0.479,0.845,0.207,4.4,0.285,-0.5,74,19.4,0.379,136,sa598761
Jordan Ribera,Rockies (A),23,272,7.00%,22.80%,0.31,0.28,0.331,0.524,0.855,0.244,4.6,0.333,-0.7,44,10,0.379,129,sa578145
Eric Avila,Pirates (A),22,198,4.00%,20.20%,0.2,0.281,0.315,0.546,0.861,0.265,3.3,0.301,0,32,7.2,0.379,129,sa507189
Ali Castillo,Yankees (A),23,325,8.30%,10.20%,0.82,0.307,0.381,0.438,0.819,0.131,5.2,0.332,-2.7,52,11.8,0.378,129,sa507143
Delta Cleary,Rockies (A),22,277,10.80%,15.50%,0.7,0.304,0.389,0.426,0.815,0.122,6.6,0.358,-0.6,45,10,0.378,129,sa463884
Mark Haddow,White Sox (A),24,458,11.10%,18.60%,0.6,0.306,0.388,0.434,0.822,0.128,5.5,0.372,-0.3,73,16.2,0.377,128,sa598782
William Beckwith,Braves (A),21,425,7.80%,21.60%,0.36,0.291,0.36,0.478,0.838,0.186,4.1,0.348,-1,68,15,0.377,128,sa549500
Stephen Piscotty,Cardinals (A),21,237,7.60%,10.50%,0.72,0.295,0.376,0.448,0.823,0.152,4.6,0.32,0.5,38,9.7,0.377,134,sa503644
Christopher Grayson,Rangers (A),22,433,12.50%,21.20%,0.59,0.266,0.373,0.451,0.823,0.184,8.3,0.327,1.4,69,15.1,0.377,128,sa598833
Lance Durham,Tigers (A),24,206,19.40%,31.10%,0.63,0.238,0.388,0.439,0.827,0.201,4.7,0.354,0.1,33,8.4,0.377,134,sa501737
Zach Wright,Angels (A),22,214,13.10%,17.80%,0.74,0.268,0.385,0.419,0.804,0.151,3.3,0.311,-0.8,34,8.4,0.375,133,sa577954
Brandon Macias,Brewers (A),23,560,10.40%,13.00%,0.79,0.288,0.388,0.423,0.811,0.135,4.4,0.325,-3.2,90,21.9,0.374,132,sa545208
Darnell Sweeney,Dodgers (A),21,229,10.50%,17.90%,0.59,0.291,0.372,0.447,0.819,0.156,8.1,0.344,1.6,37,8.9,0.374,132,sa503386
Stephen Wickens,Twins (A),23,212,13.70%,12.30%,1.12,0.284,0.411,0.379,0.789,0.095,4.1,0.324,-0.8,34,8.2,0.374,132,sa546622
Ryan Jones,Angels (A),24,236,10.20%,16.90%,0.6,0.295,0.372,0.444,0.816,0.15,5.2,0.348,-1.2,37,8.9,0.373,131,sa503333
Aderlin Rodriguez,Mets (A),20,352,8.20%,20.20%,0.41,0.274,0.336,0.497,0.833,0.223,2.8,0.305,-0.1,55,11.1,0.372,125,sa511026
Eddie Rosario,Twins (A),20,429,7.20%,16.10%,0.45,0.296,0.345,0.49,0.835,0.194,5.2,0.329,-2.6,68,16.1,0.372,131,sa548299
Max Muncy,Athletics (A),21,274,15.00%,13.50%,1.11,0.275,0.383,0.432,0.816,0.157,4.6,0.309,0,43,10.3,0.372,131,sa503373
Kaleb Cowart,Angels (A),20,290,7.60%,15.20%,0.5,0.293,0.348,0.479,0.827,0.186,6.1,0.319,0,46,10.7,0.372,131,sa548184
Gerson Montilla,Diamondbacks (A),22,299,10.70%,12.70%,0.84,0.293,0.371,0.449,0.82,0.156,5.5,0.327,-0.4,47,11,0.371,130,sa502539
Nick Baligod,Blue Jays (A),24,135,11.90%,14.80%,0.8,0.291,0.378,0.436,0.814,0.145,3.5,0.326,0.1,21,4.9,0.371,130,sa546673
Cameron Seitzer,Rays (A),22,488,11.30%,17.00%,0.66,0.307,0.386,0.429,0.815,0.123,2.6,0.368,-0.5,77,17.8,0.371,130,sa578022
John Schultz,Marlins (A),23,214,10.70%,13.60%,0.79,0.309,0.383,0.415,0.798,0.106,3.6,0.348,-0.6,33,6.4,0.371,124,sa579042
Benjamin Mcmahan,Brewers (A),22,449,6.50%,28.70%,0.22,0.287,0.335,0.5,0.835,0.213,6.4,0.381,-0.5,70,16.1,0.37,130,sa455566
Jeremy Williams,Rangers (A),25,254,3.50%,25.60%,0.14,0.304,0.34,0.481,0.821,0.177,3.4,0.386,-0.5,39,7.5,0.37,124,sa600295
Jordan Smith,Indians (A),21,513,6.80%,10.10%,0.67,0.316,0.367,0.453,0.82,0.137,5.8,0.338,0.3,80,18.2,0.37,129,sa579297
Keenyn Walker,White Sox (A),21,320,15.60%,29.10%,0.54,0.282,0.395,0.387,0.782,0.105,8.8,0.425,2.5,49,9.3,0.369,123,sa501943
Andy Burns,Blue Jays (A),21,325,11.70%,23.10%,0.51,0.248,0.351,0.464,0.815,0.216,8.5,0.306,2,51,11.4,0.369,129,sa455489
James Rice,Rays (A),23,290,11.70%,13.10%,0.89,0.301,0.39,0.402,0.793,0.102,3.3,0.338,-0.2,45,10.1,0.369,129,sa550398
Zach Borenstein,Angels (A),21,327,8.30%,18.30%,0.45,0.266,0.339,0.485,0.824,0.218,6.4,0.3,0.4,51,11,0.367,128,sa599252
Yeison Asencio,Padres (A),22,378,4.20%,10.10%,0.42,0.32,0.35,0.471,0.822,0.151,5,0.334,-1.3,58,12.6,0.367,128,sa548016
Chris Curley,White Sox (A),24,209,4.80%,23.00%,0.21,0.271,0.321,0.5,0.821,0.229,6,0.304,0.8,32,5.5,0.366,121,sa511667
Francisco Diaz,Pirates (A),22,157,10.80%,19.70%,0.55,0.302,0.388,0.397,0.785,0.095,2.6,0.374,-0.6,24,4.1,0.365,121,sa505229
Casey Stevenson,Yankees (A),24,256,7.00%,15.20%,0.46,0.3,0.361,0.435,0.796,0.135,5.9,0.34,-0.4,38,6.5,0.365,120,sa503298
Juan Silva,Reds (A),21,465,14.80%,23.40%,0.63,0.271,0.38,0.413,0.794,0.142,5.8,0.351,-0.5,71,14.4,0.364,126,sa501563
Sam Mende,Rockies (A),22,479,6.10%,19.00%,0.32,0.281,0.34,0.467,0.808,0.186,7,0.328,0.6,72,11.9,0.364,120,sa577969
Eugenio Suarez,Tigers (A),20,603,10.80%,19.20%,0.56,0.288,0.38,0.409,0.789,0.121,6,0.356,0.5,92,18.7,0.364,126,12552
Carlos Perez,Blue Jays (A),21,319,11.00%,11.90%,0.92,0.275,0.358,0.447,0.804,0.172,5.7,0.298,-0.4,48,9.7,0.363,125,sa503317
Josh Ludy,Phillies (A),22,126,11.10%,15.10%,0.74,0.271,0.365,0.421,0.786,0.15,2.2,0.315,-0.1,19,2.9,0.362,119,sa546687
Ender Inciarte,Diamondbacks (A),21,264,11.70%,11.70%,1,0.293,0.375,0.422,0.797,0.129,7.9,0.332,1.8,40,7.8,0.362,124,4922
Jabari Blash,Mariners (A),22,471,12.70%,28.50%,0.45,0.245,0.355,0.433,0.787,0.188,6.6,0.328,-0.6,71,13.7,0.361,124,sa392225
Jeff Malm,Rays (A),21,540,11.50%,23.50%,0.49,0.263,0.356,0.438,0.793,0.175,4.4,0.33,-0.3,81,15.3,0.36,123,sa501489
Todd Glaesmann,Rays (A),21,392,5.60%,22.70%,0.25,0.281,0.338,0.469,0.806,0.188,6.6,0.336,0.2,58,11,0.36,123,sa501261
Kevin Patterson,Blue Jays (A),23,450,11.60%,27.60%,0.42,0.245,0.34,0.465,0.805,0.22,3.7,0.305,0.2,67,12.6,0.36,123,sa392161
Rashun Dixon,Athletics (A),21,319,15.40%,32.00%,0.48,0.238,0.364,0.414,0.777,0.176,5.1,0.331,-1.1,47,8.9,0.36,123,sa455106
Freeman Jenkins,Diamondbacks (A),23,270,3.70%,18.50%,0.2,0.294,0.356,0.437,0.793,0.143,5.4,0.351,-0.6,40,7.5,0.36,123,sa598345
Cutter Dykstra,Nationals (A),23,492,8.70%,16.90%,0.52,0.291,0.366,0.408,0.774,0.117,6,0.344,4.5,72,10.5,0.36,117,sa454428
Tyler Massey,Rockies (A),22,437,8.00%,17.60%,0.45,0.292,0.35,0.437,0.787,0.145,6.7,0.339,0.8,64,9.3,0.36,117,sa455277
Roderick Bernadina,Orioles (A),19,118,7.60%,17.80%,0.43,0.298,0.371,0.394,0.765,0.096,2.9,0.358,0,17,2.4,0.359,117,sa547986
Jace Peterson,Padres (A),22,521,11.90%,12.10%,0.98,0.286,0.378,0.392,0.77,0.106,8.5,0.328,4.4,77,14,0.359,122,12325
Miguel Alvarez,Phillies (A),22,141,7.10%,15.60%,0.45,0.315,0.36,0.425,0.785,0.11,7.1,0.368,0.5,20,2.9,0.359,116,sa503849
Gary Mitchell,Angels (A),23,348,12.10%,29.30%,0.41,0.245,0.342,0.447,0.789,0.202,6.1,0.321,1.2,51,9.3,0.358,122,sa549568
Boss Moanaroa,Red Sox (A),20,448,17.20%,25.20%,0.68,0.262,0.391,0.365,0.756,0.103,2.4,0.357,-0.9,65,9.1,0.358,116,sa503858
Justin Trapp,Royals (A),21,530,8.70%,21.70%,0.4,0.272,0.352,0.43,0.783,0.158,7.5,0.336,0.7,78,13.9,0.358,122,sa503022
Jonathon Berti,Blue Jays (A),22,267,12.70%,15.40%,0.83,0.281,0.391,0.362,0.753,0.08,7,0.335,1.7,39,7,0.358,122,sa598490
Zach Cone,Rangers (A),22,475,8.20%,23.20%,0.35,0.262,0.326,0.461,0.787,0.199,6.5,0.314,1.5,68,8.7,0.356,115,sa454512
Steven Moya,Tigers (A),20,258,4.30%,22.90%,0.19,0.288,0.319,0.481,0.801,0.193,5.2,0.345,-0.4,37,6.3,0.356,120,11854
Lane Adams,Royals (A),22,291,7.20%,16.50%,0.44,0.298,0.349,0.435,0.785,0.137,7.4,0.343,1.6,42,7.1,0.356,120,10767
Daniel Gamache,Pirates (A),21,502,8.20%,18.90%,0.43,0.285,0.35,0.43,0.78,0.145,5.5,0.348,-0.9,71,8.7,0.355,114,sa597966
Caleb Ramsey,Nationals (A),23,510,7.30%,9.00%,0.8,0.294,0.352,0.42,0.772,0.126,7.5,0.314,-0.6,72,8.8,0.355,114,sa526470
Nick Delmonico,Orioles (A),19,393,12.00%,18.60%,0.64,0.249,0.351,0.411,0.762,0.163,4.1,0.286,0.7,56,6.7,0.354,114,sa597968
Zeke Devoss,Cubs (A),21,581,14.10%,20.30%,0.69,0.249,0.382,0.37,0.752,0.12,7.5,0.319,-0.3,84,13.6,0.354,119,sa503303
Jared Simon,Rockies (A),23,466,7.30%,24.20%,0.3,0.266,0.342,0.429,0.771,0.162,4.3,0.332,-0.8,66,7.9,0.354,114,sa548345
David Kandilas,Rockies (A),21,325,11.70%,16.60%,0.7,0.266,0.36,0.403,0.763,0.137,6.9,0.315,2.1,46,5.4,0.354,113,sa503288
Austin Hedges,Padres (A),19,373,6.20%,16.60%,0.37,0.279,0.334,0.451,0.785,0.172,4.2,0.312,-1.1,54,8.6,0.354,119,sa597799
Matt Koch,Twins (A),23,359,9.70%,29.50%,0.33,0.253,0.349,0.421,0.77,0.168,4,0.359,-1.2,52,8.2,0.353,119,sa526326
Nick Akins,Dodgers (A),24,224,12.50%,21.40%,0.58,0.238,0.348,0.429,0.777,0.19,5.5,0.274,-0.6,32,5.1,0.353,119,sa327729
Aaron Senne,Marlins (A),24,375,6.90%,20.80%,0.33,0.284,0.342,0.43,0.772,0.146,2.7,0.341,-1.1,53,6,0.353,113,sa327748
Maikel Franco,Phillies (A),19,554,6.90%,14.40%,0.48,0.28,0.336,0.439,0.775,0.159,3.9,0.306,-0.4,78,8.5,0.352,112,12179
Devin Harris,Giants (A),24,212,10.40%,26.40%,0.39,0.245,0.325,0.457,0.783,0.213,4.5,0.304,-1.1,30,3.2,0.352,112,sa501556
Kevan Smith,White Sox (A),24,379,6.60%,16.40%,0.4,0.282,0.344,0.421,0.765,0.138,2,0.324,-0.8,53,5.4,0.351,112,sa599392
Drew Vettleson,Rays (A),20,562,9.10%,20.80%,0.44,0.275,0.34,0.432,0.772,0.156,6.1,0.328,-0.9,79,11.3,0.35,117,sa548166
Jose Osuna,Pirates (A),19,524,5.90%,15.60%,0.38,0.28,0.324,0.454,0.779,0.174,2.8,0.304,-1.4,73,7.1,0.35,111,sa546540
Johnny Ruettiger,Orioles (A),22,119,10.90%,16.80%,0.65,0.305,0.378,0.362,0.74,0.057,5.9,0.372,1.4,16,1.6,0.35,111,sa526284
Kristopher Hobson,Blue Jays (A),21,556,10.10%,15.30%,0.66,0.273,0.344,0.431,0.774,0.157,2.8,0.307,-0.3,78,10.8,0.349,116,sa501541
Jorge Bonifacio,Royals (A),19,448,6.70%,18.80%,0.36,0.282,0.336,0.432,0.768,0.15,5.3,0.333,-0.3,63,8.7,0.349,116,sa547943
Ryan Wright,Reds (A),22,428,7.50%,11.90%,0.63,0.285,0.343,0.424,0.767,0.139,6.9,0.316,2.2,60,8.1,0.349,116,sa577732
Jonathan Goncalves,Twins (A),23,363,10.70%,13.80%,0.78,0.278,0.37,0.376,0.746,0.098,5.8,0.322,-1.2,51,6.9,0.348,116,sa456464
Dustin Lawley,Mets (A),23,543,9.20%,22.50%,0.41,0.261,0.333,0.434,0.767,0.172,5.9,0.318,0.5,74,6.7,0.348,110,sa599380
Tyler Stubblefield,Padres (A),24,336,12.50%,14.90%,0.84,0.252,0.369,0.371,0.74,0.119,5.5,0.289,1.5,47,6.3,0.348,116,sa502774
Ross Heffley,Braves (A),22,259,6.90%,13.90%,0.5,0.296,0.345,0.412,0.757,0.116,6.1,0.335,0.4,36,3.2,0.348,110,sa526314
Bill Rice,White Sox (A),23,249,8.40%,11.60%,0.72,0.293,0.359,0.387,0.746,0.093,6.7,0.33,0.1,34,3,0.348,110,sa554787
Jake Hager,Rays (A),19,501,8.00%,12.00%,0.67,0.281,0.345,0.412,0.757,0.131,5.3,0.302,-1.5,69,8.7,0.347,114,sa600840
Brett Newsome,Nationals (A),25,392,8.70%,22.70%,0.38,0.267,0.335,0.426,0.761,0.159,3.7,0.332,0,53,4.2,0.346,109,sa455969
Ramon Morla,Mariners (A),22,442,3.80%,23.10%,0.17,0.278,0.312,0.473,0.785,0.195,7.1,0.333,0.8,61,7.5,0.346,114,sa509509
Chadd Krist,Cubs (A),22,171,8.80%,19.30%,0.45,0.253,0.324,0.447,0.77,0.193,3,0.293,-0.5,24,2.9,0.346,114,sa579540
Sean Jamieson,- - -,23,607,12.40%,17.50%,0.71,0.244,0.354,0.389,0.743,0.145,6.7,0.284,2.7,84,10.2,0.346,114,sa598483
Jerrud Sabourin,Indians (A),22,538,9.30%,14.30%,0.65,0.297,0.369,0.379,0.748,0.083,3.9,0.343,0.5,74,9,0.346,114,sa546776
Matt Helm,Diamondbacks (A),21,590,9.80%,25.10%,0.39,0.271,0.349,0.402,0.751,0.131,4.1,0.357,0.2,81,9.8,0.346,114,sa501513
Kyle Kubitza,Braves (A),21,531,13.70%,23.90%,0.57,0.239,0.349,0.393,0.742,0.154,6.6,0.31,-1.8,71,5.1,0.345,108,sa597865
Chad Stang,Brewers (A),23,540,8.00%,26.70%,0.3,0.272,0.335,0.422,0.757,0.15,8,0.367,0.7,74,8.7,0.345,113,sa501594
Travis Whitmore,Padres (A),23,469,10.20%,20.00%,0.51,0.277,0.356,0.394,0.75,0.117,5.9,0.349,-0.7,64,7.3,0.344,113,sa546623
Kyle Gaedele,Padres (A),22,476,11.10%,24.80%,0.45,0.256,0.349,0.396,0.745,0.14,7.5,0.345,1.8,65,7.4,0.344,113,sa579865
Kyle Waldrop,Reds (A),20,469,8.10%,16.40%,0.49,0.281,0.344,0.418,0.762,0.137,5.7,0.325,-0.7,64,7.2,0.344,113,sa549095
Anthony Melchionda,Cardinals (A),22,155,3.90%,20.00%,0.19,0.288,0.316,0.445,0.761,0.158,3.7,0.336,0.5,21,2.3,0.344,113,sa621662
David Renfroe,Red Sox (A),21,397,8.30%,17.40%,0.48,0.256,0.33,0.417,0.747,0.161,3.7,0.291,0.4,53,3.2,0.343,107,sa501259
Dillon Hazlett,Mariners (A),23,375,6.70%,20.50%,0.32,0.269,0.338,0.408,0.746,0.139,5.7,0.331,-2.4,51,5.5,0.343,112,sa599180
Trever Adams,Rangers (A),23,448,6.50%,16.30%,0.4,0.286,0.331,0.421,0.752,0.136,4.3,0.325,-0.7,60,3.6,0.343,106,sa546549
Adrian Nieto,Nationals (A),22,299,11.70%,21.40%,0.55,0.257,0.346,0.393,0.739,0.136,3,0.314,-0.4,40,2.4,0.343,106,10294
Chris Peters,Blue Jays (A),23,114,13.20%,18.40%,0.71,0.274,0.372,0.368,0.74,0.095,5.8,0.342,0.3,15,1.6,0.343,112,sa599056
Bryson Myles,Indians (A),22,418,7.90%,20.30%,0.39,0.293,0.357,0.382,0.74,0.089,4.9,0.367,-1.3,56,6,0.343,112,sa597971
B.A. Vollmuth,Athletics (A),22,300,9.70%,24.70%,0.39,0.26,0.337,0.411,0.748,0.151,5.1,0.332,0.8,41,4.3,0.342,112,sa526567
Orlando Caxito,Royals (A),20,254,8.30%,17.30%,0.48,0.241,0.303,0.465,0.768,0.224,5.2,0.256,-1.8,34,3.6,0.342,112,sa548078
Nick Natoli,Red Sox (A),24,173,17.30%,19.70%,0.88,0.228,0.376,0.324,0.7,0.096,5.9,0.294,1.4,23,1.3,0.342,106,sa599480
Ryan Casteel,Rockies (A),21,271,7.00%,16.20%,0.43,0.279,0.332,0.414,0.746,0.135,5.1,0.332,0.1,36,2,0.342,106,sa549286
Joey Demichele,White Sox (A),21,256,7.40%,21.10%,0.35,0.261,0.319,0.436,0.755,0.175,6,0.32,-1,34,1.9,0.342,106,sa621612
Gilbert Gomez,Mets (A),20,336,14.30%,20.20%,0.71,0.256,0.365,0.347,0.713,0.091,4.9,0.33,-2.3,44,2.1,0.341,105,sa506916
Tim Ferguson,Royals (A),23,416,8.40%,12.00%,0.7,0.283,0.346,0.392,0.738,0.109,5.3,0.315,-1.2,56,5.4,0.341,111,sa526812
Dustin Geiger,Cubs (A),20,332,6.00%,23.80%,0.25,0.251,0.301,0.465,0.767,0.215,2.2,0.278,-0.3,44,4.3,0.341,111,sa549747
Ryan Mcintyre,Marlins (A),22,350,7.40%,17.40%,0.43,0.268,0.335,0.401,0.737,0.134,5.1,0.316,-2.4,46,2.1,0.341,105,sa598478
