Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Val Pascucci,Mets (AAA),31,236,18.60%,27.50%,0.68,0.258,0.398,0.579,0.977,0.321,1.4,0.294,-0.3,46,17.8,0.421,163,1915
Mark Hamilton,Cardinals (AAA),25,306,11.40%,22.90%,0.5,0.298,0.389,0.585,0.974,0.287,1.8,0.335,0,59,18.1,0.413,144,9334
John Bowker,- - -,26,322,9.00%,17.70%,0.51,0.313,0.382,0.587,0.969,0.274,3.6,0.336,-0.8,62,19.9,0.413,148,8276
Prentice Redman,Dodgers (AAA),30,241,10.40%,17.40%,0.6,0.332,0.402,0.551,0.954,0.22,6,0.374,0.4,46,14,0.412,143,1811
J.P. Arencibia,Blue Jays (AAA),24,459,8.30%,18.50%,0.45,0.301,0.359,0.626,0.986,0.325,2.1,0.306,0,88,26.7,0.412,143,697
Neil Walker,Pirates (AAA),24,189,10.10%,16.40%,0.61,0.321,0.392,0.56,0.951,0.238,6.8,0.364,1.4,35,12.8,0.412,157,7539
Jay Gibbons,Dodgers (AAA),33,376,5.10%,8.00%,0.63,0.347,0.375,0.594,0.969,0.247,2.1,0.334,0,72,21.5,0.411,142,141
Marquez Smith,Cubs (AAA),25,342,9.10%,20.50%,0.44,0.314,0.384,0.574,0.958,0.261,4.2,0.358,0.4,66,19.5,0.411,142,sa388379
Domonic Brown,Phillies (AAA),22,118,6.80%,19.50%,0.35,0.346,0.39,0.561,0.951,0.215,5.7,0.395,0.5,22,7.9,0.41,156,3154
Danny Dorn,Reds (AAA),25,319,11.90%,25.40%,0.47,0.302,0.398,0.545,0.944,0.244,3.2,0.387,-0.3,59,21.2,0.41,156,sa329210
Brendan Katin,Brewers (AAA),27,393,9.90%,23.20%,0.43,0.286,0.382,0.58,0.962,0.295,3.4,0.315,0.2,75,22.1,0.41,142,sa290612
Steve Pearce,Pirates (AAA),27,158,15.20%,17.10%,0.89,0.326,0.424,0.535,0.959,0.209,7,0.379,0.4,29,10.5,0.41,156,9957
Nick Evans,Mets (AAA),24,157,9.60%,14.60%,0.65,0.314,0.385,0.557,0.942,0.243,3.1,0.342,-0.1,29,10.3,0.409,155,7595
Steve Tolleson,Athletics (AAA),26,339,10.90%,14.70%,0.74,0.336,0.415,0.507,0.922,0.171,5.6,0.379,0.6,64,18.5,0.408,140,4450
Wily Mo Pena,Padres (AAA),28,159,9.40%,28.30%,0.33,0.324,0.39,0.556,0.946,0.232,2.2,0.416,-0.5,30,8.6,0.407,140,344
Xavier Paul,Dodgers (AAA),25,250,7.20%,16.40%,0.44,0.32,0.38,0.575,0.955,0.254,5.5,0.349,0,47,13.2,0.406,139,5963
Brad Snyder,Cubs (AAA),28,543,10.30%,23.00%,0.45,0.308,0.381,0.568,0.949,0.26,7.1,0.366,1.9,101,28.3,0.405,139,6052
Cameron Maybin,Marlins (AAA),23,147,8.80%,16.30%,0.54,0.338,0.407,0.508,0.915,0.169,6.7,0.392,0.5,27,7.6,0.405,138,5223
Brandon Allen,Diamondbacks (AAA),24,469,17.70%,20.30%,0.87,0.261,0.405,0.528,0.933,0.267,5.6,0.281,0.9,87,24.1,0.405,138,7436
Allen Craig,Cardinals (AAA),25,350,9.70%,16.90%,0.58,0.32,0.389,0.549,0.938,0.229,4,0.351,0.2,65,17.9,0.404,138,3433
Logan Morrison,Marlins (AAA),22,293,16.40%,11.90%,1.37,0.307,0.427,0.487,0.914,0.181,3.9,0.335,-0.8,54,14.8,0.403,137,9205
Jack Cust,Athletics (AAA),31,144,22.90%,22.90%,1,0.273,0.444,0.436,0.881,0.164,1.3,0.356,0,26,7.1,0.402,137,1564
Matt Joyce,Rays (AAA),25,115,19.10%,18.30%,1.05,0.293,0.435,0.478,0.913,0.185,2.6,0.353,-1.2,21,6.8,0.402,150,3353
Bryan Lahair,Cubs (AAA),27,478,10.70%,19.70%,0.54,0.308,0.385,0.557,0.942,0.249,2.7,0.344,0.1,88,23.3,0.401,136,5462
Matt Carson,Athletics (AAA),28,276,8.70%,21.00%,0.41,0.303,0.377,0.553,0.93,0.25,7.2,0.349,0.7,50,13.3,0.401,136,4748
Chris Richard,Rays (AAA),36,497,12.10%,19.30%,0.63,0.3,0.39,0.535,0.925,0.235,1.8,0.345,-0.5,88,28.7,0.399,149,163
Justin Smoak,- - -,23,225,17.30%,17.80%,0.98,0.279,0.404,0.497,0.902,0.219,1.4,0.309,0,41,10.4,0.399,134,9054
Hank Blalock,Rays (AAA),29,121,8.30%,15.70%,0.53,0.349,0.405,0.505,0.91,0.156,4,0.391,0.3,21,6.9,0.398,148,1419
Brian Barden,Marlins (AAA),29,204,8.80%,18.60%,0.47,0.353,0.407,0.489,0.896,0.136,4,0.428,-0.8,37,9.2,0.397,133,4429
Barbaro Canizares,Braves (AAA),30,476,8.40%,11.30%,0.74,0.341,0.403,0.504,0.907,0.162,2.8,0.365,-0.1,83,26.6,0.397,147,6246
Mark Trumbo,Angels (AAA),24,595,9.70%,21.20%,0.46,0.299,0.366,0.575,0.942,0.276,4.4,0.329,-1.3,107,26.7,0.397,133,6876
Cory Aldridge,Angels (AAA),31,338,10.40%,24.60%,0.42,0.318,0.388,0.535,0.923,0.217,3.6,0.398,-0.1,61,15.1,0.397,133,1405
Aaron Mathews,Blue Jays (AAA),28,353,7.10%,15.00%,0.47,0.33,0.38,0.523,0.903,0.193,4.3,0.369,0.6,63,15,0.394,132,sa253756
Mike Mccoy,Blue Jays (AAA),29,259,14.30%,12.00%,1.19,0.31,0.411,0.469,0.881,0.16,6.7,0.337,2.4,46,11,0.394,132,4583
Tony Abreu,Diamondbacks (AAA),25,102,3.90%,20.60%,0.19,0.351,0.386,0.511,0.897,0.16,6.7,0.431,0.4,18,4.2,0.393,131,5053
Brad Emaus,Blue Jays (AAA),24,364,13.70%,13.70%,1,0.298,0.395,0.495,0.89,0.197,5.7,0.327,0.6,64,14.8,0.392,130,2020
Jason Bourgeois,Astros (AAA),28,261,8.00%,10.70%,0.75,0.345,0.405,0.477,0.882,0.132,6.7,0.376,0.8,46,10.5,0.392,130,2225
Mike Baxter,Padres (AAA),25,552,10.50%,14.10%,0.74,0.301,0.382,0.517,0.899,0.216,7.2,0.326,-0.3,96,22.1,0.391,130,4464
Chris Johnson,Astros (AAA),25,163,5.50%,14.10%,0.39,0.329,0.362,0.57,0.932,0.242,3,0.336,0,28,6.5,0.391,130,1191
Jeff Larish,- - -,27,391,12.30%,23.80%,0.52,0.284,0.377,0.533,0.91,0.249,1.7,0.333,-0.6,67,19.7,0.391,141,5128
Jon Jay,Cardinals (AAA),25,191,8.90%,11.50%,0.77,0.321,0.394,0.491,0.885,0.17,6.3,0.348,2.6,33,7.6,0.391,129,5227
Mike Hessman,Mets (AAA),32,282,9.60%,21.30%,0.45,0.274,0.351,0.573,0.924,0.298,1.5,0.289,-0.2,48,14.3,0.391,143,1808
Cord Phelps,Indians (AAA),23,273,8.80%,14.30%,0.62,0.317,0.386,0.506,0.892,0.189,5.5,0.357,-0.5,46,13.8,0.39,142,8631
Chris Davis,Rangers (AAA),24,444,8.30%,23.60%,0.35,0.327,0.383,0.52,0.903,0.193,3.8,0.407,-0.4,77,17.1,0.39,129,9272
Trent Oeltjen,- - -,27,523,8.40%,19.50%,0.43,0.318,0.38,0.523,0.902,0.204,7.7,0.38,2.1,90,20,0.389,128,3310
Brandon Boggs,Rangers (AAA),27,439,16.40%,21.20%,0.77,0.29,0.406,0.47,0.876,0.18,4.9,0.363,-2.2,76,16.4,0.388,128,8021
Cole Garner,Rockies (AAA),25,469,8.30%,19.00%,0.44,0.304,0.374,0.52,0.894,0.217,6.7,0.36,-0.8,80,17.3,0.388,127,616
Mat Gamel,Brewers (AAA),24,359,10.60%,17.80%,0.59,0.309,0.387,0.511,0.898,0.203,3.1,0.347,0.1,62,13.2,0.388,127,4034
Freddie Freeman,Braves (AAA),20,519,8.30%,16.20%,0.51,0.319,0.378,0.518,0.896,0.2,4,0.351,-0.2,87,25,0.387,140,5361
Ed Lucas,Royals (AAA),28,415,12.50%,16.40%,0.76,0.307,0.398,0.48,0.878,0.173,4,0.347,0.9,71,15.2,0.387,127,7532
Cole Gillespie,Diamondbacks (AAA),26,312,14.10%,15.70%,0.9,0.288,0.394,0.477,0.872,0.189,6.7,0.327,-0.8,53,11.4,0.387,127,5888
Jesus Guzman,Giants (AAA),26,492,7.70%,13.80%,0.56,0.321,0.376,0.51,0.886,0.189,3.4,0.345,-0.7,84,17.7,0.387,127,3118
Nick Weglarz,Indians (AAA),22,209,13.40%,20.60%,0.65,0.286,0.392,0.497,0.889,0.211,3.8,0.344,-0.6,35,9.9,0.387,140,sa294342
Shelley Duncan,Indians (AAA),30,166,10.20%,16.90%,0.61,0.301,0.38,0.5,0.88,0.199,1.2,0.336,-0.2,28,7.9,0.386,140,3620
Doug Deeds,Diamondbacks (AAA),29,556,11.50%,21.20%,0.54,0.302,0.388,0.492,0.88,0.19,5.9,0.376,-2.7,95,19.8,0.386,127,sa202246
Russ Mitchell,Dodgers (AAA),25,557,6.80%,14.00%,0.49,0.315,0.363,0.535,0.898,0.22,3.4,0.332,-1.2,95,19.6,0.386,126,5848
Ryan Rohlinger,Giants (AAA),26,325,8.90%,18.20%,0.49,0.311,0.392,0.477,0.869,0.166,3.6,0.367,0.6,55,11.4,0.386,126,2621
Pedro Alvarez,Pirates (AAA),23,278,11.50%,24.50%,0.47,0.277,0.363,0.533,0.896,0.256,5.6,0.331,-1.1,46,13,0.386,139,2495
Adam Stern,Brewers (AAA),30,322,10.90%,14.60%,0.74,0.325,0.399,0.462,0.86,0.136,5.2,0.376,-0.5,55,11.3,0.386,126,3568
Micah Hoffpauir,Cubs (AAA),30,494,11.30%,15.00%,0.76,0.281,0.366,0.527,0.893,0.246,3.7,0.291,0.2,84,17.3,0.386,126,4342
Chris Carter,Athletics (AAA),23,551,13.20%,25.00%,0.53,0.258,0.365,0.529,0.894,0.271,3.4,0.296,-0.3,93,19,0.385,126,9911
Erik Kratz,Pirates (AAA),30,274,11.70%,19.70%,0.59,0.274,0.38,0.496,0.875,0.222,2.7,0.318,-0.9,45,12.5,0.384,138,4403
Chris Nelson,Rockies (AAA),24,356,8.10%,14.90%,0.55,0.317,0.379,0.498,0.877,0.182,5.7,0.348,0,60,12,0.384,125,8175
Chris Lubanski,Blue Jays (AAA),25,402,10.00%,23.40%,0.43,0.293,0.361,0.538,0.899,0.245,6.5,0.348,0.3,68,13.5,0.384,125,sa243989
Jarrett Hoffpauir,Blue Jays (AAA),27,500,11.60%,6.80%,1.71,0.299,0.38,0.499,0.879,0.2,5.3,0.292,0.2,84,16.7,0.384,125,7554
Michael Restovich,Dodgers (AAA),31,356,9.30%,21.30%,0.43,0.305,0.371,0.511,0.882,0.206,4.3,0.368,-0.3,60,11.8,0.384,125,751
Ruben Gotay,Cardinals (AAA),27,577,16.50%,20.10%,0.82,0.285,0.41,0.436,0.845,0.15,2.5,0.353,-2.4,97,19,0.383,124,3417
Chris Denorfia,Padres (AAA),29,134,9.00%,13.40%,0.67,0.306,0.368,0.504,0.873,0.198,7.6,0.347,0.9,22,4.1,0.381,123,4400
Josh Whitesell,Nationals (AAA),28,219,13.70%,21.50%,0.64,0.304,0.406,0.446,0.852,0.141,2,0.385,-0.3,35,9.4,0.381,136,6713
Jeff Clement,Pirates (AAA),26,178,5.10%,27.00%,0.19,0.304,0.337,0.548,0.885,0.244,3.8,0.381,-1.6,29,7.6,0.381,136,4652
Juan Francisco,Reds (AAA),23,329,4.90%,24.60%,0.2,0.286,0.325,0.565,0.89,0.279,4.9,0.332,0,53,13.7,0.38,135,6978
Matt Miller,Rockies (AAA),27,586,11.30%,15.90%,0.71,0.325,0.404,0.436,0.84,0.11,3.5,0.377,0.4,96,17.3,0.379,122,sa253307
Jeff Bailey,Diamondbacks (AAA),31,564,11.20%,16.70%,0.67,0.291,0.388,0.464,0.853,0.174,5.2,0.336,0.1,93,16.6,0.379,122,2394
Justin Turner,- - -,25,443,7.40%,11.50%,0.65,0.316,0.374,0.487,0.862,0.172,4.4,0.336,-0.3,71,18.3,0.379,135,5235
Bobby Scales,Cubs (AAA),32,462,15.60%,16.70%,0.94,0.268,0.397,0.453,0.85,0.185,4.9,0.31,0,76,13.4,0.379,122,2673
Mike Wilson,Mariners (AAA),27,327,11.60%,20.50%,0.57,0.273,0.364,0.5,0.864,0.227,5,0.302,0.1,53,9.4,0.378,121,3806
Matt Watson,Athletics (AAA),31,165,6.70%,14.50%,0.46,0.288,0.339,0.542,0.882,0.255,1.7,0.292,0,27,4.7,0.378,121,1846
Jared Goedert,Indians (AAA),25,362,10.20%,21.30%,0.48,0.261,0.345,0.528,0.874,0.267,3.9,0.283,0.1,58,14.7,0.378,134,sa327086
Justin Sellers,Dodgers (AAA),24,344,11.60%,14.20%,0.82,0.285,0.371,0.497,0.867,0.212,4.1,0.294,-0.4,56,9.8,0.378,121,4006
Brett Wallace,Blue Jays (AAA),23,423,6.40%,19.60%,0.33,0.301,0.359,0.509,0.868,0.208,2.9,0.343,-0.3,69,11.8,0.377,121,8434
Josh Rodriguez,Indians (AAA),25,364,11.00%,20.60%,0.53,0.293,0.372,0.486,0.858,0.192,4.3,0.349,0,58,14.3,0.377,133,5716
Scott Sizemore,Tigers (AAA),25,342,9.10%,22.50%,0.4,0.298,0.378,0.472,0.85,0.174,3.5,0.372,-0.8,54,13.4,0.377,133,2881
Andy Tracy,Phillies (AAA),36,501,13.60%,22.80%,0.6,0.275,0.373,0.492,0.865,0.216,3.3,0.324,-0.5,79,19.6,0.376,133,2024
Juan Miranda,Yankees (AAA),27,340,9.70%,20.90%,0.46,0.285,0.371,0.495,0.866,0.21,3.5,0.325,-0.1,54,13.3,0.376,133,7783
Hank Conger,Angels (AAA),22,452,12.20%,12.80%,0.95,0.3,0.385,0.463,0.847,0.163,2.6,0.326,-1,73,12.1,0.376,120,2505
Jesus Montero,Yankees (AAA),20,504,9.10%,18.10%,0.51,0.289,0.353,0.517,0.87,0.227,2.6,0.319,-0.4,80,19.6,0.376,133,5514
Brad Eldred,Rockies (AAA),29,434,7.60%,27.40%,0.28,0.264,0.327,0.566,0.893,0.302,5,0.3,1.2,70,11.6,0.376,120,4328
Peter Bourjos,Angels (AAA),23,455,5.30%,17.10%,0.31,0.314,0.364,0.5,0.864,0.186,8.8,0.359,3,73,12,0.376,120,2578
Matt Mangini,Mariners (AAA),24,477,5.50%,20.10%,0.27,0.313,0.352,0.519,0.871,0.206,4.9,0.364,0.6,77,12.5,0.376,119,8051
Gary Matthews Jr.,Reds (AAA),35,108,6.50%,24.10%,0.27,0.317,0.361,0.495,0.856,0.178,5.7,0.403,-0.3,17,4.1,0.375,132,153
Joe Koshansky,Brewers (AAA),28,502,12.40%,30.30%,0.41,0.264,0.37,0.496,0.866,0.233,2.4,0.345,-0.4,80,12.8,0.375,119,7547
Dallas Mcpherson,Athletics (AAA),29,354,8.80%,28.50%,0.31,0.267,0.339,0.541,0.88,0.274,3.5,0.321,0.2,57,8.9,0.374,119,2194
Elliot Johnson,Rays (AAA),26,481,7.70%,19.10%,0.4,0.319,0.375,0.475,0.851,0.157,7.2,0.383,3,75,17.9,0.374,131,4751
Carlos Corporan,Diamondbacks (AAA),26,326,7.40%,19.30%,0.38,0.29,0.356,0.514,0.87,0.224,4.9,0.329,-0.4,52,7.9,0.373,118,5587
Wladimir Balentien,Reds (AAA),25,452,8.20%,18.80%,0.44,0.282,0.337,0.536,0.873,0.254,5.9,0.291,1.6,70,16.4,0.373,131,3131
Mitch Moreland,Rangers (AAA),24,412,11.40%,15.30%,0.75,0.289,0.371,0.484,0.855,0.195,3.4,0.316,-0.1,65,9.7,0.373,118,3086
Lucas May,- - -,25,390,8.70%,20.30%,0.43,0.291,0.355,0.501,0.856,0.211,4.9,0.333,-0.2,62,9.2,0.372,117,5633
Mike Lamb,Marlins (AAA),34,239,8.80%,7.10%,1.24,0.319,0.385,0.451,0.836,0.131,1.7,0.319,0,38,5.6,0.372,117,1258
Justin Maxwell,Nationals (AAA),26,272,12.90%,27.60%,0.47,0.287,0.39,0.439,0.829,0.152,4.5,0.403,0,42,9.7,0.372,130,6827
Luis Rodriguez,White Sox (AAA),30,400,10.50%,8.80%,1.2,0.293,0.364,0.493,0.856,0.2,3,0.281,-1.9,62,14.2,0.372,130,2364
Jason Donald,Indians (AAA),25,165,12.70%,20.00%,0.64,0.277,0.396,0.423,0.82,0.146,8.1,0.353,1,25,5.9,0.372,130,9331
Dave Sappelt,Reds (AAA),23,115,5.20%,11.30%,0.46,0.324,0.365,0.481,0.847,0.157,6.7,0.362,0.3,18,4.1,0.372,130,6898
Tyler Graham,Giants (AAA),26,379,6.30%,14.20%,0.44,0.34,0.39,0.437,0.827,0.097,6.9,0.396,1.8,60,8.5,0.371,117,6220
Brent Morel,White Sox (AAA),23,324,4.00%,15.40%,0.26,0.32,0.348,0.503,0.851,0.183,5.4,0.363,0.3,50,11.3,0.371,129,6402
Amaury Cazana,Cardinals (AAA),31,275,6.90%,18.50%,0.37,0.305,0.353,0.496,0.849,0.191,1.2,0.339,0,43,6.1,0.371,116,sa509692
Donnie Murphy,Marlins (AAA),27,224,7.10%,18.30%,0.39,0.278,0.336,0.522,0.858,0.244,2.5,0.296,0,35,4.7,0.37,116,4704
Hector Luna,Marlins (AAA),30,411,10.20%,15.60%,0.66,0.294,0.367,0.477,0.845,0.184,3.7,0.31,0.9,64,8.6,0.37,116,1874
Daniel Nava,Red Sox (AAA),27,325,8.60%,19.70%,0.44,0.289,0.372,0.458,0.83,0.169,3.9,0.34,-0.4,50,10.8,0.369,128,5450
Jorge Padilla,- - -,30,393,7.90%,13.20%,0.6,0.322,0.386,0.438,0.824,0.116,4.6,0.358,0.6,61,10.5,0.369,120,2054
Paul Mcanulty,Angels (AAA),29,304,8.90%,12.80%,0.69,0.303,0.362,0.485,0.847,0.182,2.6,0.32,-0.5,47,6,0.368,115,4409
Chad Tracy,Rangers (AAA),24,324,10.80%,16.00%,0.67,0.263,0.349,0.502,0.851,0.238,4.6,0.264,0,50,6.4,0.368,115,sa326677
Michael Brantley,Indians (AAA),23,316,10.80%,8.90%,1.21,0.319,0.395,0.425,0.82,0.106,6.2,0.342,0.1,48,10.2,0.368,127,4106
Mike Moustakas,Royals (AAA),21,236,3.40%,10.60%,0.32,0.293,0.314,0.564,0.878,0.271,3.7,0.271,0.4,36,4.5,0.368,114,4892
Jay Payton,Rockies (AAA),37,470,5.30%,10.00%,0.53,0.323,0.365,0.469,0.834,0.146,5.9,0.351,1.2,72,9,0.367,114,890
Craig Gentry,Rangers (AAA),26,301,9.60%,15.60%,0.62,0.309,0.393,0.413,0.806,0.104,6.8,0.362,0,46,5.7,0.367,114,9571
Jesus Merchan,Blue Jays (AAA),29,166,6.60%,6.00%,1.1,0.322,0.374,0.45,0.824,0.128,3,0.338,-0.9,25,3.1,0.367,114,sa199270
Lorenzo Cain,Brewers (AAA),24,100,11.00%,17.00%,0.65,0.299,0.384,0.425,0.809,0.126,7.5,0.371,0.5,15,1.8,0.366,113,9077
Wes Timmons,Braves (AAA),30,465,12.90%,7.10%,1.82,0.293,0.4,0.404,0.804,0.111,5,0.306,-0.1,69,14,0.365,125,sa201757
Travis Metcalf,Rockies (AAA),27,471,10.00%,18.30%,0.55,0.296,0.364,0.469,0.833,0.173,4.3,0.349,-0.4,71,8.1,0.365,113,7364
Aki Iwamura,Pirates (AAA),31,203,18.70%,15.80%,1.19,0.264,0.404,0.393,0.797,0.129,2.8,0.31,-1.1,30,6,0.364,125,7781
Ryan Kalish,Red Sox (AAA),22,160,8.80%,20.00%,0.44,0.294,0.356,0.476,0.832,0.182,6.8,0.343,1.4,24,4.7,0.364,125,6962
Eric Sogard,Athletics (AAA),24,597,12.60%,11.40%,1.1,0.3,0.391,0.407,0.798,0.107,5.4,0.336,-1.5,90,9.5,0.364,112,7927
Scott Thorman,Royals (AAA),28,532,9.00%,14.10%,0.64,0.28,0.348,0.491,0.839,0.211,4,0.292,-0.7,80,8.3,0.363,112,2238
Matt Tuiasosopo,Mariners (AAA),24,176,18.20%,19.90%,0.91,0.252,0.392,0.399,0.791,0.147,2.8,0.301,-0.6,26,2.7,0.363,112,8272
Travis Buck,Athletics (AAA),26,141,7.80%,19.90%,0.39,0.298,0.364,0.463,0.827,0.165,6.5,0.351,-0.3,21,2.1,0.363,111,4646
Brandon Roberts,Twins (AAA),25,171,5.80%,11.70%,0.5,0.333,0.386,0.425,0.811,0.092,6.3,0.37,0.3,25,4.7,0.362,123,sa291146
Yonder Alonso,Reds (AAA),23,445,8.30%,17.10%,0.49,0.296,0.355,0.47,0.825,0.175,4.8,0.339,1,65,12.2,0.362,123,2530
Greg Halman,Mariners (AAA),22,465,8.00%,36.30%,0.22,0.243,0.31,0.545,0.854,0.302,7.5,0.315,1.1,69,6.6,0.362,111,6617
Adam Moore,Mariners (AAA),26,142,4.90%,16.90%,0.29,0.321,0.359,0.463,0.822,0.142,4.4,0.374,0.2,21,1.9,0.361,110,9362
Brock Bond,Giants (AAA),24,487,13.60%,12.90%,1.05,0.288,0.399,0.375,0.773,0.087,5.1,0.338,-0.1,72,6.2,0.36,109,sa390639
Drew Macias,Diamondbacks (AAA),27,338,15.10%,15.70%,0.96,0.255,0.388,0.398,0.786,0.142,6.4,0.296,-2.3,50,4.3,0.36,109,5451
Mike Carp,Mariners (AAA),24,463,8.90%,20.10%,0.44,0.257,0.328,0.516,0.844,0.259,2.5,0.259,-0.8,68,5.8,0.36,109,7480
Anthony Recker,Athletics (AAA),26,276,8.00%,22.50%,0.35,0.288,0.341,0.496,0.837,0.208,3.3,0.341,-0.5,41,3.4,0.36,109,4063
Ryan Shealy,- - -,30,339,13.60%,24.20%,0.56,0.231,0.345,0.472,0.817,0.241,1.9,0.267,-0.3,49,8.6,0.36,121,4443
Max St. Pierre,Tigers (AAA),30,147,7.50%,14.30%,0.52,0.3,0.356,0.469,0.825,0.169,2.1,0.318,-0.4,21,3.7,0.359,121,2390
Corky Miller,Reds (AAA),34,209,9.10%,14.80%,0.61,0.276,0.359,0.448,0.807,0.171,2.2,0.303,-0.6,30,5.2,0.359,121,342
Justin Ruggiano,Rays (AAA),28,507,8.30%,25.40%,0.33,0.287,0.357,0.453,0.81,0.166,5.3,0.371,1.8,73,12.5,0.359,121,7620
Brad Davis,Marlins (AAA),27,272,8.80%,19.50%,0.45,0.287,0.354,0.455,0.809,0.168,2,0.333,-0.8,40,3,0.358,108,8250
Jorge Vazquez,Yankees (AAA),28,316,5.40%,30.10%,0.18,0.27,0.313,0.526,0.839,0.256,1.8,0.333,-0.2,45,7.7,0.358,120,sa491894
Alejandro De Aza,White Sox (AAA),26,358,8.10%,16.80%,0.48,0.302,0.366,0.44,0.806,0.138,7.3,0.355,1.6,51,8.7,0.358,120,3371
Scott Moore,Orioles (AAA),26,253,8.30%,18.60%,0.45,0.28,0.345,0.476,0.821,0.196,3.4,0.306,-1.1,36,6.1,0.358,120,4390
Erick Almonte,Brewers (AAA),32,355,7.90%,17.70%,0.44,0.32,0.377,0.415,0.793,0.095,4.4,0.392,0.8,52,3.9,0.358,108,808
Manny Mayorson,Blue Jays (AAA),27,176,4.00%,5.10%,0.78,0.333,0.362,0.442,0.804,0.109,6.7,0.346,2.2,26,1.9,0.358,108,sa199056
Tyler Greene,Cardinals (AAA),26,385,8.30%,23.10%,0.36,0.284,0.355,0.456,0.811,0.172,7.4,0.361,0,56,3.9,0.357,108,4675
Ryan Roberts,Diamondbacks (AAA),29,412,13.60%,17.70%,0.77,0.265,0.365,0.444,0.809,0.179,5.7,0.301,0.4,60,4.1,0.357,107,5653
Jeff Baisley,Athletics (AAA),27,204,8.30%,19.10%,0.44,0.274,0.358,0.453,0.81,0.179,3,0.319,0.2,29,2,0.357,107,9684
Chris Rahl,Diamondbacks (AAA),26,281,7.10%,22.40%,0.32,0.291,0.351,0.462,0.813,0.171,5.8,0.355,-1.7,40,2.7,0.356,107,sa291400
Jesus Feliciano,Mets (AAA),31,369,5.70%,9.50%,0.6,0.339,0.385,0.408,0.793,0.068,4.1,0.373,-1.3,52,8.3,0.356,119,2448
Dewayne Wise,Phillies (AAA),32,146,5.50%,18.50%,0.3,0.27,0.315,0.511,0.826,0.241,5.7,0.311,-0.5,21,3.2,0.356,119,1554
Jamie Hoffmann,Dodgers (AAA),25,608,7.10%,16.10%,0.44,0.308,0.368,0.429,0.797,0.121,5.5,0.36,0.1,87,5.2,0.355,106,6461
Alex Presley,Pirates (AAA),24,296,7.40%,14.20%,0.52,0.294,0.349,0.46,0.809,0.165,6.5,0.33,-1.6,42,6.4,0.355,118,5305
Colin Curtis,Yankees (AAA),25,269,7.80%,14.10%,0.55,0.289,0.358,0.452,0.81,0.163,1.9,0.323,-0.9,38,5.8,0.355,118,6288
Kevin Melillo,Pirates (AAA),28,405,10.90%,13.10%,0.83,0.276,0.352,0.457,0.81,0.182,5.7,0.295,-0.7,57,8.7,0.355,118,8278
Chris Gimenez,Indians (AAA),27,219,9.10%,17.40%,0.53,0.276,0.341,0.464,0.805,0.189,2.6,0.3,-0.4,31,4.6,0.354,118,7324
