Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Bryan Longpre,Blue Jays (A+),24,8.2,7.27,2.08,3.5,0,20.60%,5.90%,14.70%,0.161,0.81,0.208,87.50%,1.04,2.82,-1.78,sa549525
Aaron Northcraft,Braves (A+),22,151.2,9.49,3.15,3.02,0.24,24.60%,8.20%,16.50%,0.243,1.29,0.327,61.00%,3.98,2.82,1.15,sa501597
Jose Rodriguez,Marlins (A+),21,5.1,5.06,1.69,3,0,14.30%,4.80%,9.50%,0.25,1.13,0.294,66.70%,3.38,2.83,0.54,sa506842
Adam Kolarek,Mets (A+),23,57,11.05,3.32,3.33,0.47,29.30%,8.80%,20.50%,0.227,1.23,0.322,79.70%,2.37,2.83,-0.46,sa549067
Adrian Rosario,Mets (A+),22,28.2,10.67,3.45,3.09,0.31,30.60%,9.90%,20.70%,0.102,0.73,0.143,88.00%,0.94,2.84,-1.89,sa393062
Jack Leathersich,Mets (A+),21,48,14.25,4.5,3.17,0.56,35.70%,11.30%,24.40%,0.223,1.35,0.362,68.40%,4.13,2.85,1.27,sa577738
Cody Hall,Giants (A+),24,8.1,10.8,4.32,2.5,0,24.40%,9.80%,14.60%,0.324,1.92,0.444,62.50%,3.24,2.85,0.39,sa550010
Jared Wesson,Tigers (A+),26,19,6.63,2.84,2.33,0,17.70%,7.60%,10.10%,0.274,1.37,0.339,65.40%,3.79,2.87,0.92,sa510557
Mikey O'Brien,Yankees (A+),22,37,7.78,3.16,2.46,0,21.10%,8.60%,12.50%,0.226,1.19,0.295,71.70%,2.92,2.88,0.04,sa455055
Robert Wilkins,Orioles (A+),22,2,9,0,2,0,20.00%,0.00%,20.00%,0.222,1,0.286,66.70%,0,2.89,-2.89,sa389183
Aaron Dott,Yankees (A+),24,62,9.73,4.06,2.39,0.15,25.60%,10.70%,14.90%,0.22,1.27,0.305,72.90%,3.34,2.89,0.45,sa502740
Brandon Morrow,Blue Jays (A+),27,6,9,4.5,2,0,23.10%,11.50%,11.50%,0.348,1.83,0.471,81.80%,1.5,2.89,-1.39,9346
Theron Geith,Rays (A+),23,54.1,8.12,1.82,4.45,0.33,22.40%,5.00%,17.40%,0.235,1.09,0.301,73.10%,2.98,2.9,0.08,sa503832
Michael Mccarthy,Red Sox (A+),24,24.2,7.3,1.46,5,0.36,19.60%,3.90%,15.70%,0.258,1.18,0.316,73.40%,2.55,2.9,-0.34,sa598776
Tommy Kahnle,Yankees (A+),22,55,11.78,3.93,3,0.49,32.40%,10.80%,21.60%,0.153,0.98,0.223,77.20%,2.45,2.9,-0.45,11384
TJ House,Indians (A+),22,25,9.36,2.16,4.33,0.36,25.70%,5.90%,19.80%,0.185,0.92,0.246,69.10%,1.44,2.91,-1.47,9121
Dean Kiekhefer,Cardinals (A+),23,60.1,6.12,0.6,10.25,0.45,16.50%,1.60%,14.90%,0.251,1.08,0.292,69.60%,2.24,2.93,-0.69,sa526393
Jorge De La Rosa,Rockies (A+),31,5.2,11.12,4.76,2.33,0,25.90%,11.10%,14.80%,0.292,1.76,0.412,60.00%,4.76,2.93,1.83,2047
Andrew Jones,Red Sox (A+),23,75.1,6.33,1.08,5.89,0.36,16.50%,2.80%,13.70%,0.287,1.3,0.339,71.00%,3.35,2.93,0.41,sa599710
Eric Eadington,Dodgers (A+),24,38.1,9.16,3.52,2.6,0,24.50%,9.40%,15.10%,0.25,1.33,0.343,72.60%,3.29,2.95,0.33,sa578236
Jhoulys Chacin,Rockies (A+),24,2.1,3.86,0,1,0,7.70%,0.00%,7.70%,0.539,3,0.583,28.60%,19.29,2.96,16.33,2608
Andy Loomis,Orioles (A+),26,37.2,8.36,3.11,2.69,0,21.90%,8.10%,13.80%,0.254,1.3,0.336,74.10%,2.63,2.96,-0.33,sa455321
Casey Harman,Cubs (A+),23,9.1,4.82,1.93,2.5,0,15.20%,6.10%,9.10%,0.129,0.64,0.154,100.00%,0,2.96,-2.96,sa549808
Alan Williams,Brewers (A+),22,35.1,8.92,3.06,2.92,0.25,22.70%,7.80%,14.90%,0.286,1.47,0.375,76.10%,3.06,2.97,0.09,sa503827
Scott Gracey,Blue Jays (A+),25,28.1,13.34,3.49,3.82,0.95,34.40%,9.00%,25.40%,0.243,1.34,0.364,71.00%,3.81,2.97,0.84,sa454894
Jeremy Kehrt,Red Sox (A+),26,10,4.5,1.8,2.5,0,11.90%,4.80%,7.10%,0.225,1.1,0.257,45.50%,4.5,2.99,1.51,sa455400
Tyler Pill,Mets (A+),22,61.1,7.48,2.05,3.64,0.29,21.20%,5.80%,15.40%,0.237,1.09,0.298,78.90%,2.05,2.99,-0.93,sa577757
Evan Englebrook,Blue Jays (A+),30,17.1,7.27,3.63,2,0,19.20%,9.60%,9.60%,0.197,1.15,0.25,70.00%,2.08,2.99,-0.91,sa253737
Erik Turgeon,Pirates (A+),25,10,9.9,5.4,1.83,0,28.20%,15.40%,12.80%,0.152,1.1,0.227,81.80%,0.9,2.99,-2.09,sa455488
