Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Dean Green,Tigers (A+),23,156,4.50%,16.00%,0.28,0.348,0.41,0.518,0.928,0.17,5.3,0.407,0.3,30,11.6,0.423,164,sa526876
Travis Shaw,Red Sox (A+),22,423,13.90%,19.10%,0.73,0.305,0.411,0.545,0.957,0.24,5.9,0.354,1.2,83,32.1,0.422,163,sa578040
Christian Yelich,Marlins (A+),20,447,11.00%,19.00%,0.58,0.33,0.404,0.519,0.922,0.189,6.9,0.397,1.3,84,31.9,0.419,162,11477
Jeremie Tice,Indians (A+),25,208,9.60%,21.20%,0.45,0.282,0.37,0.58,0.95,0.298,1.7,0.31,-0.1,40,14.8,0.416,160,sa454601
Stefen Romero,Mariners (A+),23,276,4.70%,12.70%,0.37,0.357,0.391,0.581,0.973,0.225,6,0.379,0.2,56,17.8,0.415,147,11746
Corey Dickerson,Rockies (A+),23,270,9.30%,15.60%,0.6,0.338,0.396,0.583,0.98,0.246,6.4,0.373,-0.6,54,16.9,0.413,145,10762
George Springer,Astros (A+),22,500,11.20%,26.20%,0.43,0.316,0.398,0.557,0.955,0.24,8.3,0.404,2.7,99,29.7,0.409,143,12856
Brad Miller,Mariners (A+),22,473,11.00%,16.70%,0.66,0.339,0.412,0.524,0.936,0.185,6.8,0.394,0.9,93,27.9,0.408,143,12775
Leon Landry,- - -,22,487,3.90%,13.60%,0.29,0.341,0.371,0.584,0.954,0.243,8.3,0.372,0.1,94,26.5,0.403,139,sa526198
Christopher Epps,Astros (A+),23,186,13.40%,24.70%,0.54,0.285,0.376,0.589,0.965,0.304,6.1,0.333,-0.8,36,10.1,0.403,139,sa392214
Mike O'Neill,Cardinals (A+),24,478,14.60%,5.00%,2.92,0.342,0.442,0.417,0.859,0.075,4.7,0.36,-2.1,83,27.5,0.4,150,sa546800
Matt Fields,Royals (A+),26,289,11.10%,32.50%,0.34,0.281,0.367,0.538,0.904,0.257,4.7,0.378,0.1,51,16.9,0.4,149,sa289014
Joc Pederson,Dodgers (A+),20,499,10.20%,16.20%,0.63,0.313,0.396,0.516,0.913,0.203,6.8,0.35,-1.5,94,25.6,0.4,137,11899
Oswaldo Arcia,Twins (A+),21,235,9.80%,19.10%,0.51,0.309,0.376,0.517,0.893,0.208,3.7,0.361,-1.2,41,13.4,0.399,149,10306
Domingo Santana,Astros (A+),19,525,10.50%,28.20%,0.37,0.302,0.385,0.536,0.921,0.234,6.2,0.397,0.9,99,26.6,0.399,137,10348
Steven Proscia,Mariners (A+),22,471,5.30%,20.60%,0.26,0.333,0.368,0.567,0.935,0.234,6.3,0.377,1.4,89,23.7,0.398,136,sa577698
David Herbek,White Sox (A+),23,171,9.90%,21.60%,0.46,0.313,0.387,0.507,0.894,0.194,4.9,0.377,-0.9,30,9.4,0.395,146,sa526193
Todd Glaesmann,Rays (A+),21,148,5.40%,23.60%,0.23,0.295,0.333,0.554,0.887,0.259,3.6,0.344,-0.1,25,7.9,0.395,146,sa501261
Nelson Perez,Cubs (A+),24,313,13.10%,30.00%,0.44,0.278,0.38,0.494,0.874,0.217,6.3,0.383,-0.2,53,16.7,0.395,146,sa392846
Grant Hogue,Astros (A+),26,168,10.10%,13.10%,0.77,0.361,0.421,0.458,0.879,0.097,10,0.416,4.4,31,7.7,0.393,133,sa503066
Xander Bogaerts,Red Sox (A+),19,435,9.90%,19.50%,0.51,0.302,0.378,0.505,0.883,0.203,4.1,0.353,-1,75,23.1,0.393,144,12161
Aaron Baker,Orioles (A+),24,364,9.90%,21.20%,0.47,0.266,0.35,0.549,0.898,0.282,4.9,0.284,0.1,63,19.2,0.393,144,sa501612
Yazy Arbelo,Diamondbacks (A+),24,231,8.70%,24.70%,0.35,0.261,0.329,0.614,0.943,0.353,3,0.252,-1,42,10.2,0.392,132,sa549324
Dan Black,White Sox (A+),24,571,11.20%,16.10%,0.7,0.315,0.392,0.483,0.875,0.168,3.7,0.354,0,98,29.6,0.392,143,sa501741
Tyler Austin,Yankees (A+),20,148,8.10%,18.90%,0.43,0.321,0.385,0.478,0.863,0.157,6.5,0.394,1.1,25,7.5,0.391,144,sa549178
Kevin Nolan,Blue Jays (A+),24,349,9.70%,12.30%,0.79,0.316,0.384,0.471,0.855,0.155,6.9,0.351,0.5,58,17.5,0.39,143,sa502042
Chris Owings,Diamondbacks (A+),20,257,5.10%,24.50%,0.21,0.324,0.362,0.544,0.905,0.22,6.8,0.399,0.2,46,11,0.39,131,10030
Julio Morban,Mariners (A+),20,330,6.40%,20.30%,0.31,0.313,0.361,0.55,0.911,0.237,5.5,0.352,0.5,59,13.9,0.389,131,sa503304
Slade Heathcott,Yankees (A+),21,243,8.20%,27.20%,0.3,0.307,0.378,0.47,0.847,0.163,7.6,0.421,1.6,40,11.8,0.389,142,sa500742
Travis Witherspoon,Angels (A+),23,306,10.80%,17.00%,0.63,0.319,0.399,0.47,0.869,0.152,8.2,0.374,1.6,55,12.6,0.388,130,sa501690
Jason Rogers,Brewers (A+),24,279,15.10%,15.10%,1,0.3,0.416,0.412,0.828,0.112,3.8,0.349,0.8,46,13.3,0.387,141,11773
Alan Ahmady,Cardinals (A+),24,295,12.50%,14.90%,0.84,0.299,0.39,0.449,0.839,0.15,3.3,0.346,-0.4,48,14,0.387,141,sa501636
Beau Taylor,Athletics (A+),22,226,12.40%,12.80%,0.97,0.328,0.412,0.446,0.858,0.118,3,0.37,-1,40,9,0.387,129,sa577780
Erik Castro,Astros (A+),24,573,13.60%,28.30%,0.48,0.285,0.382,0.511,0.894,0.227,3,0.366,-1.1,102,22.9,0.387,129,sa501648
Casey Mcelroy,Padres (A+),22,258,10.50%,12.40%,0.84,0.327,0.402,0.46,0.863,0.133,3.5,0.363,-0.3,46,10,0.385,128,sa577018
Billy Hamilton,Reds (A+),21,392,12.80%,17.90%,0.71,0.323,0.413,0.439,0.852,0.116,9.5,0.404,10.7,69,15.1,0.385,128,10199
Chris Garcia,Braves (A+),24,500,17.00%,18.40%,0.92,0.285,0.408,0.431,0.839,0.146,2.2,0.342,-1.2,83,23.1,0.385,139,sa390205
Marcus Lemon,Tigers (A+),24,319,8.80%,12.50%,0.7,0.324,0.388,0.445,0.833,0.121,5.9,0.368,0.2,51,14.4,0.384,139,sa326707
Greg Rohan,Cubs (A+),26,323,7.40%,12.70%,0.59,0.285,0.35,0.495,0.845,0.21,2.1,0.296,-0.2,52,14.3,0.383,138,sa502095
Austin Gallagher,Dodgers (A+),23,436,13.30%,18.80%,0.71,0.283,0.383,0.481,0.864,0.198,2.5,0.327,-2,76,15.8,0.382,126,sa389210
James Jones,Mariners (A+),23,559,9.70%,22.20%,0.44,0.306,0.378,0.497,0.875,0.191,7.8,0.382,-3,97,20.1,0.382,126,9767
Justin Miller,Padres (A+),23,413,9.70%,19.60%,0.49,0.311,0.385,0.475,0.86,0.164,6.3,0.366,0,71,14,0.38,125,sa599327
Josmil Pinto,Twins (A+),23,393,9.90%,16.00%,0.62,0.295,0.361,0.473,0.834,0.178,2.1,0.326,-0.2,62,16.3,0.379,136,6806
Thomas Mittelstaedt,Brewers (A+),24,324,13.00%,25.90%,0.5,0.258,0.359,0.469,0.828,0.211,6.8,0.339,-1.1,51,13.2,0.378,135,sa549912
Kyle Roller,Yankees (A+),24,482,9.30%,23.90%,0.39,0.266,0.357,0.471,0.828,0.206,4.8,0.323,-0.3,75,19.6,0.378,135,sa503716
Jim Murphy,Phillies (A+),26,527,10.10%,23.30%,0.43,0.274,0.355,0.483,0.837,0.209,2.7,0.334,-0.9,82,21.2,0.377,135,sa454769
Jonathan Griffin,Diamondbacks (A+),23,548,8.90%,19.50%,0.46,0.3,0.363,0.511,0.874,0.211,3,0.331,0,93,17.2,0.377,123,sa598794
Tommy La Stella,Braves (A+),23,358,10.10%,6.70%,1.5,0.302,0.386,0.46,0.846,0.158,6.6,0.305,1.7,57,14.3,0.377,133,12371
Cody Asche,Phillies (A+),22,270,4.40%,13.70%,0.32,0.349,0.378,0.447,0.825,0.098,6.1,0.399,1,42,10.7,0.377,134,11997
Ryan Schimpf,Blue Jays (A+),24,419,11.50%,21.20%,0.54,0.266,0.353,0.479,0.832,0.213,4.7,0.311,-0.2,65,16.2,0.376,133,sa501472
Starlin Rodriguez,Cardinals (A+),22,489,7.60%,18.40%,0.41,0.3,0.373,0.442,0.815,0.142,6.2,0.363,-1.2,76,18.8,0.375,133,sa508116
Sean Ochinko,Blue Jays (A+),24,119,8.40%,13.40%,0.63,0.306,0.37,0.444,0.814,0.139,2.5,0.352,-0.1,18,4.6,0.375,133,sa501639
A.J. Kirby-Jones,Athletics (A+),23,490,17.60%,26.10%,0.67,0.248,0.382,0.461,0.843,0.213,2.6,0.308,0,82,14.4,0.374,121,sa548449
David Vidal,Reds (A+),22,137,9.50%,19.00%,0.5,0.281,0.358,0.512,0.87,0.231,4.5,0.303,0.6,23,4,0.374,121,sa548470
Cory Vaughn,Mets (A+),23,535,12.10%,21.30%,0.57,0.243,0.351,0.463,0.814,0.219,6.1,0.274,2.3,82,19.9,0.374,132,sa526822
Matt Szczur,Cubs (A+),22,352,13.40%,14.20%,0.94,0.295,0.394,0.407,0.801,0.112,8.6,0.344,2.5,54,13,0.373,132,11255
Danny Muno,Mets (A+),23,352,14.20%,15.10%,0.94,0.28,0.387,0.412,0.799,0.131,5.7,0.321,2.3,54,12.9,0.373,132,sa526337
Marcus Semien,White Sox (A+),21,487,11.30%,19.90%,0.57,0.273,0.362,0.471,0.833,0.199,6.4,0.323,0,76,17.9,0.373,131,12533
Shawn Zarraga,Brewers (A+),23,112,8.00%,5.40%,1.5,0.292,0.384,0.438,0.821,0.146,4.6,0.292,-0.1,17,4,0.372,131,sa456095
Bobby Borchering,Diamondbacks (A+),21,344,8.10%,27.90%,0.29,0.277,0.34,0.534,0.874,0.257,2.6,0.338,-1,57,9.2,0.371,119,sa500727
Bo Greenwell,Indians (A+),23,196,9.70%,16.30%,0.59,0.31,0.387,0.427,0.813,0.117,5.4,0.37,0.5,30,7,0.371,130,sa390607
Michael Pericht,Dodgers (A+),24,167,8.40%,32.30%,0.26,0.265,0.347,0.531,0.878,0.265,1.6,0.345,0,27,4.4,0.371,119,sa501923
Taylor Krick,Marlins (A+),24,303,11.60%,16.80%,0.69,0.3,0.406,0.372,0.778,0.072,2.8,0.373,-1.9,45,10.4,0.37,130,sa505580
John Andreoli,Cubs (A+),22,496,15.10%,17.90%,0.84,0.289,0.402,0.376,0.778,0.087,8,0.364,2.5,74,16.8,0.369,129,sa577764
Jared Clark,Rockies (A+),26,532,16.70%,24.10%,0.7,0.236,0.369,0.465,0.834,0.229,2.2,0.274,-0.6,86,13.1,0.369,118,sa389935
Chris Jacobs,Dodgers (A+),23,337,9.20%,30.60%,0.3,0.273,0.353,0.493,0.846,0.22,2.8,0.361,-0.1,55,8.2,0.369,118,sa389213
Rob Segedin,Yankees (A+),23,326,8.90%,16.30%,0.55,0.297,0.362,0.448,0.81,0.152,4.8,0.338,0,49,10.9,0.369,129,sa526344
Jiovanni Mier,Astros (A+),21,204,14.20%,16.70%,0.85,0.292,0.396,0.409,0.805,0.117,4.8,0.348,-0.2,33,4.9,0.368,117,sa500732
Dennis Raben,Mariners (A+),24,303,11.90%,20.80%,0.57,0.271,0.375,0.453,0.829,0.182,5.8,0.328,0.6,49,7.2,0.368,117,sa454440
Tyler Collins,Tigers (A+),22,542,10.70%,11.80%,0.91,0.29,0.371,0.429,0.8,0.14,6.2,0.319,2.4,81,17.8,0.368,128,12723
Donald Lutz,Reds (A+),23,277,6.90%,25.60%,0.27,0.265,0.325,0.561,0.886,0.296,6.6,0.301,0.4,45,6.5,0.368,117,10154
Jesus Aguilar,Indians (A+),22,427,10.50%,21.30%,0.49,0.277,0.365,0.454,0.819,0.177,3.1,0.333,-0.5,65,14,0.367,127,11342
Mark Canha,Marlins (A+),23,478,11.30%,15.70%,0.72,0.293,0.382,0.411,0.793,0.118,3.4,0.339,-1.4,71,15.4,0.367,128,sa526811
Derek Dietrich,Rays (A+),22,417,6.00%,18.70%,0.32,0.282,0.343,0.468,0.811,0.185,5.6,0.329,-0.2,62,13.3,0.367,128,10542
Wade Gaynor,Tigers (A+),24,434,11.50%,20.30%,0.57,0.254,0.353,0.443,0.797,0.189,6,0.294,0.5,64,13.7,0.366,127,sa501211
Michael Earley,White Sox (A+),24,503,6.80%,14.50%,0.47,0.291,0.352,0.467,0.819,0.176,5.9,0.322,-1.2,76,16,0.366,127,sa549597
Jake Marisnick,Blue Jays (A+),21,306,8.50%,18.00%,0.47,0.263,0.349,0.451,0.8,0.188,7.1,0.309,-0.2,45,9.6,0.366,127,11339
Alex Dickerson,Pirates (A+),22,541,7.20%,17.20%,0.42,0.295,0.353,0.451,0.803,0.156,4.5,0.339,-0.8,79,16.7,0.365,127,sa526380
Marcell Ozuna,Marlins (A+),21,539,8.20%,21.50%,0.38,0.266,0.328,0.476,0.805,0.211,5,0.301,0.1,79,16.6,0.365,126,10324
Dominic D'Anna,Reds (A+),23,363,14.30%,21.20%,0.68,0.277,0.386,0.43,0.816,0.153,5.4,0.342,0.6,58,7.6,0.365,115,sa549621
Brett Tanos,Rockies (A+),23,495,15.80%,16.40%,0.96,0.275,0.395,0.4,0.795,0.124,5.7,0.327,-0.9,79,10.3,0.365,115,sa548490
Ramon Flores,Yankees (A+),20,583,9.30%,14.60%,0.64,0.302,0.37,0.42,0.79,0.118,6.7,0.348,0.7,85,17.6,0.364,126,sa503262
Michael Almanzar,Red Sox (A+),21,498,6.60%,15.50%,0.43,0.3,0.353,0.458,0.812,0.159,3.7,0.336,0.2,74,14.4,0.363,124,sa455994
C.J. Cron,Angels (A+),22,557,3.10%,12.90%,0.24,0.293,0.327,0.516,0.843,0.223,3.2,0.295,-1.3,86,9.6,0.361,112,12546
Bryson Smith,Reds (A+),23,238,5.50%,13.90%,0.39,0.313,0.376,0.431,0.807,0.118,5,0.347,-1.8,37,4.1,0.36,112,sa502686
Michael Mcgee,Mariners (A+),24,505,9.30%,16.20%,0.57,0.276,0.352,0.467,0.819,0.191,6.3,0.305,-0.2,78,8.5,0.36,112,sa550138
John Hicks,Mariners (A+),22,538,5.20%,13.60%,0.38,0.312,0.351,0.472,0.824,0.16,5.8,0.341,0.6,83,9,0.36,112,sa546984
Justin Bloxom,Nationals (A+),24,251,9.20%,25.50%,0.36,0.259,0.331,0.478,0.808,0.219,1.6,0.307,-0.1,37,6.7,0.36,122,sa501606
Ender Inciarte,Diamondbacks (A+),21,279,7.90%,11.50%,0.69,0.319,0.377,0.419,0.797,0.101,8.8,0.361,1.8,43,4.4,0.359,111,4922
Jarrett Parker,Giants (A+),23,491,14.30%,35.60%,0.4,0.247,0.366,0.443,0.809,0.196,7.8,0.389,2.7,75,7.7,0.359,111,sa526831
Wilfredo Tovar,Mets (A+),20,256,11.30%,6.60%,1.71,0.284,0.377,0.385,0.762,0.101,5.1,0.303,-0.6,36,6.6,0.359,122,10416
Mike Walker,Brewers (A+),24,525,10.30%,23.40%,0.44,0.28,0.361,0.415,0.777,0.135,4,0.357,0,74,13.5,0.359,122,sa549126
Alex Todd,Astros (A+),22,217,7.40%,21.20%,0.35,0.286,0.38,0.405,0.785,0.119,5.7,0.362,-0.2,33,3.3,0.358,111,sa599352
Drew Hedman,Red Sox (A+),25,231,14.70%,22.50%,0.65,0.247,0.364,0.426,0.79,0.179,7.9,0.307,1.9,33,5.9,0.358,121,sa502528
David Freitas,Nationals (A+),23,321,12.10%,16.20%,0.75,0.271,0.374,0.407,0.78,0.136,1.4,0.317,-0.1,46,8.1,0.358,121,sa549143
Justin Howard,Pirates (A+),24,322,13.70%,17.10%,0.8,0.283,0.382,0.379,0.761,0.096,3.9,0.342,-2.1,45,8.1,0.358,122,sa549676
Danny Black,Marlins (A+),23,330,8.20%,20.60%,0.4,0.314,0.375,0.396,0.771,0.082,6.5,0.405,0.3,47,8.3,0.358,122,sa503432
Alonzo Harris,Mets (A+),23,494,8.90%,13.40%,0.67,0.287,0.354,0.424,0.778,0.138,8.1,0.321,3.2,70,12.5,0.358,122,sa455964
Carlos Moncrief,Indians (A+),23,407,11.30%,31.00%,0.37,0.249,0.339,0.465,0.804,0.215,7.2,0.341,2.5,59,10.2,0.358,121,sa392114
Juan Crousset,Rockies (A+),22,337,7.70%,21.40%,0.36,0.289,0.346,0.474,0.82,0.184,6,0.347,0.3,51,4.9,0.358,111,sa516161
Ryan Ortiz,Athletics (A+),24,160,16.90%,19.40%,0.87,0.248,0.375,0.419,0.794,0.171,4,0.281,-0.3,24,2.3,0.358,111,sa501529
Andrew Heid,Angels (A+),24,335,12.80%,13.70%,0.93,0.285,0.384,0.394,0.778,0.109,4.7,0.325,-1.4,51,4.8,0.357,110,sa548464
Wilmer Flores,Mets (A+),20,272,6.60%,11.00%,0.6,0.289,0.336,0.463,0.799,0.174,2.7,0.286,-0.4,38,6.7,0.357,121,5827
Trayce Thompson,White Sox (A+),21,510,8.80%,28.20%,0.31,0.254,0.325,0.486,0.81,0.232,7.3,0.316,2.2,73,12.3,0.357,120,sa500820
Arismendy Alcantara,Cubs (A+),20,359,5.30%,17.00%,0.31,0.302,0.339,0.447,0.786,0.145,8.1,0.347,3.2,50,8.7,0.356,121,10711
Theodis Bowe,Reds (A+),21,433,10.40%,16.60%,0.63,0.314,0.391,0.383,0.774,0.07,6.6,0.377,-1.8,66,5.9,0.356,110,sa455442
Mikie Mahtook,Rays (A+),22,386,7.50%,18.40%,0.41,0.29,0.358,0.419,0.777,0.129,7.2,0.347,1.1,54,9,0.356,120,sa577782
Cameron Rupp,Phillies (A+),23,390,10.30%,19.70%,0.52,0.267,0.345,0.424,0.77,0.157,1.1,0.317,-0.2,54,9,0.355,120,11146
Kaleb Cowart,Angels (A+),20,315,14.30%,21.30%,0.67,0.259,0.366,0.426,0.792,0.167,5.9,0.316,-0.4,47,3.8,0.355,109,sa548184
Randal Grichuk,Angels (A+),20,575,4.00%,16.00%,0.25,0.298,0.335,0.488,0.823,0.19,6.7,0.329,0.3,86,6.7,0.354,109,10243
Travis Mattair,Reds (A+),23,550,9.10%,21.60%,0.42,0.274,0.344,0.465,0.809,0.191,3.6,0.324,-2.3,82,6.4,0.354,108,sa389235
Rymer Liriano,Padres (A+),21,314,6.70%,22.00%,0.3,0.298,0.36,0.443,0.803,0.145,6.7,0.374,1,47,3.7,0.354,108,4779
Tucker Barnhart,Reds (A+),21,231,12.60%,19.50%,0.64,0.278,0.371,0.409,0.78,0.131,2.7,0.34,-1,34,2.6,0.354,108,10200
Dan Burkhart,Giants (A+),23,130,9.20%,20.80%,0.44,0.298,0.362,0.439,0.8,0.14,4.8,0.364,-0.3,19,1.4,0.353,108,sa526254
Christian Villanueva,- - -,21,520,6.50%,20.60%,0.32,0.279,0.353,0.427,0.78,0.148,4.1,0.332,-1.9,73,11.2,0.353,118,sa505993
Garrett Weber,Diamondbacks (A+),23,429,5.40%,15.60%,0.34,0.297,0.34,0.467,0.807,0.17,2.9,0.326,-0.3,63,4.3,0.352,107,sa598344
Jayson Langfels,Rockies (A+),23,318,9.10%,25.80%,0.35,0.28,0.362,0.425,0.787,0.145,6.3,0.38,-0.4,47,3.2,0.352,107,sa546633
Steve Bumbry,Orioles (A+),24,262,10.30%,32.40%,0.32,0.249,0.337,0.445,0.783,0.197,6.7,0.362,1.5,37,5.4,0.352,117,sa501637
Gary Sanchez,Yankees (A+),19,185,5.40%,22.20%,0.24,0.279,0.33,0.436,0.766,0.157,5.4,0.341,0.7,25,3.7,0.351,117,sa549555
Carlos Sanchez,White Sox (A+),20,416,7.50%,15.40%,0.48,0.315,0.374,0.395,0.769,0.079,6.9,0.373,-0.5,58,8.3,0.351,117,11602
Adam Duvall,Giants (A+),23,598,7.90%,19.40%,0.41,0.258,0.327,0.487,0.814,0.228,5.7,0.274,0.6,88,5.3,0.351,106,10950
Kipp Schutz,Orioles (A+),24,150,8.70%,20.00%,0.43,0.304,0.369,0.393,0.762,0.089,2,0.379,-0.3,21,2.9,0.351,116,sa328269
Mickey Wiswall,Mariners (A+),23,535,5.80%,21.50%,0.27,0.28,0.325,0.489,0.814,0.209,5.2,0.324,-1.3,78,4.5,0.351,106,sa526505
Delvi Cid,Indians (A+),22,308,6.80%,26.00%,0.26,0.281,0.343,0.431,0.774,0.15,8.8,0.381,2.2,43,5.8,0.35,116,sa455960
Jairo Perez,Twins (A+),24,274,8.40%,10.20%,0.82,0.265,0.35,0.403,0.754,0.139,4.7,0.275,-0.2,37,5.1,0.349,116,sa504599
Michael Freeman,Diamondbacks (A+),24,610,9.80%,14.40%,0.68,0.309,0.377,0.389,0.767,0.08,6.9,0.361,4.1,88,4.4,0.349,105,sa503146
Alfredo Lopez,Marlins (A+),22,183,12.00%,12.00%,1,0.28,0.374,0.363,0.737,0.083,5.8,0.319,0.9,25,3.4,0.349,116,sa549427
Dallas Tarleton,Rockies (A+),24,254,9.40%,22.80%,0.41,0.279,0.349,0.446,0.795,0.167,3.8,0.346,0,37,1.7,0.348,105,sa502006
Telvin Nash,Astros (A+),21,449,10.50%,44.10%,0.24,0.224,0.316,0.494,0.81,0.27,1.6,0.351,-0.5,65,2.9,0.348,105,sa501240
Richard Lucas,Mets (A+),23,485,12.40%,26.40%,0.47,0.251,0.36,0.377,0.737,0.127,5.7,0.344,1.9,65,8.6,0.348,115,sa389215
Joe Panik,Giants (A+),21,605,9.60%,8.90%,1.07,0.297,0.368,0.402,0.77,0.105,5.3,0.317,0.1,87,3.7,0.348,104,11936
Christian Vazquez,Red Sox (A+),21,342,11.70%,20.50%,0.57,0.266,0.36,0.396,0.756,0.13,2.5,0.326,-0.5,47,5.9,0.348,114,9774
Avisail Garcia,Tigers (A+),21,287,3.80%,19.90%,0.19,0.289,0.324,0.447,0.771,0.158,8.4,0.335,1,38,5,0.348,115,5760
Adam Bailey,Astros (A+),24,194,6.70%,20.60%,0.33,0.279,0.326,0.486,0.812,0.207,3.1,0.318,-0.6,28,1.1,0.347,104,sa503294
Luke Anders,Giants (A+),25,240,9.60%,22.10%,0.43,0.282,0.358,0.418,0.776,0.136,1.9,0.353,0,34,1.3,0.347,104,sa454737
Carter Jurica,Giants (A+),23,459,9.40%,16.10%,0.58,0.3,0.365,0.407,0.772,0.107,4.7,0.347,-0.7,66,2.5,0.347,104,sa548259
Brian Fletcher,Royals (A+),23,272,7.00%,18.80%,0.37,0.289,0.353,0.411,0.764,0.122,3.2,0.346,0.1,37,4.5,0.347,114,sa526538
Cesar Puello,Mets (A+),21,252,2.80%,23.00%,0.12,0.26,0.328,0.423,0.751,0.163,9.7,0.333,2.9,33,4.2,0.347,114,sa455741
Kenny Wilson,Blue Jays (A+),22,135,10.40%,16.30%,0.64,0.282,0.368,0.359,0.727,0.077,6.6,0.34,1.1,18,2.1,0.346,114,sa454437
Tony Thompson,Athletics (A+),23,390,9.70%,15.60%,0.62,0.276,0.344,0.442,0.785,0.166,2.5,0.301,-0.3,55,1.5,0.345,103,sa546717
Braeden Schlehuber,Braves (A+),24,319,2.80%,14.70%,0.19,0.27,0.328,0.439,0.768,0.17,4.4,0.297,-0.7,43,4.8,0.345,113,sa454529
Rafael Valenzuela,Astros (A+),24,305,7.90%,15.70%,0.5,0.284,0.349,0.429,0.778,0.145,6.9,0.324,0.3,43,1.1,0.345,103,sa328241
John Whitaker,Athletics (A+),23,429,7.70%,28.40%,0.27,0.259,0.325,0.472,0.796,0.212,5.8,0.324,-0.2,61,1.4,0.345,102,sa549594
Max Stassi,Athletics (A+),21,360,7.50%,23.10%,0.33,0.268,0.331,0.468,0.799,0.201,3.3,0.304,0.1,51,1.2,0.345,102,10059
Adalberto Ibarra,Red Sox (A+),25,296,12.80%,13.20%,0.97,0.275,0.386,0.344,0.731,0.069,4.3,0.324,-0.2,40,4.3,0.344,112,sa544481
Brett Nicholas,Rangers (A+),23,504,8.70%,16.70%,0.52,0.285,0.351,0.413,0.764,0.128,2.9,0.329,0.4,67,7.1,0.344,112,sa548340
Ben Heath,Astros (A+),23,205,6.30%,24.90%,0.25,0.298,0.346,0.424,0.77,0.126,2.9,0.385,0.2,29,0.5,0.344,102,sa548341
Kevin Kiermaier,Rays (A+),22,212,12.30%,17.90%,0.68,0.26,0.361,0.367,0.728,0.107,6.4,0.331,0.2,28,3,0.343,112,11038
Rafael Lopez,Cubs (A+),24,133,9.80%,10.50%,0.93,0.269,0.338,0.403,0.742,0.134,3.6,0.288,0.1,17,1.8,0.343,112,12606
Robby Price,Rays (A+),24,466,9.70%,7.70%,1.25,0.265,0.372,0.339,0.711,0.075,3.9,0.285,-3,60,6.3,0.343,112,sa547109
T.J. Rivera,Mets (A+),23,276,5.10%,13.80%,0.37,0.306,0.346,0.4,0.746,0.094,5.9,0.355,0.4,36,3.7,0.343,112,sa599382
Alexander Burg,Giants (A+),24,397,10.30%,19.40%,0.53,0.252,0.341,0.429,0.77,0.177,3.1,0.295,-0.8,55,0.4,0.342,101,sa502124
