Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
JaDamion Williams,Twins (A),22,324,14.50%,20.70%,0.7,0.281,0.391,0.461,0.852,0.18,7.9,0.342,-0.1,54,16.1,0.391,142,sa548483
Kyle Wren,Braves (A),22,215,7.40%,9.80%,0.76,0.328,0.382,0.456,0.838,0.128,9.2,0.36,3.7,36,10.6,0.387,142,sa621577
Brandon Drury,Diamondbacks (A),20,583,8.10%,15.80%,0.51,0.302,0.362,0.5,0.862,0.198,3.3,0.34,-0.5,96,26.6,0.386,138,sa549169
Jesse Winker,Reds (A),19,486,13.00%,15.40%,0.84,0.281,0.379,0.463,0.841,0.182,5.4,0.308,0.5,80,22,0.386,138,sa657865
Matt Duffy,Giants (A),22,339,13.30%,12.10%,1.1,0.307,0.405,0.418,0.823,0.111,6.5,0.346,1.5,56,16.4,0.386,142,13836
Kyle Johnson,- - -,23,336,13.10%,16.10%,0.81,0.296,0.411,0.401,0.812,0.106,7.3,0.359,3.6,55,15,0.384,138,sa658623
Seth Mejias-Brean,Reds (A),22,545,10.10%,15.20%,0.66,0.305,0.381,0.453,0.834,0.148,3.5,0.35,-0.6,89,24,0.384,137,sa580437
Albert Almora,Cubs (A),19,272,6.30%,11.00%,0.57,0.329,0.376,0.466,0.842,0.137,5.3,0.362,-1,44,11.8,0.383,137,sa657859
Rudy Flores,Diamondbacks (A),22,380,8.20%,35.30%,0.23,0.274,0.337,0.528,0.865,0.254,3.1,0.389,-1,62,16.5,0.383,137,sa621607
Logan Vick,Indians (A),22,443,18.30%,18.30%,1,0.281,0.413,0.407,0.82,0.126,6.2,0.343,1.8,71,18.8,0.382,136,sa579780
Edison Sanchez,Braves (A),22,287,12.50%,27.90%,0.45,0.281,0.387,0.43,0.817,0.149,3.2,0.392,-0.3,46,13.1,0.382,139,sa506234
Dalton Hicks,Twins (A),23,400,8.50%,21.30%,0.4,0.297,0.355,0.494,0.85,0.198,1.6,0.35,-0.6,64,16.6,0.381,135,sa658310
Alberth Martinez,Padres (A),22,415,9.40%,16.40%,0.57,0.277,0.36,0.478,0.837,0.201,7,0.317,0.1,66,17.2,0.381,135,sa550588
Jeremy Lucas,Indians (A),22,312,14.10%,16.00%,0.88,0.274,0.383,0.433,0.816,0.16,3.9,0.317,0,50,12.6,0.379,134,sa503053
Adam Heisler,White Sox (A),25,152,16.40%,19.10%,0.86,0.27,0.397,0.41,0.807,0.139,7.8,0.333,0.8,24,6.6,0.379,137,sa503658
Jabari Henry,Mariners (A),22,310,15.20%,15.80%,0.96,0.268,0.384,0.436,0.82,0.167,4.9,0.304,-0.9,49,12.4,0.379,134,sa503328
Ericson Leonora,Yankees (A),20,152,4.60%,23.00%,0.2,0.302,0.34,0.496,0.836,0.194,4.2,0.373,-0.1,24,6.5,0.378,137,sa507157
Tommy Coyle,Rays (A),22,552,16.50%,14.10%,1.17,0.278,0.399,0.405,0.805,0.128,7.6,0.322,4.3,87,21.7,0.378,133,sa578983
Tyler Ogle,Dodgers (A),22,548,17.50%,13.90%,1.26,0.252,0.401,0.389,0.79,0.137,2.2,0.281,-2.1,86,21.2,0.377,133,sa578021
Dean Green,Tigers (A),24,125,8.80%,15.20%,0.58,0.28,0.352,0.495,0.847,0.215,5.8,0.287,0.5,20,4.8,0.376,132,sa526876
Viosergy Rosa,Marlins (A),23,549,13.50%,21.70%,0.62,0.252,0.362,0.452,0.814,0.2,2.9,0.289,-0.4,86,22.6,0.376,135,sa549558
Tyler Marlette,Mariners (A),20,297,8.10%,17.80%,0.45,0.304,0.367,0.448,0.815,0.144,5.3,0.36,0.1,46,11.1,0.375,132,sa597836
David Chester,Red Sox (A),24,385,10.60%,23.10%,0.46,0.27,0.356,0.462,0.818,0.192,1.7,0.326,-0.2,60,15.6,0.375,135,sa598680
Joey Rickard,Rays (A),22,559,14.00%,17.50%,0.8,0.27,0.39,0.409,0.799,0.139,6.8,0.322,1.4,87,20.4,0.374,131,sa621658
Andrew Toles,Rays (A),21,552,4.00%,19.00%,0.21,0.326,0.359,0.466,0.826,0.141,8.7,0.402,5,86,20.2,0.374,131,sa548301
Cameron Flynn,Marlins (A),23,396,8.10%,15.70%,0.52,0.308,0.369,0.443,0.812,0.134,4.3,0.356,-0.8,62,15.8,0.374,134,sa658558
Adam Walker,Twins (A),21,552,5.60%,20.80%,0.27,0.278,0.319,0.526,0.844,0.248,7,0.304,1.8,85,19.6,0.373,130,sa621791
Kevin Medrano,Diamondbacks (A),23,205,11.70%,15.60%,0.75,0.297,0.396,0.395,0.791,0.099,5.8,0.362,-1,32,7.3,0.373,130,sa577957
Daniel Vogelbach,Cubs (A),20,500,11.40%,15.20%,0.75,0.284,0.364,0.45,0.814,0.166,2,0.305,-1.2,76,16.9,0.371,128,sa597778
Blake Barber,Marlins (A),23,208,4.80%,22.60%,0.21,0.286,0.325,0.495,0.82,0.208,3.8,0.338,-0.4,32,7.7,0.371,132,sa659318
Jacob Wilson,Cardinals (A),22,409,9.80%,13.20%,0.74,0.264,0.35,0.468,0.818,0.204,4.2,0.268,-1.1,62,13.7,0.37,128,sa658158
Jacob May,White Sox (A),21,230,7.00%,18.70%,0.37,0.286,0.346,0.461,0.808,0.175,8.3,0.325,1.5,35,8.4,0.37,131,sa550097
Andrew Ray,Angels (A),22,300,3.00%,31.00%,0.1,0.275,0.3,0.533,0.833,0.258,2.8,0.354,-0.5,45,9.7,0.369,127,sa597884
Josh Bell,Pirates (A),20,519,10.00%,17.30%,0.58,0.279,0.353,0.453,0.806,0.174,3,0.319,-1.1,79,18.6,0.369,131,sa597768
Chris Burke,Padres (A),23,185,3.20%,18.90%,0.17,0.307,0.363,0.434,0.796,0.127,3.6,0.367,-0.3,28,5.9,0.368,127,sa658326
Chris Bostick,Athletics (A),20,555,9.20%,22.00%,0.42,0.282,0.354,0.452,0.806,0.17,7.3,0.346,1.3,83,17.7,0.368,127,sa602694
Shawn Pleffner,Nationals (A),23,428,13.80%,17.80%,0.78,0.288,0.386,0.399,0.784,0.111,5.1,0.348,0.9,65,15,0.368,130,sa599272
Jorge Polanco,Twins (A),19,523,8.00%,11.30%,0.71,0.308,0.362,0.452,0.813,0.144,5.5,0.336,-1.2,78,16.5,0.368,127,13152
Zach Wright,Angels (A),23,129,10.10%,25.60%,0.39,0.279,0.349,0.459,0.809,0.18,3.6,0.355,0.3,19,4,0.368,126,sa577954
Rashawn Payne,Giants (A),23,162,13.00%,17.90%,0.72,0.259,0.36,0.437,0.797,0.178,6.7,0.295,0.2,24,5.6,0.367,130,sa502425
Tony Renda,Nationals (A),22,606,11.20%,10.70%,1.05,0.294,0.38,0.405,0.785,0.111,6.6,0.328,2.9,91,20.9,0.367,130,sa503422
Dan Gulbransen,Astros (A),22,106,15.10%,9.40%,1.6,0.284,0.394,0.386,0.781,0.102,4.1,0.321,-0.7,16,3.2,0.366,125,sa621622
Michael Reed,Brewers (A),20,539,13.20%,20.00%,0.66,0.286,0.385,0.4,0.785,0.114,7,0.371,0.7,80,16.1,0.366,125,sa597841
Tucker Nathans,Orioles (A),24,271,7.70%,16.20%,0.48,0.271,0.337,0.467,0.804,0.196,5.3,0.293,-0.9,40,9,0.365,128,sa732567
Wade Hinkle,Angels (A),23,507,10.70%,17.60%,0.61,0.27,0.359,0.435,0.794,0.164,3,0.312,-0.7,75,14.9,0.365,125,sa658642
Leonardo Reginatto,Rays (A),23,466,9.20%,12.40%,0.74,0.325,0.388,0.393,0.781,0.068,5.3,0.37,-1.1,69,13.6,0.365,125,sa504970
Jorge Alfaro,Rangers (A),20,420,6.70%,26.40%,0.25,0.258,0.338,0.452,0.79,0.194,6.3,0.324,1.6,62,13.6,0.364,128,sa551307
Levi Hyams,Braves (A),23,225,8.40%,13.80%,0.61,0.317,0.378,0.407,0.785,0.09,7.3,0.363,-0.7,33,7.3,0.364,128,sa578168
William Carmona,Phillies (A),22,505,7.70%,18.40%,0.42,0.303,0.356,0.433,0.789,0.13,3.7,0.367,-0.3,75,16.1,0.364,127,sa621672
Travis Harrison,Twins (A),20,537,12.70%,23.30%,0.54,0.253,0.366,0.416,0.782,0.162,2,0.316,-1.6,79,15.1,0.363,124,sa597772
Rock Shoulders,Cubs (A),21,503,13.10%,28.40%,0.46,0.258,0.352,0.445,0.797,0.188,1.2,0.337,-0.3,74,14.1,0.363,124,sa549485
Colin Moran,Marlins (A),20,175,8.60%,14.30%,0.6,0.299,0.354,0.442,0.796,0.143,3.9,0.323,0,26,5.5,0.363,127,sa621019
Brandon Nimmo,Mets (A),20,480,14.80%,27.30%,0.54,0.273,0.397,0.359,0.756,0.086,5.9,0.402,-1.4,71,15,0.363,127,sa597760
Jose Rivera,Rockies (A),23,119,11.80%,19.30%,0.61,0.272,0.359,0.417,0.776,0.146,7.1,0.342,-0.1,17,3.5,0.361,126,sa502150
Tyler Grimes,Twins (A),22,356,12.60%,24.40%,0.52,0.256,0.377,0.382,0.759,0.126,5.9,0.342,-0.1,51,8.8,0.359,121,sa597897
Wander Ramos,Nationals (A),23,303,10.90%,26.70%,0.41,0.264,0.348,0.43,0.778,0.166,5.9,0.352,0.1,44,8.4,0.358,124,sa507032
Keith Glenn,Diamondbacks (A),22,420,11.40%,20.20%,0.56,0.257,0.352,0.433,0.785,0.176,7.8,0.303,1.7,60,10.1,0.358,120,sa503215
Garrett Cooper,Brewers (A),22,133,7.50%,24.80%,0.3,0.287,0.346,0.434,0.78,0.148,3.9,0.379,-0.1,19,3.2,0.358,120,sa737833
Ryan Mathews,Athletics (A),23,472,9.50%,20.80%,0.46,0.26,0.337,0.446,0.783,0.186,4.6,0.308,-0.5,67,11,0.357,120,sa658637
Chad Zurcher,Mets (A),24,218,17.00%,13.80%,1.23,0.276,0.409,0.316,0.725,0.04,2.9,0.331,-0.7,31,5.8,0.357,123,sa599339
Michael Johnson,White Sox (A),24,281,12.50%,21.00%,0.59,0.286,0.381,0.37,0.751,0.084,4.7,0.369,-0.8,40,7.5,0.357,123,sa599345
Junior Arias,Reds (A),21,290,4.50%,24.80%,0.18,0.284,0.323,0.469,0.792,0.185,8.7,0.353,3.7,41,6.5,0.356,119,sa506265
Michael Gonzales,Twins (A),25,120,5.80%,18.30%,0.32,0.252,0.325,0.466,0.791,0.214,4.2,0.263,0.1,17,2.7,0.356,119,sa455046
Gabriel Quintana,Padres (A),20,365,3.00%,24.90%,0.12,0.305,0.334,0.447,0.781,0.141,4.8,0.39,0.2,51,7.9,0.355,118,sa548052
Drew Turocy,Red Sox (A),24,300,6.30%,22.30%,0.28,0.297,0.347,0.423,0.77,0.125,6.3,0.392,0.1,42,7.6,0.355,122,sa598330
Kyle Von Tungeln,Rockies (A),22,158,19.00%,15.20%,1.25,0.23,0.387,0.344,0.731,0.115,8.2,0.276,1,22,3.9,0.354,121,sa577892
Will Piwnica-Worms,Nationals (A),23,372,14.80%,17.20%,0.86,0.257,0.385,0.35,0.735,0.092,5.7,0.315,0.1,53,9.3,0.354,121,sa546827
Dane Phillips,Padres (A),22,248,7.70%,21.40%,0.36,0.281,0.343,0.433,0.776,0.152,4.6,0.345,0.1,35,5.2,0.354,118,sa503813
Dwight Smith,Blue Jays (A),20,479,10.90%,17.10%,0.63,0.284,0.365,0.388,0.753,0.104,6,0.337,2.6,67,9.8,0.353,117,sa597794
Matt Juengel,Marlins (A),23,499,8.00%,11.20%,0.71,0.27,0.343,0.419,0.762,0.149,3.6,0.28,-0.9,70,12,0.353,121,sa658579
Bijan Rademacher,Cubs (A),22,212,9.90%,11.80%,0.84,0.303,0.374,0.378,0.753,0.076,3.3,0.335,-0.4,29,4.3,0.353,117,sa658233
Jesus Solorzano,Marlins (A),22,523,4.60%,21.20%,0.22,0.285,0.325,0.45,0.775,0.165,7.2,0.339,4.5,73,12.5,0.353,120,sa506837
Sherman Johnson,Angels (A),22,478,13.80%,18.20%,0.76,0.261,0.371,0.372,0.743,0.111,7,0.322,0.8,66,9.1,0.352,116,sa658344
Derek Jones,Rockies (A),23,469,6.80%,26.40%,0.26,0.244,0.313,0.455,0.768,0.211,4.9,0.3,0.8,65,10.6,0.351,119,sa577674
Aaron Shipman,Athletics (A),21,292,16.10%,17.10%,0.94,0.279,0.397,0.324,0.721,0.045,6,0.351,-0.2,40,5.5,0.351,116,sa548218
Daniel Robertson,Athletics (A),19,451,9.10%,17.50%,0.52,0.277,0.353,0.401,0.754,0.125,3,0.324,-3,62,8.5,0.351,116,sa657854
Yhoxian Medina,Indians (A),23,256,11.70%,12.90%,0.91,0.278,0.373,0.37,0.743,0.093,5.8,0.321,-1.3,35,4.8,0.351,116,sa602515
Jackson Valera,Yankees (A),21,111,8.10%,9.90%,0.82,0.3,0.36,0.39,0.75,0.09,1.2,0.318,-0.5,15,2.5,0.351,119,sa505529
Lance Durham,Tigers (A),25,488,12.30%,27.90%,0.44,0.235,0.336,0.432,0.768,0.197,3.3,0.304,-0.3,67,9.1,0.351,116,sa501737
John Wooten,Athletics (A),22,555,9.50%,20.40%,0.47,0.257,0.333,0.43,0.764,0.174,3.9,0.294,-0.6,76,10.2,0.351,115,sa501993
Rio Ruiz,Astros (A),19,472,10.60%,19.50%,0.54,0.26,0.335,0.43,0.766,0.171,4.1,0.303,0.9,65,8.6,0.351,115,sa657980
Dalton Pompey,Blue Jays (A),20,511,12.30%,20.70%,0.59,0.261,0.358,0.394,0.752,0.133,8,0.329,3.1,70,9.3,0.35,115,12797
Emilio Guerrero,Blue Jays (A),20,391,10.00%,14.80%,0.67,0.277,0.355,0.402,0.757,0.125,5.4,0.311,0.7,53,7,0.35,115,sa597507
Jesse Wierzbicki,Astros (A),24,385,10.10%,15.30%,0.66,0.264,0.358,0.394,0.752,0.13,4.8,0.301,-0.1,52,6.9,0.35,115,sa599282
Joe Maloney,Rangers (A),22,164,8.50%,34.80%,0.25,0.23,0.305,0.459,0.764,0.23,1.9,0.313,-0.3,23,3.5,0.35,118,sa598092
Josef Terry,Reds (A),23,118,6.80%,15.30%,0.44,0.292,0.347,0.415,0.763,0.123,7.9,0.337,0.5,16,2.1,0.35,115,sa501946
Matt Olson,Athletics (A),19,558,12.90%,26.50%,0.49,0.225,0.326,0.435,0.761,0.21,2.6,0.272,-0.7,76,9.4,0.349,114,sa657863
Alberto Robles,Giants (A),22,217,6.00%,10.10%,0.59,0.304,0.36,0.387,0.746,0.082,6.9,0.335,-0.5,30,4.5,0.349,118,sa547814
Teoscar Hernandez,Astros (A),20,565,7.30%,23.90%,0.3,0.271,0.328,0.435,0.763,0.164,8.1,0.344,-0.1,76,9.3,0.348,114,sa596861
Luke Maile,Rays (A),22,407,10.10%,13.30%,0.76,0.283,0.351,0.402,0.753,0.119,4.9,0.318,0.5,55,6.7,0.348,114,sa503535
Walker Gourley,Pirates (A),22,480,5.40%,17.90%,0.3,0.304,0.35,0.396,0.747,0.092,6.7,0.365,2.6,65,9.6,0.348,117,sa501688
Mike Mcquillan,Nationals (A),23,314,12.70%,21.00%,0.61,0.277,0.372,0.367,0.74,0.091,6.3,0.357,0.2,43,6.2,0.348,117,sa658928
Eric Haase,Indians (A),20,420,9.50%,27.90%,0.34,0.25,0.322,0.439,0.761,0.189,3.7,0.324,-0.6,56,6.7,0.348,113,sa601042
Matt Argyropoulos,Rockies (A),24,327,8.90%,22.00%,0.4,0.282,0.351,0.398,0.749,0.116,4.4,0.366,0.3,44,6.4,0.347,117,sa546654
Lewis Brinson,Rangers (A),19,503,9.50%,38.00%,0.25,0.237,0.322,0.427,0.749,0.19,6.1,0.362,1.5,68,9.8,0.347,117,sa657923
Jake Cave,Yankees (A),20,520,7.70%,21.20%,0.36,0.282,0.347,0.401,0.748,0.119,6.6,0.362,-0.6,71,10.1,0.347,117,sa597983
Bruce Maxwell,Athletics (A),22,228,10.50%,12.70%,0.83,0.286,0.36,0.387,0.747,0.101,1.3,0.324,-0.1,31,3.5,0.347,113,sa657933
Victor Roache,Brewers (A),21,516,8.90%,26.60%,0.34,0.248,0.322,0.44,0.762,0.192,4.9,0.302,0.1,69,7.9,0.347,113,sa502154
Art Charles,Phillies (A),22,513,11.30%,24.40%,0.46,0.251,0.339,0.412,0.751,0.161,3.3,0.318,-2.7,69,9.8,0.347,116,sa503326
Brandon Miller,Nationals (A),23,442,7.70%,30.50%,0.25,0.243,0.308,0.456,0.763,0.213,4.7,0.313,-0.1,60,8.3,0.346,116,sa550323
Nick Vickerson,Rangers (A),23,306,17.00%,22.50%,0.75,0.217,0.366,0.348,0.715,0.131,5,0.272,0.8,41,5.7,0.346,116,sa598342
Matt Wessinger,Rockies (A),22,464,9.10%,15.50%,0.58,0.275,0.347,0.394,0.741,0.119,5.5,0.32,-0.1,63,8.7,0.346,116,sa602385
Reymond Nunez,Yankees (A),22,402,5.50%,23.10%,0.24,0.26,0.316,0.443,0.759,0.183,2.8,0.305,-0.1,54,7.5,0.346,116,sa505516
Daniel Pigott,Reds (A),23,267,6.70%,15.70%,0.43,0.28,0.335,0.423,0.757,0.142,5,0.325,-1,36,3.9,0.346,112,sa658134
Niko Goodrum,Twins (A),21,455,13.20%,23.10%,0.57,0.26,0.364,0.369,0.732,0.109,6.8,0.345,2,61,6.6,0.346,112,sa550463
Jeimer Candelario,Cubs (A),19,572,11.90%,15.40%,0.77,0.256,0.346,0.396,0.742,0.14,2.7,0.29,-0.1,76,8.2,0.346,112,sa596954
Richard Stock,Indians (A),22,205,3.90%,25.40%,0.15,0.28,0.317,0.456,0.773,0.176,3.7,0.343,0.1,27,2.9,0.345,112,sa503673
Dilson Herrera,- - -,19,503,8.00%,23.10%,0.34,0.267,0.334,0.416,0.75,0.149,6,0.332,-0.1,67,9,0.345,115,14335
Aaron Miller,Dodgers (A),25,321,8.40%,21.50%,0.39,0.266,0.332,0.419,0.751,0.152,4.1,0.321,0,42,4.4,0.345,112,sa327134
Tony Kemp,Astros (A),21,120,15.80%,15.00%,1.06,0.255,0.387,0.316,0.703,0.061,6.3,0.304,-0.1,16,1.6,0.345,112,sa708452
Jason King,Tigers (A),24,365,11.80%,15.10%,0.78,0.263,0.352,0.391,0.743,0.128,4.9,0.293,0.8,48,5,0.345,111,sa597957
Austin Elkins,Astros (A),22,441,15.20%,15.90%,0.96,0.234,0.368,0.35,0.718,0.116,6.2,0.275,-0.2,58,5.9,0.344,111,sa621617
Guillermo Pimentel,Mariners (A),20,224,8.90%,30.40%,0.29,0.257,0.33,0.416,0.746,0.158,4.8,0.359,-0.6,29,2.7,0.343,110,sa549627
Narciso Mesa,Nationals (A),21,232,7.30%,12.50%,0.59,0.298,0.363,0.361,0.724,0.063,6.6,0.343,-0.9,31,3.7,0.343,114,sa548036
Jason Coats,White Sox (A),23,563,5.50%,15.10%,0.36,0.271,0.32,0.426,0.747,0.155,5.1,0.303,0.7,74,9,0.343,114,sa577916
Jeff Holm,Tigers (A),24,524,10.50%,14.30%,0.73,0.27,0.344,0.397,0.741,0.126,5.8,0.3,-1.3,68,6.2,0.342,110,sa598329
Barrett Barnes,Pirates (A),21,206,8.30%,23.30%,0.35,0.268,0.338,0.399,0.737,0.131,4.9,0.336,0.6,27,3.2,0.342,113,sa577859
Tyrone Taylor,Brewers (A),19,549,6.40%,11.50%,0.56,0.274,0.338,0.4,0.738,0.126,5.4,0.299,0.2,71,6.1,0.341,109,sa657979
Charlie Tilson,Cardinals (A),20,411,6.10%,14.10%,0.43,0.303,0.349,0.388,0.737,0.085,6.5,0.349,0.2,53,4.6,0.341,109,sa597793
Maxx Tissenbaum,Padres (A),21,490,8.80%,7.30%,1.19,0.277,0.365,0.359,0.724,0.082,2.7,0.294,-0.4,63,5.4,0.341,109,sa503525
Mark Threlkeld,Royals (A),23,298,11.40%,22.10%,0.52,0.249,0.333,0.405,0.738,0.156,2.6,0.309,-0.3,39,4.4,0.341,113,sa579643
Corey Adamson,Padres (A),21,405,11.90%,18.80%,0.63,0.269,0.363,0.363,0.726,0.094,7.5,0.333,0.8,52,4.4,0.341,109,sa508178
Jordy Lara,Mariners (A),22,375,7.70%,18.10%,0.43,0.26,0.317,0.44,0.757,0.18,4.6,0.293,0.4,49,4.1,0.341,109,sa506241
Willson Contreras,Cubs (A),21,345,7.50%,19.10%,0.39,0.248,0.32,0.423,0.742,0.174,6.6,0.282,0.2,45,3.8,0.341,109,sa508176
Taylor Dugas,Yankees (A),23,243,13.20%,9.90%,1.33,0.25,0.384,0.306,0.69,0.056,4.7,0.277,0.1,32,3.6,0.341,113,sa577007
David Lyon,Rangers (A),23,287,9.80%,29.60%,0.33,0.239,0.321,0.416,0.736,0.176,3.8,0.321,0,38,4.2,0.341,113,sa658989
Jeremy Baltz,Padres (A),22,182,3.80%,20.30%,0.19,0.268,0.313,0.435,0.748,0.167,5.3,0.313,0.7,23,1.9,0.34,109,sa503672
Mallex Smith,Padres (A),20,507,11.60%,16.60%,0.7,0.262,0.367,0.34,0.707,0.078,7.6,0.318,5.8,65,5,0.34,108,sa599039
Eudy Pina,Mets (A),22,523,10.90%,23.50%,0.46,0.233,0.334,0.396,0.73,0.162,7.6,0.298,0.9,68,7.2,0.34,112,sa506909
Joe Sever,Indians (A),22,427,7.50%,18.70%,0.4,0.272,0.333,0.402,0.735,0.13,3.5,0.325,-0.9,55,4.1,0.339,108,sa579296
Breyvil Valera,Cardinals (A),20,562,7.10%,5.30%,1.33,0.309,0.358,0.367,0.725,0.058,5.3,0.326,-0.7,72,5.4,0.339,108,sa546472
Alfredo Morales,Mariners (A),20,132,14.40%,24.20%,0.59,0.257,0.364,0.345,0.709,0.088,2.7,0.35,0.1,17,1.3,0.339,108,sa549628
Mitchell Delfino,Giants (A),22,522,6.70%,14.60%,0.46,0.27,0.324,0.413,0.737,0.143,3.4,0.295,-1.3,68,7.1,0.339,112,sa579278
Marcus Littlewood,Mariners (A),21,256,15.60%,22.70%,0.69,0.23,0.35,0.366,0.717,0.136,3.8,0.301,0,33,2.5,0.339,108,sa548261
Rodney Daal,Padres (A),20,299,4.70%,19.40%,0.24,0.271,0.317,0.424,0.741,0.152,4.6,0.317,-0.6,38,2.7,0.339,108,sa598817
Erik Gonzalez,Indians (A),21,383,6.30%,18.50%,0.34,0.259,0.307,0.439,0.747,0.18,7.5,0.301,0.2,49,3.4,0.339,108,sa506001
Patrick Kivlehan,Mariners (A),23,247,6.90%,17.00%,0.4,0.283,0.344,0.386,0.73,0.103,4.1,0.333,-0.4,31,2.1,0.338,107,sa657983
Samuel Diaz,Reds (A),22,314,10.20%,10.20%,1,0.279,0.362,0.349,0.712,0.071,5.2,0.304,0.1,40,2.7,0.338,107,sa506259
Douglas Crumlich,Pirates (A),23,215,16.30%,13.00%,1.25,0.253,0.383,0.305,0.688,0.052,2.7,0.297,-0.3,28,2.7,0.338,111,sa602513
Bubba Starling,Royals (A),20,498,10.60%,25.70%,0.41,0.241,0.329,0.398,0.727,0.156,6.4,0.309,2.7,64,6.1,0.338,111,sa597751
Brock Hebert,Mariners (A),22,222,9.90%,18.90%,0.52,0.277,0.365,0.34,0.706,0.063,5.9,0.349,0.3,28,1.8,0.338,107,sa658259
