Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Kalian Sams,- - -,26,188,14.90%,23.40%,0.64,0.268,0.383,0.586,0.969,0.318,4.9,0.28,1.9,36,15,0.419,170,sa381343
Marcus Semien,White Sox (AA),22,483,17.40%,13.70%,1.27,0.29,0.42,0.483,0.903,0.193,7,0.317,1.5,86,34.3,0.415,167,12533
Tommy Medica,Padres (AA),25,320,8.80%,20.90%,0.42,0.296,0.372,0.582,0.954,0.286,5.1,0.327,-0.1,60,23.7,0.412,165,11147
Tommy La Stella,Braves (AA),24,323,11.50%,10.50%,1.09,0.343,0.422,0.473,0.896,0.131,4.6,0.38,0.6,56,21.8,0.41,163,12371
Xander Bogaerts,Red Sox (AA),20,259,13.50%,19.70%,0.69,0.311,0.407,0.502,0.909,0.192,6.5,0.378,0.5,47,16.4,0.409,153,12161
Maikel Franco,Phillies (AA),20,292,3.40%,10.60%,0.32,0.339,0.363,0.563,0.926,0.224,3.6,0.338,-0.7,53,18.3,0.408,153,12179
Josmil Pinto,Twins (AA),24,453,14.10%,15.70%,0.9,0.308,0.411,0.482,0.892,0.174,2,0.349,-1,81,27.6,0.406,152,6806
Antoan Richardson,Twins (AA),29,154,14.30%,16.20%,0.88,0.336,0.456,0.403,0.859,0.067,7.1,0.421,0.7,27,9.2,0.405,151,209
Derek Dietrich,Marlins (AA),23,257,11.30%,23.30%,0.48,0.271,0.381,0.509,0.89,0.239,5.9,0.327,0.3,44,16.4,0.405,160,10542
Dan Black,White Sox (AA),25,551,16.50%,17.80%,0.93,0.29,0.411,0.47,0.881,0.18,3.5,0.334,0,93,33.8,0.401,157,sa501741
Roberto Perez,Indians (AA),24,128,25.00%,19.50%,1.28,0.247,0.453,0.376,0.829,0.129,1.4,0.318,-0.3,22,7.2,0.4,148,2900
Tommy Pham,Cardinals (AA),25,188,10.60%,22.30%,0.48,0.301,0.388,0.521,0.91,0.221,6.6,0.371,-0.1,34,12.1,0.4,157,2967
Cedric Hunter,Indians (AA),25,256,6.60%,13.70%,0.49,0.295,0.344,0.568,0.912,0.274,4.5,0.3,-0.9,44,14.2,0.399,147,2833
Andrew Lambo,Pirates (AA),24,247,8.10%,24.30%,0.33,0.291,0.351,0.559,0.91,0.268,6.7,0.336,0.7,43,13.5,0.398,146,5386
Joc Pederson,Dodgers (AA),21,519,13.50%,22.00%,0.61,0.278,0.381,0.497,0.878,0.219,6.4,0.327,2.7,86,30.4,0.398,155,11899
Miguel Sano,Twins (AA),20,276,13.00%,29.30%,0.44,0.236,0.344,0.571,0.915,0.335,4.8,0.265,-0.1,47,14.8,0.397,145,sa548088
Dustin Martin,Diamondbacks (AA),29,249,11.20%,20.10%,0.56,0.295,0.378,0.502,0.88,0.207,7.3,0.348,1.4,41,14.5,0.397,154,sa328277
Christian Yelich,Marlins (AA),21,222,11.70%,23.40%,0.5,0.28,0.365,0.518,0.883,0.238,6.1,0.346,-1.1,36,12.8,0.396,154,11477
Justin Howard,Pirates (AA),25,328,11.60%,18.90%,0.61,0.314,0.405,0.459,0.864,0.145,3.6,0.38,-1.2,56,17.2,0.395,144,sa549676
Andy Wilkins,White Sox (AA),24,285,13.30%,20.40%,0.66,0.288,0.386,0.477,0.863,0.189,3.3,0.339,0.3,46,15.9,0.394,152,11251
Ji-Man Choi,Mariners (AA),22,236,13.60%,11.90%,1.14,0.268,0.377,0.485,0.862,0.217,3.6,0.27,-0.6,38,12.7,0.391,150,sa549626
Austin Wates,Astros (AA),24,104,13.50%,17.30%,0.78,0.31,0.423,0.448,0.871,0.138,8.4,0.382,1.8,18,6,0.391,150,sa526661
Jake Marisnick,Marlins (AA),22,298,5.70%,22.80%,0.25,0.294,0.358,0.502,0.86,0.208,6.6,0.351,-0.3,48,16,0.391,150,11339
Brian Fletcher,Royals (AA),24,221,5.90%,18.60%,0.32,0.314,0.353,0.541,0.894,0.227,5.5,0.342,0.3,38,12.6,0.39,150,sa526538
Kyle Jensen,Marlins (AA),25,291,11.30%,25.10%,0.45,0.237,0.354,0.498,0.852,0.261,3.8,0.268,-0.4,46,15.4,0.39,150,sa501667
Javier Herrera,Giants (AA),28,552,10.30%,21.20%,0.49,0.296,0.376,0.485,0.861,0.19,5.6,0.359,1.1,91,25.7,0.388,139,sa244221
Brad Miller,Mariners (AA),23,175,11.40%,17.10%,0.67,0.294,0.379,0.471,0.85,0.176,4.9,0.333,-0.5,28,8.9,0.387,148,12775
Rougned Odor,Rangers (AA),19,144,6.30%,16.70%,0.38,0.306,0.354,0.53,0.884,0.224,6.5,0.337,0.2,24,7.7,0.386,147,12282
Mark Minicozzi,Giants (AA),30,518,12.00%,23.70%,0.5,0.309,0.4,0.445,0.844,0.135,2.8,0.403,0,84,23.2,0.386,138,sa293084
Xavier Scruggs,Cardinals (AA),25,546,15.00%,32.40%,0.46,0.248,0.376,0.487,0.863,0.239,3.6,0.335,-0.8,90,28,0.383,145,7409
Garin Cecchini,Red Sox (AA),22,295,17.30%,17.60%,0.98,0.296,0.42,0.404,0.825,0.108,5.8,0.367,0.7,47,12.6,0.383,136,11608
Billy Burns,Nationals (AA),23,138,14.50%,12.30%,1.18,0.325,0.434,0.36,0.793,0.035,6.9,0.381,3.1,22,5.5,0.379,134,12701
Conner Crumbliss,Athletics (AA),26,430,16.00%,13.30%,1.21,0.28,0.405,0.432,0.837,0.153,5.2,0.307,0.6,69,20.4,0.378,142,sa502365
Mark Canha,Marlins (AA),24,504,10.70%,20.20%,0.53,0.273,0.371,0.449,0.82,0.176,4.5,0.327,0.3,76,22.2,0.378,141,sa526811
Kyeong Kang,Rays (AA),25,403,13.20%,25.30%,0.52,0.251,0.355,0.471,0.826,0.22,5.6,0.313,0.2,61,17.6,0.377,141,sa327822
Matt Long,Angels (AA),26,133,9.00%,21.80%,0.41,0.311,0.371,0.487,0.859,0.176,5.7,0.386,-0.6,21,6.1,0.376,140,sa454873
Julio Morban,Mariners (AA),21,326,8.60%,29.10%,0.29,0.295,0.362,0.468,0.83,0.173,6.7,0.415,0.3,49,13.8,0.376,140,sa503304
Mike O'Neill,Cardinals (AA),25,434,16.40%,6.00%,2.73,0.32,0.431,0.384,0.815,0.064,5.6,0.339,1.8,69,19.7,0.376,140,sa546800
Reymond Fuentes,Padres (AA),22,403,10.20%,17.60%,0.58,0.316,0.396,0.441,0.837,0.125,6.1,0.381,1.7,64,18.1,0.375,139,10329
Erik Castro,Astros (AA),25,473,11.60%,22.20%,0.52,0.28,0.368,0.48,0.848,0.2,2,0.337,-1.4,75,21,0.374,139,sa501648
Max Stassi,Astros (AA),22,323,5.90%,21.10%,0.28,0.277,0.333,0.529,0.863,0.253,2.8,0.301,-0.3,51,14.4,0.374,139,10059
Charlie Cutler,Pirates (AA),26,301,13.00%,12.30%,1.05,0.298,0.397,0.42,0.816,0.122,4.8,0.336,0.5,46,10.6,0.373,130,sa454748
Rhyne Hughes,Mets (AA),29,187,10.70%,32.60%,0.33,0.278,0.364,0.463,0.827,0.185,4.2,0.408,-0.3,29,6.5,0.373,130,9955
Andrew Susac,Giants (AA),23,310,13.50%,21.90%,0.62,0.256,0.362,0.458,0.82,0.202,1.8,0.299,0.1,47,10.7,0.373,129,13132
Abraham Almonte,Mariners (AA),24,120,15.00%,23.30%,0.64,0.255,0.367,0.451,0.818,0.196,6.9,0.314,0.7,18,4.8,0.372,137,5486
Caleb Joseph,Orioles (AA),27,570,6.80%,16.10%,0.42,0.299,0.346,0.494,0.84,0.195,3.5,0.321,-0.2,87,19.4,0.372,129,7087
Domingo Santana,Astros (AA),20,476,9.70%,29.20%,0.33,0.252,0.345,0.498,0.842,0.245,5.4,0.316,0.3,74,20.2,0.372,137,10348
Zelous Wheeler,Orioles (AA),26,102,14.70%,14.70%,1,0.299,0.402,0.391,0.793,0.092,4.2,0.352,0.6,15,3.4,0.371,128,8822
Jason Rogers,Brewers (AA),25,549,10.70%,15.70%,0.69,0.27,0.346,0.468,0.814,0.198,4,0.283,0.1,80,21,0.37,136,11773
Xavier Avery,Orioles (AA),23,186,12.40%,23.70%,0.52,0.3,0.391,0.406,0.798,0.106,7.9,0.409,1.1,28,6,0.37,127,8471
Clint Robinson,Blue Jays (AA),28,332,12.00%,15.10%,0.8,0.27,0.364,0.446,0.811,0.176,3,0.294,-0.7,50,10.6,0.369,127,6908
Jake Lowery,Indians (AA),22,270,12.20%,24.40%,0.5,0.275,0.363,0.449,0.812,0.174,1.6,0.358,-0.1,40,8.5,0.369,127,sa597837
Jeremy Barfield,Athletics (AA),24,114,12.30%,14.90%,0.82,0.242,0.333,0.515,0.848,0.273,3,0.213,-0.2,18,4.6,0.369,135,sa327073
Nick Evans,Diamondbacks (AA),27,527,12.50%,21.10%,0.59,0.267,0.357,0.449,0.806,0.183,2.6,0.309,-1.6,76,19.7,0.369,135,7595
Alex Dickerson,Pirates (AA),23,491,5.50%,18.10%,0.3,0.288,0.337,0.494,0.832,0.206,4.8,0.325,-1,73,15.2,0.368,126,sa526380
Kyle Parker,Rockies (AA),23,528,7.60%,18.80%,0.4,0.288,0.345,0.492,0.836,0.204,4,0.318,-1.4,81,20.8,0.368,135,11763
Carlos Moncrief,Indians (AA),24,552,10.00%,17.80%,0.56,0.284,0.354,0.47,0.824,0.186,6,0.321,0,82,17,0.368,126,sa392114
Kevin Kiermaier,Rays (AA),23,417,7.40%,14.60%,0.51,0.307,0.37,0.434,0.804,0.127,6.9,0.354,-1.8,60,15.1,0.367,134,11038
Mike Costanzo,Reds (AA),29,185,14.60%,22.70%,0.64,0.261,0.368,0.439,0.807,0.178,3.6,0.33,0,26,6.6,0.367,134,3533
Travis Taijeron,Mets (AA),24,261,9.20%,29.50%,0.31,0.246,0.322,0.504,0.826,0.259,1.3,0.301,-0.1,39,7.8,0.366,125,sa598284
Brian Van Kirk,Blue Jays (AA),27,289,18.30%,13.80%,1.33,0.278,0.412,0.355,0.766,0.077,3.6,0.326,-0.3,43,8.6,0.366,125,sa262432
Jamie Johnson,Tigers (AA),26,524,19.30%,14.10%,1.36,0.273,0.42,0.342,0.763,0.069,5.8,0.323,2.3,77,15,0.365,124,sa501504
Kevin Pillar,Blue Jays (AA),24,327,5.80%,9.50%,0.61,0.313,0.361,0.441,0.802,0.128,5.5,0.336,-0.4,48,9.3,0.365,124,12434
Arismendy Alcantara,Cubs (AA),21,571,10.90%,21.90%,0.5,0.271,0.352,0.451,0.804,0.18,6.4,0.332,3.4,80,19.6,0.365,132,10711
Jim Murphy,Phillies (AA),27,579,10.20%,20.60%,0.5,0.273,0.352,0.465,0.818,0.192,2.2,0.31,-0.4,85,16.2,0.364,124,sa454769
Josh Johnson,Nationals (AA),27,188,11.20%,15.40%,0.72,0.267,0.35,0.453,0.803,0.186,5.6,0.286,-0.1,27,5.1,0.363,123,sa254333
Ramon Cabrera,Tigers (AA),23,362,12.20%,9.40%,1.29,0.304,0.392,0.388,0.78,0.083,4.6,0.338,0.7,53,9.8,0.363,123,sa503033
Justin Greene,Diamondbacks (AA),27,430,9.80%,17.20%,0.57,0.308,0.377,0.413,0.79,0.105,8.3,0.377,1.2,60,14.2,0.363,131,sa455434
Brett Nicholas,Rangers (AA),24,575,8.00%,21.40%,0.37,0.289,0.357,0.474,0.831,0.186,3.5,0.336,-0.2,86,20.4,0.363,131,sa548340
Jake Goebbert,Athletics (AA),25,459,10.20%,18.10%,0.57,0.268,0.352,0.48,0.831,0.212,5.1,0.291,-0.2,68,16.2,0.363,131,9431
Juan Carlos Linares,Red Sox (AA),28,339,7.70%,21.20%,0.36,0.276,0.351,0.449,0.8,0.173,3,0.336,-0.1,49,9.1,0.363,123,sa560967
Chris Taylor,Mariners (AA),22,300,13.30%,18.30%,0.73,0.293,0.391,0.383,0.774,0.09,7.7,0.368,2.1,42,9.8,0.362,131,13757
Adam Loewen,Blue Jays (AA),29,491,11.60%,25.50%,0.46,0.269,0.358,0.439,0.797,0.169,4.6,0.347,-0.2,71,12.8,0.362,122,2134
Kent Matthes,Rockies (AA),26,282,7.10%,23.40%,0.3,0.27,0.335,0.484,0.819,0.215,6,0.331,0.9,42,9.8,0.362,130,sa501246
Jarrett Parker,Giants (AA),24,524,11.50%,30.70%,0.37,0.245,0.355,0.43,0.785,0.185,5.8,0.343,-2.1,75,13.1,0.36,121,sa526831
Stephen Piscotty,Cardinals (AA),22,207,9.20%,9.20%,1,0.299,0.364,0.446,0.81,0.147,3.1,0.304,0.1,30,6.9,0.36,129,sa503644
Jorge Bonifacio,Royals (AA),20,105,10.50%,21.90%,0.48,0.301,0.371,0.441,0.812,0.14,3.7,0.377,0,15,3.5,0.36,129,sa547943
Buck Britton,Orioles (AA),27,270,7.00%,12.60%,0.56,0.291,0.34,0.462,0.801,0.17,5.9,0.309,0.5,38,6.5,0.359,120,sa455619
Alex Buchholz,Rangers (AA),25,330,5.20%,9.40%,0.55,0.279,0.337,0.472,0.809,0.193,2.4,0.275,-0.3,48,10.8,0.359,129,sa454711
Kentrail Davis,Brewers (AA),25,359,12.50%,20.60%,0.61,0.266,0.372,0.405,0.776,0.138,7.1,0.335,1.3,49,10.9,0.359,128,sa390671
Ty Kelly,Orioles (AA),24,343,14.90%,14.30%,1.04,0.283,0.389,0.382,0.771,0.099,4.7,0.331,-0.1,49,8.1,0.359,120,sa501692
Jordan Parraz,Twins (AA),28,275,9.10%,19.30%,0.47,0.261,0.347,0.444,0.791,0.183,3.9,0.292,0.5,39,6.5,0.359,120,sa253734
Trayvon Robinson,Orioles (AA),25,228,10.50%,24.10%,0.44,0.271,0.348,0.447,0.795,0.176,6.2,0.345,0.7,32,5.4,0.359,120,9875
Danny Muno,Mets (AA),24,561,16.40%,17.30%,0.95,0.249,0.384,0.379,0.762,0.129,5,0.296,-1.7,79,13.2,0.358,120,sa526337
Ruben Gotay,Cardinals (AA),30,576,12.50%,16.50%,0.76,0.279,0.366,0.438,0.804,0.159,3.8,0.313,0.2,84,18.4,0.358,128,3417
Daniel Fields,Tigers (AA),22,515,8.70%,25.20%,0.35,0.284,0.356,0.435,0.791,0.151,7.3,0.374,1.8,73,12,0.358,120,sa501512
Kiel Roling,Rockies (AA),26,458,8.30%,23.40%,0.36,0.261,0.323,0.5,0.823,0.239,1.1,0.29,-0.1,67,14.5,0.358,128,sa454751
Jeff Howell,Nationals (AA),30,100,4.00%,19.00%,0.21,0.28,0.306,0.505,0.811,0.226,3.4,0.3,-0.4,14,2.3,0.358,119,sa291733
Preston Tucker,Astros (AA),22,268,10.10%,17.20%,0.59,0.262,0.347,0.456,0.803,0.194,2.6,0.287,-0.5,39,8.4,0.357,127,sa577996
Bryson Smith,Reds (AA),24,238,8.40%,13.90%,0.61,0.275,0.363,0.406,0.769,0.13,3.8,0.306,-0.6,32,6.9,0.357,127,sa502686
Christian Vazquez,Red Sox (AA),22,399,11.80%,11.00%,1.07,0.289,0.376,0.395,0.771,0.105,3.6,0.316,-0.8,56,8.9,0.357,119,9774
Christian Villanueva,Cubs (AA),22,542,6.30%,21.60%,0.29,0.261,0.317,0.469,0.787,0.208,3.3,0.303,-2,73,15.2,0.356,126,sa505993
Adam Weisenburger,Brewers (AA),24,213,11.30%,22.50%,0.5,0.251,0.367,0.394,0.761,0.143,2.9,0.315,-1,29,5.9,0.356,126,sa546626
Jose Pirela,Yankees (AA),23,530,10.60%,11.50%,0.92,0.272,0.359,0.418,0.777,0.146,6.4,0.293,2.2,74,11.3,0.356,118,5485
Rubi Silva,Cubs (AA),24,490,3.70%,20.20%,0.18,0.284,0.31,0.483,0.793,0.199,6.4,0.331,-0.4,66,13.6,0.356,126,sa594139
Brad Glenn,Blue Jays (AA),26,477,9.20%,21.80%,0.42,0.264,0.334,0.459,0.793,0.195,3.3,0.308,-0.5,66,10.1,0.356,118,7392
Adalberto Santos,Pirates (AA),25,482,12.20%,14.50%,0.84,0.281,0.375,0.386,0.762,0.105,4.9,0.323,0.7,67,9.7,0.354,117,sa389203
Andrew Heid,Angels (AA),25,245,12.70%,20.00%,0.63,0.288,0.381,0.399,0.78,0.111,3.7,0.365,-0.3,35,7,0.354,125,sa548464
John Ryan Murphy,Yankees (AA),22,211,11.40%,15.20%,0.75,0.268,0.352,0.421,0.773,0.153,3.4,0.293,0.1,29,4.1,0.353,116,10346
Cyle Hankerd,Angels (AA),28,148,6.10%,23.60%,0.26,0.26,0.351,0.433,0.784,0.173,2.5,0.307,-0.1,21,4.1,0.353,125,sa326676
Cameron Rupp,Phillies (AA),24,161,8.70%,22.40%,0.39,0.245,0.329,0.455,0.784,0.21,1,0.273,0,22,3.1,0.353,116,11146
Kyle Roller,Yankees (AA),25,510,10.40%,28.00%,0.37,0.253,0.347,0.427,0.774,0.174,1.8,0.333,-0.1,70,9.7,0.353,116,sa503716
Jae-Hoon Ha,Cubs (AA),22,114,11.40%,21.10%,0.54,0.284,0.384,0.368,0.752,0.084,6.5,0.366,1.1,15,2.9,0.352,124,sa502535
Jesus Aguilar,Indians (AA),23,567,9.90%,18.90%,0.52,0.275,0.349,0.427,0.776,0.152,1.4,0.316,-0.6,78,10.6,0.352,116,11342
James Ramsey,Cardinals (AA),23,416,12.70%,26.00%,0.49,0.251,0.356,0.424,0.78,0.173,5.1,0.316,-0.2,58,11.1,0.351,123,sa599239
Josh Rodriguez,Mets (AA),28,522,13.40%,18.00%,0.74,0.272,0.371,0.39,0.761,0.118,4.3,0.329,-0.4,71,9.3,0.351,115,5716
James Jones,Mariners (AA),24,405,9.90%,17.80%,0.56,0.275,0.347,0.419,0.766,0.143,7.3,0.33,1.8,53,9.9,0.351,123,9767
Brian Goodwin,Nationals (AA),22,533,12.40%,22.70%,0.55,0.252,0.355,0.407,0.762,0.155,7.1,0.321,-0.9,72,9.4,0.351,115,sa501964
Brandon Douglas,Tigers (AA),27,191,6.80%,18.80%,0.36,0.303,0.349,0.423,0.772,0.12,6.3,0.365,1.3,26,3.3,0.351,115,sa455065
John Andreoli,Cubs (AA),23,226,9.30%,16.80%,0.55,0.289,0.358,0.398,0.756,0.109,7.4,0.344,2.4,29,5.4,0.35,122,sa577764
Ryan Schimpf,Blue Jays (AA),25,529,14.90%,26.10%,0.57,0.21,0.338,0.428,0.766,0.217,3.8,0.248,-0.8,72,9,0.35,114,sa501472
Cameron Seitzer,Rays (AA),23,579,14.00%,16.90%,0.83,0.268,0.38,0.36,0.74,0.092,2.1,0.324,-0.9,75,13.6,0.35,122,sa578022
Cory Vaughn,Mets (AA),24,295,8.10%,26.40%,0.31,0.267,0.346,0.424,0.769,0.156,5.6,0.343,1.3,40,4.9,0.35,114,sa526822
Adam Duvall,Giants (AA),24,430,8.10%,16.70%,0.49,0.252,0.32,0.465,0.785,0.213,4.8,0.268,-0.1,58,7.1,0.349,114,10950
Matt Fields,Royals (AA),27,524,11.50%,34.50%,0.33,0.222,0.324,0.469,0.794,0.247,3.5,0.288,-1.3,73,13.1,0.349,122,sa289014
Jimmy Van Ostrand,Nationals (AA),28,283,8.80%,9.90%,0.89,0.252,0.329,0.445,0.774,0.193,1.8,0.25,-0.5,38,4.6,0.349,114,sa327047
Justin Toole,Indians (AA),26,128,9.40%,10.20%,0.92,0.31,0.381,0.363,0.744,0.053,2.1,0.35,-0.3,17,2,0.349,113,sa507054
Brock Kjeldgaard,Brewers (AA),27,526,12.50%,28.70%,0.44,0.222,0.333,0.417,0.75,0.195,2.2,0.273,-0.5,68,11.9,0.349,121,sa326252
Tyson Gillies,Phillies (AA),24,191,6.30%,20.40%,0.31,0.267,0.312,0.477,0.789,0.21,6.1,0.305,-0.5,26,3,0.349,113,sa328244
Chris Wallace,Indians (AA),25,129,7.80%,27.90%,0.28,0.299,0.349,0.419,0.768,0.12,1.6,0.4,0,17,2,0.348,113,sa526346
Gary Sanchez,Yankees (AA),20,110,11.80%,14.50%,0.81,0.25,0.364,0.38,0.744,0.13,1.4,0.28,0,15,1.7,0.348,113,sa549555
Jonathan Mota,Cubs (AA),26,341,9.10%,17.90%,0.51,0.276,0.348,0.409,0.757,0.133,3.8,0.322,-0.3,44,7.5,0.348,121,sa291809
Taylor Krick,Marlins (AA),25,120,11.70%,22.50%,0.52,0.265,0.375,0.353,0.728,0.088,3.4,0.351,0.1,15,2.6,0.347,120,sa505580
Ryan Court,Diamondbacks (AA),25,216,14.80%,25.90%,0.57,0.258,0.38,0.354,0.734,0.096,2.1,0.366,-0.6,28,4.7,0.347,120,sa579055
Gregory Polanco,Pirates (AA),21,286,12.60%,12.60%,1,0.263,0.354,0.407,0.762,0.144,5.5,0.282,-0.4,38,4.1,0.347,112,12907
Brett Eibner,Royals (AA),24,504,10.50%,29.60%,0.36,0.243,0.33,0.451,0.781,0.209,6.4,0.319,0,69,11.6,0.347,120,sa390416
Kyle Knudson,Twins (AA),25,102,9.80%,12.70%,0.77,0.295,0.382,0.352,0.735,0.057,0.9,0.342,0,13,1.4,0.347,112,sa546859
Reynaldo Rodriguez,Twins (AA),27,469,9.40%,23.00%,0.41,0.231,0.305,0.482,0.787,0.251,5.4,0.256,-0.7,62,6.4,0.346,112,sa329131
Taylor Lindsey,Angels (AA),21,566,8.50%,16.10%,0.53,0.274,0.339,0.441,0.78,0.167,4.2,0.303,-1,77,12.5,0.346,119,sa548170
J.T. Wise,Dodgers (AA),27,321,12.10%,27.40%,0.44,0.245,0.341,0.403,0.744,0.158,1.3,0.328,-1,41,6.4,0.345,119,sa505632
Brandon Waring,Orioles (AA),27,404,11.90%,31.90%,0.37,0.213,0.315,0.45,0.765,0.236,1,0.258,-0.1,53,5.2,0.345,111,sa389878
Andrew Clark,Yankees (AA),25,153,7.80%,20.30%,0.39,0.277,0.333,0.426,0.759,0.149,1.6,0.336,0,20,1.9,0.345,111,sa328044
Christian Marrero,Braves (AA),26,487,17.20%,14.80%,1.17,0.231,0.366,0.371,0.736,0.14,4.3,0.262,-0.1,61,9.4,0.344,118,sa326115
Michael Earley,White Sox (AA),25,261,7.30%,14.20%,0.51,0.275,0.336,0.412,0.748,0.137,5.1,0.308,-0.2,33,4.9,0.344,118,sa549597
Tyler Collins,Tigers (AA),23,530,9.60%,23.00%,0.42,0.24,0.323,0.438,0.76,0.197,2.6,0.277,-1.4,69,6.3,0.344,110,12723
Niuman Romero,Orioles (AA),28,439,12.80%,13.00%,0.98,0.28,0.374,0.358,0.733,0.078,3.7,0.325,-0.4,57,5.2,0.344,110,5063
Rafael Lopez,Cubs (AA),25,367,13.40%,18.30%,0.73,0.247,0.35,0.392,0.742,0.146,1.6,0.29,-0.7,46,6.9,0.344,118,12606
Kelly Dugan,Phillies (AA),22,226,2.20%,23.90%,0.09,0.264,0.299,0.472,0.771,0.208,2.8,0.309,-0.5,29,2.6,0.343,110,sa500838
Rene Garcia,Astros (AA),23,329,5.80%,13.40%,0.43,0.304,0.348,0.419,0.767,0.116,2.6,0.341,-0.7,44,6.7,0.343,118,sa454693
Justin Bour,Cubs (AA),25,361,10.00%,17.50%,0.57,0.237,0.313,0.461,0.774,0.224,2,0.236,-1,45,6.7,0.343,117,9744
Josh Horton,Orioles (AA),27,271,5.50%,17.70%,0.31,0.303,0.342,0.414,0.756,0.112,4.8,0.365,0.1,35,3.1,0.343,110,sa390360
Michael Almanzar,Red Sox (AA),22,561,7.50%,17.80%,0.42,0.268,0.328,0.432,0.76,0.164,5.1,0.302,1.2,72,5.8,0.342,109,sa455994
Randal Grichuk,Angels (AA),21,542,5.20%,17.00%,0.3,0.256,0.306,0.474,0.78,0.218,6.8,0.272,-0.3,72,9.9,0.341,116,10243
Derrick Mitchell,Phillies (AA),26,248,10.10%,20.20%,0.5,0.241,0.32,0.441,0.761,0.2,5.6,0.272,-0.1,32,2.3,0.34,108,sa295726
Griff Erickson,Dodgers (AA),25,217,14.30%,24.00%,0.6,0.199,0.324,0.414,0.738,0.215,2.7,0.223,-1.3,27,3.5,0.34,115,sa327827
Tyler Henson,Phillies (AA),25,294,8.80%,29.30%,0.3,0.264,0.34,0.407,0.747,0.143,6.8,0.376,0.7,37,2.7,0.34,108,sa326736
Travis Shaw,Red Sox (AA),23,529,14.70%,22.10%,0.67,0.221,0.342,0.394,0.736,0.173,4.4,0.262,0,67,4.6,0.34,107,sa578040
Garrett Weber,Diamondbacks (AA),24,353,6.80%,17.60%,0.39,0.281,0.344,0.388,0.731,0.106,4,0.337,0.3,43,5.5,0.339,115,sa598344
Joe Paciorek,Brewers (AA),24,122,13.90%,20.50%,0.68,0.252,0.361,0.359,0.72,0.107,0.9,0.312,-0.1,15,1.8,0.338,114,sa389764
Zack Cox,Marlins (AA),24,325,11.70%,20.90%,0.56,0.269,0.357,0.367,0.724,0.099,3.9,0.341,0.1,39,4.7,0.338,114,sa455436
Kyle Hudson,Orioles (AA),26,421,13.10%,13.30%,0.98,0.292,0.386,0.317,0.704,0.025,5.8,0.342,1.7,53,2.8,0.337,106,3658
Seth Loman,Orioles (AA),27,220,6.40%,25.90%,0.25,0.262,0.324,0.421,0.745,0.159,1.3,0.331,-0.1,27,1.4,0.337,105,sa326152
James Beresford,Twins (AA),24,181,7.70%,12.20%,0.64,0.316,0.373,0.348,0.721,0.032,4.6,0.36,0.9,23,1.1,0.337,105,sa392998
Max Muncy,Athletics (AA),22,197,12.20%,17.30%,0.71,0.25,0.34,0.413,0.753,0.163,3.4,0.289,-0.5,25,2.9,0.336,113,sa503373
