Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Frank Francisco,Mets (AA),32,4.2,7.71,1.93,4,0,19.10%,4.80%,14.30%,0.3,1.5,0.375,71.40%,3.86,2.13,1.73,1933
Greg Sexton,Rays (AA),27,2,4.5,0,1,0,12.50%,0.00%,12.50%,0.125,0.5,0.143,100.00%,0,2.14,-2.14,sa390637
Pete Andrelczyk,Marlins (AA),26,1,18,9,2,0,50.00%,25.00%,25.00%,0,1,0,100.00%,0,2.14,-2.14,sa454557
Yoanner Negrin,Cubs (AA),28,5,7.2,1.8,4,0,25.00%,6.30%,18.80%,0.067,0.4,0.091,100.00%,0,2.14,-2.14,sa608348
Dustin Umberger,White Sox (AA),25,5,16.2,0,9,1.8,52.90%,0.00%,52.90%,0.235,0.8,0.429,100.00%,1.8,2.14,-0.34,sa660531
Pedro Viola,Orioles (AA),29,32.1,13.92,2.23,6.25,0.84,39.10%,6.30%,32.80%,0.193,0.96,0.303,71.90%,3.34,2.15,1.19,5971
James Needy,Padres (AA),21,5.1,10.13,3.38,3,0,30.00%,10.00%,20.00%,0.222,1.13,0.333,83.30%,1.69,2.16,-0.47,sa501496
Alberto Cabrera,Cubs (AA),23,35.2,11.36,2.52,4.5,0.5,30.20%,6.70%,23.50%,0.216,1.12,0.304,67.20%,2.52,2.19,0.33,8352
Mike Solbach,Rockies (AA),26,8.1,9.72,3.24,3,0,30.00%,10.00%,20.00%,0.074,0.6,0.111,100.00%,0,2.2,-2.2,sa392104
Sean Nolin,Blue Jays (AA),22,15,10.8,3.6,3,0,30.00%,10.00%,20.00%,0.17,1,0.257,81.30%,1.2,2.2,-1,11341
Evan Crawford,Blue Jays (AA),25,4,11.25,4.5,2.5,0,29.40%,11.80%,17.70%,0.2,1.25,0.3,80.00%,0,2.2,-2.2,7249
Shane Brown,Yankees (AA),24,1,18,9,2,0,33.30%,16.70%,16.70%,0.4,3,0.667,100.00%,0,2.2,-2.2,sa503750
Miles Mikolas,Padres (AA),23,12.1,8.03,2.19,3.67,0,20.80%,5.70%,15.10%,0.32,1.54,0.41,68.40%,2.92,2.23,0.69,9803
Kyle Simon,Phillies (AA),21,25.1,7.46,1.78,4.2,0,21.90%,5.20%,16.70%,0.133,0.67,0.174,72.20%,1.42,2.26,-0.83,sa577011
Neftali Feliz,Rangers (AA),24,2,18,9,2,0,44.40%,22.20%,22.20%,0.143,1.5,0.333,66.70%,0,2.28,-2.28,18
Jake Odorizzi,Royals (AA),22,38,11.13,2.37,4.7,0.47,30.90%,6.60%,24.30%,0.19,0.97,0.269,64.30%,3.32,2.28,1.04,6397
Dan Lazzaroni,Padres (AA),23,2,4.5,0,1,0,12.50%,0.00%,12.50%,0.25,1,0.286,50.00%,4.5,2.28,2.22,sa579086
Jeremy Gigliotti,Padres (AA),24,2,4.5,0,1,0,11.10%,0.00%,11.10%,0.333,1.5,0.375,66.70%,4.5,2.28,2.22,sa598340
Chris Wilkes,Padres (AA),22,6,9,3,3,0,25.00%,8.30%,16.70%,0.182,1,0.25,66.70%,0,2.28,-2.28,sa455456
Cody Allen,Indians (AA),23,7.2,11.74,0,10,1.17,40.00%,0.00%,40.00%,0.08,0.26,0.071,100.00%,1.17,2.29,-1.12,12183
Brian Moran,Mariners (AA),23,31.2,8.24,1.71,4.83,0.28,22.80%,4.70%,18.10%,0.248,1.14,0.319,89.60%,1.14,2.29,-1.15,sa501495
Patrick Corbin,Diamondbacks (AA),22,27,8.33,2.67,3.13,0,23.60%,7.60%,16.00%,0.227,1.11,0.306,83.90%,1.67,2.29,-0.63,9323
Tommy Hunter,Orioles (AA),25,10,5.4,0.9,6,0,17.70%,2.90%,14.70%,0.091,0.4,0.111,100.00%,0,2.3,-2.3,1157
Jeff Karstens,Pirates (AA),29,10,5.4,0.9,6,0,16.20%,2.70%,13.50%,0.222,0.9,0.267,88.90%,0.9,2.3,-1.4,5879
Conrad Flynn,Diamondbacks (AA),23,12,3.75,0,5,0,9.80%,0.00%,9.80%,0.275,1.17,0.304,57.10%,3,2.31,0.69,sa392169
Luis Perdomo,Twins (AA),28,39.1,9.84,3.66,2.69,0,27.00%,10.10%,17.00%,0.183,1.07,0.263,69.80%,2.75,2.31,0.43,5380
Chris Jones,Braves (AA),23,60,9.15,2.85,3.21,0.15,23.00%,7.20%,15.90%,0.282,1.47,0.372,68.50%,3.9,2.33,1.57,sa392067
Adam Olbrychowski,Nationals (AA),25,4.2,9.64,3.86,2.5,0,26.30%,10.50%,15.80%,0.294,1.5,0.417,57.10%,5.79,2.35,3.44,sa388851
Greg Burke,Orioles (AA),29,29.1,6.14,1.23,5,0,17.10%,3.40%,13.70%,0.188,0.85,0.228,76.90%,1.84,2.35,-0.51,6282
Elvin Ramirez,Mets (AA),24,13,11.08,4.85,2.29,0,30.20%,13.20%,17.00%,0.152,1.08,0.233,85.70%,1.38,2.36,-0.97,2247
Lisalverto Bonilla,Phillies (AA),22,34.1,12.58,4.46,2.82,0.26,35.00%,12.40%,22.60%,0.185,1.14,0.3,88.10%,1.57,2.36,-0.79,11266
Zach Britton,Orioles (AA),24,12,8.25,2.25,3.67,0,22.90%,6.30%,16.70%,0.182,0.92,0.242,66.70%,0.75,2.37,-1.62,3240
Roy Oswalt,Rangers (AA),34,3.1,8.1,2.7,3,0,17.70%,5.90%,11.80%,0.313,1.8,0.385,50.00%,8.1,2.38,5.72,571
Jim Paduch,Rays (AA),29,13.1,7.43,2.7,2.75,0,20.40%,7.40%,13.00%,0.22,1.13,0.282,60.00%,4.05,2.39,1.66,sa225761
Coty Woods,Rockies (AA),24,35.2,8.58,2.02,4.25,0.25,24.80%,5.80%,19.00%,0.202,0.95,0.266,92.00%,0.76,2.41,-1.65,sa502777
Justin Friend,Phillies (AA),26,38.1,9.16,3.52,2.6,0,26.20%,10.10%,16.10%,0.181,1.02,0.255,95.00%,0.23,2.42,-2.19,sa388993
Lester Oliveros,Twins (AA),24,18,8,3,2.67,0,25.00%,9.40%,15.60%,0.138,0.78,0.191,92.90%,0.5,2.42,-1.92,9167
Andrew Carraway,Mariners (AA),25,38,7.58,1.66,4.57,0.24,21.10%,4.60%,16.50%,0.257,1.16,0.324,78.00%,2.61,2.43,0.17,sa501632
Chris Heston,Giants (AA),24,148.2,8.17,2.42,3.38,0.12,22.70%,6.70%,16.00%,0.223,1.1,0.292,75.50%,2.24,2.45,-0.21,10302
Hector Rondon,Indians (AA),24,4,6.75,2.25,3,0,18.80%,6.30%,12.50%,0.267,1.25,0.333,80.00%,2.25,2.45,-0.2,2391
David Huff,Indians (AA),27,4,6.75,2.25,3,0,23.10%,7.70%,15.40%,0.083,0.5,0.111,100.00%,0,2.45,-2.45,4257
Vic Black,Pirates (AA),24,60,12.75,4.35,2.93,0.3,34.10%,11.70%,22.50%,0.185,1.15,0.295,84.10%,1.65,2.45,-0.8,9195
Brian Schlitter,Cubs (AA),26,42,9.43,2.36,4,0.43,24.70%,6.20%,18.50%,0.258,1.29,0.339,68.40%,3,2.45,0.55,3599
Ryan Rodebaugh,Rangers (AA),23,51.2,10.8,1.74,6.2,0.7,30.00%,4.80%,25.10%,0.228,1.06,0.313,81.00%,2.44,2.47,-0.03,sa549200
Duke Welker,Pirates (AA),26,23.1,7.33,2.7,2.71,0,19.60%,7.20%,12.40%,0.211,1.11,0.268,73.10%,2.31,2.47,-0.16,792
Chris Rusin,Cubs (AA),25,3,3,0,1,0,11.10%,0.00%,11.10%,0,0,0,100.00%,0,2.48,-2.48,9895
Will Harris,Rockies (AA),27,34.1,12.06,3.15,3.83,0.52,32.90%,8.60%,24.30%,0.205,1.11,0.304,74.60%,2.62,2.49,0.13,3192
Danny Farquhar,- - -,25,41.1,10.23,2.4,4.27,0.44,28.00%,6.60%,21.40%,0.194,0.99,0.264,72.10%,2.4,2.5,-0.11,8501
Eric Eadington,Dodgers (AA),24,11,9,3.27,2.75,0,22.00%,8.00%,14.00%,0.289,1.55,0.382,55.60%,5.73,2.51,3.22,sa578236
Eury De La Rosa,Diamondbacks (AA),22,63.1,9.66,2.42,4,0.43,27.30%,6.80%,20.50%,0.204,1.01,0.277,74.40%,2.84,2.51,0.33,4055
Dan Remenowsky,White Sox (AA),26,46,10.57,4.3,2.45,0.2,30.90%,12.60%,18.30%,0.137,0.93,0.204,74.50%,2.15,2.51,-0.36,sa461018
Brett Bochy,Giants (AA),24,53.1,11.64,3.04,3.83,0.51,33.70%,8.80%,24.90%,0.158,0.88,0.232,76.40%,2.53,2.53,0,11867
Brian Baker,Brewers (AA),29,13,6.92,1.38,5,0,20.00%,4.00%,16.00%,0.152,0.69,0.194,45.50%,2.08,2.53,-0.45,sa295129
Tyler Johnson,Rockies (AA),31,5.1,13.5,5.06,2.67,0,27.60%,10.30%,17.20%,0.36,2.25,0.529,53.90%,8.44,2.53,5.91,3404
Wynn Pelzer,Orioles (AA),26,3,12,6,2,0,28.60%,14.30%,14.30%,0.333,2,0.5,50.00%,9,2.54,6.46,sa390616
Justin Grimm,Rangers (AA),23,83.2,7.85,1.51,5.21,0.32,22.50%,4.30%,18.20%,0.227,1,0.288,79.20%,1.72,2.54,-0.82,11720
Steve Smith,Dodgers (AA),26,6.2,6.75,2.7,2.5,0,20.00%,8.00%,12.00%,0.13,0.75,0.167,100.00%,0,2.54,-2.54,sa456605
Toru Murata,Indians (AA),27,65.2,8.09,2.6,3.11,0.14,22.00%,7.10%,14.90%,0.239,1.19,0.31,73.80%,2.6,2.56,0.04,sa527786
Ryan Buchter,Braves (AA),25,41.1,10.89,4.14,2.63,0.22,30.30%,11.50%,18.80%,0.167,1.04,0.247,87.20%,1.31,2.56,-1.26,9456
Mitch Stetter,Brewers (AA),31,22.2,11.12,3.97,2.8,0.4,32.20%,11.50%,20.70%,0.156,0.97,0.229,82.50%,1.99,2.57,-0.59,5579
Jose Quintana,White Sox (AA),23,48.2,7.58,2.59,2.93,0.18,20.90%,7.10%,13.80%,0.236,1.17,0.3,71.90%,2.77,2.59,0.18,11423
Brandon Kloess,White Sox (AA),27,45.2,8.67,3.55,2.44,0,22.50%,9.20%,13.30%,0.2,1.16,0.267,58.90%,3.35,2.6,0.75,sa503601
Collin Cargill,Marlins (AA),24,11,7.36,2.45,3,0,22.50%,7.50%,15.00%,0.139,0.73,0.185,66.70%,2.45,2.6,-0.14,sa598617
Zech Zinicola,Nationals (AA),27,28.1,9.21,1.27,7.25,0.64,26.10%,3.60%,22.50%,0.236,1.02,0.307,80.90%,2.22,2.6,-0.38,sa326785
Andy Pettitte,Yankees (AA),40,5,5.4,1.8,3,0,12.50%,4.20%,8.30%,0.304,1.6,0.35,50.00%,5.4,2.6,2.8,840
Tyler Cloyd,Phillies (AA),25,25,7.2,1.08,6.67,0.36,20.60%,3.10%,17.50%,0.237,1,0.292,85.40%,1.8,2.6,-0.8,8536
Jason Marquis,- - -,33,21,6.86,0.86,8,0.43,21.10%,2.60%,18.40%,0.23,0.9,0.281,85.20%,1.71,2.61,-0.9,105
Jacob Dunnington,Giants (AA),21,15.1,10.57,4.7,2.25,0,28.60%,12.70%,15.90%,0.222,1.3,0.333,85.70%,1.76,2.62,-0.85,sa549914
Casey Kelly,Padres (AA),22,16.2,9.72,1.62,6,0.54,28.10%,4.70%,23.40%,0.183,0.84,0.244,51.50%,3.78,2.62,1.16,9174
Chris Petrini,Orioles (AA),25,68.2,8.78,2.88,3.05,0.13,23.00%,7.60%,15.50%,0.22,1.17,0.291,73.00%,2.62,2.62,0,sa549511
Daniel Stange,Padres (AA),26,53.2,10.73,2.01,5.33,0.5,28.10%,5.30%,22.80%,0.238,1.16,0.329,70.50%,3.35,2.63,0.73,9404
Jeremy Mcbryde,Padres (AA),25,53,11.04,2.72,4.06,0.51,29.20%,7.20%,22.00%,0.216,1.13,0.302,59.50%,3.57,2.64,0.93,sa328275
Brett Tomko,Diamondbacks (AA),39,10,6.3,2.7,2.33,0,16.70%,7.10%,9.50%,0.256,1.3,0.313,76.90%,2.7,2.64,0.06,1056
Rafael Dolis,Cubs (AA),24,2,9,0,2,0,22.20%,0.00%,22.20%,0.25,1,0.333,100.00%,0,2.64,-2.64,4185
Wade Korpi,Marlins (AA),26,22,9.82,3.27,3,0.41,23.30%,7.80%,15.50%,0.295,1.64,0.386,52.00%,5.32,2.64,2.67,sa455025
Dan Straily,Athletics (AA),23,85.1,11.39,2.43,4.7,0.63,31.10%,6.60%,24.50%,0.219,1.09,0.312,69.20%,3.38,2.65,0.73,9460
Trevor Bauer,Diamondbacks (AA),21,48.1,11.17,4.84,2.31,0.19,29.90%,12.90%,16.90%,0.191,1.22,0.286,82.20%,1.68,2.67,-0.99,12703
Jose De La Torre,Indians (AA),26,45,8.4,3.8,2.21,0,23.50%,10.60%,12.90%,0.208,1.16,0.282,69.80%,2.8,2.67,0.13,787
Pat Egan,Orioles (AA),27,50.2,7.28,2.13,3.42,0.18,20.00%,5.90%,14.20%,0.262,1.22,0.329,81.50%,1.78,2.67,-0.89,sa386802
Austin Fleet,Giants (AA),25,56.1,8.63,3.36,2.57,0,21.10%,8.20%,12.90%,0.313,1.65,0.409,73.50%,3.83,2.67,1.16,sa549259
Jarrett Grube,Angels (AA),30,45.1,7.94,0.99,8,0.4,22.10%,2.80%,19.30%,0.244,1.04,0.308,72.60%,2.98,2.68,0.29,7553
Clint Everts,Blue Jays (AA),27,19.1,10.71,5.59,1.92,0,25.80%,13.50%,12.40%,0.273,1.71,0.389,72.70%,4.19,2.69,1.5,sa202809
Mark Hardy,Padres (AA),24,17,9,3.18,2.83,0,22.40%,7.90%,14.50%,0.25,1.35,0.333,76.00%,2.65,2.69,-0.04,sa550182
Wes Musick,Astros (AA),25,12,10.5,4.5,2.33,0,28.60%,12.20%,16.30%,0.214,1.25,0.321,75.00%,3,2.7,0.3,sa501554
Dustin Harrington,Cubs (AA),23,2.1,7.71,3.86,2,0,18.20%,9.10%,9.10%,0.3,1.71,0.375,100.00%,0,2.72,-2.72,sa526270
Brian Garman,Brewers (AA),23,24,6.38,3,2.13,0,16.80%,7.90%,8.90%,0.312,1.54,0.382,67.60%,3,2.73,0.27,sa547018
Ross Wolf,- - -,29,51,9,1.76,5.1,0.53,25.10%,4.90%,20.20%,0.251,1.14,0.329,78.90%,2.82,2.74,0.08,4534
Loek Van Mil,Indians (AA),27,46.1,7.77,2.14,3.64,0.39,22.10%,6.10%,16.00%,0.2,0.97,0.25,80.60%,1.94,2.75,-0.81,sa328812
Nick Maronde,Angels (AA),22,32.1,5.85,0.84,7,0.28,15.60%,2.20%,13.30%,0.298,1.3,0.349,72.10%,3.34,2.75,0.59,12530
Marty Popham,Twins (AA),24,15.2,9.19,1.72,5.33,0.57,23.50%,4.40%,19.10%,0.281,1.34,0.362,68.00%,4.02,2.76,1.27,sa455066
Eddie Gamboa,Orioles (AA),27,92,6.95,1.66,4.18,0.39,18.90%,4.50%,14.40%,0.288,1.3,0.35,69.10%,3.33,2.78,0.55,sa455163
Drew Pomeranz,Rockies (AA),23,4,9,2.25,4,0,21.10%,5.30%,15.80%,0.235,1.25,0.308,100.00%,0,2.78,-2.78,11426
Boone Whiting,Cardinals (AA),22,12,6.75,2.25,3,0,19.20%,6.40%,12.80%,0.256,1.17,0.324,86.70%,1.5,2.78,-1.28,sa549392
Danny Hultzen,Mariners (AA),22,75.1,9.44,3.82,2.47,0.24,27.20%,11.00%,16.20%,0.149,0.93,0.207,84.10%,1.19,2.79,-1.59,sa455118
Austin Bibens-Dirkx,Nationals (AA),27,12,9,1.5,6,0.75,26.70%,4.40%,22.20%,0.209,0.92,0.267,83.30%,2.25,2.79,-0.54,sa327879
T.J. Mcfarland,Indians (AA),23,60.1,6.12,1.79,3.42,0.15,17.10%,5.00%,12.10%,0.271,1.21,0.328,77.80%,2.69,2.8,-0.12,3237
Zack Wheeler,Mets (AA),22,116,9.08,3.34,2.72,0.16,24.70%,9.10%,15.60%,0.219,1.16,0.299,69.80%,3.26,2.81,0.45,10310
Jon Link,Marlins (AA),28,3,6,3,2,0,13.30%,6.70%,6.70%,0.357,2,0.417,33.30%,6,2.81,3.19,3894
Joseph Ortiz,Rangers (AA),21,30.2,8.51,1.76,4.83,0.59,23.60%,4.90%,18.70%,0.222,1.04,0.279,75.30%,2.35,2.82,-0.48,7955
Alex Colome,Rays (AA),23,75,9,4.08,2.21,0.24,24.00%,10.90%,13.10%,0.247,1.37,0.332,72.90%,3.48,2.85,0.63,6661
Robert Hinton,Orioles (AA),27,58.1,9.26,2.16,4.29,0.62,24.50%,5.70%,18.80%,0.258,1.25,0.333,69.20%,3.39,2.86,0.53,sa251522
Caleb Graham,Angels (AA),25,57.2,10.3,2.65,3.88,0.47,28.60%,7.40%,21.20%,0.202,1.02,0.281,79.00%,2.5,2.86,-0.37,sa512318
Josh Fields,Red Sox (AA),26,44.2,11.89,3.22,3.69,0.81,32.40%,8.80%,23.60%,0.182,1.03,0.255,79.70%,2.62,2.87,-0.25,5070
Matt Magill,Dodgers (AA),22,146.1,10.33,3.75,2.75,0.49,27.00%,9.80%,17.20%,0.227,1.28,0.311,66.70%,3.75,2.87,0.88,3950
Hiram Burgos,Brewers (AA),24,83.1,8.32,3.02,2.75,0.32,23.30%,8.50%,14.80%,0.227,1.15,0.296,82.30%,1.94,2.88,-0.94,9412
Erik Hamren,Padres (AA),25,15,12.6,6.6,1.91,0,36.20%,19.00%,17.20%,0.13,1.13,0.24,77.80%,1.8,2.88,-1.08,9133
Gerrit Cole,Pirates (AA),21,59,9.15,3.51,2.61,0.31,23.80%,9.10%,14.70%,0.238,1.31,0.315,66.90%,2.9,2.88,0.02,13125
Joseph O'Gara,Marlins (AA),24,11.2,6.94,1.54,4.5,0,18.80%,4.20%,14.60%,0.209,0.94,0.265,71.40%,0.77,2.89,-2.12,sa502727
Jeff Kaplan,Mets (AA),26,26,8.31,2.77,3,0.35,20.50%,6.80%,13.70%,0.324,1.65,0.41,82.20%,3.12,2.9,0.22,sa454980
