Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Carter Capps,Marlins (A+),23,2,9,0,2,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.39,-1.39,12803
Joel Peralta,Rays (A+),38,1,9,0,1,0,25.00%,0.00%,25.00%,0.25,1,0.333,100.00%,0,1.39,-1.39,2332
Casey Janssen,Blue Jays (A+),32,1,9,0,1,0,25.00%,0.00%,25.00%,0.25,1,0.333,100.00%,0,1.39,-1.39,7355
Brandon Morrow,Blue Jays (A+),29,1,9,0,1,0,25.00%,0.00%,25.00%,0,0,0,100.00%,0,1.39,-1.39,9346
A.J. Morris,Pirates (A+),27,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.39,-1.39,sa501212
Gerwins Velasco,Cardinals (A+),23,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.39,-1.39,sa504715
Kyle Fischer,Marlins (A+),23,2,9,0,2,0,20.00%,0.00%,20.00%,0.4,2,0.5,75.00%,4.5,1.39,3.11,sa829490
Daisuke Matsuzaka,Mets (A+),33,3,9,0,3,0,27.30%,0.00%,27.30%,0.091,0.33,0.125,100.00%,0,1.39,-1.39,7775
Luis Perdomo,Cardinals (A+),21,3,9,0,3,0,30.00%,0.00%,30.00%,0.2,0.67,0.286,100.00%,0,1.39,-1.39,sa597248
Louis Head,Indians (A+),24,20.1,15.05,3.1,4.86,0,42.00%,8.60%,33.30%,0.139,0.84,0.263,73.70%,2.21,1.5,0.71,sa658343
Zachary Neal,Athletics (A+),25,15.2,10.91,0,19,0,33.90%,0.00%,33.90%,0.146,0.51,0.222,77.80%,0.57,1.51,-0.93,sa549283
Ryan Ullmann,Nationals (A+),22,3,9,0,3,0,23.10%,0.00%,23.10%,0.308,1.33,0.4,50.00%,6,1.52,4.48,sa738461
Wei-Chung Wang,Brewers (A+),22,9.2,8.38,0,9,0,26.50%,0.00%,26.50%,0.206,0.72,0.28,71.40%,1.86,1.53,0.33,14382
Brian Dupra,Nationals (A+),25,21.2,10.8,0.83,13,0,31.00%,2.40%,28.60%,0.185,0.78,0.273,83.30%,1.25,1.53,-0.29,sa526184
Luis Severino,Yankees (A+),20,20.2,12.19,2.61,4.67,0,35.00%,7.50%,27.50%,0.149,0.82,0.239,76.50%,1.31,1.55,-0.25,sa657781
Brad Hand,Marlins (A+),24,12,10.5,1.5,7,0,34.20%,4.90%,29.30%,0.103,0.5,0.16,83.30%,0.75,1.56,-0.81,9111
Tripp Davis,Royals (A+),23,6.2,10.8,1.35,8,0,27.60%,3.50%,24.10%,0.286,1.35,0.4,77.80%,2.7,1.57,1.13,sa739650
Casey Kelly,Padres (A+),24,8.1,9.72,0,9,0,23.70%,0.00%,23.70%,0.368,1.68,0.483,71.40%,4.32,1.58,2.74,9174
Brandon Peterson,Twins (A+),22,45,13,3.4,3.82,0,36.30%,9.50%,26.80%,0.173,1,0.289,77.80%,1.8,1.64,0.16,sa737943
Dario Alvarez,Mets (A+),25,6.1,14.21,4.26,3.33,0,50.00%,15.00%,35.00%,0.059,0.63,0.143,100.00%,0,1.65,-1.65,14239
Oderman Rocha,Pirates (A+),21,2.1,7.71,0,2,0,16.70%,0.00%,16.70%,0.333,1.71,0.4,50.00%,0,1.68,-1.68,sa547361
Ryan Demmin,Phillies (A+),26,28,8.68,0.64,13.5,0,26.20%,1.90%,24.30%,0.198,0.79,0.27,81.80%,1.29,1.68,-0.39,sa551725
James Pazos,Yankees (A+),23,25,11.88,2.16,5.5,0,31.10%,5.70%,25.50%,0.235,1.16,0.354,58.10%,3.96,1.71,2.25,sa503398
Dane De La Rosa,Angels (A+),31,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.74,-1.74,10095
Fernando Salas,Angels (A+),29,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.74,-1.74,4971
Brian Wilson,Dodgers (A+),32,2,9,0,2,0,28.60%,0.00%,28.60%,0.143,0.5,0.2,100.00%,0,1.74,-1.74,6485
Patrick Brady,Mariners (A+),26,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.74,-1.74,sa550346
Ray Black,Giants (A+),24,4,15.75,4.5,3.5,0,50.00%,14.30%,35.70%,0.083,0.75,0.2,66.70%,2.25,1.74,0.51,sa579473
David Bergin,Rockies (A+),24,1,9,0,1,0,25.00%,0.00%,25.00%,0.25,1,0.333,100.00%,0,1.74,-1.74,sa599324
Brendan Mccurry,Athletics (A+),22,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.74,-1.74,sa829486
Jeremy Affeldt,Giants (A+),35,3,9,0,3,0,30.00%,0.00%,30.00%,0.2,0.67,0.286,100.00%,0,1.74,-1.74,583
Brian Johnson,Red Sox (A+),23,25.2,11.57,2.45,4.71,0,30.30%,6.40%,23.90%,0.226,1.17,0.333,56.70%,3.86,1.76,2.09,sa502329
Rafael Martin,Nationals (A+),30,4.2,7.71,0,4,0,30.80%,0.00%,30.80%,0,0,0,100.00%,0,1.8,-1.8,sa509283
Whit Mayberry,Tigers (A+),24,21.1,8.86,1.27,7,0,26.30%,3.80%,22.50%,0.182,0.8,0.25,76.50%,1.69,1.84,-0.16,sa829299
Arik Sikula,Blue Jays (A+),25,43.1,12.46,1.66,7.5,0.42,35.90%,4.80%,31.10%,0.196,0.9,0.302,83.30%,1.66,1.84,-0.18,sa579472
Greg Greve,Marlins (A+),22,3.1,10.8,2.7,4,0,33.30%,8.30%,25.00%,0.091,0.6,0.143,100.00%,0,1.89,-1.89,sa550263
Manny Banuelos,Yankees (A+),23,12.2,9.95,1.42,7,0,28.00%,4.00%,24.00%,0.213,0.95,0.303,69.20%,2.84,1.89,0.95,sa455894
Nick Goody,Yankees (A+),22,15.1,15.85,2.93,5.4,0.59,43.60%,8.10%,35.50%,0.179,0.98,0.321,82.20%,2.35,1.89,0.46,sa599241
Jarrett Casey,White Sox (A+),26,8,12.38,2.25,5.5,0,35.50%,6.50%,29.00%,0.179,0.88,0.294,100.00%,0,1.89,-1.89,sa549937
Taylor Grover,Red Sox (A+),23,12.1,13.86,4.38,3.17,0,38.80%,12.20%,26.50%,0.163,1.05,0.292,84.60%,1.46,1.9,-0.44,sa737866
Daniel Norris,Blue Jays (A+),21,66.1,10.31,2.44,4.22,0,29.00%,6.90%,22.10%,0.205,1.03,0.298,83.80%,1.22,1.91,-0.69,13475
Sam Tuivailala,Cardinals (A+),21,37.2,15.29,4.3,3.56,0.24,39.50%,11.10%,28.40%,0.204,1.25,0.364,69.30%,3.58,1.93,1.65,13485
Tyler Waldron,Pirates (A+),25,9.2,9.31,0.93,10,0,31.30%,3.10%,28.10%,0.1,0.41,0.15,100.00%,0,1.94,-1.94,sa545242
Reid Redman,Marlins (A+),25,48.2,10.73,1.66,6.44,0.18,29.70%,4.60%,25.10%,0.228,1.05,0.328,79.50%,2.22,1.95,0.27,sa602392
Carlos Rodon,White Sox (A+),21,9.2,13.97,4.66,3,0,35.70%,11.90%,23.80%,0.189,1.24,0.318,75.00%,1.86,1.97,-0.1,sa598286
Brady Feigl,Braves (A+),23,22,9.41,1.64,5.75,0,30.30%,5.30%,25.00%,0.153,0.68,0.225,66.70%,2.05,1.97,0.07,sa824867
J.A. Happ,Blue Jays (A+),31,5,9,1.8,5,0,27.80%,5.60%,22.20%,0.177,0.8,0.25,50.00%,3.6,1.99,1.61,7410
Angel Nesbitt,Tigers (A+),23,34.1,9.44,2.1,4.5,0,27.50%,6.10%,21.40%,0.187,0.9,0.264,90.30%,0.79,1.99,-1.21,sa505061
Tucker Healy,Athletics (A+),24,17.1,15.06,2.08,7.25,0.52,44.60%,6.20%,38.50%,0.15,0.75,0.267,95.20%,1.04,2.01,-0.97,sa621510
Jonathan Holmes,Braves (A+),23,7.1,8.59,1.23,7,0,22.60%,3.20%,19.40%,0.333,1.5,0.435,63.60%,4.91,2.02,2.89,sa503707
Doug Fister,Nationals (A+),30,4,6.75,0,3,0,17.70%,0.00%,17.70%,0.353,1.5,0.429,50.00%,0,2.02,-2.02,9425
Matthew Montgomery,Marlins (A+),26,3,6,0,2,0,20.00%,0.00%,20.00%,0.2,0.67,0.25,50.00%,3,2.06,0.94,sa501634
Kevin Herget,Cardinals (A+),23,9,9,2,4.5,0,24.30%,5.40%,18.90%,0.229,1.11,0.308,70.00%,2,2.06,-0.06,sa738986
Michael Smith,Marlins (A+),24,27.1,9.88,2.3,4.29,0,27.30%,6.40%,20.90%,0.206,1.02,0.292,75.90%,1.65,2.07,-0.43,sa659259
Christian Binford,Royals (A+),21,82.2,10.02,1.2,8.36,0.22,28.00%,3.30%,24.60%,0.228,1,0.315,69.30%,2.4,2.08,0.32,sa599309
Gonzalez Germen,Mets (A+),26,5.1,13.5,5.06,2.67,0,32.00%,12.00%,20.00%,0.227,1.5,0.357,100.00%,0,2.08,-2.08,5876
Matthew Shelton,Dodgers (A+),25,15.1,8.22,0.59,14,0,23.70%,1.70%,22.00%,0.224,0.91,0.296,78.60%,1.76,2.11,-0.35,sa599286
Joseph O'Gara,Marlins (A+),26,16.2,6.48,0.54,12,0,19.10%,1.60%,17.50%,0.161,0.66,0.2,81.80%,0.54,2.13,-1.59,sa502727
Heri Quevedo,Red Sox (A+),24,21,10.71,2.57,4.17,0,26.90%,6.50%,20.40%,0.256,1.33,0.361,62.10%,4.29,2.14,2.15,sa731180
Rafael Montero,Mets (A+),23,4,9,2.25,4,0,28.60%,7.10%,21.40%,0.154,0.75,0.222,100.00%,0,2.14,-2.14,12760
Eric Ruth,Yankees (A+),23,24.1,8.88,1.85,4.8,0,23.10%,4.80%,18.30%,0.245,1.19,0.324,56.70%,4.44,2.16,2.28,sa621786
Keone Kela,Rangers (A+),21,10.1,11.32,3.48,3.25,0,29.60%,9.10%,20.50%,0.225,1.26,0.333,76.90%,2.61,2.16,0.45,sa602412
Andrew Morales,Cardinals (A+),21,7.1,7.36,0,6,0,24.00%,0.00%,24.00%,0.083,0.27,0.111,66.70%,1.23,2.16,-0.94,sa828705
Logan Billbrough,Cardinals (A+),24,23.2,11.79,3.8,3.1,0,30.70%,9.90%,20.80%,0.233,1.31,0.356,78.10%,2.66,2.17,0.5,sa525886
Albert Suarez,Rays (A+),24,14,6.43,0.64,10,0,17.50%,1.80%,15.80%,0.25,1.07,0.304,93.30%,0.64,2.18,-1.53,sa455792
Brandon Cunniff,Braves (A+),25,15.2,12.06,4.02,3,0,36.20%,12.10%,24.10%,0.098,0.77,0.167,91.70%,0,2.18,-2.18,sa549772
Zach Woods,Yankees (A+), ,13.1,11.48,3.38,3.4,0,27.90%,8.20%,19.70%,0.2,1.2,0.29,58.80%,4.05,2.19,1.86,sa698274
Nick Lee,Nationals (A+),23,14.1,14.44,5.02,2.88,0,33.30%,11.60%,21.70%,0.283,1.74,0.46,30.80%,10.05,2.19,7.85,sa550027
Nicholas Rumbelow,Yankees (A+),22,26.1,9.91,2.73,3.63,0,27.60%,7.60%,20.00%,0.208,1.06,0.299,75.90%,2.39,2.21,0.18,sa709547
Taylor Cole,Blue Jays (A+),24,132,11.66,2.66,4.38,0.27,31.60%,7.20%,24.40%,0.23,1.16,0.343,67.80%,3.07,2.22,0.85,sa392184
Sean Murphy,Athletics (A+),25,13.1,12.83,4.05,3.17,0,33.30%,10.50%,22.80%,0.235,1.35,0.375,77.80%,2.7,2.24,0.46,sa549877
Joshua Mcelwee,Rangers (A+),25,21.2,11.22,3.74,3,0,32.90%,11.00%,22.00%,0.151,0.92,0.239,95.00%,0.42,2.27,-1.86,sa658524
Jake Walsh,Nationals (A+),23,21,11.57,1.71,6.75,0.43,32.90%,4.90%,28.10%,0.156,0.76,0.225,83.30%,1.71,2.28,-0.57,sa738954
Will Lamb,Rangers (A+),23,18.2,12.05,4.34,2.78,0,30.90%,11.10%,19.80%,0.236,1.39,0.362,80.80%,2.41,2.29,0.13,sa577799
Paul Sewald,Mets (A+),24,52,10.73,2.77,3.88,0.17,29.40%,7.60%,21.80%,0.197,1.04,0.285,82.40%,1.73,2.29,-0.56,sa658150
Cody Kendall,Rangers (A+),24,12.1,6.57,0.73,9,0,19.60%,2.20%,17.40%,0.2,0.81,0.25,60.00%,1.46,2.3,-0.84,sa658127
Wil Browning,Blue Jays (A+),25,43.2,11.75,3.5,3.35,0.21,31.80%,9.50%,22.40%,0.193,1.1,0.291,84.00%,1.65,2.31,-0.67,sa657837
Matt Ott,Red Sox (A+),24,26.2,8.44,2.03,4.17,0,23.20%,5.60%,17.60%,0.196,0.98,0.26,61.50%,2.36,2.32,0.04,sa577800
Jon Huizinga,Brewers (A+),34,6.2,10.8,4.05,2.67,0,28.60%,10.70%,17.90%,0.28,1.5,0.412,90.00%,1.35,2.34,-0.99,sa225644
Daniel Stumpf,Royals (A+),23,74,9.61,2.31,4.16,0.12,25.00%,6.00%,19.00%,0.277,1.36,0.375,67.60%,3.77,2.37,1.4,sa658129
Cory Mazzoni,Mets (A+),24,9,9,3,3,0,22.50%,7.50%,15.00%,0.297,1.56,0.393,64.30%,5,2.39,2.61,sa455498
Wes Wilson,Yankees (A+),24,5,7.2,0,4,0,20.00%,0.00%,20.00%,0.263,1,0.333,33.30%,7.2,2.39,4.81,sa598772
Ian Clarkin,Yankees (A+),19,5,7.2,1.8,4,0,20.00%,5.00%,15.00%,0.368,1.6,0.467,87.50%,1.8,2.39,-0.59,sa737534
Kamakami Usui,Blue Jays (A+),24,4,4.5,0,2,0,16.70%,0.00%,16.70%,0,0,0,100.00%,0,2.39,-2.39,sa739667
Nestor Bautista,Marlins (A+),22,1,18,9,2,0,50.00%,25.00%,25.00%,0,1,0,100.00%,0,2.39,-2.39,sa829590
Glenn Sparkman,Royals (A+),22,121,8.7,1.86,4.68,0.15,24.80%,5.30%,19.50%,0.211,0.98,0.281,78.30%,1.56,2.42,-0.86,sa738220
Kevin Shackelford,Brewers (A+),25,20.2,6.97,1.74,4,0,20.80%,5.20%,15.60%,0.26,1.11,0.333,91.30%,0.87,2.42,-1.55,sa549496
Alex Claudio,Rangers (A+),22,49.1,10.22,1.64,6.22,0.36,29.50%,4.70%,24.70%,0.212,0.95,0.298,86.60%,1.09,2.44,-1.35,12890
Zack Cates,Cubs (A+),24,26,6.23,1.04,6,0,18.40%,3.10%,15.30%,0.234,0.96,0.29,73.10%,2.08,2.47,-0.39,sa548216
Matt Boyd,Blue Jays (A+),23,90.2,10.22,1.99,5.15,0.4,28.90%,5.60%,23.30%,0.195,0.94,0.27,82.70%,1.39,2.49,-1.1,sa621603
Jorge Rodriguez,Rays (A+),22,3.1,8.1,2.7,3,0,21.40%,7.10%,14.30%,0.308,1.5,0.4,80.00%,2.7,2.49,0.21,sa597264
Arodys Vizcaino,Cubs (A+),23,9,10,4,2.5,0,28.60%,11.40%,17.10%,0.194,1.11,0.286,90.00%,1,2.5,-1.5,5498
Jose Berrios,Twins (A+),20,96.1,10.18,2.15,4.74,0.37,28.00%,5.90%,22.10%,0.216,1.05,0.297,76.50%,1.96,2.51,-0.55,sa657852
Blake Logan,Marlins (A+),22,44.1,8.32,1.83,4.56,0.2,22.90%,5.00%,17.90%,0.225,1.06,0.291,64.40%,3.45,2.51,0.94,sa658236
Chad Girodo,Blue Jays (A+),23,76.2,9.51,2.35,4.05,0.23,25.60%,6.30%,19.30%,0.239,1.17,0.324,75.40%,2.47,2.52,-0.05,sa737873
Steven Okert,Giants (A+),22,35.1,13.75,2.8,4.91,0.51,35.50%,7.20%,28.30%,0.237,1.25,0.374,92.60%,1.53,2.53,-1,sa550187
Guido Knudson,Tigers (A+),24,17.2,11.72,3.06,3.83,0.51,32.40%,8.50%,23.90%,0.2,1.08,0.293,73.90%,3.06,2.54,0.51,sa599005
Derek Self,Nationals (A+),24,26.2,10.13,1.69,6,0.34,28.30%,4.70%,23.60%,0.192,0.9,0.265,85.40%,1.69,2.54,-0.86,sa577722
Greg Holle,Brewers (A+),25,12,9.75,0.75,13,0.75,28.30%,2.20%,26.10%,0.2,0.83,0.258,93.00%,1.5,2.56,-1.06,sa526447
Mariano Llorens,Cardinals (A+),21,43.2,15.25,5.56,2.74,0.21,40.90%,14.90%,26.00%,0.149,1.12,0.288,80.20%,2.06,2.57,-0.51,sa658625
Sean Nolin,Blue Jays (A+),24,7.1,11.05,4.91,2.25,0,28.10%,12.50%,15.60%,0.143,1.09,0.211,62.50%,3.68,2.57,1.11,11341
Sammy Solis,Nationals (A+),25,5.1,6.75,1.69,4,0,16.00%,4.00%,12.00%,0.292,1.5,0.35,87.50%,1.69,2.58,-0.89,sa392088
Zachary Jones,Twins (A+),23,5,9,3.6,2.5,0,25.00%,10.00%,15.00%,0.167,1,0.231,100.00%,0,2.59,-2.59,sa502134
Joshua Lucas,Cardinals (A+),23,5,9,3.6,2.5,0,25.00%,10.00%,15.00%,0.167,1,0.231,80.00%,1.8,2.59,-0.79,sa503340
Thomas Harlan,Pirates (A+),24,50.2,7.28,1.6,4.56,0.18,19.00%,4.20%,14.80%,0.252,1.2,0.311,64.40%,2.49,2.62,-0.13,sa658235
Tyler Glasnow,Pirates (A+),20,124.1,11.36,4.13,2.75,0.22,31.90%,11.60%,20.30%,0.171,1.05,0.26,80.90%,1.74,2.63,-0.89,sa597835
Chaz Hebert,Yankees (A+),21,13.1,5.4,1.35,4,0,14.00%,3.50%,10.50%,0.273,1.28,0.319,58.80%,4.05,2.64,1.41,sa599381
Jeremy Hellickson,Rays (A+),27,8,6.75,2.25,3,0,17.70%,5.90%,11.80%,0.281,1.38,0.346,63.60%,2.25,2.64,-0.39,4371
Cesar Vargas,Yankees (A+),22,40,10.13,1.58,6.43,0.68,29.60%,4.60%,25.00%,0.179,0.83,0.237,66.00%,2.48,2.64,-0.17,sa507176
Alex Panteliodis,Mets (A+),23,8,6.75,0,6,0,17.10%,0.00%,17.10%,0.303,1.25,0.37,75.00%,3.38,2.64,0.73,sa577987
Austin Voth,Nationals (A+),22,37.2,9.56,1.67,5.71,0.48,29.60%,5.20%,24.40%,0.125,0.61,0.163,84.20%,1.43,2.64,-1.21,sa621465
Ronnie Shaban,Cardinals (A+),24,15,10.8,2.4,4.5,0.6,26.90%,6.00%,20.90%,0.318,1.6,0.432,62.00%,5.4,2.66,2.74,sa577693
Marco Gonzales,Cardinals (A+),22,37.2,7.65,1.91,4,0.24,21.30%,5.30%,16.00%,0.239,1.12,0.303,83.70%,1.43,2.67,-1.24,15467
Daniel Johnson,Twins (A+),24,12.2,8.53,2.84,3,0,20.70%,6.90%,13.80%,0.264,1.42,0.342,68.40%,2.84,2.68,0.16,sa553075
Rayan Gonzalez,Rockies (A+),23,56.1,10.22,3.51,2.91,0,25.50%,8.80%,16.70%,0.285,1.54,0.396,68.20%,3.99,2.7,1.3,sa455370
Jheyson Manzueta,Marlins (A+),24,13,6.23,2.08,3,0,17.30%,5.80%,11.50%,0.265,1.23,0.325,56.30%,4.15,2.7,1.46,sa506843
Andrew Faulkner,Rangers (A+),21,104.1,8.63,2.67,3.23,0.09,23.80%,7.40%,16.40%,0.223,1.12,0.298,79.30%,2.07,2.7,-0.63,sa599168
Thomas Toledo,Brewers (A+),25,9,9,4,2.25,0,23.10%,10.30%,12.80%,0.257,1.44,0.346,84.60%,1,2.72,-1.72,sa390377
Jeff Locke,Pirates (A+),26,6,15,1.5,10,1.5,41.70%,4.20%,37.50%,0.217,1,0.333,87.00%,3,2.72,0.28,2929
Steven Matz,Mets (A+),23,69.1,8.05,2.73,2.95,0,21.50%,7.30%,14.20%,0.251,1.25,0.328,77.20%,2.21,2.73,-0.52,sa500832
Joshua Turley,Tigers (A+),23,97.1,7.49,2.13,3.52,0.18,21.80%,6.20%,15.60%,0.202,0.96,0.258,80.00%,1.85,2.73,-0.88,sa503159
Nate Fury,Tigers (A+),23,12.1,11.68,5.84,2,0,27.10%,13.60%,13.60%,0.275,1.78,0.4,68.20%,3.65,2.74,0.91,sa829740
Nick Vincent,Padres (A+),27,2,4.5,0,1,0,14.30%,0.00%,14.30%,0.286,1,0.333,100.00%,0,2.74,-2.74,7555
Santiago Casilla,Giants (A+),33,3,9,3,3,0,30.00%,10.00%,20.00%,0,0.33,0,100.00%,0,2.74,-2.74,2873
David Murillo,Angels (A+),22,3,9,3,3,0,27.30%,9.10%,18.20%,0.1,0.67,0.143,100.00%,0,2.74,-2.74,sa830301
Brooks Pounders,Royals (A+),23,15.2,10.34,4.02,2.57,0,26.10%,10.10%,15.90%,0.262,1.47,0.372,62.50%,4.02,2.75,1.27,sa500804
Carlos Gonzalez,Reds (A+),24,31.1,9.77,2.01,4.86,0.29,28.80%,5.90%,22.90%,0.155,0.77,0.213,97.50%,0.57,2.75,-2.18,sa599217
Andrew Mckirahan,Cubs (A+),24,36.1,8.17,1.98,4.13,0.25,22.30%,5.40%,16.90%,0.21,1.02,0.269,87.80%,0.99,2.76,-1.77,sa577864
Tanner Poppe,Brewers (A+),23,16,9,1.69,5.33,0.56,25.40%,4.80%,20.60%,0.25,1.13,0.326,84.30%,2.25,2.77,-0.52,sa503209
Ashur Tolliver,Orioles (A+),26,14.2,9.2,1.23,7.5,0.61,24.60%,3.30%,21.30%,0.237,1.09,0.302,82.20%,2.45,2.77,-0.31,sa501453
Brett Brach,Nationals (A+),26,16,6.75,1.13,6,0,18.50%,3.10%,15.40%,0.213,0.94,0.265,58.80%,2.81,2.77,0.04,sa501623
Ryan Kelly,Braves (A+),26,12,10.5,1.5,7,0.75,32.60%,4.70%,27.90%,0.098,0.5,0.115,65.20%,2.25,2.77,-0.52,sa328265
Steven Brault,Orioles (A+),22,16.1,4.96,1.1,4.5,0,15.80%,3.50%,12.30%,0.127,0.55,0.152,88.90%,0.55,2.78,-2.23,sa737937
Jake Depew,Rays (A+),22,3.1,2.7,0,1,0,5.90%,0.00%,5.90%,0.412,2.1,0.438,100.00%,0,2.79,-2.79,sa548454
Randy Fontanez,Mets (A+),25,31.2,9.38,1.99,4.71,0.57,26.00%,5.50%,20.50%,0.217,1.04,0.282,72.90%,2.56,2.79,-0.23,sa549664
David Putman,White Sox (A+),24,11.1,15.09,7.15,2.11,0,35.90%,17.00%,18.90%,0.233,1.68,0.417,70.00%,3.18,2.81,0.36,sa659703
Colton Murray,Phillies (A+),24,17.2,8.66,4.08,2.13,0,22.70%,10.70%,12.00%,0.239,1.36,0.32,83.30%,2.04,2.82,-0.79,sa578045
Tyler Olson,Mariners (A+),24,23,10.57,3.91,2.7,0,27.00%,10.00%,17.00%,0.236,1.35,0.339,75.00%,3.13,2.83,0.3,sa658321
Mark Williams,Brewers (A+),24,22.1,8.46,3.63,2.33,0,25.30%,10.80%,14.50%,0.123,0.81,0.173,73.70%,1.61,2.85,-1.24,sa609344
Dayan Diaz,Red Sox (A+),25,33.2,10.69,3.74,2.86,0.27,29.60%,10.40%,19.30%,0.175,1.04,0.253,80.90%,1.34,2.86,-1.53,sa549700
Bryan Blough,White Sox (A+),24,18.2,9.64,2.41,4,0.48,25.00%,6.30%,18.80%,0.227,1.18,0.296,72.80%,1.93,2.87,-0.95,sa599715
Philip Wetherell,Yankees (A+),24,23.1,8.1,3.47,2.33,0,20.60%,8.80%,11.80%,0.196,1.16,0.254,75.00%,0.39,2.88,-2.49,sa598165
Cody Wheeler,Diamondbacks (A+),24,38.1,12.44,4.23,2.94,0.23,33.50%,11.40%,22.20%,0.181,1.12,0.286,78.00%,2.35,2.88,-0.53,sa548334
Kendall Graveman,Blue Jays (A+),23,96.2,5.96,1.68,3.56,0.09,16.20%,4.60%,11.70%,0.239,1.11,0.287,74.80%,2.23,2.88,-0.65,15514
Stolmy Pimentel,Pirates (A+),24,2,9,4.5,2,0,33.30%,16.70%,16.70%,0,0.5,0,100.00%,0,2.89,-2.89,6415
Ali Williams,Royals (A+),24,24,13.88,4.13,3.36,0.75,39.80%,11.80%,28.00%,0.195,1.13,0.326,90.90%,1.88,2.89,-1.02,sa599694
Tyler Duffey,Twins (A+),23,22.1,5.24,2.01,2.6,0,13.70%,5.30%,8.40%,0.244,1.21,0.286,70.40%,2.82,2.9,-0.08,sa621630
Frankie Montas,White Sox (A+),21,62,8.13,2.03,4,0.29,23.10%,5.80%,17.40%,0.199,0.95,0.256,77.30%,1.6,2.9,-1.31,sa551258
Alex Wimmers,Twins (A+),25,62.1,10.11,3.61,2.8,0.29,24.80%,8.90%,16.00%,0.28,1.54,0.379,57.20%,4.04,2.91,1.13,sa526352
Aaron Baker,Phillies (A+),24,8.1,10.8,0,10,1.08,29.40%,0.00%,29.40%,0.303,1.2,0.409,72.90%,4.32,2.91,1.41,sa830858
Benjamin Griset,Rays (A+),22,12.2,6.39,2.13,3,0,18.00%,6.00%,12.00%,0.239,1.11,0.297,73.30%,0.71,2.92,-2.21,sa550008
