Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Justin Greene,White Sox (A+),24,291,9.60%,25.10%,0.38,0.309,0.389,0.562,0.952,0.253,7.8,0.399,0.5,56,21.2,0.42,161,sa455434
Alden Carrithers,Tigers (A+),25,267,16.10%,10.90%,1.48,0.359,0.464,0.423,0.887,0.064,4.1,0.408,0.1,49,19.5,0.42,165,sa454577
Matt Rizzotti,Phillies (A+),24,122,10.70%,18.00%,0.59,0.358,0.426,0.477,0.903,0.119,3.1,0.442,-0.1,22,8.8,0.419,164,sa389429
Blake Tekotte,Padres (A+),23,241,14.90%,19.10%,0.78,0.31,0.419,0.522,0.941,0.212,6.5,0.369,0.8,48,15.5,0.418,148,8810
Johermyn Chavez,Mariners (A+),21,605,8.60%,21.70%,0.4,0.315,0.387,0.577,0.964,0.262,5.1,0.364,-2.7,119,37.9,0.415,147,sa328855
Eric Campbell,Mets (A+),23,196,10.70%,11.20%,0.95,0.329,0.41,0.494,0.904,0.165,4.4,0.359,-1.8,35,13.6,0.415,162,6938
Drew Cumberland,Padres (A+),21,270,5.60%,12.60%,0.44,0.365,0.404,0.542,0.946,0.177,8.2,0.398,0,53,16.6,0.414,146,sa389927
Roberto Lopez,Angels (A+),24,211,6.20%,16.60%,0.37,0.346,0.408,0.544,0.952,0.198,5.5,0.392,0.2,41,13,0.414,146,sa454598
Jermaine Mitchell,Athletics (A+),25,359,14.20%,24.00%,0.59,0.309,0.413,0.523,0.936,0.214,7.8,0.404,0.2,70,22.1,0.414,146,sa326749
Mike Collins,Padres (A+),25,117,7.70%,14.50%,0.53,0.311,0.359,0.623,0.982,0.311,5.5,0.318,0,23,7.1,0.413,145,sa201125
Stephen Vogt,Rays (A+),25,414,7.50%,11.10%,0.67,0.345,0.399,0.511,0.91,0.166,4.2,0.372,-0.2,74,27.9,0.413,160,5000
Jason Bour,White Sox (A+),23,170,9.40%,22.90%,0.41,0.302,0.376,0.57,0.947,0.268,5.1,0.368,0.1,32,11.2,0.412,155,sa389222
Jordan Lennerton,Tigers (A+),24,239,12.60%,22.60%,0.56,0.301,0.393,0.505,0.898,0.204,1.9,0.368,0,43,15.9,0.412,160,sa455610
Kyle Seager,Mariners (A+),22,643,11.00%,14.60%,0.76,0.345,0.419,0.503,0.921,0.158,4.9,0.39,-2.6,123,37.2,0.41,143,9785
Rich Poythress,Mariners (A+),22,544,9.60%,18.40%,0.52,0.315,0.381,0.58,0.96,0.265,2.7,0.334,0,104,31.1,0.409,143,sa500800
Harold Garcia,Phillies (A+),23,204,5.90%,18.10%,0.32,0.335,0.397,0.492,0.889,0.156,7.7,0.399,0.8,36,12.8,0.406,156,sa455748
Brian Pellegrini,Astros (A+),25,239,11.30%,18.80%,0.6,0.283,0.377,0.566,0.942,0.283,2.5,0.288,-0.1,45,12.8,0.405,140,sa389809
Albert Cartwright,Astros (A+),22,393,8.40%,20.40%,0.41,0.319,0.381,0.551,0.932,0.232,8.1,0.389,-0.6,73,20.9,0.405,140,sa397967
Tony Sanchez,Pirates (A+),22,250,11.20%,16.40%,0.68,0.314,0.416,0.454,0.87,0.14,2.2,0.367,-0.4,43,15.2,0.404,154,6178
Tim Pahuta,Nationals (A+),27,155,6.50%,18.10%,0.36,0.283,0.329,0.593,0.922,0.31,4.4,0.29,-0.6,28,9.2,0.403,149,sa293089
Travis Denker,Dodgers (A+),24,325,9.20%,15.10%,0.61,0.332,0.406,0.5,0.906,0.168,5.4,0.379,0.7,60,16.6,0.402,138,6155
Josh Satin,Mets (A+),25,245,12.20%,20.40%,0.6,0.316,0.406,0.459,0.865,0.144,1.9,0.391,-2,42,14.5,0.402,153,6788
Matt Carpenter,Cardinals (A+),24,129,20.20%,10.90%,1.86,0.28,0.438,0.4,0.838,0.12,4.3,0.318,-0.5,22,7.6,0.401,153,8090
Seth Loman,White Sox (A+),24,587,7.30%,21.60%,0.34,0.292,0.38,0.515,0.895,0.222,3.4,0.345,-0.5,103,33.2,0.4,147,sa326152
Eric Fryer,Pirates (A+),24,337,11.00%,19.00%,0.58,0.3,0.391,0.474,0.865,0.174,7.5,0.358,1.3,57,19.3,0.399,151,8145
Daniel Butler,Red Sox (A+),23,143,16.10%,14.70%,1.1,0.292,0.434,0.425,0.858,0.133,2.8,0.348,0.3,25,8,0.399,147,9968
Jake Shaffer,Mariners (A+),22,430,6.00%,17.00%,0.36,0.338,0.387,0.517,0.904,0.179,4.9,0.395,-3.6,78,20.1,0.397,135,sa455231
Logan Johnson,White Sox (A+),26,199,12.10%,19.60%,0.62,0.281,0.405,0.463,0.868,0.181,1.3,0.336,-0.3,35,10.8,0.397,145,sa390300
Jacob Julius,Orioles (A+),24,254,9.10%,26.40%,0.34,0.285,0.369,0.516,0.885,0.231,4.2,0.357,0.5,44,13.7,0.397,145,sa392924
Eddy Martinez-Esteve,Mariners (A+),26,230,10.40%,14.30%,0.73,0.325,0.4,0.488,0.888,0.163,1.2,0.36,0.2,41,10.6,0.396,134,sa262156
Kody Kaiser,Tigers (A+),25,276,7.20%,18.80%,0.38,0.325,0.375,0.492,0.867,0.167,7.1,0.391,1.6,46,15.1,0.396,149,sa327774
Erik Komatsu,Brewers (A+),22,572,11.90%,10.70%,1.11,0.321,0.411,0.44,0.851,0.119,6.7,0.356,1.5,95,31.2,0.396,149,8039
Ryan Lavarnway,Red Sox (A+),22,360,12.20%,17.20%,0.71,0.286,0.389,0.484,0.872,0.197,3.2,0.316,0.5,62,19,0.395,144,8879
Jeremy Farrell,Pirates (A+),23,306,7.50%,18.60%,0.4,0.298,0.369,0.487,0.857,0.189,3.8,0.349,0.2,51,16.6,0.395,149,sa454554
Steve Parker,Athletics (A+),22,627,13.40%,16.70%,0.8,0.296,0.392,0.508,0.9,0.212,4.4,0.327,0.5,111,27.6,0.394,133,sa501459
Josh Johnson,Nationals (A+),24,113,15.00%,15.00%,1,0.309,0.407,0.457,0.865,0.149,4.2,0.351,0.3,19,5.8,0.393,143,sa254333
Mike Zuanich,Rockies (A+),23,228,11.00%,20.20%,0.54,0.325,0.412,0.452,0.864,0.127,4,0.409,1,40,9.8,0.392,132,sa454907
Scott Van Slyke,Dodgers (A+),23,209,8.10%,18.70%,0.44,0.307,0.368,0.534,0.903,0.228,5.6,0.345,0.2,37,8.7,0.391,131,4365
Derek Norris,Nationals (A+),21,399,22.30%,23.60%,0.95,0.235,0.419,0.419,0.838,0.185,3.6,0.296,0.3,67,19.6,0.39,141,6867
Jason Kipnis,Indians (A+),23,237,10.10%,19.40%,0.52,0.3,0.387,0.478,0.865,0.177,4.8,0.359,-0.7,40,11.5,0.39,141,9776
Ryan Ortiz,Athletics (A+),22,227,15.90%,20.70%,0.77,0.277,0.394,0.479,0.873,0.202,3.8,0.328,0.3,40,9.2,0.39,130,sa501529
Rawley Bishop,Tigers (A+),24,274,9.50%,23.70%,0.4,0.301,0.385,0.462,0.846,0.161,5.9,0.387,1.2,44,13.6,0.389,145,sa502000
Alex Hassan,Red Sox (A+),22,411,13.90%,16.80%,0.83,0.287,0.397,0.456,0.853,0.17,4.8,0.335,1.1,69,19.5,0.388,140,9959
Brock Holt,Pirates (A+),22,218,8.70%,13.80%,0.63,0.347,0.407,0.435,0.843,0.088,4.5,0.402,-1.4,35,10.6,0.388,144,9345
Tommy Field,Rockies (A+),23,543,12.20%,21.00%,0.58,0.284,0.397,0.466,0.863,0.182,7.1,0.346,1.2,93,20.1,0.386,128,6262
Marc Krauss,Diamondbacks (A+),22,596,9.60%,23.70%,0.4,0.302,0.371,0.509,0.88,0.208,4.1,0.366,-0.9,102,22,0.386,128,7577
Andy Simunic,Astros (A+),24,246,11.00%,22.80%,0.48,0.318,0.4,0.453,0.853,0.136,7.6,0.42,1.4,42,9,0.385,127,sa455409
Jamie Romak,Royals (A+),24,343,9.90%,17.50%,0.57,0.304,0.388,0.458,0.846,0.154,3.4,0.359,0,56,15.3,0.385,137,5552
Henry Wrigley,Rays (A+),23,284,6.70%,13.00%,0.51,0.292,0.343,0.504,0.847,0.212,5.1,0.3,0,45,13.1,0.384,141,sa296971
Jordan Pacheco,Rockies (A+),24,460,11.70%,7.80%,1.5,0.321,0.407,0.444,0.851,0.123,3.8,0.337,-1.5,78,16.2,0.384,126,2677
Tyler Moore,Nationals (A+),23,552,7.20%,22.60%,0.32,0.271,0.324,0.555,0.879,0.283,2.8,0.298,0.2,90,24,0.383,136,7244
Brandon Short,White Sox (A+),21,544,5.10%,19.70%,0.26,0.316,0.365,0.491,0.856,0.175,4.8,0.372,-2.4,89,23.6,0.383,136,sa455526
Jordan Newton,Pirates (A+),24,148,10.80%,19.60%,0.55,0.331,0.405,0.408,0.813,0.077,3.5,0.416,0.2,23,6.6,0.382,140,sa326765
Grant Green,Athletics (A+),22,606,6.30%,19.30%,0.32,0.318,0.363,0.52,0.883,0.203,5.9,0.366,-0.2,102,20.6,0.382,125,10053
Brandon Douglas,Tigers (A+),24,155,8.40%,10.30%,0.81,0.331,0.395,0.426,0.821,0.096,6.3,0.372,0.1,24,6.9,0.382,140,sa455065
Starling Marte,Pirates (A+),21,253,4.70%,23.30%,0.2,0.315,0.386,0.432,0.819,0.117,9,0.424,1,39,11.1,0.381,139,9241
Yusuf Carter,Athletics (A+),25,194,6.20%,26.30%,0.24,0.278,0.325,0.572,0.897,0.294,3.4,0.316,0.3,32,6.4,0.381,125,sa296710
Jaff Decker,Padres (A+),20,348,13.50%,23.00%,0.59,0.262,0.374,0.5,0.874,0.238,4.5,0.299,-0.7,58,11.4,0.381,125,7945
Jordan Henry,Indians (A+),22,193,15.50%,14.00%,1.11,0.333,0.438,0.358,0.796,0.025,5.3,0.4,2,31,7.9,0.38,134,sa501511
Matthew Sweeney,Rays (A+),22,140,11.40%,24.30%,0.47,0.264,0.345,0.488,0.833,0.223,1.6,0.313,-0.1,22,6,0.379,138,sa327050
Johnny Whittleman,Rangers (A+),23,140,17.90%,22.90%,0.78,0.248,0.379,0.487,0.865,0.239,1.8,0.276,-0.4,23,4.4,0.379,124,sa291246
James Skelton,Pirates (A+),24,260,16.90%,17.30%,0.98,0.28,0.406,0.391,0.798,0.111,3.7,0.34,0.7,40,11,0.379,138,sa253647
Tyson Auer,Angels (A+),24,296,7.80%,14.20%,0.55,0.336,0.391,0.457,0.848,0.121,9.2,0.388,2.6,49,9.3,0.379,123,sa462418
Davis Stoneburner,Rangers (A+),25,459,8.50%,18.10%,0.47,0.292,0.364,0.5,0.864,0.208,6.4,0.33,0.9,76,14.3,0.379,123,sa389184
Chris Gutierrez,Dodgers (A+),26,532,13.90%,19.00%,0.73,0.314,0.417,0.392,0.81,0.078,5.6,0.403,1.3,87,16.1,0.378,123,sa291780
Vince Belnome,Padres (A+),22,606,16.80%,22.40%,0.75,0.273,0.397,0.436,0.832,0.163,3.2,0.344,0.7,99,18.3,0.378,123,8126
Cody Decker,Padres (A+),23,582,10.30%,23.20%,0.44,0.272,0.354,0.515,0.869,0.243,3.6,0.313,0.7,95,17,0.377,122,sa502081
Greg Miclat,Orioles (A+),22,194,10.30%,13.90%,0.74,0.311,0.403,0.402,0.806,0.091,4.9,0.365,0.7,31,7.3,0.376,131,sa454552
Jose Flores,Giants (A+),22,390,6.40%,10.50%,0.61,0.331,0.381,0.457,0.838,0.125,6.1,0.362,-0.8,63,10.8,0.375,121,sa328831
Cody Puckett,Reds (A+),23,542,8.30%,22.90%,0.36,0.275,0.348,0.49,0.839,0.216,6.2,0.333,2,85,20,0.375,131,sa454975
Corban Joseph,Yankees (A+),21,437,9.80%,16.90%,0.58,0.302,0.378,0.436,0.814,0.134,3.7,0.356,-2.5,66,17,0.375,135,5503
Chris Mcguiness,Rangers (A+),22,147,16.30%,21.80%,0.75,0.25,0.381,0.45,0.831,0.2,2.1,0.28,-0.2,24,4,0.374,120,9423
Cole Figueroa,Padres (A+),23,578,14.00%,9.30%,1.5,0.303,0.408,0.392,0.8,0.089,5.7,0.333,1.4,92,14.7,0.372,119,8790
Engel Beltre,Rangers (A+),20,290,3.80%,11.70%,0.32,0.331,0.376,0.46,0.836,0.129,6.1,0.361,-1.1,46,7.3,0.372,119,4918
Melky Mesa,Yankees (A+),23,507,8.70%,25.40%,0.34,0.26,0.338,0.475,0.813,0.215,8.4,0.32,2.3,75,18.7,0.372,133,447
Nicholas Francis,Royals (A+),24,361,5.30%,23.50%,0.22,0.281,0.325,0.513,0.838,0.233,5.9,0.331,0.1,56,12.3,0.371,128,sa327819
Chris Swauger,Cardinals (A+),23,180,7.20%,13.30%,0.54,0.294,0.352,0.463,0.814,0.169,4.6,0.319,-1.1,27,6.5,0.371,132,sa455020
Francisco Peguero,Giants (A+),22,538,3.30%,16.40%,0.2,0.329,0.358,0.488,0.846,0.159,7.8,0.382,-2,85,12.9,0.37,118,5496
Brahiam Maldonado,Mets (A+),24,136,7.40%,35.30%,0.21,0.268,0.324,0.488,0.811,0.22,3,0.371,-0.5,20,4.7,0.369,131,sa254474
Josh Vitters,Cubs (A+),20,120,6.70%,18.30%,0.36,0.291,0.35,0.445,0.795,0.155,4.6,0.341,0.3,18,4.2,0.369,131,4623
Yangervis Solarte,Twins (A+),22,188,6.90%,6.90%,1,0.32,0.371,0.419,0.79,0.099,4.6,0.338,0.4,27,6.4,0.368,131,5352
Reid Fronk,Rays (A+),23,463,13.20%,16.40%,0.8,0.267,0.382,0.403,0.785,0.136,5.8,0.321,0.8,67,15.8,0.368,131,sa390364
Mike Trout,Angels (A+),18,232,11.60%,14.20%,0.82,0.306,0.388,0.429,0.816,0.122,5.2,0.346,-0.5,36,5,0.368,116,10155
Xavier Scruggs,Cardinals (A+),22,357,8.40%,30.00%,0.28,0.269,0.345,0.456,0.8,0.187,3.9,0.362,0.3,52,11.9,0.367,130,7409
Scott Savastano,Mariners (A+),24,102,8.80%,10.80%,0.82,0.307,0.38,0.443,0.823,0.136,3,0.329,0,16,2.1,0.367,116,sa389423
Tony Delmonico,Dodgers (A+),23,243,14.80%,14.40%,1.03,0.284,0.418,0.345,0.764,0.062,3.1,0.333,0.5,37,4.9,0.366,115,sa454730
Chris Richburg,Reds (A+),24,147,4.10%,26.50%,0.15,0.291,0.333,0.493,0.826,0.201,3.4,0.366,0.1,22,4.4,0.366,125,sa502145
Ronnie Welty,Orioles (A+),22,564,8.30%,28.20%,0.3,0.282,0.349,0.464,0.814,0.183,5.5,0.373,0.9,84,16.7,0.366,125,sa455432
Joe Mahoney,Orioles (A+),23,299,7.40%,18.70%,0.39,0.299,0.358,0.465,0.823,0.166,3.2,0.346,-0.1,45,8.8,0.366,125,8179
James Cesario,Rockies (A+),24,527,5.50%,14.40%,0.38,0.316,0.368,0.459,0.827,0.143,7.2,0.361,0.7,81,10.4,0.366,115,sa462937
Cody Johnson,Braves (A+),21,102,9.80%,28.40%,0.34,0.264,0.333,0.505,0.839,0.242,2.6,0.316,-0.4,15,3,0.365,125,sa326488
Alex Castellanos,Cardinals (A+),23,517,7.40%,21.70%,0.34,0.27,0.339,0.462,0.801,0.192,6.7,0.328,-0.1,74,16.6,0.365,129,7223
Johnny Monell,Giants (A+),24,472,10.20%,22.20%,0.46,0.271,0.347,0.485,0.832,0.214,6,0.319,1.2,72,9,0.365,114,2783
Yan Gomes,Blue Jays (A+),22,247,3.60%,25.90%,0.14,0.275,0.312,0.489,0.801,0.215,3.3,0.342,-0.1,35,7.8,0.364,128,9627
Allan Dykstra,Padres (A+),23,469,16.60%,26.00%,0.64,0.241,0.372,0.438,0.81,0.197,2.9,0.309,-1.4,72,8.8,0.364,114,sa454379
Kai Gronauer,Mets (A+),23,152,6.60%,17.10%,0.38,0.324,0.375,0.403,0.778,0.079,3,0.384,0,22,4.7,0.364,128,sa456436
Brandon Barnes,Astros (A+),24,538,6.90%,22.70%,0.3,0.269,0.326,0.517,0.843,0.248,6.5,0.306,1.6,82,9.6,0.363,113,629
Luis Jimenez,Angels (A+),22,344,3.80%,12.50%,0.3,0.286,0.324,0.522,0.846,0.236,7.2,0.297,-0.6,52,6.1,0.363,113,6341
Tommy Pham,Cardinals (A+),22,285,14.70%,20.70%,0.71,0.262,0.377,0.392,0.769,0.131,7.5,0.333,0.8,41,8.7,0.363,127,2967
Angel Salome,Brewers (A+),24,272,8.50%,16.50%,0.51,0.286,0.349,0.433,0.782,0.147,1.4,0.327,-0.6,38,8.1,0.362,127,7536
Ryan Flaherty,Cubs (A+),23,475,8.60%,15.60%,0.55,0.286,0.348,0.445,0.793,0.16,4.8,0.321,-0.3,67,14.1,0.362,127,7888
Dan Nelson,- - -,26,380,10.50%,14.50%,0.73,0.278,0.357,0.438,0.795,0.16,3.7,0.301,-0.2,56,10,0.361,122,sa254036
Karexon Sanchez,Indians (A+),22,552,13.60%,20.70%,0.66,0.259,0.38,0.394,0.774,0.135,4.6,0.325,-0.7,81,14.5,0.361,122,sa392360
Ben Paulsen,Rockies (A+),22,541,6.10%,20.90%,0.29,0.311,0.353,0.474,0.827,0.163,4.9,0.376,-0.6,81,8.6,0.361,112,9741
Ozzie Lewis,White Sox (A+),24,455,7.30%,20.20%,0.36,0.3,0.358,0.44,0.797,0.14,2.9,0.364,-0.6,66,11.6,0.36,121,sa389668
Charlie Cutler,Cardinals (A+),23,169,10.10%,10.10%,1,0.289,0.367,0.409,0.776,0.121,3.5,0.318,-0.1,24,4.8,0.36,125,sa454748
Matt Cline,Brewers (A+),24,481,10.40%,11.00%,0.94,0.298,0.397,0.355,0.751,0.057,4.3,0.339,-3.6,67,13.6,0.36,125,sa389728
Kyle Shelton,White Sox (A+),24,257,8.20%,16.70%,0.49,0.301,0.365,0.424,0.788,0.122,5.1,0.353,0.6,37,6.5,0.36,121,sa458768
Joel Naughton,Phillies (A+),23,200,7.00%,18.50%,0.38,0.308,0.354,0.429,0.782,0.121,1.7,0.359,-0.6,28,5.6,0.36,125,sa293985
Jeremie Tice,Indians (A+),23,209,5.70%,22.50%,0.26,0.283,0.337,0.461,0.797,0.178,3.4,0.35,0.1,30,5,0.358,120,sa454601
Daniel Robertson,Padres (A+),24,609,9.70%,8.50%,1.13,0.3,0.375,0.418,0.793,0.118,7.5,0.322,2.2,90,8.2,0.358,110,6266
Shawn Zarraga,Brewers (A+),21,292,10.60%,20.90%,0.51,0.281,0.38,0.369,0.75,0.088,3.6,0.358,0.5,40,7.8,0.358,124,sa456095
Gabe Jacobo,Angels (A+),23,583,4.10%,16.10%,0.26,0.295,0.333,0.491,0.824,0.196,5,0.32,-2.7,86,7.6,0.358,110,sa454609
Rafael Fernandez,Mets (A+),21,220,6.40%,20.90%,0.3,0.3,0.341,0.44,0.781,0.14,5.5,0.37,-0.2,30,5.7,0.357,123,sa401991
Ernesto Mejia,Royals (A+),24,188,7.40%,21.80%,0.34,0.282,0.335,0.465,0.8,0.182,3.7,0.339,0.1,27,4.2,0.357,119,sa295188
Pedro Florimon,Orioles (A+),23,252,7.90%,20.20%,0.39,0.288,0.361,0.423,0.785,0.135,6.6,0.353,-0.3,36,5.6,0.356,119,8385
Robert Lara,Padres (A+),23,304,12.50%,18.10%,0.69,0.279,0.369,0.419,0.787,0.14,2.4,0.322,0.4,44,3.5,0.356,109,sa455283
Juan Perez,Giants (A+),23,596,5.20%,19.50%,0.27,0.3,0.34,0.476,0.816,0.176,6.6,0.356,-3.3,87,6.9,0.356,109,5371
Anthony Rizzo,Red Sox (A+),20,135,11.90%,23.70%,0.5,0.248,0.333,0.479,0.812,0.231,5.7,0.293,0.7,19,3,0.356,118,3473
Steve Lombardozzi,Nationals (A+),21,507,9.70%,11.80%,0.82,0.293,0.37,0.405,0.775,0.111,6.9,0.336,0.2,72,11.1,0.356,118,5422
Mycal Jones,Braves (A+),23,318,9.70%,20.80%,0.47,0.269,0.354,0.422,0.776,0.153,6.3,0.327,1.5,45,6.7,0.355,118,sa501228
Michael Spina,Athletics (A+),23,594,10.80%,23.90%,0.45,0.255,0.35,0.446,0.796,0.191,2.5,0.307,0.5,86,6.3,0.355,108,sa501624
Josh Ford,Diamondbacks (A+),27,489,7.40%,21.70%,0.34,0.271,0.339,0.468,0.807,0.197,3.2,0.313,0.6,70,5,0.355,108,sa294416
Oscar Tejeda,Red Sox (A+),20,552,5.80%,17.40%,0.33,0.305,0.342,0.453,0.795,0.148,5.9,0.35,0.8,78,11.4,0.354,117,sa392406
Derrick Mitchell,Phillies (A+),23,442,7.00%,20.40%,0.34,0.264,0.323,0.447,0.771,0.183,7.4,0.308,2.7,60,10.3,0.354,121,sa295726
Petey Paramore,Athletics (A+),23,184,18.50%,20.10%,0.92,0.255,0.391,0.362,0.754,0.107,1.2,0.318,-0.3,26,1.6,0.353,107,sa454459
Kyle Day,Reds (A+),23,361,9.10%,23.50%,0.39,0.276,0.348,0.429,0.777,0.152,4.2,0.355,0,50,7.1,0.353,116,sa392101
Bill Rhinehart,Nationals (A+),25,346,9.50%,16.50%,0.58,0.254,0.328,0.463,0.79,0.208,2.8,0.268,-0.5,48,6.5,0.352,116,sa389695
Sean Ratliff,Mets (A+),23,242,7.00%,27.30%,0.26,0.275,0.331,0.432,0.763,0.158,7.5,0.368,0.8,32,5.3,0.352,120,sa454533
Maikol Gonzalez,Rockies (A+),24,181,11.60%,19.90%,0.58,0.268,0.374,0.389,0.763,0.121,7.9,0.354,-0.2,26,1.4,0.352,106,sa462938
Quincy Latimore,Pirates (A+),21,573,5.20%,23.70%,0.22,0.266,0.323,0.444,0.767,0.178,5.7,0.322,1.4,76,12.5,0.351,119,sa389676
Alberto Rosario,Angels (A+),23,210,5.20%,11.90%,0.44,0.304,0.355,0.431,0.786,0.127,6.8,0.329,1.3,30,1.6,0.351,106,sa392748
Charlie Culberson,Giants (A+),21,551,6.00%,18.00%,0.33,0.292,0.342,0.457,0.799,0.165,6.4,0.332,2,78,4,0.351,105,3298
Alexi Amarista,Angels (A+),21,323,5.90%,13.00%,0.45,0.303,0.349,0.448,0.797,0.145,7.1,0.34,-1.1,46,2.3,0.351,105,9063
Travis Scott,Mariners (A+),25,134,8.20%,16.40%,0.5,0.269,0.343,0.445,0.789,0.176,2.7,0.29,0.3,19,1,0.351,105,sa326418
Niko Vasquez,Cardinals (A+),21,236,11.40%,20.80%,0.55,0.262,0.349,0.398,0.747,0.136,3.2,0.329,-0.6,31,4.8,0.35,118,sa454460
Steve Susdorf,Phillies (A+),24,543,8.50%,20.10%,0.42,0.278,0.343,0.411,0.754,0.133,3.5,0.335,-0.8,72,11.1,0.35,118,8587
Jack Rye,Yankees (A+),24,377,9.00%,10.90%,0.83,0.274,0.342,0.413,0.755,0.139,5.8,0.293,0.7,50,7.7,0.349,118,sa454732
Jordany Valdespin,Mets (A+),22,288,2.80%,15.60%,0.18,0.289,0.323,0.437,0.76,0.148,6.7,0.327,-1.5,38,5.8,0.349,118,5098
Darin Ruf,Phillies (A+),23,406,6.40%,21.40%,0.3,0.277,0.335,0.421,0.756,0.144,3.5,0.346,-0.7,53,8.2,0.349,118,9929
Michael Burgess,Nationals (A+),21,442,10.60%,20.10%,0.53,0.259,0.348,0.427,0.776,0.168,5.1,0.307,0.4,60,7.4,0.349,114,sa389928
Alfredo Silverio,Dodgers (A+),23,417,4.30%,15.10%,0.29,0.292,0.324,0.486,0.809,0.194,7.7,0.32,0.3,58,2.3,0.349,104,sa392355
Mike Mcdade,Blue Jays (A+),21,517,5.20%,27.30%,0.19,0.267,0.315,0.448,0.763,0.181,3,0.334,0,68,10.3,0.349,118,sa389194
Jose Altuve,Astros (A+),20,127,7.10%,13.40%,0.53,0.276,0.333,0.457,0.79,0.181,5.9,0.295,-1.2,18,0.7,0.349,104,5417
Donnie Webb,Indians (A+),24,305,9.50%,22.00%,0.43,0.267,0.364,0.388,0.752,0.12,5.8,0.339,0.9,41,4.9,0.348,113,sa454797
Kentrail Davis,Brewers (A+),22,150,11.30%,18.70%,0.61,0.244,0.38,0.341,0.721,0.098,8,0.316,0.7,20,2.9,0.348,117,sa390671
Sean Halton,Brewers (A+),23,445,6.30%,19.80%,0.32,0.29,0.343,0.413,0.756,0.123,2.3,0.341,-0.8,58,8.5,0.348,117,9853
Tony Cruz,Cardinals (A+),23,202,9.40%,16.30%,0.58,0.282,0.348,0.398,0.746,0.116,2.9,0.338,-0.9,26,3.8,0.348,117,2802
Mitch Abeita,Yankees (A+),24,299,14.00%,20.10%,0.7,0.273,0.375,0.352,0.726,0.078,2.1,0.352,-0.3,39,5.6,0.348,117,sa455009
James Simmons,Giants (A+),24,362,10.20%,30.90%,0.33,0.252,0.338,0.447,0.784,0.195,7.9,0.349,0.7,50,1.5,0.347,103,sa326261
Billy Rowell,Orioles (A+),21,486,8.80%,31.50%,0.28,0.275,0.348,0.408,0.756,0.133,3.7,0.399,0.4,66,7.4,0.347,113,sa326471
Jermaine Curtis,Cardinals (A+),22,242,11.60%,10.30%,1.12,0.272,0.392,0.323,0.715,0.051,4.6,0.305,0.3,32,4.5,0.347,117,7765
Brent Wyatt,Tigers (A+),25,446,11.90%,16.80%,0.71,0.258,0.367,0.363,0.73,0.105,5.5,0.31,0.8,58,8.3,0.347,117,sa455039
Neftali Soto,Reds (A+),21,565,5.70%,18.60%,0.3,0.268,0.319,0.46,0.778,0.192,2.4,0.298,0.3,76,8.4,0.347,112,5663
