Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Willie Cabrera,Braves (AA),23,407,7.10%,8.80%,0.81,0.306,0.369,0.454,0.822,0.148,4.6,0.326,0.1,61,12.8,0.374,126,sa326105
Ray Chang,Red Sox (AA),26,507,10.10%,12.60%,0.8,0.298,0.384,0.436,0.821,0.139,2.2,0.331,-0.5,80,18,0.374,129,sa295642
Jason Van Kooten,Rockies (AA),25,447,7.80%,22.80%,0.34,0.271,0.339,0.497,0.837,0.226,6.2,0.324,-0.6,67,14.6,0.374,128,sa262052
Ollie Linton,Diamondbacks (AA),24,483,13.00%,20.70%,0.63,0.304,0.411,0.382,0.792,0.078,5.9,0.396,-2.4,72,14.8,0.373,126,sa455265
Bryan Byrne,Diamondbacks (AA),26,480,16.90%,19.60%,0.86,0.279,0.408,0.377,0.786,0.098,2.8,0.352,-1,72,14.6,0.373,125,sa291107
Alex Liddi,Mariners (AA),21,565,8.80%,25.70%,0.34,0.281,0.353,0.476,0.829,0.195,5.3,0.366,-2,85,17.1,0.373,125,5411
Matt Mcbride,Indians (AA),25,404,7.40%,15.30%,0.48,0.285,0.349,0.501,0.85,0.216,2.4,0.3,-0.9,63,14,0.373,128,9373
Mike Nickeas,Mets (AA),27,318,15.40%,13.50%,1.14,0.283,0.403,0.396,0.799,0.113,1.3,0.323,-0.3,50,10.9,0.372,128,7419
Nate Tenbrink,Mariners (AA),23,284,13.40%,19.00%,0.7,0.274,0.381,0.427,0.808,0.154,7.3,0.33,1.5,42,8.5,0.372,125,sa454946
Lars Davis,Rockies (AA),24,155,12.30%,20.00%,0.61,0.289,0.409,0.375,0.784,0.086,2.4,0.368,-0.8,23,4.9,0.372,127,sa390233
Collin Cowgill,Diamondbacks (AA),24,577,9.90%,12.70%,0.78,0.285,0.36,0.464,0.825,0.179,6.3,0.3,1.2,86,17.2,0.372,125,7250
Kirk Nieuwenhuis,Mets (AA),22,433,6.90%,21.50%,0.32,0.289,0.337,0.51,0.847,0.221,6.2,0.338,-0.4,67,14.5,0.372,127,6400
Tim Smith,Royals (AA),24,350,9.40%,12.00%,0.79,0.306,0.372,0.453,0.825,0.147,4.7,0.328,1,52,10.8,0.371,126,sa390330
Josh Johnson,Nationals (AA),24,258,11.20%,14.30%,0.78,0.287,0.375,0.444,0.819,0.157,5.3,0.324,-1.1,40,8.5,0.371,127,sa254333
Drew Anderson,Brewers (AA),29,296,11.50%,22.30%,0.52,0.273,0.365,0.449,0.814,0.176,4.6,0.344,-0.5,44,8.5,0.371,124,5578
Jeremy Moore,Angels (AA),23,508,7.70%,24.00%,0.32,0.304,0.359,0.464,0.823,0.16,7.2,0.385,0.8,75,15.4,0.371,126,7307
Matt Lawson,- - -,24,527,9.10%,18.00%,0.51,0.293,0.372,0.439,0.811,0.146,5.6,0.35,-0.4,78,15.5,0.37,125,sa388392
Ryan Adams,Orioles (AA),23,594,7.90%,20.40%,0.39,0.298,0.365,0.464,0.829,0.166,2.3,0.358,-0.9,92,19.3,0.37,127,6343
Cesar Nicolas,Tigers (AA),28,289,11.40%,17.30%,0.66,0.279,0.377,0.443,0.82,0.164,2,0.319,0.2,45,9.3,0.37,126,sa283192
Matt Clark,Padres (AA),23,558,8.40%,26.20%,0.32,0.269,0.339,0.485,0.824,0.216,1.4,0.322,0.1,82,16.5,0.37,125,8793
Koby Clemens,Astros (AA),23,535,12.90%,26.70%,0.48,0.239,0.348,0.473,0.821,0.235,5.2,0.285,0.7,79,15.7,0.369,125,sa294917
Steve Clevenger,Cubs (AA),24,294,6.80%,9.50%,0.71,0.314,0.364,0.458,0.822,0.144,2.4,0.335,-2.5,43,8.1,0.369,123,9542
Brent Morel,White Sox (AA),23,203,6.40%,17.70%,0.36,0.321,0.371,0.435,0.806,0.114,4.4,0.385,-1.1,30,5.5,0.369,123,6402
Matt Hague,Pirates (AA),24,581,10.50%,10.70%,0.98,0.295,0.375,0.442,0.817,0.147,2.6,0.31,-2,89,18.1,0.369,125,7772
Adron Chambers,Cardinals (AA),23,292,10.60%,17.10%,0.62,0.282,0.376,0.417,0.793,0.135,7.3,0.335,0,43,8.2,0.368,124,7995
Brandon Tripp,Marlins (AA),25,450,7.60%,24.70%,0.31,0.287,0.367,0.444,0.811,0.157,4.1,0.376,-0.3,65,11.8,0.368,122,sa327660
Blake Lalli,Cubs (AA),27,524,13.00%,10.10%,1.28,0.311,0.403,0.389,0.791,0.077,1.5,0.345,-0.9,76,13.7,0.367,122,9246
Mauro Gomez,Braves (AA),25,559,8.20%,21.80%,0.38,0.281,0.349,0.471,0.82,0.19,2.6,0.337,-0.7,81,14.6,0.367,122,5342
Yonder Alonso,Reds (AA),23,121,15.70%,13.20%,1.19,0.267,0.388,0.406,0.794,0.139,4.2,0.293,0,18,3.1,0.367,122,2530
Kris Watts,Pirates (AA),25,213,14.60%,10.30%,1.41,0.266,0.39,0.41,0.801,0.145,1.4,0.284,0,32,6.3,0.367,124,sa327874
Ty Wright,Cubs (AA),25,311,4.50%,11.30%,0.4,0.298,0.339,0.474,0.813,0.176,4.1,0.309,-0.1,45,7.9,0.367,121,sa388992
Wilkin Ramirez,Tigers (AA),24,235,9.40%,35.70%,0.26,0.241,0.311,0.538,0.848,0.297,6,0.316,-1.6,36,6.9,0.366,124,5219
Tony Thomas,Cubs (AA),23,449,7.30%,22.30%,0.33,0.276,0.338,0.485,0.823,0.209,7.9,0.338,2.1,65,10.9,0.365,120,sa389692
Carlos Peguero,Mariners (AA),23,553,10.10%,32.20%,0.31,0.254,0.34,0.463,0.803,0.209,5.3,0.351,-2.4,79,12.9,0.364,119,8760
Corey Smith,Dodgers (AA),28,455,8.40%,16.30%,0.51,0.275,0.343,0.467,0.809,0.191,4.6,0.303,0.3,65,10.5,0.364,119,sa199533
Darin Mastroianni,Blue Jays (AA),24,617,12.50%,15.60%,0.8,0.301,0.39,0.398,0.788,0.097,7.7,0.358,4.7,92,16.5,0.363,122,7316
Mike Costanzo,Reds (AA),26,351,9.40%,23.90%,0.39,0.27,0.349,0.459,0.808,0.189,5.8,0.333,1.4,50,7.9,0.363,119,3533
Scott Savastano,Mariners (AA),24,269,11.20%,21.60%,0.52,0.284,0.365,0.424,0.788,0.14,4.6,0.355,-0.1,38,6,0.363,119,sa389423
Dustin Ackley,Mariners (AA),22,350,15.70%,11.70%,1.34,0.26,0.386,0.381,0.766,0.121,5.9,0.296,0.7,49,7.7,0.362,118,10099
Zelous Wheeler,Brewers (AA),23,569,12.30%,13.50%,0.91,0.273,0.38,0.394,0.774,0.121,4.1,0.304,-0.1,80,12.5,0.362,118,8822
Jaime Pedroza,Dodgers (AA),23,487,12.70%,20.70%,0.61,0.28,0.378,0.401,0.779,0.122,4.6,0.354,-1.8,69,10.6,0.362,118,sa389397
Lorenzo Scott,Marlins (AA),28,324,13.00%,32.10%,0.4,0.265,0.369,0.412,0.781,0.147,7.3,0.402,0.1,46,7,0.362,118,sa225832
Chuckie Caufield,Brewers (AA),26,215,9.80%,24.20%,0.4,0.283,0.367,0.413,0.78,0.13,4,0.372,0.4,30,4.6,0.361,118,sa328977
Shawn Bowman,Blue Jays (AA),25,455,8.10%,21.10%,0.39,0.265,0.332,0.484,0.816,0.219,2.6,0.295,-0.5,67,11.4,0.361,121,sa226157
Mike Rivera,Dodgers (AA),33,224,15.60%,21.40%,0.73,0.257,0.384,0.377,0.761,0.12,2,0.333,-0.5,31,4.5,0.36,117,493
Ernesto Mejia,Royals (AA),24,293,7.50%,29.40%,0.26,0.268,0.334,0.464,0.798,0.195,2.5,0.351,0.3,41,6.4,0.36,119,sa295188
Brett Lawrie,Brewers (AA),20,609,7.70%,19.40%,0.4,0.285,0.346,0.449,0.795,0.164,7.7,0.35,0.5,85,12.1,0.36,117,5247
Rene Tosoni,Twins (AA),23,219,11.40%,23.70%,0.48,0.27,0.369,0.422,0.79,0.151,5.5,0.351,0.2,32,5.3,0.36,120,7099
Luis Terrero,Reds (AA),30,166,10.20%,24.10%,0.43,0.27,0.352,0.447,0.798,0.177,5.3,0.337,1.2,23,3.2,0.359,116,1765
Cedric Hunter,Padres (AA),22,317,9.80%,6.90%,1.41,0.308,0.375,0.423,0.798,0.115,4.7,0.318,-1,44,6.7,0.359,118,2833
Thomas Neal,Giants (AA),22,585,7.90%,16.10%,0.49,0.291,0.359,0.44,0.799,0.149,4,0.334,0,85,13.7,0.359,119,9461
Lonnie Chisenhall,Indians (AA),21,524,8.80%,14.70%,0.6,0.278,0.351,0.45,0.801,0.172,4.8,0.297,0.6,76,12.1,0.359,119,7571
Bryan Pounds,Tigers (AA),24,209,10.00%,24.90%,0.4,0.283,0.361,0.44,0.801,0.158,2.9,0.362,-0.7,30,4.8,0.358,119,sa455338
Anthony Rizzo,Red Sox (AA),20,467,9.60%,21.40%,0.45,0.263,0.334,0.481,0.815,0.217,4,0.297,1,68,10.7,0.358,119,3473
Kory Casto,Diamondbacks (AA),28,205,13.20%,22.00%,0.6,0.251,0.358,0.431,0.789,0.18,1.6,0.283,-0.7,28,3.9,0.358,116,6597
Daniel Mayora,Rockies (AA),24,263,8.00%,13.30%,0.6,0.286,0.352,0.44,0.793,0.154,4.4,0.323,-1.6,36,5.4,0.358,117,sa291160
Cody Cipriano,Rays (AA),25,273,11.70%,22.00%,0.53,0.275,0.371,0.399,0.77,0.124,5.7,0.351,0.4,38,5,0.358,115,sa390391
Chris Marrero,Nationals (AA),21,577,7.50%,17.70%,0.42,0.294,0.35,0.45,0.8,0.156,1.9,0.333,-1.1,83,12.9,0.358,118,2852
Ozzie Martinez,Marlins (AA),22,587,8.30%,10.90%,0.77,0.3,0.37,0.399,0.769,0.099,5.4,0.334,-1.2,81,10.7,0.357,115,3900
Yasser Gomez,Braves (AA),30,146,13.00%,6.20%,2.11,0.315,0.404,0.339,0.743,0.024,1.3,0.339,-1.1,20,2.6,0.357,115,sa534456
Kristopher Negron,Reds (AA),24,547,9.30%,17.70%,0.53,0.272,0.361,0.409,0.77,0.136,7.6,0.321,3,75,9.7,0.357,115,5306
Brandon Waring,Orioles (AA),24,546,10.80%,32.80%,0.33,0.242,0.338,0.458,0.796,0.216,2.7,0.337,-0.5,78,11.8,0.357,118,sa389878
Andy Parrino,Padres (AA),24,491,13.80%,23.40%,0.59,0.247,0.363,0.416,0.779,0.169,5,0.316,0.1,67,9.5,0.357,116,3972
Alejandro Machado,Braves (AA),28,171,14.00%,12.30%,1.14,0.275,0.386,0.37,0.755,0.094,3,0.308,-0.4,23,2.8,0.355,114,2082
Danny Espinosa,Nationals (AA),23,434,7.60%,21.70%,0.35,0.259,0.332,0.461,0.793,0.202,7,0.297,0.6,61,8.4,0.354,116,9219
Guillermo Quiroz,Mariners (AA),28,263,8.00%,22.40%,0.36,0.282,0.347,0.427,0.775,0.145,2.5,0.353,-0.9,35,4,0.354,113,7989
Jordan Henry,Indians (AA),22,337,13.60%,17.50%,0.78,0.3,0.396,0.355,0.752,0.056,6.6,0.377,1.3,48,6.5,0.354,116,sa501511
Tony Campana,Cubs (AA),24,550,8.00%,14.90%,0.54,0.317,0.376,0.382,0.759,0.065,6.9,0.377,1.2,74,8.1,0.353,112,4964
Cole Armstrong,White Sox (AA),26,368,13.30%,15.20%,0.88,0.276,0.37,0.403,0.773,0.127,0.7,0.31,0,49,5.3,0.353,112,sa225831
J.D. Martinez,Astros (AA),22,207,7.20%,20.30%,0.36,0.302,0.357,0.407,0.765,0.106,3.6,0.372,-0.4,28,3.3,0.353,114,6184
John Drennen,Indians (AA),23,486,6.80%,11.50%,0.59,0.3,0.355,0.434,0.789,0.134,3.6,0.327,-0.9,68,8.8,0.352,115,sa291168
Matt Liuzza,Blue Jays (AA),26,139,12.90%,24.50%,0.53,0.25,0.353,0.417,0.769,0.167,1.2,0.317,-0.9,19,2.4,0.351,114,sa328072
Sean Henry,Reds (AA),24,445,6.10%,14.40%,0.42,0.299,0.354,0.407,0.761,0.109,5.2,0.344,-0.4,59,5.9,0.351,111,sa254577
Christian Colonel,- - -,28,154,14.90%,16.20%,0.92,0.248,0.37,0.38,0.75,0.132,5.8,0.294,0.2,20,2.2,0.351,112,sa225671
Yamaico Navarro,Red Sox (AA),22,378,11.10%,14.00%,0.79,0.271,0.355,0.416,0.772,0.146,6.1,0.299,1,52,6.3,0.351,114,5665
Caleb Gindl,Brewers (AA),21,534,10.30%,14.60%,0.71,0.272,0.352,0.406,0.758,0.134,3.9,0.307,-0.1,70,6.6,0.35,110,5002
Tyson Auer,Angels (AA),24,202,6.90%,15.30%,0.45,0.308,0.36,0.395,0.755,0.086,6.1,0.362,-0.2,27,2.8,0.35,112,sa462418
Matt Spencer,Cubs (AA),24,420,8.30%,20.50%,0.41,0.265,0.331,0.448,0.779,0.183,5.6,0.299,1.1,55,5,0.349,110,sa390327
Marcos Vechionacci,Yankees (AA),23,451,8.90%,24.60%,0.36,0.283,0.35,0.421,0.771,0.138,4.8,0.365,0.3,62,7.1,0.349,113,sa248180
James Darnell,Padres (AA),23,426,10.30%,15.00%,0.69,0.265,0.348,0.408,0.756,0.142,3,0.295,0.5,56,5.6,0.349,111,9060
Tuffy Gosewisch,Phillies (AA),26,370,13.20%,18.10%,0.73,0.241,0.353,0.405,0.759,0.164,2.3,0.281,0,51,5.5,0.348,112,5277
Jake Kahaulelio,Reds (AA),25,463,9.30%,16.60%,0.56,0.257,0.338,0.422,0.759,0.164,3.8,0.288,-0.3,60,5,0.348,109,sa389243
Christian Marrero,White Sox (AA),23,576,12.50%,14.80%,0.85,0.273,0.365,0.385,0.75,0.113,4.2,0.311,0.3,75,6.1,0.348,109,sa326115
Adam Loewen,Blue Jays (AA),26,537,12.30%,26.40%,0.46,0.246,0.351,0.412,0.763,0.166,5.6,0.327,0.8,73,7.6,0.347,112,2134
Blake Tekotte,Padres (AA),23,301,8.60%,20.90%,0.41,0.25,0.324,0.448,0.772,0.198,6.2,0.291,-2.5,39,3.5,0.347,110,8810
Kevin Mahar,Phillies (AA),29,415,10.40%,21.70%,0.48,0.261,0.342,0.423,0.765,0.162,4,0.312,-0.5,56,5.5,0.346,111,7164
Taylor Green,Brewers (AA),23,451,10.00%,14.90%,0.67,0.26,0.336,0.438,0.773,0.178,2.1,0.277,-0.9,58,4.2,0.346,108,9147
Rich Thompson,Phillies (AA),31,146,6.20%,13.70%,0.45,0.297,0.359,0.398,0.758,0.102,9.4,0.343,2.6,20,1.9,0.346,110,1883
Andrew Romine,Angels (AA),24,453,11.00%,14.60%,0.76,0.282,0.37,0.366,0.736,0.084,5.9,0.332,0.6,58,4.8,0.346,109,1159
Kyle Russell,Dodgers (AA),24,308,9.40%,36.70%,0.26,0.245,0.319,0.462,0.781,0.216,5.2,0.373,-0.3,39,2.7,0.345,107,sa454496
Che-Hsuan Lin,Red Sox (AA),21,543,13.30%,11.60%,1.14,0.275,0.386,0.343,0.728,0.068,6.3,0.315,0,73,6.7,0.345,110,3734
David Cooper,Blue Jays (AA),23,553,9.40%,13.40%,0.7,0.257,0.327,0.442,0.769,0.185,1.5,0.266,0,74,6.5,0.344,110,7752
