Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Ian Gac,White Sox (A+),25,587,9.90%,24.50%,0.4,0.279,0.358,0.535,0.893,0.256,2.3,0.323,-0.6,101,34,0.396,151,sa244078
Ramon Cabrera,Pirates (A+),21,379,10.00%,7.70%,1.31,0.343,0.41,0.471,0.881,0.128,5.1,0.361,0.5,64,19.8,0.396,144,sa503033
Jason Hagerty,Padres (A+),23,293,8.90%,21.20%,0.42,0.311,0.386,0.518,0.903,0.206,5.3,0.379,-0.3,54,12.3,0.395,130,sa501451
Jeremy Hazelbaker,Red Sox (A+),23,144,13.90%,23.60%,0.59,0.279,0.389,0.475,0.864,0.197,5.7,0.349,-0.1,24,8,0.393,149,sa501446
Edinson Rincon,Padres (A+),20,340,9.40%,17.40%,0.54,0.329,0.394,0.497,0.891,0.168,3.3,0.38,-0.1,62,13.8,0.393,129,sa397812
Brandon Tripp,Phillies (A+),26,165,4.80%,23.00%,0.21,0.322,0.37,0.507,0.876,0.184,1.6,0.4,0,28,8.2,0.392,142,sa327660
Juan Lagares,Mets (A+),22,335,6.30%,14.00%,0.45,0.338,0.38,0.494,0.873,0.156,5.6,0.379,-1.6,56,16.6,0.392,142,5384
Adalberto Santos,Pirates (A+),23,407,10.60%,13.50%,0.78,0.314,0.392,0.476,0.868,0.161,8,0.354,3.6,68,20.1,0.392,142,sa389203
Nelson Perez,Cubs (A+),23,108,5.60%,31.50%,0.18,0.327,0.37,0.505,0.875,0.178,5.8,0.46,0.2,18,5.3,0.392,142,sa392846
Anthony Jackson,Dodgers (A+),27,170,8.80%,11.20%,0.79,0.336,0.402,0.476,0.878,0.14,8,0.363,-0.4,31,6.6,0.391,127,sa327792
Henry Rodriguez,Reds (A+),21,254,5.50%,13.80%,0.4,0.34,0.378,0.513,0.891,0.172,4.3,0.372,-0.9,46,9.9,0.391,127,7983
David Harris,Angels (A+),24,164,14.00%,25.60%,0.55,0.301,0.402,0.471,0.873,0.169,6.1,0.404,0.2,29,5.8,0.388,125,sa594138
J.T. Wise,Dodgers (A+),25,397,13.40%,22.70%,0.59,0.286,0.384,0.503,0.887,0.217,3.7,0.339,-0.4,70,14,0.387,125,sa505632
Matt Long,Angels (A+),24,558,10.00%,15.40%,0.65,0.301,0.382,0.507,0.889,0.206,7.9,0.335,-0.5,99,19.6,0.387,125,sa454873
Jordan Lennerton,Tigers (A+),25,580,15.70%,21.60%,0.73,0.287,0.397,0.445,0.843,0.159,1.8,0.358,-0.1,94,26.2,0.387,138,sa455610
Blake Smith,Dodgers (A+),23,329,9.70%,25.20%,0.39,0.294,0.359,0.539,0.898,0.246,3.5,0.354,-0.3,58,11.3,0.386,124,sa500814
Dean Anna,Padres (A+),24,177,10.70%,12.40%,0.86,0.311,0.4,0.466,0.866,0.155,5.9,0.341,0.5,31,6,0.386,124,8353
Tyler Saladino,White Sox (A+),21,464,11.00%,19.40%,0.57,0.27,0.363,0.501,0.864,0.232,6.2,0.31,-1.6,76,23.2,0.386,144,sa503153
Matt Den Dekker,Mets (A+),23,302,7.90%,21.50%,0.37,0.296,0.362,0.494,0.857,0.199,8,0.369,0.3,49,13,0.384,137,11385
Brent Wyatt,Tigers (A+),26,420,14.80%,13.60%,1.09,0.29,0.417,0.398,0.816,0.108,5.9,0.339,0.9,68,18.1,0.384,137,sa455039
Nick Buss,Dodgers (A+),24,530,5.10%,11.90%,0.43,0.328,0.369,0.511,0.88,0.184,7.7,0.353,0.9,92,17,0.384,123,6835
Travis Denker,Dodgers (A+),25,230,12.20%,16.50%,0.74,0.259,0.352,0.548,0.9,0.289,6,0.245,0.7,40,7.1,0.382,122,6155
Bryce Brentz,Red Sox (A+),22,321,8.10%,24.90%,0.33,0.274,0.336,0.531,0.868,0.257,3.1,0.311,-0.3,52,15.1,0.382,141,10607
Joey Terdoslavich,Braves (A+),22,536,7.60%,20.00%,0.38,0.286,0.341,0.526,0.867,0.24,3.5,0.324,0.2,85,24.6,0.38,140,10593
Michael Wing,Angels (A+),22,320,5.30%,16.60%,0.32,0.317,0.365,0.502,0.866,0.184,4.2,0.355,-3.1,54,9.2,0.38,120,sa392185
Elvys Gonzalez,Pirates (A+),21,503,7.80%,18.50%,0.42,0.322,0.374,0.467,0.841,0.145,5.1,0.391,-0.8,79,19.9,0.38,134,sa495744
Greg Garcia,Cardinals (A+),21,257,12.10%,16.30%,0.74,0.29,0.4,0.419,0.819,0.129,5.8,0.353,-0.9,40,10.1,0.379,133,10951
Hak-Ju Lee,Rays (A+),20,454,9.30%,15.90%,0.58,0.318,0.389,0.443,0.832,0.125,8,0.38,-0.3,71,17.8,0.379,133,sa502536
Aaron Baker,- - -,23,494,10.10%,20.40%,0.5,0.295,0.366,0.484,0.85,0.188,2.9,0.343,-0.7,77,19.3,0.378,134,sa501612
Chris Herrmann,Twins (A+),23,106,14.20%,5.70%,2.5,0.31,0.404,0.425,0.829,0.115,4.9,0.317,0.2,17,4.1,0.378,133,9284
Jon Singleton,- - -,19,525,13.10%,23.40%,0.56,0.297,0.39,0.44,0.831,0.144,2.4,0.377,-0.9,84,18.7,0.378,128,10441
Brett Nommensen,Rays (A+),24,378,11.60%,13.80%,0.85,0.292,0.404,0.413,0.817,0.121,7.1,0.332,1.8,59,14.1,0.377,132,sa501600
Calvin Anderson,Pirates (A+),24,251,8.00%,33.50%,0.24,0.271,0.335,0.511,0.846,0.24,3.6,0.366,-0.1,39,9.3,0.376,131,sa455189
Jaime Pedroza,Dodgers (A+),24,127,9.40%,17.30%,0.55,0.278,0.376,0.472,0.848,0.194,5.9,0.317,0.5,21,3.2,0.376,118,sa389397
Austin Gallagher,Dodgers (A+),22,458,13.50%,15.30%,0.89,0.292,0.386,0.451,0.838,0.159,3,0.324,-0.3,76,11.4,0.375,118,sa389210
Steven Proscia,Mariners (A+),21,192,2.10%,17.20%,0.12,0.303,0.319,0.568,0.887,0.265,4.3,0.312,-0.8,32,4.7,0.375,117,sa577698
Greg Sexton,Rays (A+),26,321,9.00%,11.80%,0.76,0.313,0.382,0.438,0.82,0.125,3.9,0.348,-0.3,49,11.5,0.375,131,sa390637
Ehire Adrianza,Giants (A+),21,262,8.80%,17.60%,0.5,0.3,0.375,0.465,0.841,0.165,6.1,0.361,0.6,43,6.3,0.375,117,8418
Deangelo Mack,Yankees (A+),24,233,8.60%,14.20%,0.61,0.3,0.364,0.464,0.827,0.164,4.9,0.337,-0.5,36,8.2,0.374,130,sa501766
Andy Wilkins,White Sox (A+),22,556,10.10%,16.40%,0.62,0.278,0.349,0.485,0.834,0.207,2.1,0.298,-0.6,86,22.8,0.374,136,11251
Jordan Comadena,Astros (A+),25,115,8.70%,22.60%,0.38,0.295,0.389,0.432,0.821,0.137,5.5,0.386,0.3,19,2.6,0.373,116,sa491609
Xavier Scruggs,Cardinals (A+),23,471,8.50%,26.50%,0.32,0.26,0.34,0.494,0.834,0.234,4.5,0.317,0.3,72,16,0.373,129,7409
Zack Cox,Cardinals (A+),22,180,6.10%,16.10%,0.38,0.335,0.38,0.439,0.819,0.104,2.6,0.388,-0.5,27,6.1,0.372,129,sa455436
Robert Lyerly,Yankees (A+),23,281,6.40%,19.90%,0.32,0.315,0.363,0.462,0.825,0.146,5.6,0.388,-0.1,43,9.5,0.372,129,sa501552
Hector Sanchez,Giants (A+),21,228,4.80%,21.50%,0.22,0.302,0.338,0.533,0.871,0.231,2.8,0.342,-0.4,37,4.8,0.371,115,10289
Junior Lake,Cubs (A+),21,216,2.80%,22.70%,0.12,0.315,0.336,0.498,0.834,0.182,9.4,0.384,2.1,32,7,0.371,128,4672
Vince Difazio,Rangers (A+),25,284,15.10%,25.70%,0.59,0.232,0.38,0.417,0.797,0.184,3.1,0.304,0.1,43,10.8,0.37,133,sa501657
Tony Delmonico,Dodgers (A+),24,484,11.80%,20.50%,0.58,0.268,0.387,0.424,0.811,0.157,3.2,0.324,-0.6,78,9.6,0.37,114,sa454730
Mark Fleury,Reds (A+),23,200,15.00%,21.00%,0.71,0.278,0.39,0.414,0.804,0.136,6.2,0.355,0.1,32,3.9,0.369,114,sa501230
Brad Glenn,Blue Jays (A+),24,458,6.60%,26.90%,0.24,0.263,0.319,0.514,0.833,0.251,1.8,0.308,-0.1,68,14.4,0.369,127,7392
Jarek Cunningham,Pirates (A+),21,348,4.90%,23.60%,0.21,0.258,0.32,0.516,0.836,0.258,7.1,0.3,0.1,52,10.9,0.369,127,sa455364
Leury Bonilla,Mariners (A+),26,138,2.90%,19.60%,0.15,0.318,0.343,0.504,0.847,0.186,5.2,0.365,-1,22,2.6,0.369,114,sa293541
Mark Wagner,Red Sox (A+),27,104,13.50%,15.40%,0.88,0.264,0.365,0.448,0.814,0.184,3.4,0.275,0.2,16,3.8,0.368,132,sa294138
Danny Payne,Padres (A+),25,345,18.00%,26.10%,0.69,0.245,0.383,0.437,0.819,0.191,6.5,0.328,-0.3,55,6.3,0.368,113,sa388383
Conner Crumbliss,Athletics (A+),24,542,17.70%,15.70%,1.13,0.268,0.404,0.378,0.782,0.11,6,0.316,1.6,86,9.3,0.367,112,sa502365
Destin Hood,Nationals (A+),21,536,10.80%,17.90%,0.6,0.276,0.364,0.445,0.809,0.168,6,0.319,1.6,80,18.9,0.367,131,sa454429
Gustavo Nunez,Tigers (A+),23,294,8.50%,13.60%,0.63,0.305,0.369,0.432,0.802,0.127,7.3,0.35,-1.4,43,8.6,0.367,125,sa446859
James Simmons,Giants (A+),25,176,7.40%,34.10%,0.22,0.27,0.329,0.522,0.851,0.252,7.8,0.371,0.9,28,2.9,0.366,112,sa326261
Rey Navarro,Royals (A+),21,301,6.00%,13.00%,0.46,0.285,0.337,0.484,0.82,0.199,5.6,0.307,-0.7,45,10.3,0.365,130,sa390371
Nate Freiman,Padres (A+),24,618,8.10%,15.00%,0.54,0.288,0.354,0.487,0.842,0.199,4.6,0.308,0.9,97,9.9,0.365,111,6582
Anthony Aliotti,Athletics (A+),24,550,14.50%,22.40%,0.65,0.276,0.392,0.396,0.788,0.12,2.9,0.353,0.2,87,8.7,0.365,111,sa501732
Kyle Roller,Yankees (A+),23,244,9.00%,26.60%,0.34,0.265,0.365,0.427,0.791,0.161,2.5,0.353,0.1,36,6.9,0.365,124,sa503716
Carlo Testa,Royals (A+),24,417,8.60%,26.10%,0.33,0.29,0.361,0.443,0.804,0.153,6.3,0.393,0.4,61,14.1,0.365,130,sa455365
Joe Dunigan,Mariners (A+),25,118,10.20%,50.00%,0.2,0.236,0.314,0.547,0.861,0.311,1.5,0.405,-0.5,18,1.8,0.364,111,sa389233
Jon Mark Owings,Diamondbacks (A+),26,397,8.60%,21.20%,0.4,0.28,0.349,0.48,0.83,0.201,4.2,0.329,0,62,6,0.364,111,sa254697
Brad Mcelroy,Blue Jays (A+),25,417,9.40%,13.90%,0.67,0.295,0.379,0.404,0.784,0.11,7.3,0.345,3.6,61,11.5,0.364,123,sa454908
Starlin Rodriguez,Cardinals (A+),21,185,3.20%,18.40%,0.18,0.315,0.354,0.455,0.808,0.139,4.7,0.366,-1.5,27,5.1,0.364,123,sa508116
Kevin Nolan,Blue Jays (A+),23,280,12.90%,16.80%,0.77,0.281,0.375,0.413,0.788,0.132,2.1,0.333,-0.9,41,7.6,0.364,123,sa502042
Adam Abraham,Indians (A+),24,540,13.00%,21.10%,0.61,0.254,0.362,0.434,0.796,0.18,2.8,0.301,0,79,17.6,0.363,129,sa454574
Stefan Welch,Mets (A+),22,514,11.10%,20.40%,0.54,0.271,0.361,0.438,0.8,0.167,3.6,0.317,0.1,74,13.6,0.363,123,sa392373
Jake Lemmerman,Dodgers (A+),22,469,10.00%,19.20%,0.52,0.293,0.379,0.42,0.799,0.128,5.2,0.355,0.5,73,6.4,0.363,110,sa526398
Jeremie Tice,Indians (A+),24,320,11.30%,22.80%,0.49,0.258,0.356,0.436,0.793,0.178,2,0.311,-0.3,47,10.1,0.362,128,sa454601
Alfredo Marte,Diamondbacks (A+),22,250,5.60%,17.20%,0.33,0.299,0.344,0.479,0.823,0.179,6.6,0.342,1.1,38,3.1,0.361,109,5212
Jonathan Galvez,Padres (A+),20,545,7.50%,22.60%,0.33,0.291,0.355,0.465,0.82,0.174,7.7,0.361,3.2,84,6.5,0.361,108,sa502621
Justin Bour,Cubs (A+),23,558,8.20%,18.80%,0.44,0.277,0.335,0.478,0.813,0.201,2.7,0.304,-0.3,80,13.8,0.361,121,9744
Nolan Arenado,Rockies (A+),20,583,8.10%,9.10%,0.89,0.298,0.349,0.487,0.836,0.19,3.5,0.293,0.1,89,6.9,0.361,108,9777
Johnny Whittleman,Royals (A+),24,496,15.30%,21.80%,0.7,0.234,0.349,0.451,0.799,0.217,3.3,0.264,0.2,71,15.1,0.36,127,sa291246
Kyle Conley,Cardinals (A+),24,305,8.50%,25.90%,0.33,0.249,0.321,0.487,0.808,0.238,3.9,0.301,-1.3,43,7.4,0.36,120,sa454999
David Christensen,Rockies (A+),23,205,7.30%,36.10%,0.2,0.274,0.34,0.486,0.826,0.212,6.7,0.431,-0.8,31,2.2,0.359,107,sa326520
Matt Davidson,Diamondbacks (A+),20,606,8.60%,24.30%,0.35,0.279,0.35,0.467,0.817,0.189,2.7,0.343,-0.3,92,6.3,0.359,107,7226
Steve Bumbry,Orioles (A+),23,453,14.80%,27.40%,0.54,0.245,0.364,0.419,0.783,0.175,5.2,0.332,-1.8,65,13.2,0.358,126,sa501637
Kevin Mahoney,Yankees (A+),24,178,10.10%,24.70%,0.41,0.266,0.354,0.429,0.783,0.162,4,0.336,0.2,25,4.1,0.358,119,sa502179
Shawn Mcgill,Braves (A+),27,223,7.60%,13.90%,0.55,0.289,0.356,0.428,0.784,0.139,3.7,0.321,-0.7,32,6.4,0.358,125,sa327860
Jared Prince,Rangers (A+),25,569,8.30%,8.30%,1,0.282,0.376,0.398,0.775,0.116,2.7,0.295,-1.1,81,16.3,0.358,125,sa502557
Ryan Schimpf,Blue Jays (A+),23,228,9.60%,22.80%,0.42,0.24,0.333,0.459,0.793,0.219,5.3,0.27,0.4,32,5.1,0.358,119,sa501472
Jeudy Valdez,Padres (A+),22,560,5.50%,19.30%,0.29,0.295,0.339,0.481,0.819,0.186,8,0.346,1.6,84,5.2,0.358,107,sa392932
Joe Savery,Phillies (A+),25,228,9.20%,12.30%,0.75,0.307,0.368,0.41,0.778,0.102,3.5,0.345,-0.9,32,5.1,0.357,119,2835
Carlos Paulino,Pirates (A+),21,301,6.00%,11.00%,0.55,0.299,0.351,0.439,0.79,0.14,4.6,0.324,-0.9,42,6.5,0.357,118,sa456100
Andy Simunic,Astros (A+),25,264,11.00%,22.30%,0.49,0.295,0.371,0.423,0.794,0.128,6.2,0.373,1.1,40,2.2,0.357,106,sa455409
Matthew Cerda,Cubs (A+),21,467,15.20%,15.20%,1,0.283,0.394,0.357,0.751,0.075,3,0.34,-2,65,10,0.357,118,sa454530
Jose Carlos Thompson,Astros (A+),24,286,4.90%,18.90%,0.26,0.303,0.34,0.468,0.809,0.165,3.4,0.346,-0.5,42,1.9,0.355,105,sa586281
Cole White,Pirates (A+),26,169,7.70%,23.10%,0.33,0.285,0.351,0.424,0.775,0.139,3.6,0.364,-0.7,23,3.4,0.355,117,sa455403
Trevor Coleman,Mariners (A+),23,369,15.70%,16.80%,0.94,0.265,0.379,0.386,0.765,0.121,3.1,0.31,-0.2,54,2.2,0.354,104,sa501537
Mike Flacco,Orioles (A+),24,195,9.70%,21.50%,0.45,0.25,0.351,0.423,0.773,0.173,5.1,0.306,-0.3,27,4.9,0.353,122,sa502713
Myrio Richard,Athletics (A+),22,489,8.80%,14.10%,0.62,0.292,0.363,0.419,0.782,0.127,5.4,0.33,0.7,72,2.4,0.353,103,sa501560
Nick Ciolli,White Sox (A+),23,428,9.10%,27.60%,0.33,0.264,0.333,0.453,0.787,0.189,5.6,0.341,-1.9,59,10.5,0.353,122,sa501654
Evan Crawford,Cubs (A+),22,494,5.30%,19.80%,0.27,0.307,0.362,0.401,0.763,0.094,7.8,0.389,3.8,67,9,0.352,116,sa501547
Stephen Hunt,Reds (A+),22,419,8.60%,22.90%,0.38,0.291,0.353,0.442,0.795,0.151,3.7,0.371,-0.7,61,1.8,0.352,103,sa392084
Austin Wates,Astros (A+),22,592,7.90%,14.50%,0.55,0.3,0.366,0.413,0.779,0.112,7.3,0.345,2,86,2.4,0.352,103,sa526661
Chris Dominguez,Giants (A+),24,279,6.50%,26.20%,0.25,0.291,0.337,0.465,0.802,0.174,5.2,0.364,0.7,41,1.1,0.352,103,9718
A.J. Jimenez,Blue Jays (A+),21,422,6.60%,14.20%,0.47,0.303,0.353,0.417,0.77,0.113,4.8,0.348,1.3,57,7.4,0.351,115,sa454887
James Mcowen,Mariners (A+),25,144,4.90%,19.40%,0.25,0.291,0.326,0.504,0.83,0.213,4.6,0.31,0,21,0.5,0.351,102,sa390449
Shaver Hansen,Mariners (A+),23,223,9.00%,26.50%,0.34,0.289,0.357,0.431,0.789,0.142,5.9,0.399,-1.5,32,0.7,0.351,102,sa501494
Leandro Castro,Phillies (A+),22,243,2.10%,13.60%,0.15,0.277,0.304,0.481,0.785,0.203,8,0.287,1.1,33,4.1,0.351,114,sa455746
Travis Adair,Rangers (A+),23,307,7.80%,14.30%,0.55,0.305,0.363,0.412,0.775,0.108,3.3,0.349,-0.7,42,7.1,0.351,120,sa455263
Cyle Hankerd,Phillies (A+),26,120,7.50%,12.50%,0.6,0.248,0.317,0.468,0.785,0.22,2.7,0.239,0,16,2,0.351,114,sa326676
Daniel Butler,Red Sox (A+),24,369,12.20%,15.20%,0.8,0.247,0.35,0.417,0.766,0.17,2.9,0.264,0.3,50,8.5,0.35,120,9968
Neil Medchill,Yankees (A+),24,226,14.20%,28.30%,0.5,0.225,0.335,0.435,0.769,0.209,4.4,0.274,0.3,30,3.7,0.35,114,sa501652
Domnit Bolivar,Cardinals (A+),22,339,8.00%,21.50%,0.37,0.273,0.341,0.424,0.766,0.151,5.6,0.335,0.5,46,5.6,0.35,114,sa392831
Ryan Cavan,Giants (A+),24,588,10.90%,15.60%,0.7,0.27,0.352,0.435,0.787,0.165,5.5,0.302,0.3,85,1.3,0.35,102,sa501906
Eddy Rodriguez,Padres (A+),25,175,6.90%,23.40%,0.29,0.266,0.324,0.481,0.805,0.215,1.6,0.309,0.1,25,0.4,0.35,101,6870
Bobby Borchering,Diamondbacks (A+),20,590,8.30%,27.50%,0.3,0.267,0.332,0.469,0.801,0.202,4.3,0.337,0.5,85,1.2,0.35,101,sa500727
Eric Oliver,Angels (A+),24,259,11.20%,14.70%,0.76,0.266,0.36,0.405,0.766,0.14,2.5,0.294,-0.5,37,0.4,0.349,101,sa502916
Sean Ochinko,Blue Jays (A+),23,506,7.30%,15.20%,0.48,0.261,0.324,0.447,0.771,0.185,2.7,0.282,-0.7,67,7.7,0.349,113,sa501639
D'Marcus Ingram,Cardinals (A+),23,120,11.70%,19.20%,0.61,0.272,0.37,0.369,0.739,0.097,6.4,0.342,2.2,16,1.8,0.348,113,sa328262
Juan Centeno,Mets (A+),21,178,6.70%,12.40%,0.55,0.318,0.368,0.382,0.751,0.064,4.7,0.363,0.1,24,2.6,0.348,113,7168
David Nick,Diamondbacks (A+),21,606,5.00%,13.20%,0.38,0.298,0.34,0.447,0.787,0.149,5.1,0.327,-1.2,86,0.3,0.348,100,sa501268
Chuckie Caufield,Brewers (A+),27,150,8.70%,18.00%,0.48,0.258,0.347,0.406,0.753,0.148,6.5,0.31,-0.5,20,2.1,0.347,112,sa328977
Nick Franklin,Mariners (A+),20,297,10.40%,18.90%,0.55,0.275,0.356,0.411,0.767,0.136,8.4,0.333,2.2,42,0,0.347,100,10166
Ryan Strausborger,Rangers (A+),23,559,8.10%,16.30%,0.49,0.27,0.347,0.416,0.763,0.145,7.6,0.315,1,75,11.3,0.347,118,sa549257
Jake Schlander,Mariners (A+),22,191,14.10%,22.00%,0.64,0.272,0.384,0.348,0.732,0.076,5,0.364,0.9,27,-0.1,0.347,100,sa526485
Jarrett Parker,Giants (A+),22,571,13.00%,25.20%,0.51,0.253,0.36,0.397,0.757,0.144,6,0.333,1.8,80,-0.4,0.346,99,sa526831
Jose Martinez,White Sox (A+),22,333,3.90%,13.20%,0.3,0.314,0.344,0.422,0.767,0.108,4,0.352,-1.1,44,6.6,0.346,117,sa380012
