Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Chris Jones,Indians (A+),22,72.1,8.21,3.73,2.2,0.75,21.30%,9.70%,11.60%,0.233,1.31,0.285,74.20%,3.36,3.77,-0.41,sa392067
Dae-Eun Rhee,Cubs (A+),22,127.2,8.25,3.03,2.72,0.7,21.10%,7.80%,13.30%,0.26,1.36,0.321,67.90%,4.02,3.77,0.25,sa447648
A.J. Griffin,Athletics (A+),23,70.2,10.44,1.78,5.86,1.02,29.00%,5.00%,24.00%,0.24,1.1,0.316,71.20%,3.57,3.78,-0.21,11132
Coty Woods,Rockies (A+),23,78,10.15,3.81,2.67,0.46,27.20%,10.20%,17.00%,0.213,1.21,0.292,84.40%,2.19,3.78,-1.59,sa502777
Reinier Casanova,Yankees (A+),24,15,9,6.6,1.36,0,21.10%,15.50%,5.60%,0.237,1.67,0.318,57.70%,6.6,3.79,2.81,sa574916
Matthew Talley,Braves (A+),21,5.1,0,1.69,0,0,0.00%,4.80%,-4.80%,0.35,1.5,0.35,62.50%,5.06,3.79,1.27,sa549709
Harold Mozingo,Blue Jays (A+),26,22.1,8.87,2.42,3.67,0.81,23.40%,6.40%,17.00%,0.235,1.16,0.295,80.20%,2.82,3.79,-0.97,sa326758
Aaron Shafer,Braves (A+),24,65,5.54,3.32,1.67,0.42,14.70%,8.80%,5.90%,0.248,1.31,0.286,73.70%,3.05,3.8,-0.75,sa454439
Jimmy Reyes,Rangers (A+),22,8.2,7.27,0,7,1.04,18.90%,0.00%,18.90%,0.257,1.04,0.296,72.90%,4.15,3.81,0.35,sa526353
Matt Wickswat,White Sox (A+),24,91.2,8.25,2.55,3.23,1.08,22.10%,6.80%,15.30%,0.263,1.3,0.317,67.60%,4.03,3.81,0.22,sa460152
Deck Mcguire,Blue Jays (A+),22,104.2,8.77,3.27,2.68,0.77,23.20%,8.70%,14.60%,0.225,1.21,0.282,78.90%,2.75,3.82,-1.07,sa548174
Christopher Corrigan,Cardinals (A+),23,41.1,6.31,4.57,1.38,0.22,15.40%,11.20%,4.30%,0.293,1.69,0.35,75.80%,3.48,3.82,-0.34,sa392093
Chris Bassitt,White Sox (A+),22,1.2,5.4,0,1,0,12.50%,0.00%,12.50%,0.286,1.2,0.333,66.70%,5.4,3.83,1.57,12304
Evan Reed,Marlins (A+),25,15.2,7.47,5.74,1.3,0,20.60%,15.90%,4.80%,0.173,1.21,0.231,65.00%,4.02,3.84,0.19,1349
Chad James,Marlins (A+),20,149.1,7.47,3.07,2.43,0.72,19.10%,7.90%,11.20%,0.29,1.5,0.349,71.20%,3.8,3.84,-0.04,sa500729
Dan Straily,Athletics (A+),22,160.2,8.63,2.24,3.85,0.56,22.60%,5.90%,16.70%,0.254,1.24,0.323,68.00%,3.87,3.85,0.02,9460
Bruce Pugh,Twins (A+),22,45.2,10.64,3.15,3.38,1.18,26.90%,8.00%,18.90%,0.272,1.45,0.355,64.90%,4.53,3.85,0.68,sa455424
Stephen Sauer,White Sox (A+),24,8,5.63,4.5,1.25,0,14.70%,11.80%,2.90%,0.276,1.5,0.333,69.20%,4.5,3.85,0.65,sa454752
Tom Stuifbergen,Twins (A+),22,116.2,5.79,1.47,3.95,0.77,14.70%,3.70%,11.00%,0.311,1.46,0.353,65.40%,4.4,3.86,0.54,sa397814
Tyler Lyons,Cardinals (A+),23,94,7.56,2.78,2.72,0.77,19.70%,7.20%,12.40%,0.252,1.3,0.301,65.30%,4.5,3.87,0.63,11334
David Hale,Braves (A+),23,101,7.66,2.67,2.87,0.8,19.90%,6.90%,13.00%,0.27,1.35,0.327,70.50%,4.1,3.87,0.23,9756
Eric Marzec,Brewers (A+),23,20.2,3.92,2.18,1.8,0.44,11.10%,6.20%,4.90%,0.224,1.06,0.242,87.40%,1.74,3.87,-2.13,sa546696
Zack Wheeler,- - -,21,115,10.1,4.07,2.48,0.55,26.10%,10.50%,15.60%,0.229,1.32,0.309,72.90%,3.52,3.88,-0.36,10310
Jordan Flasher,Red Sox (A+),23,12.1,3.65,3.65,1,0,9.60%,9.60%,0.00%,0.283,1.46,0.317,73.70%,2.92,3.88,-0.96,sa502130
Albert Suarez,Rays (A+),21,16.1,3.86,1.65,2.33,0.55,10.50%,4.50%,6.00%,0.203,0.98,0.214,68.50%,2.76,3.88,-1.12,sa455792
Duke Welker,Pirates (A+),25,51,7.24,4.41,1.64,0.35,20.00%,12.20%,7.80%,0.18,1.12,0.222,73.00%,2.29,3.88,-1.59,792
Michael Marbry,Rockies (A+),26,64.2,9.19,2.78,3.3,0.7,24.80%,7.50%,17.30%,0.237,1.21,0.305,72.20%,2.92,3.89,-0.96,sa331348
Darin Ruf,Phillies (A+),24,2,4.5,4.5,1,0,12.50%,12.50%,0.00%,0.143,1,0.167,100.00%,0,3.89,-3.89,9929
Emerson Landoni,Yankees (A+),22,2,4.5,0,1,0,12.50%,0.00%,12.50%,0.143,0.5,0.167,100.00%,0,3.89,-3.89,sa455907
Trey Haley,Indians (A+),21,28.2,8.48,5.34,1.59,0.31,21.60%,13.60%,8.00%,0.238,1.47,0.312,71.10%,3.77,3.89,-0.12,sa456039
Jeff Kaplan,Mets (A+),25,57.1,6.91,3.77,1.83,0.47,17.90%,9.80%,8.10%,0.232,1.31,0.278,72.80%,3.45,3.89,-0.44,sa454980
Eric Pettis,Phillies (A+),23,53,7.3,2.04,3.58,0.85,19.70%,5.50%,14.20%,0.233,1.11,0.273,80.40%,3.06,3.9,-0.84,sa545224
Jose De Paula,Padres (A+),23,112,6.99,2.97,2.35,0.32,17.20%,7.30%,9.90%,0.276,1.48,0.332,53.60%,5.22,3.9,1.32,sa456462
Pete Ruiz,Red Sox (A+),23,115.1,7.34,4.29,1.71,0.39,17.80%,10.40%,7.40%,0.273,1.57,0.333,60.80%,5.31,3.91,1.4,sa455120
Matthew Loosen,Cubs (A+),22,36.2,9.57,3.19,3,0.98,23.60%,7.90%,15.80%,0.267,1.45,0.336,52.60%,4.42,3.91,0.51,sa549666
Jake Thompson,Rays (A+),21,114.2,4.4,2.9,1.51,0.31,11.80%,7.80%,4.00%,0.262,1.32,0.293,72.10%,2.9,3.91,-1.01,sa526929
Derrick Loop,Phillies (A+),27,32,8.44,4.5,1.88,0.56,23.60%,12.60%,11.00%,0.2,1.19,0.256,91.20%,1.13,3.92,-2.8,sa328208
Nick Carr,Mets (A+),24,30,10.2,4.2,2.43,0.9,26.60%,10.90%,15.60%,0.23,1.33,0.303,89.70%,2.4,3.92,-1.52,sa326258
Diego Moreno,Pirates (A+),24,33.2,8.29,4.01,2.07,0.53,21.50%,10.40%,11.10%,0.206,1.22,0.258,72.80%,3.21,3.92,-0.72,sa502563
Quinton Miller,Pirates (A+),21,70,4.5,2.06,2.19,0.39,11.00%,5.00%,6.00%,0.315,1.56,0.35,56.40%,6.56,3.93,2.63,sa502562
Chris Masters,Braves (A+),23,148.1,7.4,3.94,1.88,0.61,19.50%,10.40%,9.10%,0.232,1.3,0.281,75.90%,3.34,3.94,-0.6,sa501617
Brett Zawacki,Cardinals (A+),22,12.2,7.11,4.97,1.43,0,17.20%,12.10%,5.20%,0.245,1.5,0.308,76.20%,3.55,3.94,-0.39,sa390655
Brett Hunter,Athletics (A+),24,20,7.65,2.7,2.83,0.45,21.80%,7.70%,14.10%,0.169,0.9,0.208,85.20%,1.35,3.95,-2.6,sa454784
Allen Marona,Padres (A+),22,2.1,11.57,7.71,1.5,0,33.30%,22.20%,11.10%,0,0.86,0,100.00%,0,3.95,-3.95,sa549610
Ryan Robowski,Tigers (A+),23,46,5.87,3.13,1.88,0.39,15.40%,8.20%,7.20%,0.246,1.28,0.287,79.70%,2.35,3.95,-1.61,sa501919
Justin Collop,White Sox (A+),23,41,6.59,2.85,2.31,0.66,16.90%,7.30%,9.60%,0.255,1.32,0.297,68.80%,4.17,3.96,0.21,sa501546
Kyle Heckathorn,Brewers (A+),23,79.2,7.34,2.37,3.1,0.9,19.20%,6.20%,13.00%,0.26,1.29,0.306,69.60%,3.95,3.97,-0.01,sa501205
Clayton Cook,Indians (A+),20,122.1,7.8,3.9,2,0.74,19.70%,9.80%,9.80%,0.258,1.45,0.312,66.70%,4.56,3.98,0.58,sa454928
Anthony Ranaudo,Red Sox (A+),21,81,7.44,3.33,2.23,0.67,19.30%,8.60%,10.60%,0.259,1.36,0.314,68.70%,4.33,3.98,0.35,11424
Kyle Lobstein,Rays (A+),21,121.1,6.3,2.23,2.83,0.82,16.70%,5.90%,10.80%,0.252,1.24,0.286,72.00%,3.78,3.98,-0.2,9178
Michael Jarman,Rays (A+),26,83.2,7.1,3.76,1.89,0.54,18.20%,9.70%,8.60%,0.254,1.4,0.306,77.20%,3.33,3.99,-0.65,sa454902
Ryan Searle,Cubs (A+),22,28.1,8.58,4.45,1.93,0.64,23.30%,12.10%,11.20%,0.178,1.13,0.222,86.10%,1.59,3.99,-2.4,sa377586
Cole Nelson,- - -,21,115.2,7.16,4.44,1.61,0.47,17.70%,10.90%,6.70%,0.288,1.64,0.349,66.50%,4.67,4,0.67,sa503681
Christopher Wilson,Giants (A+),24,15.1,8.8,3.52,2.5,0.59,22.70%,9.10%,13.60%,0.217,1.24,0.273,79.60%,2.35,4.01,-1.66,sa456363
Kennil Gomez,Rangers (A+),23,101.2,7.08,3.63,1.95,0.62,18.00%,9.20%,8.80%,0.248,1.37,0.296,68.00%,3.81,4.03,-0.22,sa393254
Chris Heston,Giants (A+),23,151,7.81,2.38,3.28,0.6,21.30%,6.50%,14.80%,0.254,1.22,0.315,71.90%,3.16,4.03,-0.87,10302
Wilfredo Boscan,Rangers (A+),21,119,5.45,2.27,2.4,0.83,13.70%,5.70%,8.00%,0.292,1.46,0.324,63.50%,4.69,4.03,0.66,sa455657
Brett Brach,Indians (A+),23,115,5.63,2.9,1.95,0.63,15.20%,7.80%,7.40%,0.225,1.17,0.254,71.70%,3.6,4.03,-0.43,sa501623
Chris Andujar,Rays (A+),23,25,4.68,4.68,1,0,11.20%,11.20%,0.00%,0.294,1.72,0.337,61.40%,4.68,4.03,0.65,sa329219
Leuris Gomez,Rockies (A+),24,85.1,10.44,3.69,2.83,0.74,26.00%,9.20%,16.80%,0.257,1.44,0.342,63.70%,4.75,4.03,0.72,sa455628
Jordan Roberts,Dodgers (A+),25,71.1,7.32,2.4,3.05,0.63,19.80%,6.50%,13.30%,0.27,1.3,0.327,74.40%,3.03,4.03,-1,sa455529
Juan Carlos Sulbaran,Reds (A+),21,137,10.18,3.28,3.1,0.66,25.80%,8.30%,17.40%,0.26,1.39,0.349,66.80%,4.6,4.03,0.56,sa455559
Brett Wallach,Cubs (A+),22,91,7.02,3.36,2.09,0.59,17.30%,8.30%,9.00%,0.287,1.54,0.343,57.70%,5.74,4.04,1.7,sa501233
Dan Gentzler,Tigers (A+),23,13.2,3.29,0.66,5,0.66,8.50%,1.70%,6.80%,0.246,1.1,0.255,61.60%,1.98,4.05,-2.07,sa550344
Scott Gracey,Blue Jays (A+),24,51.1,7.19,2.63,2.73,0.88,18.70%,6.90%,11.90%,0.248,1.27,0.289,66.70%,3.86,4.05,-0.19,sa454894
Alex Colome,Rays (A+),22,105.2,7.84,3.75,2.09,0.68,21.60%,10.30%,11.20%,0.207,1.15,0.253,71.10%,3.58,4.05,-0.47,6661
Will Harris,Rockies (A+),26,47,10.53,4.02,2.62,0.77,27.20%,10.40%,16.80%,0.249,1.4,0.336,61.30%,5.55,4.05,1.5,3192
Mark Prior,Yankees (A+),30,3,6,6,1,0,13.30%,13.30%,0.00%,0.154,1.33,0.182,50.00%,6,4.06,1.94,301
Cameron Selik,Nationals (A+),23,91.2,5.11,2.55,2,0.59,13.40%,6.70%,6.70%,0.257,1.28,0.287,58.30%,4.52,4.06,0.46,sa549517
Casey Lawrence,Blue Jays (A+),23,25.1,4.97,0.71,7,1.07,13.90%,2.00%,11.90%,0.263,1.11,0.281,84.00%,2.84,4.06,-1.22,sa549433
Andrew Russell,Braves (A+),27,54,7.17,2.67,2.69,0.83,18.70%,7.00%,11.70%,0.25,1.26,0.294,61.20%,4.67,4.06,0.6,sa590306
Nick Bucci,Brewers (A+),20,150,7.14,3.06,2.33,0.72,18.30%,7.90%,10.50%,0.243,1.29,0.287,70.00%,3.84,4.06,-0.22,sa455372
Brent Ebinger,Cubs (A+),23,43,6.28,3.14,2,0.42,14.00%,7.00%,7.00%,0.342,1.88,0.398,53.40%,7.74,4.06,3.68,sa549939
Kenny Moreland,Orioles (A+),25,60.2,6.08,1.93,3.15,1.04,17.10%,5.40%,11.70%,0.235,1.09,0.258,76.90%,3.41,4.07,-0.66,sa455687
Joe Testa,Nationals (A+),25,38,8.05,5.68,1.42,0.24,20.60%,14.60%,6.10%,0.191,1.32,0.248,78.40%,1.42,4.07,-2.65,sa457252
Caleb Thielbar,Twins (A+),24,7.1,6.14,6.14,1,0,17.20%,17.20%,0.00%,0.042,0.82,0.053,100.00%,0,4.07,-4.07,10078
Alfredo Buret,Marlins (A+),23,4.1,6.23,6.23,1,0,17.70%,17.70%,0.00%,0.143,1.15,0.182,100.00%,0,4.08,-4.08,sa510260
Brendan Lafferty,Royals (A+),25,43.1,6.85,3.12,2.2,0.83,16.70%,7.60%,9.10%,0.282,1.52,0.326,64.10%,4.57,4.08,0.49,sa502019
Arquimedes Nieto,Cardinals (A+),22,49,6.8,3.86,1.76,0.55,16.90%,9.60%,7.30%,0.245,1.41,0.289,64.40%,4.96,4.08,0.88,sa455641
Brad Furnish,White Sox (A+),26,11.2,5.4,5.4,1,0,12.70%,12.70%,0.00%,0.319,1.89,0.375,47.80%,8.49,4.09,4.4,sa326528
Justin Wright,Cardinals (A+),21,15.2,9.19,5.17,1.78,0.57,26.70%,15.00%,11.70%,0.14,1.02,0.182,100.00%,0.57,4.09,-3.52,sa526239
Adam Worthington,Diamondbacks (A+),23,61.2,9.92,4.09,2.43,0.58,25.30%,10.40%,14.90%,0.227,1.33,0.301,69.30%,3.94,4.09,-0.15,sa502030
Jose Guzman,Athletics (A+),23,68,9.4,3.71,2.54,0.66,25.40%,10.00%,15.40%,0.199,1.15,0.257,77.80%,2.91,4.09,-1.18,sa329065
Collin Cargill,Marlins (A+),23,17,3.18,4.24,0.75,0,8.60%,11.40%,-2.90%,0.274,1.47,0.304,76.00%,2.65,4.1,-1.45,sa598617
Chris Hicks,Astros (A+),24,24.2,10.22,1.82,5.6,1.09,27.70%,5.00%,22.80%,0.202,0.97,0.254,73.40%,3.28,4.11,-0.83,sa454569
Jhon Garcia,Twins (A+),24,77.2,7.18,3.48,2.07,0.7,18.20%,8.80%,9.40%,0.268,1.44,0.319,70.60%,3.94,4.11,-0.17,sa504229
Brandon Cumpton,Pirates (A+),22,66.1,5.7,1.63,3.5,0.81,14.80%,4.20%,10.60%,0.274,1.28,0.307,75.10%,3.66,4.11,-0.45,11366
C.J. Riefenhauser,Rays (A+),21,37,5.84,2.68,2.18,0.73,15.30%,7.00%,8.30%,0.241,1.24,0.271,60.80%,4.14,4.12,0.02,11193
Tyler Stohr,Tigers (A+),24,31.1,6.61,2.3,2.88,0.86,18.70%,6.50%,12.20%,0.212,1.02,0.241,73.80%,3.45,4.12,-0.68,sa454745
Bradley Blanks,Brewers (A+),25,31,7.55,3.19,2.36,0.87,19.40%,8.20%,11.20%,0.246,1.32,0.29,74.10%,3.77,4.13,-0.36,sa553373
Wes Musick,Astros (A+),24,54.1,8.45,3.15,2.68,0.66,21.60%,8.10%,13.60%,0.296,1.53,0.373,66.30%,4.8,4.13,0.67,sa501554
Christopher Hernandez,Red Sox (A+),22,127.1,5.65,3.6,1.57,0.57,15.20%,9.70%,5.50%,0.238,1.28,0.272,73.50%,3.18,4.13,-0.95,sa390676
Matthew Stabelfeld,Rays (A+),24,49.2,7.07,5.62,1.26,0.18,17.70%,14.10%,3.60%,0.247,1.55,0.308,68.70%,3.99,4.13,-0.15,sa503403
John Church,Mets (A+),24,73.2,5.62,3.79,1.48,0.37,14.70%,9.90%,4.80%,0.256,1.38,0.298,66.20%,4.03,4.14,-0.1,sa502177
Steven Liddle,Twins (A+),23,1.1,6.75,6.75,1,0,16.70%,16.70%,0.00%,0.2,1.5,0.25,100.00%,0,4.14,-4.14,sa501762
Evan Anundsen,Brewers (A+),23,88.2,6.29,2.44,2.58,0.81,16.00%,6.20%,9.80%,0.281,1.41,0.322,73.20%,3.86,4.14,-0.29,sa326711
AJ Schugel,Angels (A+),22,19.2,6.86,2.75,2.5,0.46,17.40%,7.00%,10.50%,0.279,1.42,0.333,65.20%,5.03,4.15,0.88,sa546773
Ryan Tepera,Blue Jays (A+),23,146.1,5.72,2.34,2.45,0.8,15.20%,6.20%,9.00%,0.274,1.33,0.309,68.60%,4.43,4.15,0.27,sa502039
Ebelin Lugo,Phillies (A+),21,58.2,7.52,1.84,4.08,1.23,20.10%,4.90%,15.20%,0.277,1.3,0.322,66.90%,4.45,4.16,0.29,sa456135
Tim Crabbe,Reds (A+),23,111,9.97,3.73,2.67,0.73,26.30%,9.90%,16.50%,0.233,1.29,0.31,73.90%,3.41,4.16,-0.76,sa501702
Trevor Hurley,Rangers (A+),23,56.2,10.96,4.45,2.46,1.27,28.30%,11.50%,16.80%,0.2,1.25,0.254,79.00%,2.7,4.16,-1.46,sa454948
Mark Sorensen,Tigers (A+),25,48.2,4.99,1.66,3,0.92,12.40%,4.20%,8.30%,0.308,1.5,0.335,54.60%,4.44,4.17,0.27,sa455193
Ariel Pena,Angels (A+),22,151.2,10.68,4.81,2.22,0.59,26.50%,11.90%,14.60%,0.26,1.55,0.358,67.50%,4.45,4.17,0.28,sa503631
Victor Larez,Tigers (A+),24,95.2,5.83,1.69,3.44,0.94,15.10%,4.40%,10.70%,0.275,1.31,0.306,62.90%,4.33,4.17,0.15,sa455798
Jarred Cosart,Phillies (A+),21,108,6.58,3.58,1.84,0.58,17.10%,9.30%,7.80%,0.239,1.31,0.281,67.50%,3.92,4.19,-0.27,10304
Red Patterson,Dodgers (A+),24,92,9.1,2.45,3.72,0.98,25.20%,6.80%,18.40%,0.227,1.12,0.283,68.90%,3.91,4.19,-0.27,10710
Garrett Johnson,White Sox (A+),23,8.1,5.4,6.48,0.83,0,13.50%,16.20%,-2.70%,0.226,1.56,0.269,69.20%,4.32,4.19,0.13,sa328443
Johnny Hellweg,Angels (A+),22,89.1,11.38,5.94,1.92,0.2,28.00%,14.60%,13.40%,0.227,1.5,0.34,71.80%,3.73,4.19,-0.47,10065
Logan Darnell,Twins (A+),22,86.1,4.8,2.61,1.84,0.63,12.70%,6.90%,5.80%,0.284,1.39,0.315,69.80%,4.27,4.2,0.07,11261
Marty Popham,Indians (A+),23,96.2,8.84,1.77,5,1.58,23.90%,4.80%,19.10%,0.245,1.15,0.284,74.00%,4.19,4.2,-0.01,sa455066
Alex Koronis,Rays (A+),23,126.2,7.89,3.48,2.27,0.71,19.50%,8.60%,10.90%,0.266,1.44,0.325,61.60%,5.04,4.2,0.84,sa501664
James Simmons,Athletics (A+),24,42.2,7.59,1.27,6,1.05,19.00%,3.20%,15.80%,0.304,1.45,0.357,60.00%,5.48,4.21,1.28,sa389395
Mike Gipson,Yankees (A+),22,18.1,5.4,2.95,1.83,0.49,14.30%,7.80%,6.50%,0.217,1.15,0.246,78.70%,2.95,4.21,-1.26,sa526188
Adam Kolarek,Mets (A+),22,7.1,3.68,4.91,0.75,0,7.70%,10.30%,-2.60%,0.371,2.32,0.406,64.70%,7.36,4.21,3.16,sa549067
LaTroy Hawkins,Brewers (A+),38,3.2,12.27,0,5,2.45,31.30%,0.00%,31.30%,0.375,1.64,0.5,65.20%,4.91,4.21,0.7,729
Carlos Martinez,Cardinals (A+),19,46,9.39,5.87,1.6,0.39,21.80%,13.60%,8.20%,0.266,1.72,0.351,65.70%,5.28,4.22,1.07,11682
Asher Wojciechowski,Blue Jays (A+),22,130.1,6.63,2.14,3.1,1.04,16.80%,5.40%,11.40%,0.291,1.43,0.332,65.90%,4.7,4.22,0.48,sa548167
Rick Zagone,Orioles (A+),24,36.1,6.69,3.47,1.93,0.74,17.70%,9.20%,8.50%,0.228,1.24,0.264,73.10%,2.97,4.22,-1.25,sa454707
Joseph Esposito,Phillies (A+),26,45.2,7.49,4.73,1.58,0.59,19.50%,12.30%,7.20%,0.247,1.45,0.302,71.70%,3.55,4.22,-0.67,sa393235
Brett Cammons,Braves (A+),25,1,9,9,1,0,25.00%,25.00%,0.00%,0,1,0,100.00%,0,4.23,-4.23,sa389800
Santos Rodriguez,White Sox (A+),23,62,7.11,4.79,1.48,0.58,17.20%,11.60%,5.60%,0.281,1.66,0.337,74.70%,3.77,4.23,-0.45,sa393054
Adam Olbrychowski,Nationals (A+),24,101.2,6.9,4.96,1.39,0.53,17.10%,12.30%,4.80%,0.251,1.52,0.299,70.40%,4.16,4.23,-0.07,sa388851
Evan Marshall,Diamondbacks (A+),21,17,9.53,2.65,3.6,1.06,25.00%,6.90%,18.10%,0.209,1.12,0.255,80.30%,1.59,4.24,-2.65,12297
Kevin Siegrist,Cardinals (A+),21,52.2,7.69,5.13,1.5,0.51,19.70%,13.20%,6.60%,0.225,1.41,0.277,73.80%,3.42,4.24,-0.83,8180
Manuel Ruiz,Brewers (A+),22,7,11.57,10.29,1.13,0,26.50%,23.50%,2.90%,0.154,1.71,0.235,58.30%,5.14,4.25,0.9,sa550629
Preston Claiborne,Yankees (A+),23,78,8.19,3.23,2.54,0.92,21.30%,8.40%,12.90%,0.241,1.28,0.291,77.20%,3.23,4.25,-1.02,10500
Jake Buchanan,Astros (A+),21,158.2,5.79,1.99,2.91,0.57,15.30%,5.30%,10.00%,0.251,1.21,0.286,57.60%,3.91,4.26,-0.34,10962
Merrill Kelly,Rays (A+),22,129,4.88,3.56,1.37,0.42,12.90%,9.40%,3.50%,0.241,1.3,0.271,73.80%,3.28,4.26,-0.98,sa552177
Ryan O'Shea,Orioles (A+),25,74.2,6.51,2.65,2.45,0.96,17.50%,7.10%,10.40%,0.235,1.18,0.265,79.50%,3.13,4.26,-1.13,sa454932
Edwin Quirarte,Giants (A+),24,12.2,9.95,0.71,14,1.42,24.10%,1.70%,22.40%,0.268,1.26,0.325,84.50%,2.13,4.26,-2.13,sa454556
Hector Correa,Giants (A+),23,42,7.93,2.57,3.08,0.86,23.30%,7.60%,15.70%,0.136,0.76,0.151,79.60%,1.93,4.28,-2.35,sa326714
Jon Michael Redding,Dodgers (A+),23,137.2,8.5,3.4,2.5,0.59,21.90%,8.70%,13.10%,0.248,1.34,0.313,71.80%,3.66,4.28,-0.62,sa454583
Chad Rose,Rockies (A+),23,53.2,7.88,2.68,2.94,0.67,20.00%,6.80%,13.20%,0.261,1.34,0.317,62.50%,4.86,4.28,0.58,sa455328
Cameron Bayne,White Sox (A+),23,148,4.8,3.1,1.55,0.67,12.60%,8.10%,4.50%,0.23,1.23,0.25,69.00%,3.65,4.28,-0.63,sa501760
Justin Moore,Orioles (A+),21,55.2,6.95,4.37,1.59,0.65,18.10%,11.30%,6.70%,0.198,1.22,0.231,75.30%,3.4,4.29,-0.89,sa392179
Ryan Webb,Marlins (A+),25,3.1,8.1,8.1,1,0,20.00%,20.00%,0.00%,0.333,2.1,0.444,85.70%,2.7,4.29,-1.59,7474
Rob Rasmussen,Marlins (A+),22,148.1,7.16,4.31,1.66,0.61,18.30%,11.00%,7.30%,0.25,1.43,0.3,70.50%,3.7,4.29,-0.59,11250
Jon Pokorny,Brewers (A+),23,59.2,8.3,4.22,1.96,0.75,20.80%,10.60%,10.20%,0.247,1.42,0.304,74.70%,3.77,4.29,-0.52,sa501595
Will Startup,Orioles (A+),26,49.2,6.89,2.72,2.53,1.09,18.60%,7.40%,11.30%,0.203,1.07,0.224,79.40%,3.08,4.3,-1.22,sa290704
Joel Pineiro,Angels (A+),32,5.2,3.18,3.18,1,0,8.30%,8.30%,0.00%,0.273,1.41,0.3,62.50%,0,4.3,-4.3,1094
Caleb Graham,Angels (A+),24,36.1,8.92,1.49,6,0.99,25.20%,4.20%,21.00%,0.212,0.94,0.261,71.90%,3.72,4.31,-0.59,sa512318
Anatanaer Batista,Red Sox (A+),22,52.2,7.86,4.44,1.77,0.85,19.20%,10.80%,8.30%,0.255,1.52,0.304,68.00%,4.44,4.31,0.13,sa455919
Matt Crim,Braves (A+),23,72,5.88,2.75,2.14,0.88,13.90%,6.50%,7.40%,0.346,1.81,0.392,63.90%,5.88,4.31,1.56,sa502003
Murphy Smith,Athletics (A+),23,137,6.57,2.17,3.03,0.66,17.00%,5.60%,11.40%,0.274,1.34,0.32,62.50%,3.94,4.31,-0.37,sa501722
David Holmberg,Diamondbacks (A+),19,71.1,9.59,4.42,2.17,0.63,23.70%,10.90%,12.80%,0.251,1.49,0.327,63.70%,4.67,4.33,0.34,7725
Chad Beck,Blue Jays (A+),26,5.1,11.81,1.69,7,1.69,35.00%,5.00%,30.00%,0.222,0.94,0.3,100.00%,1.69,4.33,-2.64,9258
Jimmy Ballinger,White Sox (A+),23,41.1,7.19,3.48,2.06,0.87,17.40%,8.40%,9.00%,0.294,1.6,0.346,68.30%,5.23,4.34,0.88,sa501649
Mike Rayl,Indians (A+),22,41,8.12,2.85,2.85,1.32,20.70%,7.30%,13.40%,0.291,1.49,0.344,72.80%,4.61,4.35,0.26,sa501740
Jhonatan Ramos,Pirates (A+),21,72.2,5.57,2.72,2.05,0.87,14.20%,6.90%,7.20%,0.281,1.44,0.313,73.80%,3.72,4.35,-0.64,sa504204
Nickolas Sarianides,Indians (A+),21,13.1,4.05,6.08,0.67,0,9.80%,14.80%,-4.90%,0.289,1.8,0.326,75.00%,4.05,4.35,-0.3,sa502369
Josh Dowdy,Orioles (A+),24,2.2,10.13,10.13,1,0,23.10%,23.10%,0.00%,0.3,2.25,0.429,50.00%,10.13,4.35,5.77,sa503249
Ty Kelley,Angels (A+),22,14.2,11.66,3.68,3.17,1.23,28.80%,9.10%,19.70%,0.333,1.77,0.462,73.30%,4.91,4.36,0.55,sa551371
Dan Houston,Rockies (A+),24,85.1,7.07,2.32,3.05,0.74,19.40%,6.40%,13.00%,0.222,1.09,0.26,71.10%,2.53,4.36,-1.83,sa454953
Evan Bronson,Nationals (A+),24,96.1,5.14,2.62,1.96,0.84,13.30%,6.80%,6.50%,0.273,1.37,0.3,75.80%,3.64,4.36,-0.72,sa502411
Max Russell,Angels (A+),22,41,7.46,1.76,4.25,0.88,20.10%,4.70%,15.40%,0.26,1.2,0.308,66.80%,3.73,4.36,-0.63,sa526948
Logan Bawcom,Dodgers (A+),22,21.2,11.63,4.98,2.33,0.83,31.10%,13.30%,17.80%,0.208,1.29,0.298,76.30%,3.32,4.36,-1.04,sa549287
Willy Kesler,Mariners (A+),23,40.1,7.14,2.9,2.46,0.67,17.70%,7.20%,10.50%,0.311,1.61,0.371,74.40%,3.12,4.37,-1.24,sa549384
Barry Zito,Giants (A+),33,21.1,8.02,2.11,3.8,0.84,23.20%,6.10%,17.10%,0.2,0.94,0.241,78.10%,2.53,4.37,-1.84,944
Jeremy Mcbryde,Padres (A+),24,93.2,9.22,2.79,3.31,0.96,23.20%,7.00%,16.20%,0.261,1.37,0.325,65.60%,4.32,4.37,-0.05,sa328275
Ryan Smith,Reds (A+),21,7,3.86,3.86,1,0,12.00%,12.00%,0.00%,0.091,0.71,0.105,100.00%,0,4.38,-4.38,sa509632
John Gast,Cardinals (A+),22,82,6.48,3.07,2.11,0.77,16.60%,7.90%,8.70%,0.266,1.38,0.307,72.80%,3.95,4.38,-0.43,11133
Aaron Loup,Blue Jays (A+),23,65.2,7.68,3.7,2.07,0.82,19.60%,9.40%,10.10%,0.265,1.43,0.319,67.70%,4.66,4.38,0.28,10343
