Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Nick Buss,Dodgers (AAA),26,518,7.90%,17.40%,0.46,0.303,0.363,0.525,0.888,0.222,8,0.339,3.1,85,20,0.387,131,6835
Travis Ishikawa,- - -,29,348,12.60%,21.30%,0.59,0.29,0.389,0.465,0.854,0.175,3.6,0.358,-0.2,55,16.1,0.386,141,4793
David Lough,Royals (AAA),27,172,6.40%,12.20%,0.52,0.338,0.391,0.474,0.865,0.136,6.6,0.374,-1.3,28,6.5,0.385,130,7215
Ehire Adrianza,Giants (AAA),23,177,13.00%,17.50%,0.74,0.31,0.409,0.441,0.851,0.131,6.8,0.391,0.2,29,6.6,0.385,130,8418
Wilmer Flores,Mets (AAA),21,463,5.40%,13.60%,0.4,0.321,0.357,0.531,0.887,0.21,3.9,0.342,-1.3,75,17,0.384,129,5827
Mike Bianucci,Rangers (AAA),27,221,9.50%,19.50%,0.49,0.281,0.353,0.536,0.889,0.255,1.7,0.301,-0.5,36,8.1,0.384,129,sa389801
Cody Decker,Padres (AAA),26,368,10.10%,26.60%,0.38,0.272,0.349,0.534,0.883,0.262,3.6,0.335,-0.1,60,13.3,0.384,129,sa502081
Rene Rivera,Padres (AAA),29,276,6.20%,15.20%,0.4,0.343,0.382,0.474,0.856,0.131,1.9,0.388,-1,44,9.3,0.381,127,3648
Chad Huffman,Cardinals (AAA),28,365,12.90%,19.20%,0.67,0.282,0.379,0.472,0.852,0.191,3.5,0.322,0.2,58,12.3,0.381,127,5311
Jackie Bradley Jr.,Red Sox (AAA),23,374,11.00%,20.10%,0.55,0.275,0.374,0.469,0.842,0.194,5.2,0.331,-1.8,58,15.7,0.381,137,12984
Dan Rohlfing,Twins (AAA),24,103,13.60%,19.40%,0.7,0.314,0.402,0.43,0.832,0.116,4,0.379,-0.6,16,4.3,0.38,137,sa389665
Brad Snyder,Diamondbacks (AAA),31,458,8.70%,25.80%,0.34,0.311,0.37,0.494,0.864,0.182,5.4,0.406,-3.6,73,15.2,0.38,126,6052
Tyler Colvin,Rockies (AAA),27,269,13.40%,23.00%,0.58,0.275,0.377,0.48,0.857,0.205,6.8,0.34,-0.2,43,8.9,0.38,126,5310
Zach Lutz,Mets (AAA),27,466,11.60%,21.90%,0.53,0.293,0.377,0.479,0.856,0.185,3.5,0.357,-1.1,74,15.3,0.38,126,3735
Joey Butler,Rangers (AAA),27,505,13.70%,23.60%,0.58,0.291,0.395,0.437,0.831,0.146,1.9,0.376,-0.9,80,16.4,0.379,126,7799
Johnny Monell,Giants (AAA),27,481,12.30%,21.80%,0.56,0.275,0.364,0.494,0.858,0.219,4.3,0.319,-0.3,75,14.9,0.377,125,2783
Michael Choice,Athletics (AAA),23,600,11.50%,19.20%,0.6,0.302,0.39,0.445,0.835,0.143,2.6,0.358,-1,94,18.6,0.377,125,11376
Brandon Guyer,Rays (AAA),27,405,7.20%,15.30%,0.47,0.301,0.374,0.458,0.832,0.157,8.6,0.346,2.7,61,15.9,0.377,135,2636
Jim Adduci,Rangers (AAA),28,551,11.80%,19.40%,0.61,0.298,0.381,0.463,0.844,0.165,6,0.351,2.2,86,16.6,0.376,124,6448
Ben Paulsen,Rockies (AAA),25,502,7.40%,25.50%,0.29,0.292,0.345,0.523,0.867,0.231,4.7,0.366,-0.7,78,15.1,0.376,124,9741
L.J. Hoes,Orioles (AAA),23,430,13.50%,13.00%,1.04,0.304,0.406,0.403,0.808,0.099,3.6,0.352,-2,65,16.6,0.376,134,6656
Kent Matthes,Rockies (AAA),26,188,5.30%,21.30%,0.25,0.297,0.333,0.531,0.865,0.234,5.5,0.328,0.7,29,5.6,0.376,124,sa501246
Danny Valencia,Orioles (AAA),28,282,6.00%,17.00%,0.35,0.286,0.326,0.531,0.857,0.244,3.2,0.3,-0.4,43,10.9,0.376,134,6364
Ivan De Jesus,Pirates (AAA),26,345,8.40%,18.80%,0.45,0.319,0.38,0.457,0.837,0.138,4.6,0.39,-0.2,52,13.3,0.376,134,9886
Leslie Anderson,Rays (AAA),31,494,10.10%,11.70%,0.86,0.292,0.372,0.459,0.832,0.167,2.1,0.308,-1.4,74,18.7,0.375,134,sa541190
Cody Asche,Phillies (AAA),23,446,7.80%,21.30%,0.37,0.295,0.352,0.485,0.837,0.191,5.5,0.349,0.5,67,16.6,0.374,133,11997
Xander Bogaerts,Red Sox (AAA),20,256,10.90%,17.20%,0.64,0.284,0.369,0.453,0.822,0.169,2.3,0.32,-0.7,38,9.4,0.374,133,12161
Luis Jimenez,Blue Jays (AAA),31,402,9.70%,16.20%,0.6,0.285,0.351,0.494,0.845,0.209,4,0.297,-0.2,60,14.7,0.374,133,2602
Robinzon Diaz,Brewers (AAA),29,193,7.30%,8.30%,0.88,0.328,0.375,0.458,0.833,0.13,3.2,0.342,-1,30,5.4,0.373,122,3248
Caleb Gindl,Brewers (AAA),24,347,8.60%,20.70%,0.42,0.295,0.358,0.487,0.846,0.192,3,0.351,-0.8,53,9.6,0.373,122,5002
Matt Long,Angels (AAA),26,428,11.90%,19.40%,0.61,0.287,0.371,0.466,0.837,0.179,7.8,0.342,1.9,66,11.7,0.373,122,sa454873
Charlie Culberson,Rockies (AAA),24,419,4.10%,17.70%,0.23,0.31,0.338,0.524,0.862,0.214,6.9,0.35,-1.5,64,11.4,0.373,122,3298
Daniel Butler,Red Sox (AAA),26,323,10.50%,18.30%,0.58,0.262,0.35,0.479,0.829,0.216,1.4,0.284,-0.5,48,11.5,0.372,132,9968
Jaff Decker,Padres (AAA),23,415,13.30%,22.70%,0.59,0.286,0.381,0.443,0.824,0.157,3.5,0.361,-2,63,11,0.372,121,7945
Chris Owings,Diamondbacks (AAA),21,575,3.80%,17.20%,0.22,0.33,0.359,0.482,0.841,0.152,7.3,0.386,0.7,88,15.3,0.372,121,10030
Dan Johnson,- - -,33,577,16.60%,14.70%,1.13,0.25,0.378,0.439,0.816,0.189,1.4,0.261,-0.5,85,20.4,0.372,131,2167
Mauro Gomez,Blue Jays (AAA),28,453,9.50%,28.90%,0.33,0.249,0.322,0.521,0.843,0.272,2.7,0.29,-0.8,67,16,0.372,131,5342
Matt Den Dekker,Mets (AAA),25,202,9.90%,22.80%,0.43,0.296,0.366,0.486,0.852,0.19,7.9,0.364,1.1,31,5.3,0.372,121,11385
Mark Hamilton,Red Sox (AAA),28,335,13.40%,26.00%,0.52,0.261,0.361,0.463,0.824,0.201,2.5,0.328,-0.2,49,11.6,0.371,131,9334
Kevin Pillar,Blue Jays (AAA),24,218,5.50%,17.90%,0.31,0.299,0.341,0.493,0.834,0.194,7.1,0.35,-0.6,32,7.5,0.371,131,12434
Michael Taylor,Athletics (AAA),27,481,10.40%,18.30%,0.57,0.281,0.36,0.474,0.833,0.193,3.2,0.313,-0.1,72,12,0.37,120,2591
Jordan Lennerton,Tigers (AAA),27,607,13.80%,21.90%,0.63,0.278,0.382,0.43,0.812,0.152,1.8,0.342,-2,89,20.5,0.37,130,sa455610
Kolten Wong,Cardinals (AAA),22,463,8.90%,13.00%,0.68,0.303,0.369,0.466,0.835,0.163,7.9,0.332,3.4,70,11.5,0.37,120,12532
Thomas Neal,Yankees (AAA),25,297,7.70%,17.80%,0.43,0.325,0.391,0.411,0.802,0.087,2.7,0.396,-0.4,43,10,0.37,130,9461
Jake Elmore,Astros (AAA),26,310,10.00%,11.90%,0.84,0.299,0.382,0.433,0.815,0.134,6.8,0.328,0.4,47,7.6,0.37,119,7290
Randy Ruiz,Yankees (AAA),35,294,4.80%,25.50%,0.19,0.274,0.316,0.513,0.829,0.238,1.3,0.319,-0.3,43,9.7,0.369,129,2761
Tyler Bortnick,Diamondbacks (AAA),25,298,13.40%,18.10%,0.74,0.291,0.397,0.402,0.8,0.112,8.3,0.359,2.8,45,7.1,0.369,119,sa501942
Steve Tolleson,White Sox (AAA),29,473,12.50%,19.20%,0.65,0.288,0.381,0.426,0.807,0.138,4,0.349,0.2,69,15.4,0.368,129,4450
Anthony Seratelli,Royals (AAA),30,487,15.80%,16.60%,0.95,0.273,0.395,0.413,0.808,0.14,6.2,0.318,4.1,72,10.9,0.367,118,sa378376
Mike Hessman,Reds (AAA),35,482,11.00%,27.80%,0.4,0.24,0.328,0.495,0.823,0.255,1.6,0.286,-1.2,69,14.9,0.366,127,1808
Matt Davidson,Diamondbacks (AAA),22,500,9.20%,26.80%,0.34,0.28,0.35,0.481,0.831,0.201,3.1,0.359,0,74,10.8,0.366,117,7226
Trent Oeltjen,Angels (AAA),30,387,9.60%,28.40%,0.34,0.255,0.345,0.483,0.828,0.228,7,0.335,1,57,8.3,0.366,117,3310
Alex Presley,Pirates (AAA),27,391,10.20%,14.30%,0.71,0.298,0.376,0.427,0.803,0.129,7,0.343,0.5,56,11.9,0.366,127,5305
Jurickson Profar,Rangers (AAA),20,166,12.70%,14.50%,0.88,0.278,0.37,0.438,0.807,0.16,7.1,0.31,0.7,24,3.5,0.365,117,10815
Xavier Nady,- - -,34,495,8.30%,18.40%,0.45,0.296,0.36,0.456,0.816,0.16,3.5,0.34,0.6,73,10.4,0.365,117,1658
Steve Susdorf,Phillies (AAA),27,359,10.30%,14.50%,0.71,0.313,0.39,0.403,0.793,0.09,4.4,0.363,-1.1,51,10.8,0.365,127,8587
Cole Gillespie,Giants (AAA),29,269,11.90%,19.30%,0.62,0.277,0.361,0.455,0.816,0.179,5.9,0.318,1.3,39,5.6,0.365,117,5888
Kensuke Tanaka,Giants (AAA),32,400,10.50%,9.00%,1.17,0.329,0.4,0.397,0.797,0.067,5.8,0.358,-0.2,58,8.1,0.364,116,14448
Matt Angle,Dodgers (AAA),27,468,10.90%,22.20%,0.49,0.283,0.374,0.433,0.806,0.15,7.7,0.361,2,68,9.2,0.364,116,8136
Alden Carrithers,Braves (AAA),28,293,10.90%,9.20%,1.19,0.299,0.387,0.398,0.785,0.1,5.1,0.326,0.6,41,8.5,0.364,126,sa454577
Nate Tenbrink,Mariners (AAA),26,505,12.30%,26.70%,0.46,0.267,0.363,0.447,0.809,0.179,5.8,0.351,-0.9,73,9.8,0.363,115,sa454946
Ernesto Mejia,Braves (AAA),27,551,8.70%,27.60%,0.32,0.249,0.323,0.497,0.82,0.247,3.6,0.298,0.3,78,15.7,0.363,125,sa295188
Alex Castellanos,Dodgers (AAA),26,439,9.30%,25.50%,0.37,0.257,0.347,0.468,0.815,0.21,7.9,0.315,1.4,63,8.3,0.363,115,7223
Khris Davis,Brewers (AAA),25,281,11.00%,21.00%,0.53,0.255,0.349,0.473,0.822,0.218,4.3,0.283,-0.7,41,5.3,0.363,115,9112
Roger Kieschnick,Giants (AAA),26,422,9.50%,24.20%,0.39,0.273,0.339,0.497,0.836,0.225,5.6,0.335,0.2,61,7.9,0.362,115,5225
Jordan Danks,White Sox (AAA),26,238,10.90%,23.90%,0.46,0.279,0.363,0.428,0.791,0.149,5.4,0.356,-0.1,33,6.5,0.362,124,9187
Ed Lucas,Marlins (AAA),31,196,6.10%,18.90%,0.32,0.304,0.354,0.453,0.807,0.149,3.2,0.36,-0.1,28,3.5,0.362,114,7532
Charlie Blackmon,Rockies (AAA),27,299,11.70%,13.70%,0.85,0.288,0.376,0.428,0.804,0.14,7.1,0.329,-0.9,43,5.3,0.361,114,7859
Brandon Allen,Padres (AAA),27,484,11.40%,18.00%,0.63,0.267,0.347,0.478,0.825,0.21,6,0.295,1,69,8.5,0.361,114,7436
Matt Hague,Pirates (AAA),27,622,11.40%,15.40%,0.74,0.285,0.378,0.407,0.785,0.121,3,0.333,-1.2,87,16.8,0.361,124,7772
Deibinson Romero,Twins (AAA),26,358,13.10%,20.90%,0.63,0.266,0.369,0.421,0.79,0.155,4,0.32,0.4,50,9.6,0.361,124,sa328505
Zoilo Almonte,Yankees (AAA),24,293,10.20%,16.00%,0.64,0.297,0.369,0.421,0.789,0.124,3.7,0.34,0,41,7.9,0.361,124,6732
Chris Mcguiness,Rangers (AAA),25,436,15.60%,19.70%,0.79,0.246,0.369,0.423,0.792,0.177,2.6,0.292,0,62,7.4,0.36,113,9423
Ryan Wheeler,Rockies (AAA),24,480,6.50%,19.00%,0.34,0.306,0.351,0.463,0.814,0.158,4.6,0.357,0.2,68,7.9,0.36,113,9312
Sean Halton,Brewers (AAA),26,399,8.80%,23.10%,0.38,0.273,0.348,0.46,0.809,0.188,4.9,0.336,0.2,57,6.5,0.36,113,9853
Tony Gwynn Jr.,Dodgers (AAA),30,391,12.50%,13.30%,0.94,0.3,0.393,0.384,0.777,0.084,5.7,0.349,-1.8,55,6.4,0.36,113,6141
Marcus Semien,White Sox (AAA),22,142,9.90%,16.90%,0.58,0.264,0.338,0.464,0.802,0.2,6.4,0.293,0.7,20,3.6,0.359,123,12533
Kirk Nieuwenhuis,Mets (AAA),25,330,12.10%,23.60%,0.51,0.248,0.345,0.465,0.809,0.216,6.2,0.293,0.2,47,5.3,0.359,113,6400
Mike Wilson,Padres (AAA),30,246,8.10%,25.60%,0.32,0.291,0.354,0.455,0.808,0.164,3.8,0.373,-3.4,35,3.8,0.359,112,3806
Chris Snyder,- - -,32,286,8.00%,24.10%,0.33,0.273,0.33,0.477,0.807,0.204,1.1,0.322,-0.7,40,6.9,0.358,119,4606
Scott Moore,- - -,29,485,10.30%,22.10%,0.47,0.271,0.353,0.448,0.801,0.177,2,0.329,-1.1,68,7,0.358,112,4390
Jeremy Hermida,Indians (AAA),29,567,15.50%,26.30%,0.59,0.247,0.365,0.416,0.781,0.169,2.7,0.322,-1.7,77,13.7,0.357,121,7208
Henry Urrutia,Orioles (AAA),26,123,6.50%,12.20%,0.53,0.316,0.358,0.43,0.788,0.114,2.9,0.347,-0.2,17,2.9,0.357,121,14441
Nick Castellanos,Tigers (AAA),21,595,9.10%,16.80%,0.54,0.276,0.343,0.45,0.793,0.174,3.6,0.307,-0.2,81,14.2,0.357,121,11737
Brad Nelson,Cubs (AAA),30,485,10.10%,18.60%,0.54,0.271,0.346,0.467,0.814,0.196,2.9,0.297,-0.2,68,6.8,0.357,111,3821
Dee Gordon,Dodgers (AAA),25,433,11.80%,16.20%,0.73,0.297,0.385,0.39,0.775,0.094,8.7,0.364,4.7,60,6,0.357,111,8203
David Adams,Yankees (AAA),26,255,11.40%,16.90%,0.67,0.268,0.366,0.405,0.771,0.136,2.7,0.314,-0.3,35,6,0.357,121,7389
Cesar Hernandez,Phillies (AAA),23,440,9.30%,18.40%,0.51,0.309,0.375,0.402,0.776,0.092,7.8,0.384,2.6,60,10.3,0.356,121,10556
Corey Brown,Nationals (AAA),27,438,9.10%,30.10%,0.3,0.254,0.326,0.473,0.799,0.219,4.9,0.332,0.4,59,10.1,0.356,121,2650
Eric Thames,- - -,26,398,10.10%,23.90%,0.42,0.278,0.357,0.432,0.789,0.153,4.7,0.353,0.1,55,7.2,0.356,114,3711
Will Middlebrooks,Red Sox (AAA),24,196,8.20%,19.40%,0.42,0.268,0.327,0.464,0.79,0.196,2.6,0.288,0,27,4.5,0.356,120,7002
Doug Bernier,Twins (AAA),33,353,8.80%,21.00%,0.42,0.295,0.37,0.407,0.778,0.113,5.7,0.377,-0.4,48,8.1,0.356,120,4518
Brandon Hicks,Mets (AAA),27,354,8.20%,31.40%,0.26,0.283,0.348,0.45,0.797,0.167,7.1,0.401,0.8,49,4.5,0.355,110,4003
Robbie Grossman,Astros (AAA),23,310,15.50%,21.30%,0.73,0.281,0.396,0.364,0.76,0.083,5.8,0.371,-0.7,43,3.9,0.355,110,5254
Junior Lake,Cubs (AAA),23,170,5.90%,19.40%,0.3,0.295,0.341,0.462,0.803,0.167,8.5,0.347,0.5,23,2.1,0.355,110,4672
Danny Dorn,Tigers (AAA),28,565,10.30%,23.20%,0.44,0.258,0.335,0.46,0.795,0.202,4.2,0.297,0.2,76,12.6,0.355,120,sa329210
Ben Guez,Tigers (AAA),26,498,12.40%,27.30%,0.46,0.242,0.349,0.424,0.772,0.181,4.3,0.313,-1.4,67,11,0.355,120,sa454544
Donnie Murphy,Cubs (AAA),30,340,7.90%,22.10%,0.36,0.265,0.338,0.457,0.795,0.192,3.9,0.312,-0.5,47,3.8,0.354,109,4704
Brent Lillibridge,- - -,29,341,6.50%,23.80%,0.27,0.277,0.335,0.452,0.787,0.174,5.7,0.338,1.2,46,5.3,0.353,114,3501
Oscar Taveras,Cardinals (AAA),21,186,4.80%,11.80%,0.41,0.306,0.341,0.462,0.803,0.156,4.5,0.324,0.5,25,2,0.353,109,11173
Brandon Snyder,Red Sox (AAA),26,277,7.20%,24.90%,0.29,0.261,0.332,0.454,0.786,0.193,4.6,0.322,-0.1,37,5.7,0.353,118,9856
Greg Garcia,Cardinals (AAA),23,424,11.60%,16.50%,0.7,0.271,0.377,0.384,0.761,0.113,6.4,0.331,1.7,58,4.4,0.353,108,10951
Yamaico Navarro,Orioles (AAA),25,452,11.70%,16.20%,0.73,0.267,0.354,0.418,0.772,0.151,4.4,0.296,0.5,60,9.2,0.353,118,5665
Bryce Brentz,Red Sox (AAA),24,349,5.70%,24.60%,0.23,0.264,0.312,0.475,0.788,0.212,2.6,0.309,-0.1,46,7.1,0.352,118,10607
Fernando Martinez,- - -,24,211,8.10%,20.40%,0.4,0.266,0.336,0.452,0.789,0.186,3.3,0.307,0.1,28,2.7,0.352,113,9210
Jimmy Paredes,Astros (AAA),24,358,7.80%,18.70%,0.42,0.287,0.345,0.462,0.806,0.174,7.3,0.34,0,48,3.5,0.352,108,5481
