Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Arcenio Leon,Brewers (AA),27,33,7.91,2.18,3.63,0,22.30%,6.20%,16.20%,0.19,0.94,0.25,71.90%,2.18,2.25,-0.07,sa393037
Matt Wisler,Padres (AA),21,30,10.5,1.8,5.83,0.6,29.20%,5.00%,24.20%,0.228,1.07,0.312,85.60%,2.1,2.25,-0.15,sa601046
Luis Severino,Yankees (AA),20,25,10.44,2.16,4.83,0.36,29.00%,6.00%,23.00%,0.213,1.04,0.297,73.20%,2.52,2.27,0.25,sa657781
Jeremy Berg,Cardinals (AA),27,21.1,10.97,2.53,4.33,0.42,32.90%,7.60%,25.30%,0.181,0.89,0.267,91.40%,1.27,2.28,-1.01,sa510226
Carlos Contreras,Reds (AA),23,20,12.15,4.95,2.45,0,30.30%,12.40%,18.00%,0.195,1.3,0.3,74.10%,2.7,2.29,0.41,10386
Armando Rivero,Cubs (AA),26,34.2,14.02,4.15,3.38,0.52,39.40%,11.70%,27.70%,0.15,0.98,0.25,87.00%,1.56,2.29,-0.73,sa739701
Danny Burawa,Yankees (AA),25,17,9.53,2.12,4.5,0,26.50%,5.90%,20.60%,0.21,1,0.296,79.00%,1.59,2.3,-0.71,sa549108
Ben Klimesh,Reds (AA),24,16,13.5,3.94,3.43,0.56,33.30%,9.70%,23.60%,0.262,1.5,0.4,57.50%,6.19,2.31,3.88,sa621382
Zachary Petrick,Cardinals (AA),24,18.2,7.23,2.41,3,0,19.70%,6.60%,13.20%,0.127,0.75,0.161,71.40%,0.48,2.32,-1.83,sa659444
Dustin Antolin,Blue Jays (AA),24,42.2,10.97,3.16,3.47,0,28.10%,8.10%,20.00%,0.255,1.34,0.372,72.60%,3.38,2.32,1.05,sa454888
Odrisamer Despaigne,Padres (AA),27,7.2,14.09,5.87,2.4,0,37.50%,15.60%,21.90%,0.154,1.17,0.286,90.00%,1.17,2.34,-1.16,16017
Nelvin Fuentes,White Sox (AA),25,30.2,12.62,5.58,2.26,0,31.60%,14.00%,17.70%,0.216,1.43,0.343,75.60%,3.23,2.34,0.89,sa392078
Reid Redman,Marlins (AA),25,13,6.92,2.08,3.33,0,20.00%,6.00%,14.00%,0.17,0.85,0.216,72.70%,1.38,2.34,-0.96,sa602392
Daisuke Matsuzaka,Mets (AA),33,6,4.5,0,3,0,14.30%,0.00%,14.30%,0.143,0.5,0.167,66.70%,1.5,2.35,-0.85,7775
Leuris Gomez,Rockies (AA),27,4,13.5,6.75,2,0,37.50%,18.80%,18.80%,0.077,1,0.143,50.00%,4.5,2.37,2.13,sa455628
Ashur Tolliver,Orioles (AA),26,22.2,9.93,1.99,5,0.4,25.80%,5.20%,20.60%,0.294,1.41,0.394,75.20%,3.18,2.38,0.79,sa501453
John Church,Mets (AA),27,23,10.96,1.96,5.6,0.39,29.80%,5.30%,24.50%,0.241,1.13,0.345,75.20%,3.13,2.4,0.73,sa502177
Buddy Boshers,Angels (AA),26,61,10.33,3.98,2.59,0.15,27.50%,10.60%,16.90%,0.207,1.21,0.295,73.40%,2.66,2.42,0.24,8490
Cody Fassold,- - -,25,49.1,9.67,2.74,3.53,0.36,24.90%,7.00%,17.80%,0.273,1.4,0.364,65.00%,4.01,2.42,1.59,sa599578
Matt Brazis,Mariners (AA),24,33,9.27,2.73,3.4,0.27,27.20%,8.00%,19.20%,0.174,0.91,0.238,83.90%,1.64,2.43,-0.79,sa577669
Joel Bender,Reds (AA),22,4,6.75,2.25,3,0,20.00%,6.70%,13.30%,0.214,1,0.273,50.00%,4.5,2.44,2.06,sa549763
Sean Gilmartin,Twins (AA),24,72,9.25,2,4.63,0.25,24.50%,5.30%,19.20%,0.269,1.28,0.358,70.50%,3.13,2.45,0.67,sa597798
Chad Smith,Tigers (AA),24,20,8.1,2.7,3,0,23.10%,7.70%,15.40%,0.208,1.05,0.278,85.70%,1.35,2.45,-1.1,13604
Andrew Heaney,Marlins (AA),23,53.2,8.72,2.18,4,0.34,23.90%,6.00%,17.90%,0.22,1.08,0.285,76.10%,2.35,2.46,-0.11,15423
Seth Frankoff,Athletics (AA),25,33.2,12.56,2.94,4.27,0.8,33.30%,7.80%,25.50%,0.223,1.19,0.325,83.80%,2.41,2.47,-0.06,sa549760
Matt Ramsey,- - -,24,61.1,11.74,4.4,2.67,0.29,32.80%,12.30%,20.50%,0.164,1.06,0.25,78.80%,1.47,2.47,-1,sa577883
Jason Motte,Cardinals (AA),32,4.2,5.79,1.93,3,0,18.80%,6.30%,12.50%,0.067,0.43,0.083,100.00%,0,2.48,-2.48,5861
Jairo Heredia,Yankees (AA),24,71.1,9.71,2.4,4.05,0.25,25.80%,6.40%,19.50%,0.257,1.26,0.35,69.80%,3.53,2.49,1.05,sa392471
Pat Venditte,Yankees (AA),29,22,12.27,2.05,6,0.82,36.10%,6.00%,30.10%,0.141,0.73,0.196,98.50%,0.82,2.49,-1.67,sa455129
Aaron Kurcz,Red Sox (AA),23,42,11.57,4.71,2.45,0,29.70%,12.10%,17.60%,0.203,1.29,0.308,80.40%,2.14,2.5,-0.35,sa549903
Christopher Thomas,Cardinals (AA),26,27.2,7.81,1.95,4,0.33,22.60%,5.70%,17.00%,0.18,0.87,0.227,79.70%,1.63,2.51,-0.88,sa659320
Andrew Robinson,- - -,26,61.2,8.9,2.04,4.36,0.29,23.40%,5.40%,18.00%,0.24,1.17,0.313,83.60%,2.19,2.52,-0.33,sa549091
Trevor Williams,Marlins (AA),22,15,8.4,3.6,2.33,0,19.70%,8.50%,11.30%,0.339,1.87,0.431,57.10%,6,2.52,3.48,sa708217
Kenn Kasparek,Pirates (AA),28,40,8.33,1.13,7.4,0.45,23.60%,3.20%,20.40%,0.197,0.88,0.248,74.50%,2.25,2.53,-0.28,sa454774
Alex Claudio,Rangers (AA),22,37.1,5.3,0.48,11,0.24,14.90%,1.40%,13.50%,0.214,0.88,0.246,52.20%,2.17,2.53,-0.36,12890
Justin Wright,Cardinals (AA),24,36,8.75,2.75,3.18,0.25,25.60%,8.00%,17.50%,0.192,0.97,0.258,86.70%,1.5,2.54,-1.04,sa526239
Casey Kelly,Padres (AA),24,12,6,0.75,8,0,16.70%,2.10%,14.60%,0.244,1,0.297,78.60%,0.75,2.54,-1.79,9174
Clayton Blackburn,Giants (AA),21,93,8.23,1.94,4.25,0.1,22.00%,5.20%,16.80%,0.262,1.23,0.341,67.70%,3.29,2.54,0.75,sa598302
Noe Ramirez,Red Sox (AA),24,67.1,7.49,2.14,3.5,0,20.90%,6.00%,14.90%,0.225,1.07,0.29,77.30%,2.14,2.54,-0.4,sa597961
Bryce Stowell,Rays (AA),27,49.2,9.79,3.62,2.7,0.18,26.50%,9.80%,16.70%,0.213,1.19,0.297,75.10%,1.99,2.54,-0.55,sa455267
Arik Sikula,Blue Jays (AA),25,15,12,2.4,5,0.6,29.90%,6.00%,23.90%,0.307,1.53,0.439,84.10%,3,2.55,0.45,sa579472
Blake Cooper,- - -,26,44.1,9.74,2.64,3.69,0.41,27.00%,7.30%,19.70%,0.189,0.99,0.254,78.20%,1.62,2.56,-0.93,sa549089
Matt Grace,Nationals (AA),25,35.1,8.15,3.06,2.67,0,20.80%,7.80%,13.00%,0.225,1.25,0.291,77.30%,1.02,2.56,-1.54,sa526941
Daniel Coulombe,Dodgers (AA),24,21,13.29,4.29,3.1,0.43,33.70%,10.90%,22.80%,0.225,1.33,0.354,73.40%,2.57,2.57,0,13293
A.J. Cole,Nationals (AA),22,71,7.73,1.9,4.07,0.13,19.80%,4.90%,14.90%,0.272,1.32,0.342,70.10%,2.92,2.58,0.34,sa548284
Jacob Lindgren,Yankees (AA),21,11.2,13.89,6.94,2,0,36.70%,18.40%,18.40%,0.15,1.29,0.273,60.00%,3.86,2.58,1.27,sa598758
Eric Berger,Braves (AA),28,15.1,8.8,3.52,2.5,0,20.60%,8.20%,12.30%,0.318,1.76,0.412,42.90%,8.22,2.6,5.62,sa389697
Matt Stites,Diamondbacks (AA),24,12,6,2.25,2.67,0,17.40%,6.50%,10.90%,0.233,1.08,0.286,61.50%,3.75,2.6,1.15,12165
Luis Ayala,Orioles (AA),36,5.1,8.44,3.38,2.5,0,17.90%,7.10%,10.70%,0.423,2.44,0.524,76.90%,5.06,2.6,2.46,1650
Matt Harrison,Rangers (AA),28,16,5.63,2.25,2.5,0,15.90%,6.40%,9.50%,0.203,1,0.245,75.00%,1.69,2.62,-0.93,5551
Ryne Harper,Braves (AA),25,76.2,10.92,2.82,3.88,0.59,29.30%,7.60%,21.80%,0.237,1.21,0.332,80.70%,2.58,2.63,-0.04,sa599485
Shawn Armstrong,Indians (AA),23,51,12,3.35,3.58,0.53,32.90%,9.20%,23.70%,0.209,1.14,0.31,85.80%,2.12,2.63,-0.51,sa598951
Dennis O'Grady,Padres (AA),25,16.1,11.57,3.86,3,0.55,28.80%,9.60%,19.20%,0.288,1.59,0.409,77.20%,3.86,2.63,1.23,sa546796
Gene Escat,Orioles (AA),24,8.1,6.48,2.16,3,0,20.00%,6.70%,13.30%,0.214,0.96,0.273,100.00%,0,2.63,-2.63,sa658552
Steven Matz,Mets (AA),23,71.1,8.71,1.77,4.93,0.38,24.00%,4.90%,19.20%,0.244,1.12,0.317,75.80%,2.27,2.64,-0.37,sa500832
Steven Ames,Marlins (AA),26,11,7.36,3.27,2.25,0,20.00%,8.90%,11.10%,0.195,1.09,0.25,75.00%,1.64,2.64,-1.01,9615
Tyler Webb,Yankees (AA),23,35.2,12.87,3.53,3.64,0.5,32.10%,8.80%,23.30%,0.247,1.37,0.371,73.20%,4.04,2.65,1.38,sa602910
Lester Oliveros,Twins (AA),26,30.1,10.68,4.15,2.57,0,28.80%,11.20%,17.60%,0.157,1.02,0.236,82.40%,0.89,2.66,-1.77,9167
Felix Doubront,- - -,26,8.1,7.56,3.24,2.33,0,18.90%,8.10%,10.80%,0.265,1.44,0.333,50.00%,5.4,2.67,2.73,1478
Ryan Rodebaugh,Rangers (AA),25,37.2,11.95,4.3,2.78,0.48,28.30%,10.20%,18.10%,0.304,1.75,0.434,65.40%,5.73,2.67,3.07,sa549200
Joe Ross,Padres (AA),21,20,8.55,0.45,19,0.9,22.60%,1.20%,21.40%,0.277,1.2,0.339,75.50%,3.6,2.67,0.93,sa597788
Arodys Vizcaino,Cubs (AA),23,13.2,10.54,1.98,5.33,0.66,31.40%,5.90%,25.50%,0.149,0.73,0.2,72.90%,2.63,2.67,-0.04,5498
Dylan Floro,Rays (AA),23,178.2,5.64,1.21,4.67,0.2,15.00%,3.20%,11.80%,0.291,1.3,0.34,67.70%,3.48,2.68,0.8,sa502066
Jonathan Broxton,Reds (AA),30,2,9,0,2,0,25.00%,0.00%,25.00%,0.143,0.5,0.2,100.00%,0,2.69,-2.69,4759
Cory Mazzoni,Mets (AA),24,12,7.5,3,2.5,0,20.00%,8.00%,12.00%,0.217,1.17,0.278,57.10%,4.5,2.69,1.81,sa455498
David Carpenter,Angels (AA),26,32.2,9.92,3.58,2.77,0.28,27.30%,9.90%,17.40%,0.205,1.13,0.288,93.10%,1.1,2.69,-1.59,9244
Frank Garces,Padres (AA),24,65.1,10.19,3.31,3.08,0.41,27.60%,9.00%,18.70%,0.191,1.07,0.262,81.40%,1.93,2.69,-0.76,13144
Patrick Mccoy,Tigers (AA),25,13.2,5.93,1.98,3,0,15.00%,5.00%,10.00%,0.281,1.39,0.333,57.90%,3.95,2.7,1.26,6605
Jake Arrieta,Cubs (AA),28,14.1,6.91,3.14,2.2,0,19.60%,8.90%,10.70%,0.157,0.91,0.2,69.20%,1.26,2.7,-1.44,4153
Tyler Sturdevant,Indians (AA),28,31,8.71,2.61,3.33,0.29,25.60%,7.70%,18.00%,0.176,0.9,0.234,86.50%,1.45,2.71,-1.26,sa502327
Cody Hall,Giants (AA),26,51.2,9.93,2.44,4.07,0.52,27.90%,6.90%,21.10%,0.221,1.08,0.3,73.40%,3.14,2.72,0.42,sa550010
Jake Barrett,Diamondbacks (AA),22,26.1,8.2,4.1,2,0,21.80%,10.90%,10.90%,0.255,1.41,0.338,81.10%,2.39,2.73,-0.34,sa501237
Giovanni Soto,Indians (AA),23,53,8.32,2.04,4.08,0.34,23.10%,5.70%,17.50%,0.226,1.08,0.291,61.60%,3.23,2.73,0.49,sa502008
Adrian Salcedo,Twins (AA),23,73,9.37,2.96,3.17,0.25,23.90%,7.60%,16.40%,0.268,1.4,0.357,64.60%,4.19,2.74,1.45,sa504003
Danny Reynolds,Angels (AA),23,40,9.23,3.38,2.73,0.23,23.60%,8.60%,14.90%,0.269,1.43,0.36,75.10%,3.6,2.75,0.85,sa501564
Corey Knebel,Tigers (AA),22,15,13.8,4.8,2.88,0.6,37.70%,13.10%,24.60%,0.151,1.07,0.241,82.20%,1.2,2.75,-1.55,15010
Mayckol Guaipe,Mariners (AA),23,56,9,1.45,6.22,0.64,24.80%,4.00%,20.80%,0.21,0.96,0.266,72.00%,2.89,2.76,0.13,sa504801
Jesse Hahn,Padres (AA),24,42.1,8.08,3.19,2.53,0.21,22.10%,8.70%,13.40%,0.218,1.16,0.282,76.10%,1.91,2.77,-0.85,13287
Michael Brady,Angels (AA),27,42.1,8.93,2.13,4.2,0.64,24.00%,5.70%,18.30%,0.249,1.2,0.317,74.80%,2.98,2.77,0.21,sa502167
Tyler Anderson,Rockies (AA),24,118.1,8.06,3.04,2.65,0.23,22.40%,8.40%,13.90%,0.212,1.11,0.274,74.90%,1.98,2.77,-0.8,sa578009
Trevor Gott,- - -,21,29.1,8.9,4.91,1.81,0,23.60%,13.00%,10.60%,0.206,1.3,0.282,71.10%,2.76,2.78,-0.02,sa621611
James Pazos,Yankees (AA),23,42,9,4.07,2.21,0,25.00%,11.30%,13.70%,0.189,1.12,0.264,85.40%,1.5,2.78,-1.28,sa503398
Terance Marin,White Sox (AA),24,12.2,8.53,1.42,6,0.71,21.80%,3.60%,18.20%,0.34,1.58,0.425,69.90%,4.97,2.79,2.18,sa556821
Drew Rucinski,Angels (AA),25,148.2,8.48,2.48,3.41,0.42,23.00%,6.70%,16.20%,0.252,1.23,0.325,71.40%,3.15,2.8,0.35,12499
Cory Burns,Rays (AA),26,18,10.5,1.5,7,1,32.80%,4.70%,28.10%,0.148,0.67,0.184,87.00%,2,2.8,-0.8,6620
Jaron Long,Yankees (AA),22,69,6.52,1.43,4.55,0.26,18.20%,4.00%,14.20%,0.236,1.06,0.284,73.00%,2.35,2.8,-0.46,sa706969
Jon Velasquez,Mets (AA),28,54.2,8.07,2.14,3.77,0.33,22.20%,5.90%,16.30%,0.217,1.06,0.276,64.10%,3.62,2.81,0.82,sa496300
Carlos Hernandez,Rockies (AA),27,124.1,6.8,1.52,4.48,0.43,18.10%,4.10%,14.10%,0.263,1.21,0.314,72.10%,2.68,2.81,-0.14,sa393410
Scott Oberg,Rockies (AA),24,27.1,6.91,1.98,3.5,0.33,19.30%,5.50%,13.80%,0.216,1.02,0.263,76.10%,2.63,2.83,-0.19,sa526291
James Gillheeney,Mariners (AA),26,14,4.5,1.93,2.33,0,12.70%,5.50%,7.30%,0.231,1.07,0.267,80.00%,1.29,2.83,-1.54,sa501532
Jason Townsend,Pirates (AA),25,7.2,12.91,5.87,2.2,0,25.00%,11.40%,13.60%,0.316,2.22,0.444,55.60%,7.04,2.83,4.21,sa549842
Miguel Celestino,Red Sox (AA),24,29.1,10.43,2.45,4.25,0.61,28.30%,6.70%,21.70%,0.225,1.13,0.307,76.90%,3.07,2.84,0.22,sa504074
Justin Friend,Phillies (AA),28,2,9,4.5,2,0,28.60%,14.30%,14.30%,0.167,1,0.25,100.00%,0,2.85,-2.85,sa388993
Jimmy Reyes,Rangers (AA),25,30.1,8.9,3.86,2.31,0.3,22.60%,9.80%,12.80%,0.275,1.52,0.36,58.30%,5.34,2.86,2.48,sa526353
