Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Brian Anderson,Marlins (A),21,172,7.60%,16.30%,0.46,0.314,0.378,0.516,0.894,0.203,1.8,0.336,-0.1,31,10,0.403,148,sa599204
Austin Wilson,Mariners (A),22,299,8.70%,21.70%,0.4,0.291,0.376,0.517,0.893,0.226,4.1,0.346,-0.3,53,18.5,0.402,153,sa549103
Chad Hinshaw,Angels (A),23,248,11.30%,25.40%,0.44,0.282,0.403,0.461,0.864,0.18,8.9,0.38,1.7,44,15,0.401,152,sa738144
J.D. Davis,Astros (A),21,171,7.60%,24.00%,0.32,0.303,0.363,0.516,0.879,0.213,4,0.364,0.8,30,9.9,0.397,150,sa597900
Austin Meadows,Pirates (A),19,165,8.50%,18.20%,0.47,0.322,0.388,0.486,0.874,0.164,3.5,0.383,-1,29,8.8,0.397,144,sa737440
Michael Antonio,Royals (A),22,128,10.20%,12.50%,0.81,0.313,0.391,0.473,0.864,0.161,1.9,0.333,-0.1,22,6.7,0.395,143,sa548196
Steven Graeter,Rockies (A),24,249,6.00%,19.70%,0.31,0.309,0.363,0.525,0.888,0.215,5.5,0.355,0.2,43,13,0.395,143,sa660832
Mark Zagunis,Cubs (A),21,62,16.10%,14.50%,1.11,0.28,0.419,0.44,0.859,0.16,9.2,0.341,1,11,3.5,0.395,149,sa827207
Jonatan Ynojoso,Twins (A),21,92,5.40%,21.70%,0.25,0.341,0.378,0.494,0.872,0.153,6.5,0.438,-0.4,16,5.2,0.394,148,sa550597
Brett Phillips,Astros (A),20,443,8.10%,17.20%,0.47,0.302,0.362,0.521,0.883,0.219,7.2,0.341,-0.6,76,24.7,0.394,148,sa658005
Yeicok Calderon,Yankees (A),22,99,12.10%,19.20%,0.63,0.318,0.394,0.471,0.865,0.153,2.9,0.369,-0.3,17,5,0.394,142,sa507137
Jeff Mcneil,Mets (A),22,265,7.50%,12.80%,0.59,0.332,0.401,0.461,0.862,0.129,6.6,0.379,1.5,46,13.4,0.394,142,sa709024
Chance Sisco,Orioles (A),19,478,8.80%,16.50%,0.53,0.34,0.406,0.448,0.854,0.108,2.6,0.406,-1,82,23.8,0.392,141,sa737615
Anthony Caronia,Orioles (A),23,193,6.70%,21.20%,0.32,0.364,0.411,0.438,0.848,0.074,5.4,0.47,-0.3,33,9.5,0.391,140,sa658633
Cole Frenzel,Mets (A),24,83,13.30%,15.70%,0.85,0.304,0.41,0.449,0.859,0.145,2.7,0.345,0.1,14,3.9,0.389,139,sa503730
Jaycob Brugman,Athletics (A),22,287,12.20%,22.60%,0.54,0.278,0.371,0.484,0.855,0.206,5.7,0.347,0.1,48,14.8,0.388,144,sa550136
Justin Bohn,Marlins (A),21,285,13.70%,17.20%,0.8,0.293,0.397,0.452,0.849,0.159,4.7,0.346,-0.2,48,13.3,0.388,138,sa737835
Granden Goetzman,Rays (A),21,249,4.00%,21.30%,0.19,0.315,0.349,0.515,0.864,0.2,6.3,0.381,-1.5,41,12.4,0.386,143,sa597785
Ryan Mcmahon,Rockies (A),19,552,9.80%,25.90%,0.38,0.282,0.358,0.502,0.86,0.22,5.3,0.36,-0.8,91,24.5,0.386,137,sa737539
Jobduan Morales,Astros (A),23,82,12.20%,24.40%,0.5,0.31,0.39,0.451,0.841,0.141,3.7,0.412,0.2,14,4,0.385,142,sa501573
Wynton Bernard,Tigers (A),23,583,9.60%,14.80%,0.65,0.323,0.394,0.442,0.836,0.118,7.1,0.378,1.1,96,28.3,0.385,142,sa658999
Zach Shank,Mariners (A),23,271,7.70%,14.40%,0.54,0.302,0.378,0.46,0.838,0.157,5.8,0.339,0.1,45,13.1,0.384,142,sa738403
Ronnie Mitchell,Astros (A),23,284,10.20%,22.50%,0.45,0.285,0.36,0.498,0.858,0.213,3.9,0.331,-1.5,47,13.7,0.384,142,sa738900
Chase Mcdonald,Astros (A),22,413,10.70%,28.10%,0.38,0.279,0.363,0.481,0.844,0.202,1.5,0.366,-0.1,68,19.7,0.384,141,sa706987
A.J. Reed,Astros (A),21,135,5.90%,23.70%,0.25,0.272,0.326,0.528,0.854,0.256,3.5,0.314,0,22,6.4,0.383,141,sa599279
Joey Meneses,Braves (A),22,238,9.20%,20.20%,0.46,0.283,0.354,0.495,0.85,0.212,5.1,0.331,-0.2,39,10.1,0.383,135,sa604598
Eric Haase,Indians (A),21,328,8.50%,25.60%,0.33,0.27,0.338,0.514,0.852,0.243,4.5,0.325,-0.7,53,15.3,0.382,140,sa601042
Raimel Tapia,Rockies (A),20,539,6.50%,16.70%,0.39,0.326,0.382,0.453,0.836,0.127,6,0.383,-0.6,88,22.5,0.382,134,sa597078
Grayson Greiner,Tigers (A),21,104,10.60%,17.30%,0.61,0.322,0.394,0.444,0.839,0.122,1,0.375,0,17,4.8,0.381,140,sa828801
JaCoby Jones,Pirates (A),22,501,6.60%,26.30%,0.25,0.288,0.347,0.503,0.851,0.216,5.6,0.352,-0.7,81,20.5,0.381,134,sa549406
Carlos Lopez,Marlins (A),24,576,10.20%,11.10%,0.92,0.323,0.392,0.438,0.83,0.114,4.7,0.357,-0.3,93,23.5,0.381,134,sa550060
Spencer Kieboom,Nationals (A),23,361,5.80%,18.60%,0.31,0.309,0.352,0.5,0.852,0.191,4.5,0.358,-0.7,59,14.7,0.381,134,sa621637
Jorge Saez,Blue Jays (A),23,166,15.70%,16.90%,0.93,0.291,0.4,0.425,0.825,0.134,3.2,0.343,-0.3,27,7.6,0.381,139,sa658909
Correlle Prime,Rockies (A),20,552,6.50%,23.70%,0.27,0.291,0.336,0.52,0.856,0.228,5.4,0.352,0.5,89,22.4,0.381,134,sa658187
Felix Munoz,Marlins (A),22,560,10.20%,13.20%,0.77,0.3,0.368,0.476,0.844,0.176,3.3,0.32,-1,91,22.7,0.38,133,sa506830
David Dahl,Rockies (A),20,422,5.50%,15.40%,0.35,0.309,0.347,0.5,0.847,0.191,7.7,0.348,1.2,68,17,0.38,133,sa657861
Conrad Gregor,Astros (A),22,194,14.40%,17.50%,0.82,0.298,0.407,0.41,0.817,0.112,2.6,0.367,-0.1,31,8.8,0.38,139,sa550116
Michael Ford,Yankees (A),21,381,12.60%,10.20%,1.23,0.283,0.381,0.443,0.824,0.16,3.3,0.291,0.1,61,15.2,0.38,133,sa708447
J.P. Crawford,Phillies (A),19,267,13.90%,13.90%,1,0.295,0.398,0.405,0.804,0.11,4.4,0.342,-0.4,43,10.3,0.378,132,sa737507
Kale Sumner,Yankees (A),23,174,22.40%,23.60%,0.95,0.233,0.415,0.364,0.78,0.132,4.5,0.306,0.3,28,6.6,0.377,131,sa738625
Johnny Field,Rays (A),22,362,9.10%,20.40%,0.45,0.29,0.367,0.461,0.827,0.17,8.1,0.356,1.9,58,15.6,0.377,137,sa621675
Nolan Earley,White Sox (A),23,80,6.30%,16.30%,0.38,0.306,0.367,0.458,0.825,0.153,5.1,0.362,-0.3,13,3,0.377,131,sa738292
Cael Brockmeyer,Cubs (A),22,292,6.20%,16.40%,0.38,0.297,0.366,0.461,0.827,0.164,2.4,0.332,-0.1,47,12.5,0.377,137,sa708438
Danny Hayes,White Sox (A),23,559,13.10%,21.30%,0.61,0.283,0.381,0.44,0.821,0.156,3.2,0.354,-0.6,89,21.1,0.377,131,sa621374
Nelson Rodriguez,Indians (A),20,550,10.90%,25.80%,0.42,0.268,0.349,0.482,0.832,0.214,2.4,0.333,-0.1,88,23.5,0.377,137,sa658264
Wilmer Difo,Nationals (A),22,610,6.10%,10.70%,0.57,0.315,0.36,0.47,0.831,0.156,7.7,0.333,5.6,97,22.7,0.376,131,sa551022
Jon Kemmer,Astros (A),23,204,9.80%,19.10%,0.51,0.289,0.369,0.45,0.819,0.161,4.8,0.35,0.1,32,8.4,0.375,136,sa738208
Nomar Mazara,Rangers (A),19,461,12.40%,21.50%,0.58,0.264,0.358,0.47,0.828,0.206,3.9,0.304,-0.8,73,16.7,0.375,130,sa659453
Ronnie Richardson,Padres (A),24,383,14.10%,17.20%,0.82,0.268,0.401,0.399,0.8,0.131,7.5,0.326,0.2,60,15.8,0.375,135,sa501646
Robert Ramirez,Reds (A),21,192,4.70%,30.20%,0.16,0.288,0.335,0.503,0.838,0.215,5.2,0.395,-1.3,30,7.9,0.375,135,sa547903
Kendrick Perkins,Red Sox (A),22,188,5.30%,37.80%,0.14,0.296,0.353,0.473,0.826,0.178,4.3,0.468,-0.6,30,6.7,0.375,130,sa548348
Tyler Horan,Giants (A),23,417,9.40%,23.30%,0.4,0.273,0.35,0.481,0.831,0.208,6.2,0.331,-0.1,65,14.9,0.374,129,sa709555
Estarlin Martinez,Nationals (A),22,137,12.40%,12.40%,1,0.304,0.401,0.391,0.793,0.087,5.1,0.343,-0.2,21,4.7,0.373,128,sa507023
Austin Dean,Marlins (A),20,449,8.50%,16.00%,0.53,0.308,0.371,0.444,0.815,0.136,4.5,0.354,-1.2,70,15.4,0.373,128,sa657985
John Wooten,Nationals (A),23,301,5.00%,13.60%,0.37,0.309,0.346,0.487,0.833,0.178,4.4,0.33,-1.1,47,10.2,0.372,128,sa501993
Jordan Hankins,Cubs (A),22,194,5.70%,12.40%,0.46,0.322,0.361,0.461,0.822,0.139,2.2,0.355,-0.3,30,7.5,0.372,133,sa706880
Jake Schrader,Braves (A),23,360,6.70%,22.80%,0.29,0.29,0.347,0.473,0.82,0.183,4.9,0.354,-1.1,55,11.7,0.37,127,sa707778
Justin Ringo,Cardinals (A),23,323,8.40%,14.60%,0.57,0.294,0.365,0.439,0.805,0.145,3.7,0.325,0.3,50,12.1,0.37,132,sa738411
Jacob Rogers,Cubs (A),24,518,12.40%,22.40%,0.55,0.268,0.361,0.445,0.806,0.177,3.7,0.326,-0.1,80,19.3,0.37,132,sa455553
Cody Keefer,Marlins (A),23,181,6.10%,13.30%,0.46,0.319,0.361,0.452,0.813,0.133,4.3,0.35,-0.1,28,5.8,0.37,126,sa502776
Paul Hendrix,Indians (A),22,472,10.40%,29.20%,0.36,0.287,0.364,0.448,0.813,0.161,4.3,0.398,-0.5,72,17.5,0.37,132,sa658907
Jon Matthews,Reds (A),23,270,10.40%,17.80%,0.58,0.314,0.398,0.394,0.792,0.081,6,0.387,-1.1,41,10,0.369,132,sa598118
Tyler Marincov,Athletics (A),22,461,10.20%,23.40%,0.44,0.261,0.343,0.479,0.821,0.218,6.3,0.311,0,71,17,0.369,132,sa550348
Justin Williams,Diamondbacks (A),18,112,6.30%,20.50%,0.3,0.284,0.348,0.461,0.809,0.176,5.2,0.351,-0.4,17,4.1,0.369,131,sa737559
Jose Rosario,Yankees (A),22,97,5.20%,12.40%,0.42,0.291,0.365,0.43,0.795,0.14,4.4,0.319,-0.3,15,3,0.369,126,sa507166
Mallex Smith,Padres (A),21,303,12.50%,18.20%,0.69,0.295,0.393,0.394,0.786,0.098,9.1,0.373,3,46,10.8,0.368,131,sa599039
Manuel Margot,Red Sox (A),19,413,9.00%,11.90%,0.76,0.286,0.355,0.449,0.803,0.162,7.9,0.309,2,63,12.5,0.367,125,sa657504
Jose Fernandez,Astros (A),21,146,11.60%,28.10%,0.41,0.279,0.363,0.434,0.797,0.155,7.4,0.388,0.1,22,5.1,0.367,130,sa549697
Jose Briceno,Rockies (A),21,350,4.60%,16.30%,0.28,0.283,0.336,0.476,0.812,0.194,4.4,0.312,-0.3,53,10.4,0.367,125,sa548003
Frank Schwindel,Royals (A),22,428,4.00%,15.90%,0.25,0.286,0.313,0.515,0.828,0.229,2.3,0.298,-0.6,65,12.7,0.367,124,sa738182
Isaac Ballou,Nationals (A),24,441,10.70%,14.70%,0.72,0.271,0.37,0.419,0.79,0.149,8.2,0.312,0.9,66,13,0.366,124,sa579269
Sam Travis,Red Sox (A),20,115,6.10%,12.20%,0.5,0.29,0.33,0.495,0.826,0.206,3.2,0.308,-0.5,17,3.3,0.366,124,sa599539
Andrew Velazquez,Diamondbacks (A),19,622,10.00%,21.90%,0.46,0.29,0.367,0.428,0.796,0.138,8.2,0.369,3.7,94,21.2,0.366,129,sa658104
Avery Romero,Marlins (A),21,399,6.30%,11.80%,0.53,0.32,0.366,0.429,0.795,0.109,3.8,0.354,-0.8,60,11.5,0.366,124,sa657944
Aaron Brown,Phillies (A),22,59,1.70%,32.20%,0.05,0.309,0.339,0.473,0.812,0.164,1.2,0.444,-0.5,9,1.7,0.365,123,sa598306
Willians Astudillo,Phillies (A),22,465,4.10%,4.30%,0.95,0.333,0.366,0.433,0.799,0.101,2.1,0.339,-1.2,69,13,0.364,123,sa504866
Luis Perez,Cardinals (A),22,126,4.00%,27.80%,0.14,0.286,0.312,0.504,0.816,0.218,4.3,0.363,-0.2,19,4.2,0.364,128,sa506572
Drew Dosch,Orioles (A),22,556,8.50%,17.40%,0.48,0.314,0.379,0.404,0.783,0.09,4.3,0.381,-0.7,83,15.4,0.364,123,sa709292
Kyle Farmer,Dodgers (A),23,249,6.00%,9.60%,0.63,0.31,0.357,0.441,0.798,0.131,6.3,0.337,0.5,37,8.2,0.364,128,sa620958
Michael Ratterree,Brewers (A),23,537,14.00%,28.70%,0.49,0.235,0.35,0.452,0.802,0.217,5.3,0.309,-1.8,80,17.6,0.364,128,sa503586
Jake Bauers,Padres (A),18,467,10.90%,17.10%,0.64,0.296,0.376,0.414,0.789,0.118,3.8,0.347,-1.6,70,15.3,0.364,128,sa737848
Michael Soto,Athletics (A),22,182,8.20%,18.70%,0.44,0.274,0.33,0.482,0.811,0.207,6.4,0.302,0.6,27,6,0.364,128,sa506042
Claudio Custodio,Yankees (A),23,55,3.60%,21.80%,0.17,0.321,0.345,0.453,0.798,0.132,4.6,0.4,0.2,8,1.5,0.363,122,sa547829
LJ Mazzilli,Mets (A),23,284,10.20%,16.90%,0.6,0.292,0.363,0.428,0.791,0.136,6.1,0.332,1.6,42,7.6,0.363,122,sa577753
Ty Young,Rays (A),21,390,10.80%,24.40%,0.44,0.252,0.355,0.432,0.787,0.18,6.4,0.325,-0.7,58,12.4,0.363,127,sa737874
Taylor Smith-Brennan,Brewers (A),22,528,16.50%,24.80%,0.66,0.241,0.366,0.411,0.778,0.17,4.8,0.305,-0.6,78,16.5,0.362,127,sa549844
Dillon Thomas,Rockies (A),21,134,3.70%,28.40%,0.13,0.317,0.358,0.437,0.795,0.119,6.4,0.448,0.2,20,3.5,0.362,121,sa597958
Andrew Knapp,Phillies (A),22,314,8.60%,22.60%,0.38,0.29,0.354,0.438,0.792,0.148,5,0.368,-0.9,46,8.1,0.362,121,sa550140
Joe Jackson,Rangers (A),22,385,9.40%,15.30%,0.61,0.293,0.364,0.422,0.786,0.129,4,0.336,-0.7,57,9.9,0.362,121,sa550375
Jordan Patterson,Rockies (A),22,532,8.60%,22.20%,0.39,0.278,0.359,0.43,0.79,0.152,4.9,0.338,1.3,78,13.4,0.361,121,sa707751
Chantz Mack,Mariners (A),23,310,9.40%,12.90%,0.73,0.282,0.351,0.44,0.79,0.158,5.3,0.301,0.1,45,9.4,0.36,126,sa738471
Craig Manuel,Nationals (A),24,146,11.60%,9.60%,1.21,0.27,0.363,0.413,0.776,0.143,1.8,0.275,-1,21,3.6,0.36,120,sa577995
Michael Perez,Diamondbacks (A),21,388,16.00%,23.70%,0.67,0.238,0.362,0.414,0.776,0.176,4.2,0.302,-1.1,57,11.4,0.36,125,sa597838
Daniel Palka,Diamondbacks (A),22,521,10.70%,24.80%,0.43,0.248,0.332,0.466,0.798,0.218,5.5,0.294,0.5,76,15.2,0.359,125,sa549449
Victor Cruzado,Mets (A),22,421,13.80%,18.50%,0.74,0.273,0.371,0.404,0.774,0.131,6.1,0.327,-1.3,61,10,0.359,120,sa597033
Creede Simpson,Orioles (A),24,274,8.40%,22.30%,0.38,0.302,0.363,0.416,0.779,0.114,3.4,0.383,-0.6,40,6.5,0.359,119,sa577019
Mark Shannon,Angels (A),23,104,6.70%,11.50%,0.58,0.284,0.327,0.474,0.801,0.189,4.1,0.293,0.2,15,3,0.359,125,sa738337
Dominique Taylor,Royals (A),21,367,4.90%,13.40%,0.37,0.3,0.348,0.441,0.79,0.141,7.4,0.332,1.7,53,8.6,0.359,119,sa599513
Willy Adames,- - -,18,514,10.50%,24.50%,0.43,0.271,0.353,0.429,0.782,0.158,5.1,0.358,-1.4,74,14.5,0.358,124,sa736655
Exicardo Cayones,Angels (A),22,200,17.00%,21.00%,0.81,0.256,0.386,0.375,0.761,0.119,3,0.331,-0.7,29,5.6,0.358,124,sa504941
Kellin Deglan,Rangers (A),22,371,9.20%,23.50%,0.39,0.251,0.326,0.465,0.791,0.214,4.2,0.294,0.2,53,8.2,0.357,118,sa548189
Tyler O'Neill,Mariners (A),19,245,8.20%,32.20%,0.25,0.247,0.322,0.466,0.788,0.219,4.3,0.32,0.9,35,6.8,0.357,124,sa737633
Josh Ludy,Athletics (A),24,68,16.20%,25.00%,0.65,0.218,0.358,0.4,0.758,0.182,0.8,0.257,0,10,1.9,0.357,124,sa546687
Ivory Thomas,Twins (A),22,121,30.60%,32.20%,0.95,0.163,0.433,0.25,0.683,0.088,3.3,0.275,0.1,17,3.3,0.357,123,sa503426
Trey Mancini,Orioles (A),22,291,4.80%,17.90%,0.27,0.317,0.357,0.422,0.779,0.104,3.7,0.378,-0.4,42,6.3,0.357,118,sa708967
Jesmuel Valentin,Dodgers (A),20,462,8.20%,15.60%,0.53,0.28,0.349,0.43,0.779,0.15,8.2,0.323,1.8,66,12.4,0.356,123,sa657867
Arvicent Perez,Tigers (A),20,50,2.00%,10.00%,0.2,0.348,0.375,0.391,0.766,0.043,3.7,0.39,-0.2,7,1.3,0.356,123,sa655950
Jason Kanzler,Twins (A),23,342,4.70%,30.70%,0.15,0.286,0.334,0.448,0.782,0.162,7.5,0.399,0.1,49,9.1,0.356,123,sa738209
Harold Ramirez,Pirates (A),19,226,4.90%,15.50%,0.31,0.309,0.364,0.402,0.766,0.093,6.4,0.365,1,32,4.7,0.355,117,sa660586
Breland Almadova,Diamondbacks (A),23,364,11.50%,21.70%,0.53,0.269,0.367,0.391,0.758,0.122,7,0.344,1,52,9.6,0.355,123,sa659072
Trey Michalczewski,White Sox (A),19,495,9.10%,28.30%,0.32,0.273,0.348,0.433,0.781,0.16,5.6,0.375,-0.4,70,10.3,0.355,117,sa737859
Eric Aguilera,Angels (A),23,524,6.70%,19.30%,0.35,0.292,0.342,0.446,0.788,0.154,5.8,0.336,2,75,13.7,0.355,122,sa738943
John Nester,Padres (A),25,56,8.90%,23.20%,0.38,0.3,0.375,0.38,0.755,0.08,2.6,0.405,0,8,1.4,0.354,122,sa526557
Chan Moon,Astros (A),23,275,11.30%,14.90%,0.76,0.279,0.362,0.403,0.766,0.124,8.5,0.33,2.5,39,7,0.354,122,sa550461
Evan Van Hoosier,Rangers (A),20,493,8.90%,17.20%,0.52,0.268,0.339,0.442,0.78,0.174,7.8,0.307,1.7,70,9.8,0.354,116,sa658796
Ramon Torres,Royals (A),21,310,5.20%,12.90%,0.4,0.304,0.346,0.428,0.773,0.123,6.6,0.341,0.7,44,6.1,0.354,116,sa547940
Will Remillard,Cubs (A),21,193,10.90%,16.10%,0.68,0.286,0.372,0.381,0.753,0.095,1.2,0.346,-0.1,27,4.8,0.354,121,sa738192
Kentrell Dewitt,Marlins (A),23,348,9.50%,23.00%,0.41,0.266,0.342,0.429,0.771,0.162,7.3,0.335,-0.1,49,6.6,0.353,116,sa549171
Dane Phillips,Padres (A),23,168,6.00%,17.90%,0.33,0.295,0.335,0.449,0.784,0.154,6.9,0.352,0.4,24,4.1,0.353,121,sa503813
Chuck Taylor,Diamondbacks (A),20,472,12.70%,15.70%,0.81,0.285,0.38,0.37,0.75,0.085,5.1,0.337,-0.4,66,11.5,0.353,121,sa658001
Devin Harris,Giants (A),26,63,12.70%,19.00%,0.67,0.236,0.333,0.436,0.77,0.2,3.8,0.268,0.2,9,1.2,0.353,115,sa501556
Erich Weiss,Pirates (A),22,540,11.10%,21.70%,0.51,0.287,0.378,0.378,0.756,0.091,5.7,0.373,-1.3,76,10,0.353,115,sa737930
Jeff Holm,Tigers (A),25,345,11.30%,18.60%,0.61,0.258,0.352,0.415,0.766,0.157,4.7,0.293,0.1,48,8.3,0.353,121,sa598329
Forrestt Allday,Red Sox (A),23,230,10.90%,18.30%,0.6,0.274,0.38,0.36,0.74,0.086,5.3,0.349,-1.7,32,4.2,0.352,115,sa737849
Wendell Rijo,Red Sox (A),18,473,11.80%,21.80%,0.54,0.254,0.348,0.416,0.764,0.161,6.4,0.318,0.4,66,8.5,0.352,115,sa739597
Clint Frazier,Indians (A),19,542,10.30%,29.70%,0.35,0.266,0.349,0.411,0.761,0.146,6,0.372,-0.2,75,12.4,0.351,120,sa737437
Jared King,Mets (A),22,132,17.40%,10.60%,1.64,0.231,0.371,0.375,0.746,0.144,6.2,0.25,-0.1,18,2.3,0.351,114,sa621638
Derrick Loveless,Blue Jays (A),21,508,13.00%,23.60%,0.55,0.264,0.363,0.39,0.753,0.126,6.5,0.349,0.4,71,11.5,0.35,119,sa599355
Michael Fransoso,Pirates (A),23,236,14.00%,16.10%,0.87,0.242,0.358,0.392,0.75,0.149,6,0.27,-0.4,33,4,0.35,114,sa709000
Dexter Kjerstad,Royals (A),22,302,6.00%,19.50%,0.31,0.275,0.336,0.428,0.763,0.152,6.3,0.332,-0.9,42,4.9,0.35,113,sa550381
Alex Blandino,Reds (A),21,152,8.60%,27.60%,0.31,0.261,0.329,0.44,0.769,0.179,4.2,0.341,-0.6,21,3.2,0.348,118,sa602521
Chesny Young,Cubs (A),21,114,4.40%,19.30%,0.23,0.324,0.348,0.419,0.767,0.095,6.2,0.4,0,16,2.4,0.348,118,sa829085
Drew Ward,Nationals (A),19,478,8.80%,25.30%,0.35,0.269,0.341,0.413,0.754,0.144,3,0.353,-0.7,65,7.2,0.348,112,sa737690
Wilfredo Rodriguez,Rockies (A),20,315,6.70%,10.50%,0.64,0.31,0.359,0.399,0.758,0.089,2.2,0.335,-1.1,43,4.7,0.348,112,sa658032
Ryan Mathews,Athletics (A),24,350,6.60%,24.30%,0.27,0.269,0.317,0.454,0.771,0.185,4.6,0.328,-0.3,48,7.2,0.348,118,sa658637
Fernando Perez,Padres (A),20,507,4.90%,20.90%,0.24,0.284,0.322,0.454,0.776,0.171,3.4,0.327,-0.3,69,10.4,0.348,118,sa657942
Kale Kiser,White Sox (A),24,102,8.80%,20.60%,0.43,0.239,0.33,0.432,0.762,0.193,5.4,0.303,0.1,14,1.5,0.348,112,sa546869
Brandon Bayardi,Angels (A),23,192,6.80%,20.80%,0.33,0.272,0.335,0.422,0.757,0.15,4.4,0.326,0.5,26,3.9,0.348,118,sa579127
Jeremy Dowdy,White Sox (A),23,218,7.30%,16.10%,0.46,0.302,0.359,0.387,0.746,0.085,4.4,0.362,0.2,30,3.2,0.348,112,sa621614
Mauricio Ramos,Royals (A),22,458,4.80%,16.40%,0.29,0.279,0.335,0.422,0.757,0.143,3.1,0.32,-1.5,62,6.6,0.347,112,sa597006
Jonathan Johnson,Mets (A),25,127,18.10%,13.40%,1.35,0.238,0.394,0.307,0.701,0.069,6.3,0.286,1.5,17,1.8,0.347,112,sa577748
Matt Dean,Blue Jays (A),21,485,5.60%,24.10%,0.23,0.281,0.332,0.429,0.761,0.147,4.4,0.361,-0.1,66,9.6,0.347,117,sa599049
Jeffrey Baez,Cubs (A),20,118,8.50%,32.20%,0.26,0.236,0.299,0.491,0.79,0.255,5.1,0.302,-0.4,16,2.3,0.347,117,sa597088
