Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Daniel Robertson,Athletics (A+),20,642,11.20%,14.60%,0.77,0.31,0.402,0.471,0.873,0.161,4.1,0.349,-0.9,113,27.4,0.389,132,sa657854
Derrick Chung,Blue Jays (A+),26,201,9.50%,10.00%,0.95,0.32,0.395,0.438,0.833,0.118,1.5,0.353,-0.7,32,9.7,0.388,142,sa621647
Chris Jacobs,Dodgers (A+),25,548,13.70%,21.40%,0.64,0.266,0.387,0.499,0.886,0.233,2,0.303,-0.6,96,22.6,0.387,131,sa389213
Chad Wallach,Marlins (A+),22,78,15.40%,9.00%,1.71,0.328,0.436,0.375,0.811,0.047,0.3,0.362,0,13,3.7,0.387,142,sa550207
Ollie Linton,Indians (A+),28,92,13.00%,18.50%,0.71,0.32,0.418,0.413,0.831,0.093,3.3,0.4,-1,15,4.3,0.386,140,sa455265
Seth Mejias-Brean,Reds (A+),23,313,14.10%,15.70%,0.9,0.3,0.396,0.476,0.872,0.176,6.3,0.33,1,55,12.8,0.386,131,sa580437
Jon Kemmer,Astros (A+),23,159,2.50%,20.80%,0.12,0.294,0.314,0.608,0.922,0.314,4.5,0.303,-0.4,28,6.3,0.385,130,sa738208
Jordan Weems,Red Sox (A+),21,94,9.60%,25.50%,0.38,0.329,0.409,0.415,0.823,0.085,4.4,0.456,0.3,15,4.3,0.385,139,sa597862
Jonathan Roof,Red Sox (A+),25,224,12.10%,14.30%,0.84,0.301,0.384,0.461,0.845,0.161,5.1,0.338,-0.3,37,10.3,0.385,139,sa546779
Christopher Grayson,Rangers (A+),24,182,11.50%,22.50%,0.51,0.289,0.387,0.454,0.841,0.164,6.8,0.369,-0.5,30,8.3,0.384,138,sa598833
T.J. Rivera,Mets (A+),25,274,5.10%,13.50%,0.38,0.341,0.383,0.452,0.836,0.111,3.3,0.383,-0.1,43,12.2,0.383,139,sa599382
Brandon Drury,Diamondbacks (A+),21,478,8.60%,15.90%,0.54,0.3,0.366,0.519,0.885,0.219,3.5,0.326,-0.5,82,17.9,0.382,128,sa549169
Benjamin Carhart,Cubs (A+),24,51,7.80%,17.60%,0.44,0.34,0.392,0.447,0.839,0.106,4.1,0.421,0.2,8,2.2,0.381,138,sa549450
Hunter Dozier,Royals (A+),22,267,13.10%,21.00%,0.63,0.295,0.397,0.429,0.826,0.134,3.9,0.371,-0.1,43,11.2,0.38,136,sa737439
Reed Gragnani,Red Sox (A+),23,433,14.80%,11.80%,1.25,0.3,0.409,0.406,0.814,0.106,6.2,0.346,-0.6,69,18.1,0.38,135,sa502340
Sean Buckley,Reds (A+),24,254,5.10%,21.70%,0.24,0.312,0.362,0.511,0.873,0.199,3.2,0.363,-1.2,43,8.7,0.379,126,sa455548
Dario Pizzano,Mariners (A+),23,162,14.20%,9.90%,1.44,0.275,0.377,0.486,0.862,0.21,4.6,0.292,0,27,5.4,0.378,125,sa658253
Rudy Flores,Diamondbacks (A+),23,577,5.70%,32.80%,0.17,0.301,0.354,0.528,0.881,0.227,2.4,0.414,-0.2,97,19.4,0.378,125,sa621607
Lance Ray,Twins (A+),24,69,5.80%,17.40%,0.33,0.286,0.333,0.508,0.841,0.222,1.7,0.32,0,11,2.8,0.378,136,sa546832
Aaron Shipman,Athletics (A+),22,215,16.70%,18.10%,0.92,0.292,0.414,0.41,0.824,0.118,7.6,0.37,1.7,36,7.2,0.378,125,sa548218
Kevin Keyes,Nationals (A+),25,81,7.40%,21.00%,0.35,0.284,0.346,0.5,0.846,0.216,6,0.321,0.1,13,3.2,0.377,134,sa392183
Jason Kanzler,Twins (A+),23,101,11.90%,32.70%,0.36,0.267,0.376,0.43,0.806,0.163,9.6,0.4,2.4,16,4,0.377,135,sa738209
Jason Coats,White Sox (A+),24,476,7.40%,13.70%,0.54,0.291,0.35,0.487,0.837,0.196,4.1,0.312,-0.2,75,18.5,0.376,133,sa577916
Tyler Marlette,Mariners (A+),21,339,7.10%,18.00%,0.39,0.301,0.351,0.519,0.87,0.218,4.5,0.332,0.9,56,10.6,0.376,123,sa597836
Patrick Kivlehan,Mariners (A+),24,157,7.60%,20.40%,0.38,0.282,0.331,0.563,0.895,0.282,6.3,0.298,0.4,26,4.9,0.376,123,sa657983
Nick Williams,Rangers (A+),20,408,4.70%,28.70%,0.16,0.292,0.343,0.491,0.834,0.199,5.4,0.391,-2.3,64,15.7,0.375,133,sa657981
LJ Mazzilli,Mets (A+),23,274,5.80%,12.00%,0.48,0.312,0.363,0.456,0.819,0.144,4.6,0.344,-0.7,42,10.6,0.375,134,sa577753
Sherman Johnson,Angels (A+),23,629,14.00%,16.50%,0.85,0.276,0.382,0.465,0.847,0.189,7.3,0.314,-0.3,104,19.5,0.375,123,sa658344
Angel Rosa,Angels (A+),21,124,4.80%,16.90%,0.29,0.348,0.39,0.464,0.855,0.116,6.2,0.419,-0.6,20,3.8,0.375,123,sa707769
Dwight Smith,Blue Jays (A+),21,533,10.90%,12.90%,0.84,0.284,0.363,0.453,0.816,0.169,6.9,0.311,1.3,81,20.4,0.375,134,sa597794
Keith Glenn,Diamondbacks (A+),23,538,8.20%,21.60%,0.38,0.285,0.346,0.527,0.872,0.242,7.8,0.328,3.1,88,16,0.374,122,sa503215
Bijan Rademacher,Cubs (A+),23,438,9.60%,19.90%,0.48,0.281,0.363,0.448,0.811,0.167,4.9,0.338,-2.5,66,16.3,0.373,133,sa658233
Carlos Perdomo,Astros (A+),24,141,10.60%,9.90%,1.07,0.328,0.403,0.429,0.831,0.101,8.2,0.355,0.7,23,4.2,0.373,122,sa504867
Greg Bird,Yankees (A+),21,325,13.80%,21.50%,0.64,0.277,0.375,0.442,0.817,0.164,2.8,0.342,0.1,49,12.1,0.373,133,sa597899
LeVon Washington,Indians (A+),22,301,15.00%,20.90%,0.71,0.294,0.402,0.393,0.795,0.099,4.3,0.374,-0.2,47,11,0.373,131,sa500743
Jose Martinez,Braves (A+),25,288,9.00%,12.80%,0.7,0.319,0.375,0.444,0.819,0.125,5.2,0.353,0.3,45,10.5,0.373,131,sa380012
Eric Jagielo,Yankees (A+),22,359,10.60%,25.90%,0.41,0.259,0.354,0.46,0.813,0.201,1.2,0.315,-0.1,54,13.1,0.372,132,sa550383
Mike Tauchman,Rockies (A+),23,228,12.70%,18.00%,0.71,0.294,0.386,0.452,0.838,0.157,7,0.353,0.4,37,6.5,0.372,121,sa737856
Austin Barnes,Marlins (A+),24,200,9.50%,12.50%,0.76,0.317,0.385,0.417,0.802,0.1,4.3,0.364,-0.7,30,7.2,0.372,132,sa578958
Patrick Leonard,Rays (A+),21,515,9.50%,20.80%,0.46,0.284,0.359,0.448,0.808,0.165,6.9,0.342,2.7,77,18.2,0.371,131,sa597839
Michael Yastrzemski,Orioles (A+),23,107,7.50%,15.00%,0.5,0.312,0.364,0.462,0.827,0.151,9,0.35,0.9,16,3.7,0.37,129,sa503161
Diego Goris,Padres (A+),23,392,3.60%,18.90%,0.19,0.324,0.347,0.514,0.86,0.189,5.6,0.37,1.1,63,10.4,0.37,120,sa507199
Major Blair,Giants (A+),26,387,8.50%,22.50%,0.38,0.316,0.381,0.452,0.833,0.136,5.6,0.406,-1.1,62,10.1,0.369,119,sa599407
Jose Peraza,Braves (A+),20,304,3.30%,10.50%,0.31,0.342,0.365,0.454,0.82,0.113,8.9,0.376,3.8,46,10.3,0.369,129,sa596851
Jake Romanski,Red Sox (A+),23,56,1.80%,8.90%,0.2,0.291,0.304,0.527,0.831,0.236,4.1,0.292,-0.2,9,1.9,0.369,129,sa738897
Michael Reed,Brewers (A+),21,457,17.10%,17.30%,0.99,0.255,0.396,0.378,0.774,0.123,6.5,0.31,1.3,67,15.5,0.369,130,sa597841
Jeremy Lucas,Indians (A+),23,439,11.80%,15.70%,0.75,0.267,0.363,0.442,0.805,0.175,3.6,0.298,-0.7,67,14.7,0.369,128,sa503053
Rio Ruiz,Astros (A+),20,602,13.60%,15.10%,0.9,0.293,0.387,0.436,0.823,0.143,3,0.335,-0.9,96,15.1,0.368,119,sa657980
Ryan Gebhardt,Diamondbacks (A+),22,174,5.70%,10.90%,0.53,0.356,0.402,0.406,0.809,0.05,4,0.401,-1,28,4.3,0.368,119,sa738165
Gerwins Velasco,Cardinals (A+),23,113,13.30%,13.30%,1,0.281,0.384,0.396,0.78,0.115,2.8,0.325,0,17,3.7,0.367,129,sa504715
Justin Maffei,Pirates (A+),22,174,9.20%,20.10%,0.46,0.303,0.376,0.413,0.789,0.11,7.2,0.387,0.4,25,5.7,0.367,129,sa738359
Zane Chavez,Orioles (A+),27,152,5.90%,15.10%,0.39,0.302,0.344,0.468,0.812,0.165,1.2,0.321,-0.2,23,4.8,0.367,127,sa628321
Michael Gonzales,Twins (A+),26,319,9.40%,19.40%,0.48,0.274,0.351,0.448,0.799,0.174,1.7,0.319,-0.1,46,10.2,0.366,128,sa455046
Renato Nunez,Athletics (A+),20,562,6.00%,20.10%,0.3,0.279,0.336,0.517,0.853,0.238,3.9,0.303,0.5,88,13,0.366,117,sa596834
Jaycob Brugman,Athletics (A+),22,214,7.50%,23.40%,0.32,0.282,0.332,0.533,0.865,0.251,5,0.311,-0.8,34,4.9,0.366,117,sa550136
Matt Newman,Blue Jays (A+),25,105,13.30%,19.00%,0.7,0.292,0.381,0.416,0.797,0.124,2.1,0.357,-0.2,15,3.3,0.366,128,sa577013
Viosergy Rosa,Marlins (A+),24,498,8.40%,19.70%,0.43,0.291,0.355,0.439,0.795,0.148,1.6,0.344,-0.1,72,15.7,0.366,128,sa549558
Ryan Wright,Reds (A+),24,255,3.90%,12.50%,0.31,0.311,0.345,0.498,0.843,0.187,6.8,0.332,1,40,5.8,0.366,117,sa577732
Anthony Gallas,Indians (A+),26,239,7.10%,21.80%,0.33,0.276,0.331,0.48,0.81,0.204,3.7,0.329,0.2,36,7.4,0.366,126,sa549646
Jose Osuna,Pirates (A+),21,408,6.90%,17.60%,0.39,0.296,0.347,0.458,0.804,0.162,4.4,0.338,-0.1,59,12.9,0.366,128,sa546540
Justin Howard,Pirates (A+),26,115,7.80%,23.50%,0.33,0.272,0.342,0.456,0.798,0.184,6.6,0.351,0.2,17,3.6,0.366,128,sa549676
Nathan Orf,Brewers (A+),24,538,10.20%,13.80%,0.74,0.288,0.388,0.386,0.773,0.098,4.6,0.336,-1.1,78,16.7,0.365,127,sa579765
Justin O'Conner,Rays (A+),22,340,4.40%,22.90%,0.19,0.282,0.321,0.486,0.806,0.204,2.7,0.343,-0.1,49,10.5,0.365,127,sa548314
Preston Beck,Rangers (A+),23,527,15.20%,17.60%,0.86,0.255,0.376,0.411,0.787,0.156,4,0.299,0.2,78,15.7,0.364,125,sa621361
Peter Lavin,Phillies (A+),26,228,7.00%,16.70%,0.42,0.292,0.344,0.45,0.793,0.158,4.6,0.331,-1,33,6.8,0.363,126,sa598644
Tyler Ogle,Dodgers (A+),23,317,13.90%,18.60%,0.75,0.273,0.383,0.423,0.806,0.15,2.9,0.327,-0.4,49,6.6,0.363,116,sa578021
Jack Reinheimer,Mariners (A+),21,91,4.40%,13.20%,0.33,0.341,0.367,0.459,0.825,0.118,7.1,0.384,0.1,14,1.9,0.363,115,sa549854
Greg Miclat,Cardinals (A+),26,91,9.90%,13.20%,0.75,0.284,0.363,0.42,0.782,0.136,7.3,0.324,0.8,13,2.7,0.363,126,sa454552
Dane Phillips,Padres (A+),23,278,7.90%,19.80%,0.4,0.279,0.343,0.494,0.837,0.215,6.4,0.321,0.6,43,5.7,0.363,115,sa503813
Daniel Vogelbach,Cubs (A+),21,560,11.80%,16.30%,0.73,0.268,0.357,0.429,0.787,0.162,3,0.296,-0.9,80,16.5,0.363,126,sa597778
Omar Narvaez,White Sox (A+),22,174,15.50%,12.10%,1.29,0.279,0.393,0.379,0.772,0.1,2.8,0.306,-0.4,26,5,0.363,124,sa504967
Kevin Heller,Red Sox (A+),24,381,11.80%,23.60%,0.5,0.253,0.374,0.399,0.772,0.146,5.2,0.33,-0.1,56,10.9,0.362,124,sa658970
David Mayfield,Astros (A+),23,277,7.20%,18.10%,0.4,0.293,0.35,0.484,0.834,0.191,4.4,0.337,-2.6,43,5.5,0.362,115,sa739543
Stephen Wickens,Twins (A+),25,66,9.10%,18.20%,0.5,0.31,0.364,0.431,0.795,0.121,7.9,0.362,0.4,9,1.9,0.362,125,sa546622
Tyler Smith,Mariners (A+),23,492,11.60%,16.50%,0.7,0.286,0.378,0.428,0.806,0.142,6.4,0.334,-1,75,9.6,0.362,115,sa709018
Odubel Herrera,Rangers (A+),22,137,16.80%,15.30%,1.1,0.297,0.412,0.342,0.754,0.045,7.1,0.359,0.4,20,3.8,0.361,123,sa505987
Yandy Diaz,Indians (A+),22,338,14.50%,10.40%,1.4,0.286,0.396,0.367,0.763,0.081,4.7,0.32,-1.1,49,9.3,0.361,123,sa823741
Breyvil Valera,Cardinals (A+),21,323,7.70%,4.00%,1.92,0.333,0.385,0.388,0.773,0.054,5.3,0.346,-1.5,46,9,0.361,125,sa546472
Jeremy Rathjen,Dodgers (A+),24,398,9.80%,23.40%,0.42,0.269,0.35,0.48,0.829,0.211,5.4,0.322,0.9,61,7.5,0.361,114,sa602610
Jose Rosario,Yankees (A+),22,216,6.90%,11.60%,0.6,0.32,0.377,0.396,0.773,0.076,4.6,0.366,-2.3,31,6,0.361,124,sa507166
Jerrud Sabourin,Indians (A+),24,365,10.70%,16.70%,0.64,0.295,0.371,0.407,0.778,0.112,2.9,0.349,-0.4,53,9.8,0.36,123,sa546776
Benji Gonzalez,Padres (A+),24,439,10.30%,14.10%,0.73,0.306,0.381,0.42,0.801,0.114,5.4,0.356,-0.6,67,8,0.36,114,sa454764
Louis Voit,Cardinals (A+),23,390,8.20%,20.30%,0.41,0.276,0.342,0.442,0.783,0.165,4.9,0.332,-0.3,55,10.5,0.36,124,sa502753
Jorge Polanco,Twins (A+),20,432,10.60%,13.90%,0.77,0.291,0.364,0.415,0.78,0.124,5.9,0.327,-1.3,61,11.6,0.359,124,13152
Levi Michael,Twins (A+),23,201,9.50%,12.40%,0.76,0.305,0.375,0.395,0.77,0.09,5.8,0.346,-0.5,28,5.4,0.359,124,sa526207
Avery Romero,Marlins (A+),21,108,6.50%,12.00%,0.54,0.32,0.37,0.4,0.77,0.08,4.4,0.368,0.4,15,2.9,0.359,123,sa657944
Mason Katz,Cardinals (A+),23,183,8.70%,19.70%,0.44,0.276,0.341,0.442,0.782,0.166,5,0.317,0.6,26,4.8,0.359,123,sa621660
Aaron Miller,Dodgers (A+),26,434,11.80%,28.30%,0.41,0.257,0.35,0.476,0.826,0.219,5.2,0.34,0.5,65,7,0.358,112,sa327134
John Wooten,Nationals (A+),23,101,5.90%,19.80%,0.3,0.269,0.32,0.473,0.793,0.204,6.1,0.304,0.1,14,2.5,0.358,121,sa501993
Samuel Starr,Orioles (A+),26,125,7.20%,10.40%,0.69,0.257,0.323,0.469,0.792,0.212,5.3,0.26,-0.3,18,3.1,0.358,121,sa549944
Chad Pinder,Athletics (A+),22,436,5.00%,22.70%,0.22,0.288,0.336,0.489,0.824,0.201,6.2,0.352,-1.7,65,6.8,0.357,112,sa708990
Tim Anderson,White Sox (A+),21,300,2.30%,22.70%,0.1,0.297,0.323,0.472,0.795,0.175,8.1,0.369,0.5,43,7.2,0.357,120,sa737508
Adam Heisler,White Sox (A+),26,126,8.70%,11.90%,0.73,0.283,0.347,0.434,0.78,0.15,7.1,0.313,0,18,3,0.356,120,sa503658
Cam Maron,Mets (A+),23,416,14.70%,16.30%,0.9,0.282,0.387,0.362,0.749,0.08,2.9,0.337,-0.3,57,10.1,0.356,121,sa503041
Starlin Rodriguez,Cardinals (A+),24,199,9.00%,18.60%,0.49,0.269,0.342,0.44,0.782,0.171,5.1,0.309,-0.4,27,4.8,0.356,121,sa508116
Charlie Tilson,Cardinals (A+),21,402,6.00%,18.90%,0.32,0.308,0.357,0.414,0.77,0.105,6.3,0.377,-0.9,55,9.7,0.356,121,sa597793
Leonardo Reginatto,Rays (A+),24,413,9.20%,11.10%,0.83,0.316,0.384,0.371,0.755,0.055,5.3,0.357,1.9,57,9.9,0.356,121,sa504970
Chad Hinshaw,Angels (A+),23,298,5.00%,21.80%,0.23,0.261,0.333,0.489,0.822,0.227,8.7,0.307,0,44,4.2,0.355,110,sa738144
Aledmys Diaz,Cardinals (A+),24,54,13.00%,18.50%,0.7,0.227,0.352,0.409,0.761,0.182,3.5,0.242,0.2,7,1.3,0.355,121,sa803159
Connor Harrell,Tigers (A+),23,544,6.80%,24.80%,0.27,0.27,0.344,0.423,0.766,0.153,5.7,0.345,1.7,75,12.9,0.355,121,sa658840
Gabriel Guerrero,Mariners (A+),20,580,5.90%,22.60%,0.26,0.307,0.347,0.467,0.814,0.16,5.7,0.373,0.9,86,8,0.355,110,sa596948
Jantzen Witte,Red Sox (A+),24,282,6.40%,14.50%,0.44,0.296,0.34,0.451,0.792,0.156,4,0.332,-0.3,40,6.4,0.355,119,sa738324
Gioskar Amaya,Cubs (A+),21,435,12.20%,20.70%,0.59,0.276,0.379,0.369,0.747,0.092,5.6,0.354,-0.1,60,10.2,0.355,121,sa547898
Tony Renda,Nationals (A+),23,472,9.10%,12.50%,0.73,0.307,0.381,0.377,0.758,0.07,6.7,0.353,1.2,67,10.7,0.355,119,sa503422
Austin Elkins,Astros (A+),23,145,15.90%,17.20%,0.92,0.252,0.403,0.339,0.742,0.087,1.8,0.307,0,21,2,0.355,110,sa621617
Blake Miller,Giants (A+),24,409,6.40%,19.60%,0.33,0.299,0.354,0.453,0.807,0.154,5.2,0.356,0.6,60,5.2,0.354,110,sa738430
Marty Gantt,Rays (A+),24,332,11.40%,18.70%,0.61,0.262,0.361,0.397,0.758,0.135,6.5,0.32,-0.3,45,7.5,0.354,120,sa658103
Jeff Mcvaney,Tigers (A+),24,556,8.10%,15.60%,0.52,0.273,0.345,0.423,0.768,0.15,5.7,0.309,0.5,76,12.6,0.354,120,sa658125
Dilson Herrera,Mets (A+),20,309,5.80%,14.20%,0.41,0.307,0.355,0.41,0.765,0.102,6.8,0.353,1.5,42,7,0.354,120,14335
Dante Bichette,Yankees (A+),21,460,10.90%,19.60%,0.56,0.271,0.352,0.41,0.763,0.139,2.5,0.325,-1.1,63,10.3,0.354,120,sa597776
Matty Johnson,Red Sox (A+),26,603,12.30%,14.10%,0.87,0.276,0.377,0.375,0.751,0.098,8.2,0.323,0.2,84,12.5,0.352,117,sa596293
Brett Eibner,Royals (A+),25,51,19.60%,31.40%,0.63,0.22,0.373,0.366,0.738,0.146,3.7,0.333,-0.3,7,1.1,0.352,117,sa390416
Raul Navarro,Diamondbacks (A+),22,492,7.50%,15.90%,0.47,0.304,0.364,0.426,0.789,0.121,6.6,0.354,-0.5,71,5.5,0.352,108,sa506772
J.P. Crawford,Phillies (A+),19,271,10.30%,13.70%,0.76,0.275,0.352,0.407,0.759,0.131,3.6,0.292,-0.9,37,5.8,0.352,119,sa737507
Courtney Hawkins,White Sox (A+),20,515,10.30%,27.80%,0.37,0.249,0.331,0.45,0.781,0.2,5.7,0.316,0.5,71,10.5,0.352,117,sa657904
Jonathan Schwind,Pirates (A+),24,182,7.70%,20.90%,0.37,0.289,0.346,0.416,0.762,0.127,4.6,0.357,-1.6,24,3.8,0.352,118,sa598663
Beau Amaral,Reds (A+),23,374,7.00%,15.00%,0.46,0.295,0.353,0.44,0.793,0.145,6.2,0.338,-2,54,4,0.351,108,sa503642
Matthew Snyder,Yankees (A+),24,192,5.20%,21.90%,0.24,0.287,0.339,0.421,0.76,0.135,1.1,0.361,0,26,4,0.351,118,sa602687
Jared Schlehuber,Royals (A+),25,177,10.70%,17.50%,0.61,0.252,0.339,0.426,0.765,0.174,3.4,0.277,0.2,24,3.5,0.351,117,sa659239
Cal Towey,Angels (A+),24,547,9.30%,25.00%,0.37,0.279,0.364,0.417,0.782,0.138,6.2,0.369,-2.7,79,5.5,0.351,108,sa579778
Andy Fermin,Blue Jays (A+),24,62,6.50%,14.50%,0.44,0.276,0.323,0.448,0.771,0.172,4,0.313,0,8,1.3,0.351,118,sa549520
